,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jun 22, 2009 Rock Drawings in Valcamonica Italy C 94","(0.2808988764044944, 'actions identified management conservation research components management plan particular')","(0.2661290322580645, 'notes progress made mapping rock art sites view delineating parts property buffer zones requests state party')","(0.29166666666666663, 'conservation research components management plan')","(0.32835820895522383, 'actions identified management conservation research components management plan particular applying recommendations reactive monitoring')","(0.3589743589743589, 'actions identified management conservation research components management plan')","(0.31756756756756754, 'centre informed progress actions identified management conservation research components management plan particular applying recommendations reactive')","(0.33333333333333337, 'possible n also requests')","(0.35, 'informed progress actions identified management conservation research components')","(0.3125, 'heritage centre informed progress actions identified management conservation research components')","(0.33333333333333337, 'actions identified management conservation research')","(0.323943661971831, 'progress actions identified management conservation research components')","(0.3125, 'adopted session christchurch n notes progress made mapping rock art sites view delineating parts')","(0.31007751937984496, 'n recalling decision com adopted session christchurch n notes progress made mapping rock art sites view')","(0.28846153846153844, 'management conservation research components management plan particular applying recommendations reactive')","(0.379746835443038, 'management conservation research components management plan particular applying')","(0.31645569620253167, 'management plan particular applying recommendations reactive monitoring mission')","(0.3291139240506329, 'management conservation research components management plan particular applying')","(0.31666666666666665, 'delineating parts property buffer zones requests state party')","(0.3492063492063492, 'heritage centre informed progress actions identified management')","(0.31868131868131866, 'informed progress actions identified management conservation research components management')","(0.30612244897959184, 'actions identified management conservation research components management plan particular applying')","(0.4029850746268657, 'centre informed progress actions identified management conservation')","(0.277027027027027, 'centre informed progress actions identified management conservation research components management plan particular applying recommendations reactive')","(0.29496402877697847, 'centre informed progress actions identified management conservation research components management plan particular applying recommendations')","(0.2875, 'whc com n recalling decision com adopted session christchurch n')","(0.3146067415730337, 'actions identified management conservation research components management plan particular')","(0.33653846153846156, 'management conservation research components management plan particular applying recommendations reactive')","(0.28148148148148144, 'n recalling decision com adopted session christchurch n notes progress made mapping rock art sites view delineating')","(0.30573248407643316, 'heritage centre informed progress actions identified management conservation research components management plan particular applying recommendations reactive')","(0.34507042253521125, 'actions identified management conservation research components management plan particular applying recommendations reactive monitoring mission')","(0.47457627118644063, 'management conservation research components management plan')","(0.2894736842105263, 'centre informed progress actions identified management conservation research components management plan particular')","(0.32291666666666663, 'heritage centre informed progress actions identified management conservation research components')"
"Jun 22, 2009 Robben Island Republic of South Africa C 916","(0.37362637362637363, 'party implementation integrated conservation management plan specifically relation physical')","(0.2781065088757396, 'party implementation integrated conservation management plan specifically relation physical conservation preventive conservation work ongoing improvements interpretation')","(0.4, 'convention act permanent chief executive')","(0.3879310344827587, 'ongoing improvements interpretation visitor management better cooperation department public works n encourages state')","(0.3855421686746988, 'integrated conservation management plan specifically relation physical conservation')","(0.3161764705882353, 'centre icomos reactive monitoring mission property assess effectiveness management plan structure conserving outstanding universal value')","(0.33333333333333337, 'property n also requests')","(0.3382352941176471, 'creation statutory authority world heritage convention act permanent')","(0.33333333333333337, 'work ongoing improvements interpretation visitor management better cooperation department public')","(0.41025641025641024, 'world heritage convention act permanent')","(0.352112676056338, 'physical conservation preventive conservation work ongoing improvements')","(0.3194444444444444, 'relation physical conservation preventive conservation work ongoing improvements interpretation visitor management better cooperation department')","(0.31333333333333335, 'physical conservation preventive conservation work ongoing improvements interpretation visitor management better cooperation department public works n')","(0.34285714285714286, 'physical conservation preventive conservation work ongoing improvements interpretation visitor management')","(0.37349397590361444, 'preventive conservation work ongoing improvements interpretation visitor management')","(0.3132530120481928, 'management plan specifically relation physical conservation preventive conservation')","(0.34883720930232553, 'physical conservation preventive conservation work ongoing improvements interpretation')","(0.28378378378378377, 'monitoring mission property assess effectiveness management plan structure')","(0.4035087719298246, 'heritage convention act permanent chief executive officer')","(0.34042553191489366, 'integrated conservation management plan specifically relation physical conservation preventive')","(0.3296703296703297, 'improvements interpretation visitor management better cooperation department public works n')","(0.3972602739726028, 'ongoing improvements interpretation visitor management better cooperation')","(0.3381294964028777, 'preventive conservation work ongoing improvements interpretation visitor management better cooperation department public works n encourages')","(0.2983870967741935, 'n notes continued progress state party implementation integrated conservation management plan specifically relation physical')","(0.32183908045977017, 'property including creation statutory authority world heritage convention act permanent')","(0.3580246913580247, 'managerial aspects property including creation statutory authority world heritage')","(0.3431372549019608, 'preventive conservation work ongoing improvements interpretation visitor management better cooperation')","(0.33333333333333337, 'party implementation integrated conservation management plan specifically relation physical conservation preventive conservation work ongoing improvements interpretation visitor')","(0.308641975308642, 'management plan specifically relation physical conservation preventive conservation work ongoing improvements interpretation visitor management better cooperation')","(0.3671875, 'preventive conservation work ongoing improvements interpretation visitor management better cooperation department public works n')","(0.41509433962264153, 'management better cooperation department public works')","(0.2909090909090909, 'ongoing improvements interpretation visitor management better cooperation department public works n encourages')","(0.3516483516483516, 'improvements interpretation visitor management better cooperation department public works n')"
"Jun 22, 2009 Rice Terraces of the Philippine Cordilleras Philippines C 722","(0.2962962962962963, 'community based nature actions implemented efforts made valorisation transmission')","(0.28148148148148144, 'removal property world heritage list danger particularly inclusive community based nature actions implemented efforts made valorisation')","(0.33999999999999997, 'conservation property progress made implementation')","(0.37623762376237624, 'desired state conservation prepared state party requests world heritage centre advisory bodies review')","(0.39682539682539686, 'state conservation prepared state party requests world heritage')","(0.3049645390070922, 'heritage centre february report state conservation property progress made implementation recommendations examination world heritage committee')","(0.3448275862068966, 'prepared state party requests')","(0.3492063492063492, 'warmly welcomes draft desired state conservation prepared state')","(0.326530612244898, 'property progress made implementation recommendations examination world heritage committee session')","(0.36585365853658536, 'desired state conservation prepared state')","(0.3214285714285714, 'desired state conservation prepared state party requests')","(0.3023255813953488, 'report state conservation property progress made implementation recommendations examination world heritage committee session view')","(0.32413793103448274, 'party significant progress achieved implementation corrective measures towards removal property world heritage list danger particularly inclusive')","(0.33333333333333337, 'state conservation property progress made implementation recommendations examination world heritage')","(0.3411764705882353, 'implemented efforts made valorisation transmission traditional practices substantiate')","(0.30000000000000004, 'property progress made implementation recommendations examination world heritage')","(0.33333333333333337, 'state conservation property progress made implementation recommendations examination')","(0.34523809523809523, 'transmission traditional practices substantiate outstanding universal value property')","(0.3584905660377359, 'view considering removal property list world heritage')","(0.3571428571428571, 'state conservation prepared state party requests world heritage centre')","(0.35106382978723405, 'recommendations examination world heritage committee session view considering removal property')","(0.38888888888888884, 'state conservation property progress made implementation recommendations')","(0.3049645390070922, 'heritage centre february report state conservation property progress made implementation recommendations examination world heritage committee')","(0.31007751937984496, 'report state conservation property progress made implementation recommendations examination world heritage committee session view')","(0.30000000000000004, 'view considering removal property list world heritage danger n decides')","(0.35443037974683544, 'implementation corrective measures towards removal property world heritage list')","(0.3434343434343434, 'state conservation property progress made implementation recommendations examination world heritage')","(0.2974683544303798, 'february report state conservation property progress made implementation recommendations examination world heritage committee session view considering removal')","(0.28, 'february report state conservation property progress made implementation recommendations examination world heritage committee session view considering')","(0.34883720930232553, 'report state conservation property progress made implementation recommendations examination world heritage committee session view')","(0.4893617021276596, 'desired state conservation prepared state party')","(0.2786885245901639, 'nature actions implemented efforts made valorisation transmission traditional practices substantiate outstanding universal')","(0.30487804878048785, 'removal property world heritage list danger particularly inclusive community based')"
"Jun 22, 2009 Revision of the Operational Guidelines","(0.31645569620253167, 'corresponding revisions operational guidelines n requests world heritage centre')","(0.28104575163398693, 'conformity section iie operational guidelines organize expert meeting develop examples application conditions integrity authenticity properties nominated')","(0.38636363636363635, 'inclusion section iie operational guidelines')","(0.29230769230769227, 'operational guidelines organize expert meeting develop examples application conditions integrity authenticity properties nominated')","(0.38888888888888884, 'corresponding revisions operational guidelines n requests world heritage')","(0.28, 'session committee seville requests world heritage centre prepare updated document changes adoption session circulate comments')","(0.32258064516129037, 'world heritage emblem presented')","(0.39682539682539686, 'funding support organization meeting n recalling debate changes')","(0.3417721518987342, 'extra budgetary funding support organization meeting n recalling debate changes')","(0.33333333333333337, 'world heritage centre cooperation advisory')","(0.3275862068965517, 'section iie operational guidelines organize expert meeting')","(0.3257575757575758, 'examples application conditions integrity authenticity properties nominated criteria vi inclusion section iie operational guidelines')","(0.2945736434108527, 'c general conference unesco committee examination session n also requests world heritage centre cooperation advisory bodies')","(0.2962962962962963, 'world heritage centre prepare updated document changes adoption session circulate')","(0.3076923076923077, 'emblem submit comprehensive working document focusing harmonization directives')","(0.32894736842105265, 'undertaken propose corresponding revisions operational guidelines n requests')","(0.30000000000000004, 'advisory bodies conformity section iie operational guidelines organize')","(0.33333333333333337, 'centre prepare updated document changes adoption session circulate')","(0.40384615384615385, 'vi inclusion section iie operational guidelines seek')","(0.35443037974683544, 'operational guidelines session committee seville requests world heritage centre')","(0.37037037037037035, 'inclusion section iie operational guidelines seek extra budgetary funding support')","(0.39682539682539686, 'authenticity properties nominated criteria vi inclusion section')","(0.3484848484848485, 'propose corresponding revisions operational guidelines n requests world heritage centre cooperation advisory bodies relevant sectors')","(0.31060606060606055, 'conformity section iie operational guidelines organize expert meeting develop examples application conditions integrity authenticity')","(0.30000000000000004, 'com com respectively adopted christchurch quebec city sessions n takes')","(0.35064935064935066, 'integrity authenticity properties nominated criteria vi inclusion section iie')","(0.33333333333333337, 'application conditions integrity authenticity properties nominated criteria vi inclusion section')","(0.2894736842105263, 'guidelines organize expert meeting develop examples application conditions integrity authenticity properties nominated criteria vi inclusion section iie')","(0.2847222222222222, 'centre cooperation advisory bodies conformity section iie operational guidelines organize expert meeting develop examples application conditions')","(0.3571428571428571, 'cooperation advisory bodies conformity section iie operational guidelines organize expert meeting develop examples application')","(0.3877551020408163, 'world heritage centre cooperation advisory bodies')","(0.2777777777777778, 'propose corresponding revisions operational guidelines n requests world heritage centre cooperation advisory')","(0.3132530120481928, 'operational guidelines n requests world heritage centre cooperation advisory bodies')"
"Jun 22, 2009 Rxc3xado Plxc3xa1tano Biosphere Reserve Honduras N 196","(0.28395061728395066, 'recommendations made monitoring mission including response report illegal logging')","(0.2605633802816901, 'party submit world heritage centre february report progress achieved implementation recommendations made monitoring mission including response')","(0.34042553191489366, 'conservation report property requested decision')","(0.30927835051546393, 'state conservation report property requested decision com n reiterates request state party submit')","(0.3939393939393939, 'provided state conservation report property requested decision com')","(0.2685185185185185, 'n examined document whc com n recalling decision com adopted session quebec city n regrets')","(0.2962962962962963, 'party submit world heritage')","(0.31707317073170727, 'achieved implementation recommendations made monitoring mission including response')","(0.326530612244898, 'report progress achieved implementation recommendations made monitoring mission including response')","(0.39534883720930236, 'provided state conservation report property')","(0.26315789473684215, 'state conservation report property requested decision com')","(0.2845528455284553, 'recommendations made monitoring mission including response report illegal logging global witness examination world heritage')","(0.29931972789115646, 'achieved implementation recommendations made monitoring mission including response report illegal logging global witness examination world heritage')","(0.27835051546391754, 'achieved implementation recommendations made monitoring mission including response report illegal')","(0.31666666666666665, 'adopted session quebec city n regrets state party')","(0.29230769230769227, 'state party provided state conservation report property requested')","(0.26865671641791045, 'decision com adopted session quebec city n regrets')","(0.3125, 'conservation report property requested decision com n reiterates')","(0.40740740740740744, 'view consider inscription property list world heritage')","(0.3194444444444444, 'conservation report property requested decision com n reiterates request')","(0.34090909090909094, 'recommendations made monitoring mission including response report illegal logging global')","(0.3561643835616438, 'achieved implementation recommendations made monitoring mission including')","(0.3049645390070922, 'progress achieved implementation recommendations made monitoring mission including response report illegal logging global witness examination')","(0.27826086956521734, 'n examined document whc com n recalling decision com adopted session quebec city n')","(0.2875, 'n recalling decision com adopted session quebec city n regrets')","(0.36111111111111116, 'committee session view consider inscription property list world heritage')","(0.3157894736842105, 'centre february report progress achieved implementation recommendations made monitoring mission')","(0.2818791946308725, 'party submit world heritage centre february report progress achieved implementation recommendations made monitoring mission including response report')","(0.2692307692307693, 'n recalling decision com adopted session quebec city n regrets state party provided state conservation report')","(0.2945736434108527, 'progress achieved implementation recommendations made monitoring mission including response report illegal logging global witness')","(0.4339622641509434, 'provided state conservation report property requested')","(0.28865979381443296, 'state conservation report property requested decision com n reiterates request state party')","(0.31645569620253167, 'provided state conservation report property requested decision com n reiterates')"
"Jun 22, 2009 Richtersveld Cultural and Botanical Landscape Republic of South Africa C 1265","(0.36986301369863017, 'line no go commitment international council minerals metals icmm')","(0.25806451612903225, 'world heritage committee n examined document whc com n recalling decision com adopted session quebec city')","(0.39583333333333337, 'commitment international council minerals metals')","(0.37, 'commitment international council minerals metals icmm world heritage properties n also notes actions')","(0.3125, 'including measures address paragraph above review world heritage')","(0.2867647058823529, 'particularly respect presenting property addressing potential threats deried overgrazing desertification plant poaching n welcomes state')","(0.3928571428571429, 'state party carry assessment')","(0.3382352941176471, 'printed electronic copies revised management plan including measures')","(0.3111111111111111, 'heritage centre icomos reactive monitoring mission endorses recommendations requests state')","(0.39534883720930236, 'centre informed state conservation property')","(0.3513513513513513, 'extension richtersveld national park strengthen sustainability outstanding')","(0.2946428571428571, 'property buffer zone line no go commitment international council minerals metals icmm world heritage')","(0.3178294573643411, 'buffer zone line no go commitment international council minerals metals icmm world heritage properties n also')","(0.32608695652173914, 'endorses recommendations requests state party implement them particularly respect presenting')","(0.33333333333333337, 'heritage centre icomos reactive monitoring mission endorses recommendations')","(0.33333333333333337, 'within property buffer zone line no go commitment')","(0.34523809523809523, 'extension richtersveld national park strengthen sustainability outstanding universal')","(0.30000000000000004, 'centre advisory bodies n also requests state party')","(0.38888888888888884, 'process final cancellation permit soon possible inform')","(0.3571428571428571, 'international council minerals metals icmm world heritage properties n')","(0.3902439024390244, 'go commitment international council minerals metals icmm world heritage properties')","(0.3389830508474576, 'printed electronic copies revised management plan including')","(0.32352941176470584, 'particularly respect presenting property addressing potential threats deried overgrazing desertification plant poaching n welcomes state')","(0.27826086956521734, 'n examined document whc com n recalling decision com adopted session quebec city n')","(0.31182795698924726, 'them particularly respect presenting property addressing potential threats deried overgrazing')","(0.3623188405797102, 'process final cancellation permit soon possible inform world heritage')","(0.28865979381443296, 'respect presenting property addressing potential threats deried overgrazing desertification plant')","(0.274074074074074, 'permit property urges state party expedite process final cancellation permit soon possible inform world heritage centre n')","(0.29230769230769227, 'permit property urges state party expedite process final cancellation permit soon possible inform world heritage centre')","(0.3228346456692913, 'extension richtersveld national park strengthen sustainability outstanding universal value cultural landscape line decision com')","(0.46153846153846156, 'centre informed state conservation property progress')","(0.2966101694915254, 'probe possibility potential extension richtersveld national park strengthen sustainability outstanding universal value')","(0.33333333333333337, 'potential threats deried overgrazing desertification plant poaching n welcomes state')"
"Jun 22, 2009 RockHewn Churches, Lalibela Ethiopia C 18","(0.32530120481927716, 'conservation action plan take precautionary measures protection property throughout')","(0.2962962962962963, 'throughout world bank tourism project studies sustainable implementation n reiterates requests relation conservation aba libanos church')","(0.375, 'conservation property along maps clearly')","(0.3727272727272727, 'party implement conservation action plan take precautionary measures protection property throughout world bank')","(0.4084507042253521, 'buffer zone construction monitoring shelters examination world heritage')","(0.29104477611940294, 'relation conservation aba libanos church and particularly monitoring shelter unstable ground identification boundaries property buffer')","(0.3870967741935484, 'party establish management plan')","(0.3548387096774194, 'n reiterates requests relation conservation aba libanos church')","(0.3146067415730337, 'sustainable implementation n reiterates requests relation conservation aba libanos church')","(0.4, 'integrating conservation action plan measures')","(0.3157894736842105, 'report state conservation property would enabled evaluate')","(0.34090909090909094, 'state conservation property would enabled evaluate progress restoration works churches monitoring shelters identification boundaries')","(0.29655172413793107, 'and particularly monitoring shelter unstable ground identification boundaries property buffer zone provision legal regulatory protection property')","(0.29885057471264365, 'development involving local populations touristic enhancement property n requests state')","(0.47058823529411764, 'party implement conservation action plan take precautionary measures')","(0.30000000000000004, 'conservation property along maps clearly identifying boundary property')","(0.4810126582278481, 'integrating conservation action plan measures sustainable development involving')","(0.3529411764705882, 'bank tourism project studies sustainable implementation n reiterates')","(0.39655172413793105, 'zone provision legal regulatory protection property buffer')","(0.35, 'conservation property would enabled evaluate progress restoration works churches')","(0.3296703296703297, 'conservation property would enabled evaluate progress restoration works churches monitoring')","(0.41538461538461535, 'conservation property would enabled evaluate progress restoration')","(0.3194444444444444, 'management plan property integrating conservation action plan measures sustainable development involving local populations touristic enhancement')","(0.30434782608695654, 'zone provision legal regulatory protection property buffer zone n also reiterates request state party')","(0.2941176470588235, 'throughout world bank tourism project studies sustainable implementation n reiterates')","(0.36250000000000004, 'precautionary measures protection property throughout world bank tourism project')","(0.3626373626373627, 'conservation property would enabled evaluate progress restoration works churches monitoring')","(0.304635761589404, 'integrating conservation action plan measures sustainable development involving local populations touristic enhancement property n requests state party')","(0.3082191780821918, 'precautionary measures protection property throughout world bank tourism project studies sustainable implementation n reiterates requests relation')","(0.34090909090909094, 'management plan property integrating conservation action plan measures sustainable development involving local populations touristic')","(0.5777777777777777, 'party implement conservation action plan take')","(0.2857142857142857, 'progress restoration works churches monitoring shelters identification boundaries property buffer zone provision')","(0.3595505617977528, 'sustainable implementation n reiterates requests relation conservation aba libanos church')"
"Jun 22, 2009 Sangiran Early Man Site Indonesia C 593","(0.2934782608695652, 'consideration implementing remaining recommendations mission particular n ensuring authority')","(0.25806451612903225, 'world heritage committee n examined document whc com n recalling decision com adopted session quebec city')","(0.37777777777777777, 'recommendations mission particular n ensuring')","(0.36190476190476195, 'implementing recommendations joint world heritage centre icomos reactive monitoring mission n urges state')","(0.345679012345679, 'give full consideration implementing remaining recommendations mission particular')","(0.29508196721311475, 'particular n ensuring authority site manager control development appropriate land use regulations n setting archaeological')","(0.3448275862068966, 'regarding progress made state')","(0.32352941176470584, 'state party implementing recommendations joint world heritage centre')","(0.30952380952380953, 'state party implementing recommendations joint world heritage centre icomos reactive')","(0.3695652173913043, 'remaining recommendations mission particular n')","(0.3382352941176471, 'party give full consideration implementing remaining recommendations')","(0.2678571428571429, 'requests state party submit world heritage centre february progress report issues examination world heritage')","(0.3129770992366412, 'monitoring mission n urges state party give full consideration implementing remaining recommendations mission particular n ensuring')","(0.28260869565217395, 'give full consideration implementing remaining recommendations mission particular n ensuring')","(0.3142857142857143, 'remaining recommendations mission particular n ensuring authority site')","(0.29268292682926833, 'consideration implementing remaining recommendations mission particular n ensuring')","(0.32835820895522383, 'n ensuring authority site manager control development appropriate')","(0.29230769230769227, 'centre february progress report issues examination world heritage')","(0.3278688524590164, 'state party implementing recommendations joint world heritage')","(0.3132530120481928, 'give full consideration implementing remaining recommendations mission particular n')","(0.2989690721649485, 'consideration implementing remaining recommendations mission particular n ensuring authority site')","(0.3666666666666667, 'manager control development appropriate land use regulations')","(0.30708661417322836, 'state party give full consideration implementing remaining recommendations mission particular n ensuring authority site manager')","(0.27826086956521734, 'n examined document whc com n recalling decision com adopted session quebec city n')","(0.275, 'whc com n recalling decision com adopted session quebec city')","(0.3827160493827161, 'regulations n setting archaeological socio cultural impact procedures development')","(0.35443037974683544, 'impact procedures development n involving residents key stakeholders property n')","(0.2784810126582279, 'consideration implementing remaining recommendations mission particular n ensuring authority site manager control development appropriate land use regulations')","(0.2824427480916031, 'regulations n setting archaeological socio cultural impact procedures development n involving residents key stakeholders property n')","(0.3076923076923077, 'full consideration implementing remaining recommendations mission particular n ensuring authority site manager control development')","(0.3653846153846154, 'party give full consideration implementing remaining')","(0.2680412371134021, 'whc com n recalling decision com adopted session quebec city n expresses')","(0.2941176470588235, 'manager control development appropriate land use regulations n setting archaeological')"
"Jun 22, 2009 Ruins of Kilwa Kisiwani and Ruins of Songo Mnara United Republic of Tanzania C 144","(0.33720930232558144, 'party consider request international assistance implement corrective measures progress')","(0.27210884353741494, 'report state conservation property including progress implementing corrective measures re evaluation timeframe examination world heritage committee')","(0.36363636363636365, 'conservation world heritage property improve')","(0.3508771929824561, 'strengthen conservation world heritage property improve implementation management mechanisms n takes note workshop')","(0.46031746031746035, 'provide state conservation report time requested world heritage')","(0.3161764705882353, 'strengthen conservation world heritage property improve implementation management mechanisms n takes note workshop outstanding universal')","(0.3571428571428571, 'party s effectiveness recent')","(0.352112676056338, 'invites state party consider request international assistance implement')","(0.31000000000000005, 'efforts strengthen conservation world heritage property improve implementation management mechanisms')","(0.39473684210526316, 'provide state conservation report time')","(0.3484848484848485, 'report state conservation property including progress implementing')","(0.34375, 'report state conservation property including progress implementing corrective measures re evaluation timeframe examination world')","(0.2945736434108527, 'provide state conservation report time requested world heritage committee session n notes satisfaction state party s')","(0.2954545454545454, 'party consider request international assistance implement corrective measures progress n')","(0.3561643835616438, 'request international assistance implement corrective measures progress n')","(0.3157894736842105, 'effectiveness recent efforts strengthen conservation world heritage property')","(0.35064935064935066, 'report state conservation property including progress implementing corrective')","(0.35064935064935066, 'party consider request international assistance implement corrective measures')","(0.37037037037037035, 'provide state conservation report time requested world')","(0.4117647058823529, 'international donors last years respond committee s requests invites')","(0.3298969072164949, 'conservation property including progress implementing corrective measures re evaluation timeframe')","(0.3728813559322034, 'conservation report time requested world heritage committee')","(0.32061068702290074, 'property including progress implementing corrective measures re evaluation timeframe examination world heritage committee session n')","(0.30508474576271183, 'implementing corrective measures re evaluation timeframe examination world heritage committee session n decides retain')","(0.2875, 'n recalling decision com adopted session quebec city n regrets')","(0.37349397590361444, 'implementing corrective measures re evaluation timeframe examination world heritage')","(0.3402061855670103, 'conservation property including progress implementing corrective measures re evaluation timeframe')","(0.32258064516129037, 'report state conservation property including progress implementing corrective measures re evaluation timeframe examination world heritage committee session')","(0.29729729729729726, 'satisfaction state party s effectiveness recent efforts strengthen conservation world heritage property improve implementation management mechanisms')","(0.328125, 'report state conservation property including progress implementing corrective measures re evaluation timeframe examination world')","(0.43181818181818177, 'party provide state conservation report time')","(0.2989690721649485, 'party support international donors last years respond committee s requests invites state')","(0.31182795698924726, 'implementing corrective measures re evaluation timeframe examination world heritage committee')"
"Jun 22, 2009 Rwenzori Mountains National Park Uganda N 684","(0.3414634146341463, 'within property line international policy statement international council minerals')","(0.30281690140845074, 'party submit world heritage centre february report state conservation property including confirmation permanent elimination mining concessions')","(0.40816326530612246, 'mining concessions detailed ecological monitoring')","(0.3363636363636363, 'policy statement international council minerals metals icmm undertaking activities world heritage properties n')","(0.375, 'world heritage conservation climate change explore appropriate practical')","(0.3076923076923077, 'detailed ecological monitoring report progress provision adequate funding management property issues noted above examination world')","(0.37142857142857144, 'party addressing threats management')","(0.4375, 'wcpa mountain world heritage conservation climate change explore')","(0.4, 'protected areas wcpa mountain world heritage conservation climate change explore')","(0.36363636363636365, 'report state conservation property including')","(0.35820895522388063, 'report state conservation property including confirmation permanent')","(0.3214285714285714, 'including experts iucn s world commission protected areas wcpa mountain world heritage conservation climate')","(0.31007751937984496, 'examined document whc com n recalling decision com adopted session christchurch n notes satisfaction progress made')","(0.2952380952380952, 'conservation property including confirmation permanent elimination mining concessions detailed ecological')","(0.375, 'world heritage conservation climate change explore appropriate practical')","(0.34782608695652173, 'heritage properties n welcomes development ecological monitoring plan')","(0.34328358208955223, 'iucn s world commission protected areas wcpa mountain')","(0.3538461538461538, 'monitoring reports completed values property referred state party')","(0.3731343283582089, 'report state conservation property including confirmation permanent')","(0.38749999999999996, 'international council minerals metals icmm undertaking activities world heritage')","(0.3370786516853933, 'within property line international policy statement international council minerals metals')","(0.38888888888888884, 'state conservation property including confirmation permanent elimination')","(0.32432432432432434, 'state conservation property including confirmation permanent elimination mining concessions detailed ecological monitoring report progress provision')","(0.31343283582089554, 'centre february report state conservation property including confirmation permanent elimination mining concessions detailed ecological')","(0.35, 'iucn s world commission protected areas wcpa mountain world heritage')","(0.3793103448275862, 'permanent elimination mining concessions detailed ecological monitoring report progress')","(0.34285714285714286, 'conservation property including confirmation permanent elimination mining concessions detailed ecological')","(0.3422818791946308, 'international council minerals metals icmm undertaking activities world heritage properties n welcomes development ecological monitoring plan monitor')","(0.2907801418439716, 'international council minerals metals icmm undertaking activities world heritage properties n welcomes development ecological monitoring plan')","(0.3553719008264463, 'world heritage properties n welcomes development ecological monitoring plan monitor outstanding universal value integrity')","(0.42000000000000004, 'world heritage conservation climate change explore')","(0.28865979381443296, 'state party report n invites state party exchange experiences states parties experts')","(0.313953488372093, 'progress provision adequate funding management property issues noted above examination')"
