,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jun 24, 2012 Changes to Names of Properties Inscribed on the World Heritage List  Los Glaciares National Park","(0.3287671232876712, 'becomes los glaciares national park english parc national de')","(0.24193548387096775, 'whc com n nbsp nbsp approves proposed name change los glaciares proposed argentine authorities name property')","(0.2954545454545454, 'proposed argentine authorities name property')","(0.25742574257425743, 'name change los glaciares proposed argentine authorities name property becomes los glaciares national')","(0.31818181818181823, 'argentine authorities name property becomes los glaciares national')","(0.2222222222222222, 'examined document whc com n nbsp nbsp approves proposed name change los glaciares proposed argentine')","(0.33333333333333337, 'nbsp nbsp examined document')","(0.31818181818181823, 'argentine authorities name property becomes los glaciares national')","(0.3176470588235294, 'glaciares proposed argentine authorities name property becomes los glaciares national')","(0.2571428571428571, 'name property becomes los glaciares')","(0.24, 'heritage committee n nbsp nbsp examined document')","(0.2767857142857143, 'name change los glaciares proposed argentine authorities name property becomes los glaciares national park')","(0.22480620155038755, 'change los glaciares proposed argentine authorities name property becomes los glaciares national park english parc national')","(0.2702702702702703, 'becomes los glaciares national park english parc national de los')","(0.25, 'becomes los glaciares national park english parc national')","(0.2615384615384615, 'change los glaciares proposed argentine authorities name property')","(0.26865671641791045, 'examined document whc com n nbsp nbsp approves')","(0.28787878787878785, 'glaciares proposed argentine authorities name property becomes los')","(0.3157894736842105, 'argentine authorities name property becomes los glaciares')","(0.27419354838709675, 'glaciares national park english parc national de los glaciares')","(0.30379746835443033, 'argentine authorities name property becomes los glaciares national park english')","(0.2807017543859649, 'argentine authorities name property becomes los glaciares')","(0.23275862068965514, 'world heritage committee n nbsp nbsp examined document whc com n nbsp nbsp approves proposed')","(0.26086956521739135, 'authorities name property becomes los glaciares national park english parc national de los glaciares')","(0.275, 'proposed name change los glaciares proposed argentine authorities name property')","(0.295774647887324, 'argentine authorities name property becomes los glaciares national park')","(0.29333333333333333, 'committee n nbsp nbsp examined document whc com n nbsp')","(0.2666666666666667, 'world heritage committee n nbsp nbsp examined document whc com n nbsp nbsp approves proposed name change')","(0.27692307692307694, 'whc com n nbsp nbsp approves proposed name change los glaciares proposed argentine authorities name property')","(0.25, 'glaciares proposed argentine authorities name property becomes los glaciares national park english parc national')","(0.3191489361702128, 'argentine authorities name property becomes los')","(0.25773195876288657, 'world heritage committee n nbsp nbsp examined document whc com n nbsp')","(0.2588235294117647, 'glaciares proposed argentine authorities name property becomes los glaciares national')"
"Jun 24, 2012 Changes to Names of Properties Inscribed on the World Heritage List Taos Pueblo","(0.23287671232876717, 'n nbsp nbsp approves proposed name change pueblo de')","(0.25, 'world heritage committee n nbsp nbsp having nbsp examined document whc com n nbsp nbsp approves')","(0.2790697674418605, 'proposed american authorities name property')","(0.25, 'approves proposed name change pueblo de taos proposed american authorities name property becomes')","(0.2857142857142857, 'proposed american authorities name property becomes taos pueblo')","(0.2407407407407407, 'document whc com n nbsp nbsp approves proposed name change pueblo de taos proposed american')","(0.3448275862068966, 'having nbsp examined document')","(0.24137931034482762, 'authorities name property becomes taos pueblo english well')","(0.2676056338028169, 'de taos proposed american authorities name property becomes taos pueblo')","(0.2790697674418605, 'proposed american authorities name property')","(0.24, 'nbsp examined document whc com n nbsp')","(0.2678571428571429, 'n nbsp nbsp approves proposed name change pueblo de taos proposed american authorities name')","(0.2790697674418605, 'examined document whc com n nbsp nbsp approves proposed name change pueblo de taos proposed american')","(0.2567567567567568, 'nbsp nbsp having nbsp examined document whc com n nbsp')","(0.25, 'de taos proposed american authorities name property becomes')","(0.23333333333333328, 'having nbsp examined document whc com n nbsp')","(0.26865671641791045, 'examined document whc com n nbsp nbsp approves')","(0.2857142857142857, 'proposed american authorities name property becomes taos pueblo')","(0.2962962962962963, 'american authorities name property becomes taos pueblo')","(0.2153846153846154, 'proposed name change pueblo de taos proposed american authorities')","(0.24242424242424243, 'nbsp nbsp having nbsp examined document whc com n nbsp')","(0.2549019607843137, 'change pueblo de taos proposed american authorities')","(0.24137931034482762, 'world heritage committee n nbsp nbsp having nbsp examined document whc com n nbsp nbsp')","(0.26086956521739135, 'world heritage committee n nbsp nbsp having nbsp examined document whc com n nbsp')","(0.275, 'proposed name change pueblo de taos proposed american authorities name')","(0.23076923076923073, 'proposed name change pueblo de taos proposed american authorities')","(0.2666666666666667, 'nbsp nbsp having nbsp examined document whc com n nbsp')","(0.2518518518518519, 'examined document whc com n nbsp nbsp approves proposed name change pueblo de taos proposed american authorities')","(0.2615384615384615, 'n nbsp nbsp approves proposed name change pueblo de taos proposed american authorities name property becomes')","(0.25742574257425743, 'world heritage committee n nbsp nbsp having nbsp examined document whc com n nbsp')","(0.2978723404255319, 'american authorities name property becomes taos')","(0.24742268041237114, 'change pueblo de taos proposed american authorities name property becomes taos pueblo')","(0.26027397260273977, 'change pueblo de taos proposed american authorities name property becomes')"
"Jun 24, 2012 Changes to Names of Properties Inscribed on the World Heritage List Sceilg Mhichxc3xadl","(0.2465753424657534, 'committee n nbsp nbsp examined document whc com n')","(0.22580645161290325, 'whc com n nbsp nbsp approves proposed name change skellig michael proposed irish authorities name property')","(0.275, 'proposed irish authorities name property')","(0.2525252525252525, 'nbsp approves proposed name change skellig michael proposed irish authorities name property becomes')","(0.2698412698412699, 'proposed name change skellig michael proposed irish authorities')","(0.2129629629629629, 'examined document whc com n nbsp nbsp approves proposed name change skellig michael proposed irish')","(0.33333333333333337, 'nbsp nbsp examined document')","(0.26, 'nbsp nbsp examined document whc com n nbsp')","(0.2702702702702703, 'michael proposed irish authorities name property becomes nbsp sceilg mhich')","(0.23333333333333328, 'heritage committee n nbsp nbsp')","(0.24, 'heritage committee n nbsp nbsp examined document')","(0.2589285714285714, 'com n nbsp nbsp approves proposed name change skellig michael proposed irish authorities name')","(0.21705426356589153, 'world heritage committee n nbsp nbsp examined document whc com n nbsp nbsp approves proposed name')","(0.2432432432432432, 'committee n nbsp nbsp examined document whc com n nbsp')","(0.21666666666666667, 'examined document whc com n nbsp nbsp approves')","(0.25, 'name property becomes nbsp sceilg mhich iacute l')","(0.28358208955223885, 'name property becomes nbsp sceilg mhich iacute l')","(0.3278688524590164, 'michael proposed irish authorities name property becomes nbsp')","(0.275, 'com n nbsp nbsp approves proposed name')","(0.25, 'irish authorities name property becomes nbsp sceilg mhich iacute')","(0.25757575757575757, 'committee n nbsp nbsp examined document whc com n nbsp')","(0.24489795918367352, 'nbsp nbsp approves proposed name change skellig')","(0.2586206896551724, 'name change skellig michael proposed irish authorities name property becomes nbsp sceilg mhich iacute l')","(0.24347826086956526, 'name change skellig michael proposed irish authorities name property becomes nbsp sceilg mhich iacute')","(0.2875, 'change skellig michael proposed irish authorities name property becomes nbsp')","(0.234375, 'committee n nbsp nbsp examined document whc com n')","(0.29333333333333333, 'committee n nbsp nbsp examined document whc com n nbsp')","(0.2666666666666667, 'world heritage committee n nbsp nbsp examined document whc com n nbsp nbsp approves proposed name change')","(0.2846153846153846, 'change skellig michael proposed irish authorities name property becomes nbsp sceilg mhich iacute l nbsp english')","(0.24752475247524752, 'n nbsp nbsp examined document whc com n nbsp nbsp approves proposed name change')","(0.2777777777777778, 'document whc com n nbsp nbsp')","(0.25773195876288657, 'world heritage committee n nbsp nbsp examined document whc com n nbsp')","(0.2597402597402597, 'nbsp approves proposed name change skellig michael proposed irish authorities')"
"Jun 24, 2012 Changes to Names of Properties Inscribed on the World Heritage List Samarkand xe2x80x93 Crossroad of Cultures","(0.26027397260273977, 'committee n n examined document whc com n approves')","(0.2016129032258065, 'world heritage committee n n examined document whc com n approves proposed name change samarkand ndash')","(0.25806451612903225, 'committee n n examined document')","(0.25806451612903225, 'document whc com n approves proposed name change samarkand ndash crossroads cultures proposed')","(0.2777777777777778, 'committee n n examined document whc com n')","(0.20370370370370372, 'n n examined document whc com n approves proposed name change samarkand ndash crossroads cultures')","(0.2857142857142857, 'n n examined document')","(0.30000000000000004, 'document whc com n approves proposed name change')","(0.27692307692307694, 'n examined document whc com n approves proposed name change')","(0.2647058823529411, 'authorities the nbsp name property')","(0.26, 'whc com n approves proposed name change')","(0.2767857142857143, 'world heritage committee n n examined document whc com n approves proposed name change')","(0.2325581395348837, 'n examined document whc com n approves proposed name change samarkand ndash crossroads cultures proposed uzbek')","(0.2702702702702703, 'committee n n examined document whc com n approves proposed')","(0.23333333333333328, 'document whc com n approves proposed name change')","(0.23333333333333328, 'com n approves proposed name change samarkand ndash')","(0.25373134328358204, 'world heritage committee n n examined document whc')","(0.2666666666666667, 'crossroads cultures proposed uzbek authorities the nbsp name')","(0.26315789473684215, 'change samarkand ndash crossroads cultures proposed uzbek')","(0.2567567567567568, 'name change samarkand ndash crossroads cultures proposed uzbek authorities')","(0.24242424242424243, 'document whc com n approves proposed name change samarkand ndash')","(0.26530612244897955, 'com n approves proposed name change samarkand')","(0.23275862068965514, 'world heritage committee n n examined document whc com n approves proposed name change samarkand')","(0.21739130434782605, 'world heritage committee n n examined document whc com n approves proposed name change')","(0.23750000000000004, 'document whc com n approves proposed name change samarkand ndash')","(0.2702702702702703, 'name change samarkand ndash crossroads cultures proposed uzbek authorities')","(0.2666666666666667, 'n examined document whc com n approves proposed name change')","(0.2592592592592593, 'world heritage committee n n examined document whc com n approves proposed name change samarkand ndash crossroads')","(0.24615384615384617, 'world heritage committee n n examined document whc com n approves proposed name change samarkand ndash')","(0.25742574257425743, 'document whc com n approves proposed name change samarkand ndash crossroads cultures proposed uzbek')","(0.2857142857142857, 'authorities the nbsp name property becomes')","(0.27835051546391754, 'world heritage committee n n examined document whc com n approves proposed')","(0.2875, 'approves proposed name change samarkand ndash crossroads cultures proposed uzbek')"
"Jun 24, 2012 Cornwall and West Devon Mining Landscape United Kingdom of Great Britain and Northern Island C 1215","(0.3013698630136986, 'resumption mining n nbsp nbsp requests state party halt')","(0.27083333333333337, 'international council mining metals recommends state party considers proposing significant modification boundaries property assure removal areas')","(0.33333333333333337, 'committee international council mining metals')","(0.29000000000000004, 'nbsp takes note mining within world heritage properties violates standards recognized world heritage')","(0.3466666666666667, 'updated report state conservation property implementation above examination')","(0.28776978417266186, 'recommends state party considers proposing significant modification boundaries property assure removal areas proposed resumption commercial')","(0.3928571428571429, 'state party halt development')","(0.31999999999999995, 'state conservation property implementation above examination world heritage')","(0.30000000000000004, 'updated report state conservation property implementation above examination world heritage')","(0.38888888888888884, 'mining metals recommends state party')","(0.32835820895522383, 'report state conservation property implementation above examination')","(0.29824561403508776, 'world heritage centre planning consent issued contrary request world heritage committee time inscription considers')","(0.3013698630136986, 'recommends state party considers proposing significant modification boundaries property assure removal areas proposed resumption commercial mining')","(0.3176470588235294, 'heritage committee time inscription considers projects halted assessment made impacts')","(0.33333333333333337, 'updated report state conservation property implementation above examination')","(0.3116883116883117, 'party considers proposing significant modification boundaries property assure')","(0.36, 'state conservation property implementation above examination world heritage')","(0.33333333333333337, 'removal areas proposed resumption commercial mining property prior')","(0.3731343283582089, 'report state conservation property implementation above examination')","(0.3589743589743589, 'international council mining metals recommends state party considers proposing')","(0.3563218390804598, 'heritage committee international council mining metals recommends state party considers')","(0.37681159420289856, 'conservation property implementation above examination world heritage')","(0.2844827586206896, 'proposed resumption commercial mining property prior resumption mining n nbsp nbsp requests state party halt')","(0.2913385826771654, 'heritage properties violates standards recognized world heritage committee international council mining metals recommends state')","(0.28888888888888886, 'international council mining metals recommends state party considers proposing significant')","(0.3647058823529412, 'state conservation property implementation above examination world heritage committee')","(0.30000000000000004, 'international council mining metals recommends state party considers proposing significant')","(0.31851851851851853, 'property prior resumption mining n nbsp nbsp requests state party halt development hayle harbour light potential impact')","(0.2846153846153846, 'property prior resumption mining n nbsp nbsp requests state party halt development hayle harbour light potential')","(0.3203125, 'recommends state party considers proposing significant modification boundaries property assure removal areas proposed resumption')","(0.42105263157894735, 'updated report state conservation property implementation')","(0.27835051546391754, 'mining property prior resumption mining n nbsp nbsp requests state party halt')","(0.3116883116883117, 'south crofty submitted world heritage centre planning consent issued contrary')"
"Jun 24, 2012 Cultural Properties  Archaeoastronomical Site xe2x80x93 Kokino the Former Yugoslav Republic of Macedonia,","(0.22972972972972971, 'nomination archaeo astronomical site ndash kokino former yugoslav republic')","(0, '')","(0.3571428571428571, 'nomination archaeo astronomical site ndash')","(0.2592592592592593, 'nomination archaeo astronomical site ndash kokino former yugoslav republic macedonia withdrawn request state')","(0.29230769230769227, 'nomination archaeo astronomical site ndash kokino former yugoslav')","(0, '')","(0.25, 'republic macedonia withdrawn request')","(0.24615384615384617, 'astronomical site ndash kokino former yugoslav republic macedonia')","(0.2857142857142857, 'nomination archaeo astronomical site ndash kokino former yugoslav republic macedonia')","(0.26190476190476186, 'nomination archaeo astronomical site ndash')","(0.19999999999999996, 'astronomical site ndash kokino former yugoslav republic')","(0, '')","(0, '')","(0.20238095238095233, 'nomination archaeo astronomical site ndash kokino former yugoslav republic macedonia')","(0.23076923076923073, 'nomination archaeo astronomical site ndash kokino former yugoslav')","(0.16923076923076918, 'nomination archaeo astronomical site ndash kokino former yugoslav')","(0.16417910447761197, 'nomination archaeo astronomical site ndash kokino former yugoslav')","(0.2615384615384615, 'nomination archaeo astronomical site ndash kokino former yugoslav')","(0.2857142857142857, 'nomination archaeo astronomical site ndash kokino former')","(0.28378378378378377, 'nomination archaeo astronomical site ndash kokino former yugoslav republic')","(0.29761904761904767, 'nomination archaeo astronomical site ndash kokino former yugoslav republic macedonia')","(0.3035714285714286, 'nomination archaeo astronomical site ndash kokino former')","(0, '')","(0, '')","(0.20481927710843373, 'astronomical site ndash kokino former yugoslav republic macedonia withdrawn request')","(0.2567567567567568, 'nomination archaeo astronomical site ndash kokino former yugoslav republic')","(0.26190476190476186, 'nomination archaeo astronomical site ndash kokino former yugoslav republic macedonia')","(0, '')","(0, '')","(0, '')","(0.2549019607843137, 'yugoslav republic macedonia withdrawn request state')","(0.17647058823529416, 'nomination archaeo astronomical site ndash kokino former yugoslav republic macedonia withdrawn request')","(0.2530120481927711, 'astronomical site ndash kokino former yugoslav republic macedonia withdrawn request')"
"Jun 24, 2012 Comoxc3xa9 National Park Cxc3xb4te dxe2x80x99Ivoire N 227","(0.3373493975903614, 'implementation n nbsp appeals international community donors support implementation')","(0.2808219178082192, 'conservation property results inventory march implementation revised corrective measures mining issue examination world heritage committee session')","(0.3829787234042553, 'normalisation socio political situation country')","(0.35051546391752575, 'proposal desired state conservation removal property list world heritage danger n nbsp reiterates')","(0.3835616438356164, 'compromised considers census populations key species indications poaching')","(0.291970802919708, 'census populations key species indications poaching threats straying cattle agricultural encroachment necessary assess status outstanding')","(0.35, 'n nbsp also requests')","(0.34375, 'invite iucn mission assess state conservation status outstanding')","(0.33333333333333337, 'efforts implement corrective measures particular strengthening surveillance eliminate poaching well')","(0.4, 'mission assess state conservation status')","(0.33333333333333337, 'state conservation property results inventory march implementation')","(0.3203125, 'urges state party strengthen efforts implement corrective measures particular strengthening surveillance eliminate poaching well')","(0.30147058823529416, 'satisfaction normalisation socio political situation country restoration state authority property reported state party n nbsp reiterates')","(0.33333333333333337, 'nbsp appeals international community donors support implementation requested rehabilitation project')","(0.3561643835616438, 'report state conservation property results inventory march implementation')","(0.3529411764705882, 'project develop proposal desired state conservation removal property')","(0.3287671232876712, 'report state conservation property results inventory march implementation')","(0.32352941176470584, 'project develop proposal desired state conservation removal property')","(0.36734693877551017, 'license covering property granted n rquests state')","(0.3522727272727273, 'international community donors support implementation requested rehabilitation project n')","(0.32352941176470584, 'corrective measures particular strengthening surveillance eliminate poaching well evacuating livestock')","(0.35820895522388063, 'implementation revised corrective measures mining issue examination')","(0.28671328671328666, 'seriously compromised considers census populations key species indications poaching threats straying cattle agricultural encroachment necessary')","(0.30434782608695654, 'reiterates request state party officially confirm mining exploration license covering property granted n rquests')","(0.32499999999999996, 'state conservation removal property list world heritage danger n nbsp')","(0.367816091954023, 'indications poaching threats straying cattle agricultural encroachment necessary assess')","(0.4, 'conservation property results inventory march implementation revised corrective measures mining')","(0.29054054054054057, 'submit world heritage centre february detailed report state conservation property results inventory march implementation revised corrective measures')","(0.3153846153846154, 'agricultural encroachment property restore wildlife flora within property n nbsp also requests state party invite iucn')","(0.3305084745762712, 'inventory march implementation revised corrective measures mining issue examination world heritage committee session n')","(0.47916666666666663, 'desired state conservation removal property list')","(0.2946428571428571, 'notes satisfaction normalisation socio political situation country restoration state authority property reported')","(0.31645569620253167, 'proposal desired state conservation removal property list world heritage danger')"
"Jun 24, 2012 Cultural Properties  Examination of minor boundary modifications  Agra Fort India","(0.2465753424657534, 'minor boundary modification agra fort india withdrawn request state')","(0, '')","(0.26315789473684215, 'modification agra fort india withdrawn')","(0, '')","(0.34426229508196726, 'minor boundary modification agra fort india withdrawn request')","(0, '')","(0.2857142857142857, 'fort india withdrawn request')","(0.19672131147540983, 'minor boundary modification agra fort india withdrawn request')","(0, '')","(0.3513513513513513, 'minor boundary modification agra fort')","(0.21818181818181814, 'boundary modification agra fort india withdrawn request')","(0, '')","(0, '')","(0, '')","(0.2622950819672131, 'minor boundary modification agra fort india withdrawn request')","(0.180327868852459, 'minor boundary modification agra fort india withdrawn request')","(0.20895522388059706, 'minor boundary modification agra fort india withdrawn request')","(0.19672131147540983, 'minor boundary modification agra fort india withdrawn request')","(0.2727272727272727, 'boundary modification agra fort india withdrawn request')","(0.17910447761194026, 'minor boundary modification agra fort india withdrawn request state')","(0, '')","(0.28846153846153844, 'modification agra fort india withdrawn request state')","(0, '')","(0, '')","(0, '')","(0.23880597014925375, 'minor boundary modification agra fort india withdrawn request state')","(0, '')","(0, '')","(0, '')","(0, '')","(0.28205128205128205, 'agra fort india withdrawn request state')","(0, '')","(0, '')"
"Jun 24, 2012 Cultural Properties  Examination of minor boundary modifications  Buddhist Monuments at Sanchi India","(0.22077922077922074, 'minor boundary modification buddhist monuments sanchi india withdrawn request')","(0, '')","(0.25, 'modification buddhist monuments sanchi india')","(0, '')","(0.2753623188405797, 'minor boundary modification buddhist monuments sanchi india withdrawn')","(0, '')","(0.2666666666666667, 'sanchi india withdrawn request')","(0.24637681159420288, 'minor boundary modification buddhist monuments sanchi india withdrawn')","(0.2168674698795181, 'minor boundary modification buddhist monuments sanchi india withdrawn request state')","(0.275, 'monuments sanchi india withdrawn request')","(0.2698412698412699, 'boundary modification buddhist monuments sanchi india withdrawn')","(0, '')","(0, '')","(0.27710843373493976, 'minor boundary modification buddhist monuments sanchi india withdrawn request state')","(0.24637681159420288, 'minor boundary modification buddhist monuments sanchi india withdrawn')","(0.26086956521739135, 'minor boundary modification buddhist monuments sanchi india withdrawn')","(0.21739130434782605, 'minor boundary modification buddhist monuments sanchi india withdrawn')","(0.25, 'modification buddhist monuments sanchi india withdrawn request state')","(0.2545454545454545, 'buddhist monuments sanchi india withdrawn request state')","(0.20779220779220775, 'minor boundary modification buddhist monuments sanchi india withdrawn request')","(0.2530120481927711, 'minor boundary modification buddhist monuments sanchi india withdrawn request state')","(0.2857142857142857, 'boundary modification buddhist monuments sanchi india withdrawn')","(0, '')","(0, '')","(0.1686746987951807, 'minor boundary modification buddhist monuments sanchi india withdrawn request state')","(0.20779220779220775, 'minor boundary modification buddhist monuments sanchi india withdrawn request')","(0.2530120481927711, 'minor boundary modification buddhist monuments sanchi india withdrawn request state')","(0, '')","(0, '')","(0, '')","(0.28301886792452835, 'minor boundary modification buddhist monuments sanchi')","(0, '')","(0.2650602409638554, 'minor boundary modification buddhist monuments sanchi india withdrawn request state')"
"Jun 24, 2012 Cultural Properties  Examination of minor boundary modifications  Chhatrapati Shivaji Terminus India","(0.23809523809523814, 'modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn')","(0, '')","(0.28, 'boundary modification chhatrapati shivaji terminus')","(0.2831858407079646, 'minor boundary modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn request state')","(0.28378378378378377, 'modification chhatrapati shivaji terminus formerly victoria terminus india')","(0, '')","(0.28125, 'terminus india withdrawn request')","(0.26865671641791045, 'shivaji terminus formerly victoria terminus india withdrawn request')","(0.25, 'modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn request')","(0.28260869565217395, 'chhatrapati shivaji terminus formerly victoria')","(0.25, 'boundary modification chhatrapati shivaji terminus formerly victoria')","(0, '')","(0, '')","(0.2247191011235955, 'minor boundary modification chhatrapati shivaji terminus formerly victoria terminus india')","(0.29729729729729726, 'minor boundary modification chhatrapati shivaji terminus formerly victoria')","(0.21621621621621623, 'minor boundary modification chhatrapati shivaji terminus formerly victoria')","(0.22972972972972971, 'minor boundary modification chhatrapati shivaji terminus formerly victoria')","(0.22972972972972971, 'minor boundary modification chhatrapati shivaji terminus formerly victoria')","(0.27692307692307694, 'minor boundary modification chhatrapati shivaji terminus formerly')","(0.27380952380952384, 'modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn')","(0.2717391304347826, 'modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn request')","(0.27941176470588236, 'modification chhatrapati shivaji terminus formerly victoria terminus')","(0, '')","(0, '')","(0.23913043478260865, 'modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn request')","(0.2857142857142857, 'modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn')","(0.28260869565217395, 'modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn request')","(0, '')","(0, '')","(0, '')","(0.2857142857142857, 'minor boundary modification chhatrapati shivaji terminus')","(0.22429906542056077, 'minor boundary modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn request')","(0.25, 'modification chhatrapati shivaji terminus formerly victoria terminus india withdrawn request')"
