,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Dec 12, 2005 Decision XVII26 Noncompliance with the Montreal Protocol by Azerbaijan","(0.30952380952380953, 'recurrent inability return compliance protocol accordance decisions meetings parties')","(0.2857142857142857, 'operating article protocol council global environment facility approved million enable azerbaijan compliance note appreciation azerbaijan confirmed')","(0.31707317073170727, 'commitments contained decision x decision')","(0.3089430894308943, 'environment facility address situation request azerbaijan report secretariat status initiative time committee consideration')","(0.34375, 'consider implementation item c indicative measures could include')","(0.30508474576271183, 'enforce newly introduced ban import controlled substances annex group cfcs request exporting parties assist azerbaijan')","(0.37142857142857144, 'parties assist azerbaijan implement')","(0.3384615384615385, 'status initiative time committee consideration next meeting agree')","(0.3214285714285714, 'report secretariat status initiative time committee consideration next meeting agree')","(0.36585365853658536, 'time committee consideration next meeting')","(0.31034482758620685, 'action cooperation unep seek assistance global environment')","(0.2698412698412699, 'agree light azerbaijan recurrent inability return compliance protocol accordance decisions meetings parties party reservations')","(0.30714285714285716, 'status initiative time committee consideration next meeting agree light azerbaijan recurrent inability return compliance protocol accordance')","(0.2823529411764706, 'note azerbaijan ratified montreal protocol london copenhagen amendments june montreal')","(0.328125, 'time committee consideration next meeting agree light azerbaijan')","(0.30434782608695654, 'ratified montreal protocol london copenhagen amendments june montreal')","(0.30000000000000004, 'return compliance protocol accordance decisions meetings parties party')","(0.4057971014492754, 'ratified montreal protocol london copenhagen amendments june montreal')","(0.37735849056603776, 'time committee consideration next meeting agree light')","(0.32894736842105265, 'consideration next meeting agree light azerbaijan recurrent inability return')","(0.3146067415730337, 'january accordance decision note azerbaijan expressed reservations ability enforce import')","(0.35593220338983056, 'consideration next meeting agree light azerbaijan recurrent')","(0.2992700729927007, 'article protocol council global environment facility approved million enable azerbaijan compliance note appreciation azerbaijan confirmed')","(0.26956521739130435, 'party caution azerbaijan accordance item b indicative list measures that event party achieve total')","(0.34090909090909094, 'protocol accordance decisions meetings parties party reservations capacity enforce newly')","(0.3157894736842105, 'consideration next meeting agree light azerbaijan recurrent inability return')","(0.3647058823529412, 'action cooperation unep seek assistance global environment facility address situation')","(0.2894736842105263, 'copenhagen amendments june montreal amendment september classified party operating article protocol council global environment facility approved million')","(0.30434782608695654, 'january respectively note appreciation however party action cooperation unep seek assistance global environment facility address situation')","(0.4, 'appreciation however party action cooperation unep seek assistance global environment facility address situation request')","(0.4042553191489362, 'time committee consideration next meeting agree')","(0.2989690721649485, 'annex a group i controlled substances cfc january eighteenth meeting parties shall')","(0.3522727272727273, 'protocol accordance decisions meetings parties party reservations capacity enforce newly')"
"Dec 12, 2005 Decision XVII46 CoChairs of the Openended Working Group of the Parties to the Montreal Protocol","(0.3013698630136986, 'mr tom land united states america mr nadzri yahaya')","(0.2661290322580645, 'mr tom land united states america mr nadzri yahaya malaysia co chairs open ended working group')","(0.32258064516129037, 'selection mr tom land united')","(0.25, 'seventeenth meeting parties decided dec xvii endorse selection mr tom land united states')","(0.2962962962962963, 'dec xvii endorse selection mr tom land united')","(0.2685185185185185, 'tom land united states america mr nadzri yahaya malaysia co chairs open ended working group')","(0.33333333333333337, 'parties decided dec xvii')","(0.2692307692307693, 'land united states america mr nadzri yahaya malaysia')","(0.3076923076923077, 'mr tom land united states america mr nadzri yahaya malaysia')","(0.31034482758620685, 'xvii endorse selection mr tom')","(0.28, 'dec xvii endorse selection mr tom land')","(0.2678571428571429, 'decided dec xvii endorse selection mr tom land united states america mr nadzri yahaya')","(0.2790697674418605, 'seventeenth meeting parties decided dec xvii endorse selection mr tom land united states america mr nadzri')","(0.28378378378378377, 'dec xvii endorse selection mr tom land united states america')","(0.2833333333333333, 'endorse selection mr tom land united states america')","(0.25, 'dec xvii endorse selection mr tom land united')","(0.28358208955223885, 'endorse selection mr tom land united states america')","(0.25806451612903225, 'seventeenth meeting parties decided dec xvii endorse selection')","(0.32558139534883723, 'endorse selection mr tom land united states')","(0.29508196721311475, 'endorse selection mr tom land united states america mr')","(0.303030303030303, 'endorse selection mr tom land united states america mr nadzri')","(0.326530612244898, 'selection mr tom land united states america')","(0.26724137931034486, 'decided dec xvii endorse selection mr tom land united states america mr nadzri yahaya malaysia')","(0.26086956521739135, 'endorse selection mr tom land united states america mr nadzri yahaya malaysia co chairs')","(0.26249999999999996, 'mr tom land united states america mr nadzri yahaya malaysia')","(0.3125, 'dec xvii endorse selection mr tom land united states')","(0.30666666666666664, 'endorse selection mr tom land united states america mr nadzri')","(0.28148148148148144, 'seventeenth meeting parties decided dec xvii endorse selection mr tom land united states america mr nadzri yahaya')","(0.30000000000000004, 'seventeenth meeting parties decided dec xvii endorse selection mr tom land united states america mr nadzri')","(0.28712871287128716, 'seventeenth meeting parties decided dec xvii endorse selection mr tom land united states america')","(0.3055555555555556, 'xvii endorse selection mr tom land')","(0.28865979381443296, 'endorse selection mr tom land united states america mr nadzri yahaya malaysia')","(0.28787878787878785, 'parties decided dec xvii endorse selection mr tom land united')"
"Dec 12, 2005 Decision XVII23 Report on the establishment of licensing systems under Article 4B of the Montreal Protocol","(0.30952380952380953, 'collection urge remaining parties montreal amendment provide information secretariat')","(0.27338129496402874, 'systems recognize licensing systems bring following benefits monitoring imports exports ozone depleting substances prevention illegal trade')","(0.39473684210526316, 'prevention illegal trade enabling data')","(0.31355932203389836, 'trade enabling data collection urge remaining parties montreal amendment provide information secretariat establishment')","(0.33333333333333337, 'collection urge remaining parties montreal amendment provide information')","(0.29850746268656714, 'substances prevention illegal trade enabling data collection urge remaining parties montreal amendment provide information secretariat')","(0.3928571428571429, 'urge parties already operate')","(0.3384615384615385, 'ozone depleting substances prevention illegal trade enabling data')","(0.32098765432098764, 'imports exports ozone depleting substances prevention illegal trade enabling data')","(0.41025641025641024, 'enabling data collection urge remaining')","(0.31666666666666665, 'systems recognize licensing systems bring following benefits')","(0.30000000000000004, 'collection urge remaining parties montreal amendment provide information secretariat establishment import export licensing systems')","(0.31081081081081086, 'substances prevention illegal trade enabling data collection urge remaining parties montreal amendment provide information secretariat establishment')","(0.3132530120481928, 'substances prevention illegal trade enabling data collection urge remaining parties')","(0.3076923076923077, 'montreal amendment provide information secretariat establishment import export')","(0.303030303030303, 'montreal protocol yet ratified montreal amendment ratify establish')","(0.2948717948717948, 'montreal amendment provide information secretariat establishment import export')","(0.43939393939393945, 'montreal protocol yet ratified montreal amendment ratify establish')","(0.34615384615384615, 'note also appreciation parties montreal protocol yet')","(0.3055555555555556, 'yet ratified montreal amendment ratify establish import export licensing')","(0.326530612244898, 'collection urge remaining parties montreal amendment provide information secretariat establishment')","(0.41666666666666663, 'substances prevention illegal trade enabling data collection')","(0.33333333333333337, 'exports ozone depleting substances prevention illegal trade enabling data collection urge remaining parties montreal amendment')","(0.31304347826086953, 'yet ratified montreal amendment ratify establish import export licensing systems yet done so urge')","(0.2875, 'amendment note also appreciation parties montreal protocol yet ratified montreal')","(0.3571428571428571, 'collection urge remaining parties montreal amendment provide information secretariat')","(0.33673469387755106, 'collection urge remaining parties montreal amendment provide information secretariat establishment')","(0.2774193548387097, 'substances prevention illegal trade enabling data collection urge remaining parties montreal amendment provide information secretariat establishment import')","(0.277027027027027, 'substances prevention illegal trade enabling data collection urge remaining parties montreal amendment provide information secretariat establishment')","(0.3307692307692308, 'collection urge remaining parties montreal amendment provide information secretariat establishment import export licensing systems')","(0.36734693877551017, 'amendment note also appreciation parties montreal')","(0.303921568627451, 'substances prevention illegal trade enabling data collection urge remaining parties montreal amendment')","(0.3975903614457831, 'substances prevention illegal trade enabling data collection urge remaining parties')"
"Dec 12, 2005 Decision XVII44 Membership of the Executive Committee of the Multilateral Fund","(0.273972602739726, 'effect january note selection mr khaled klaly syrian arab')","(0.27338129496402874, 'sweden united states america members executive committee representing parties operating paragraph article protocol selection brazil burundi')","(0.29729729729729726, 'selection brazil burundi guinea india')","(0.29059829059829057, 'states america members executive committee representing parties operating paragraph article protocol selection brazil')","(0.296875, 'representing parties operating paragraph one year effect january')","(0.2615384615384615, 'japan sweden united states america members executive committee representing parties operating paragraph article protocol selection')","(0.33333333333333337, 'parties decided dec xvii')","(0.33333333333333337, 'sweden united states america members executive committee representing')","(0.32098765432098764, 'italy japan sweden united states america members executive committee representing')","(0.31999999999999995, 'multilateral fund implementation montreal protocol')","(0.28358208955223885, 'committee representing parties operating paragraph article protocol')","(0.3125, 'note selection mr khaled klaly syrian arab republic serve chair ms lesley dowling australia')","(0.28776978417266186, 'sweden united states america members executive committee representing parties operating paragraph article protocol selection brazil burundi')","(0.28125, 'multilateral fund implementation montreal protocol assistance fund secretariat endorse selection')","(0.3205128205128205, 'implementation montreal protocol assistance fund secretariat endorse selection')","(0.296875, 'paragraph article protocol selection brazil burundi guinea india')","(0.29850746268656714, 'effect january note selection mr khaled klaly syrian')","(0.4358974358974359, 'implementation montreal protocol assistance fund secretariat endorse selection')","(0.33333333333333337, 'note appreciation work done executive committee multilateral')","(0.30681818181818177, 'implementation montreal protocol assistance fund secretariat endorse selection australia')","(0.32291666666666663, 'implementation montreal protocol assistance fund secretariat endorse selection australia belgium')","(0.3492063492063492, 'montreal protocol assistance fund secretariat endorse selection')","(0.2844827586206896, 'arab republic serve chair ms lesley dowling australia serve vice chair executive committee one year')","(0.2936507936507936, 'note appreciation work done executive committee multilateral fund implementation montreal protocol assistance fund secretariat')","(0.29885057471264365, 'protocol assistance fund secretariat endorse selection australia belgium czech republic')","(0.3295454545454546, 'implementation montreal protocol assistance fund secretariat endorse selection australia')","(0.29166666666666663, 'implementation montreal protocol assistance fund secretariat endorse selection australia belgium')","(0.26573426573426573, 'seventeenth meeting parties decided dec xvii note appreciation work done executive committee multilateral fund implementation montreal protocol')","(0.26388888888888884, 'work done executive committee multilateral fund implementation montreal protocol assistance fund secretariat endorse selection australia belgium')","(0.28695652173913044, 'decided dec xvii note appreciation work done executive committee multilateral fund implementation montreal protocol')","(0.3214285714285714, 'america members executive committee representing parties')","(0.27835051546391754, 'members representing parties operating paragraph one year effect january note selection mr')","(0.367816091954023, 'protocol assistance fund secretariat endorse selection australia belgium czech republic')"
"Dec 12, 2005 Decision XVII3 Application to Belgium, Poland and Portugal of paragraph 8 of Article 4 of the Montreal Protocol with res","(0.2727272727272727, 'portugal december determination paragraph present decision exceptions referred paragraph')","(0.26241134751773054, 'montreal protocol shall apply belgium poland portugal december determination paragraph present decision exceptions referred paragraph present')","(0.2978723404255319, 'compliance articles montreal protocol including')","(0.3090909090909091, 'amendment exceptions provided paragraph article montreal protocol shall apply belgium poland portugal december')","(0.29850746268656714, 'pursuant decision xv respective ratification processes way possible')","(0.27819548872180455, 'poland portugal full compliance articles montreal protocol including beijing amendment exceptions provided paragraph article montreal')","(0.34782608695652173, 'xv last day seventeenth')","(0.368421052631579, 'submitted article protocol review conducted implementation committee belgium')","(0.32608695652173914, 'articles montreal protocol including beijing amendment exceptions provided paragraph article')","(0.32258064516129037, 'xv last day seventeenth meeting')","(0.29850746268656714, 'acknowledging belgium poland portugal notified secretariat pursuant')","(0.296875, 'respective ratification processes way possible complete procedures expeditiously possible expressing regret despite best efforts')","(0.2846715328467153, 'belgium poland portugal december determination paragraph present decision exceptions referred paragraph present decision shall expire end')","(0.29032258064516125, 'determination paragraph present decision exceptions referred paragraph present decision shall')","(0.3076923076923077, 'portugal december determination paragraph present decision exceptions referred')","(0.32258064516129037, 'montreal protocol shall apply belgium poland portugal december')","(0.2702702702702703, 'protocol review conducted implementation committee belgium poland portugal')","(0.467741935483871, 'montreal protocol shall apply belgium poland portugal december')","(0.3448275862068966, 'pursuant decision xv respective ratification processes way')","(0.3448275862068966, 'determination paragraph present decision exceptions referred paragraph present decision')","(0.30208333333333337, 'portugal december determination paragraph present decision exceptions referred paragraph present')","(0.3650793650793651, 'present decision exceptions referred paragraph present decision')","(0.28888888888888886, 'protocol review conducted implementation committee belgium poland portugal full compliance articles montreal protocol including beijing')","(0.2977099236641222, 'portugal notified secretariat pursuant decision xv respective ratification processes way possible complete procedures expeditiously')","(0.30434782608695654, 'protocol including beijing amendment exceptions provided paragraph article montreal protocol')","(0.3026315789473685, 'dec xvii acknowledging belgium poland portugal notified secretariat pursuant')","(0.30434782608695654, 'articles montreal protocol including beijing amendment exceptions provided paragraph article')","(0.29139072847682124, 'protocol including beijing amendment exceptions provided paragraph article montreal protocol shall apply belgium poland portugal december determination')","(0.26277372262773724, 'protocol including beijing amendment exceptions provided paragraph article montreal protocol shall apply belgium poland portugal december')","(0.30578512396694213, 'seventeenth meeting parties decided dec xvii acknowledging belgium poland portugal notified secretariat pursuant decision')","(0.375, 'paragraph present decision exceptions referred paragraph')","(0.2962962962962963, 'protocol review conducted implementation committee belgium poland portugal full compliance articles montreal')","(0.34444444444444444, 'protocol review conducted implementation committee belgium poland portugal full compliance')"
"Dec 12, 2005 Decision XVII48 Eighteenth Meeting of the Parties to the Montreal Protocol","(0.273972602739726, 'convene eighteenth meeting parties montreal protocol india firm date')","(0.2016129032258065, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol india firm date announced')","(0.28205128205128205, 'seventeenth meeting parties decided dec')","(0.26315789473684215, 'decided dec xvii convene eighteenth meeting parties montreal protocol india firm date announced')","(0.2698412698412699, 'convene eighteenth meeting parties montreal protocol india firm')","(0.19469026548672563, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol india firm date')","(0.33333333333333337, 'parties decided dec xvii')","(0.3220338983050848, 'meeting parties montreal protocol india firm date announced')","(0.28205128205128205, 'convene eighteenth meeting parties montreal protocol india firm date announced')","(0.34285714285714286, 'dec xvii convene eighteenth meeting')","(0.2692307692307693, 'dec xvii convene eighteenth meeting parties montreal')","(0.2589285714285714, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol india firm')","(0.2325581395348837, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol india firm date announced')","(0.23376623376623373, 'parties decided dec xvii convene eighteenth meeting parties montreal protocol')","(0.2222222222222222, 'convene eighteenth meeting parties montreal protocol india firm')","(0.21666666666666667, 'parties decided dec xvii convene eighteenth meeting parties')","(0.26865671641791045, 'dec xvii convene eighteenth meeting parties montreal protocol')","(0.3389830508474576, 'meeting parties montreal protocol india firm date announced')","(0.3076923076923077, 'dec xvii convene eighteenth meeting parties montreal')","(0.25, 'convene eighteenth meeting parties montreal protocol india firm date')","(0.2948717948717948, 'convene eighteenth meeting parties montreal protocol india firm date announced')","(0.3275862068965517, 'convene eighteenth meeting parties montreal protocol india')","(0.18965517241379315, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol india firm date')","(0.24347826086956526, 'decided dec xvii convene eighteenth meeting parties montreal protocol india firm date announced soon')","(0.275, 'convene eighteenth meeting parties montreal protocol india firm date announced')","(0.36764705882352944, 'convene eighteenth meeting parties montreal protocol india firm date')","(0.26582278481012656, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties')","(0.2518518518518519, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol india firm date announced soon')","(0.24615384615384617, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol india firm date announced')","(0.2777777777777778, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol india firm')","(0.28, 'eighteenth meeting parties montreal protocol india')","(0.22680412371134018, 'seventeenth meeting parties decided dec xvii convene eighteenth meeting parties montreal protocol')","(0.2948717948717948, 'convene eighteenth meeting parties montreal protocol india firm date announced')"
"Dec 12, 2005 Decision XVII43 Membership of the Implementation Committee","(0.28767123287671237, 'new zealand nigeria poland members committee two year period')","(0.22580645161290325, 'guatemala nepal netherlands one year select argentina lebanon new zealand nigeria poland members committee two year')","(0.368421052631579, 'note selection georgia serve president')","(0.2777777777777778, 'done implementation committee confirm positions cameroon georgia guatemala nepal netherlands one year select')","(0.29508196721311475, 'dec xvii note appreciation work done implementation committee')","(0.2698412698412699, 'done implementation committee confirm positions cameroon georgia guatemala nepal netherlands one year select argentina lebanon')","(0.3448275862068966, 'period january note selection')","(0.31999999999999995, 'implementation committee confirm positions cameroon georgia guatemala nepal')","(0.3448275862068966, 'note appreciation work done implementation committee confirm positions cameroon georgia')","(0.33333333333333337, 'january note selection georgia serve')","(0.3076923076923077, 'appreciation work done implementation committee confirm positions')","(0.26890756302521013, 'note appreciation work done implementation committee confirm positions cameroon georgia guatemala nepal netherlands one')","(0.24806201550387597, 'new zealand nigeria poland members committee two year period january note selection georgia serve president new')","(0.2705882352941177, 'work done implementation committee confirm positions cameroon georgia guatemala nepal')","(0.2753623188405797, 'work done implementation committee confirm positions cameroon georgia')","(0.30000000000000004, 'two year period january note selection georgia serve')","(0.28358208955223885, 'year select argentina lebanon new zealand nigeria poland')","(0.28846153846153844, 'two year period january note selection georgia serve')","(0.34426229508196726, 'work done implementation committee confirm positions cameroon')","(0.29230769230769227, 'netherlands one year select argentina lebanon new zealand nigeria')","(0.28205128205128205, 'confirm positions cameroon georgia guatemala nepal netherlands one year select')","(0.3384615384615385, 'appreciation work done implementation committee confirm positions')","(0.27419354838709675, 'note appreciation work done implementation committee confirm positions cameroon georgia guatemala nepal netherlands one year')","(0.31304347826086953, 'georgia serve president new zealand serve vice president rapporteur implementation committee one year effect')","(0.32499999999999996, 'two year period january note selection georgia serve president new')","(0.367816091954023, 'implementation committee confirm positions cameroon georgia guatemala nepal netherlands')","(0.28735632183908044, 'note appreciation work done implementation committee confirm positions cameroon georgia')","(0.274074074074074, 'period january note selection georgia serve president new zealand serve vice president rapporteur implementation committee one year')","(0.27692307692307694, 'members committee two year period january note selection georgia serve president new zealand serve vice president')","(0.30508474576271183, 'done implementation committee confirm positions cameroon georgia guatemala nepal netherlands one year select argentina')","(0.31481481481481477, 'president rapporteur implementation committee one year')","(0.30927835051546393, 'select argentina lebanon new zealand nigeria poland members committee two year period')","(0.3076923076923077, 'confirm positions cameroon georgia guatemala nepal netherlands one year select')"
"Dec 12, 2005 Decision XVII40 The 20062008 replenishment of the Multilateral Fund","(0.30379746835443033, 'protection ozone layer seventeenth meeting parties montreal protocol substances')","(0.26027397260273977, 'anticipated contributions due multilateral fund sources triennium provided interest accruing fund triennium parties note outstanding contributions')","(0.4222222222222223, 'convention protection ozone layer seventeenth')","(0.32352941176470584, 'stand adopt scale contributions multilateral fund based replenishment appears annex iii report seventh')","(0.3529411764705882, 'vienna convention protection ozone layer seventeenth meeting parties')","(0.29850746268656714, 'sources triennium provided interest accruing fund triennium parties note outstanding contributions parties economies transition period')","(0.33333333333333337, 'parties decided dec xvii')","(0.3380281690140845, 'conference parties vienna convention protection ozone layer seventeenth')","(0.3375, 'montreal protocol substances deplete ozone layer executive committee take action')","(0.36170212765957444, 'conference parties vienna convention protection')","(0.3731343283582089, 'outstanding contributions parties economies transition period stand')","(0.31932773109243695, 'parties vienna convention protection ozone layer seventeenth meeting parties montreal protocol substances deplete ozone')","(0.28682170542635654, 'ozone layer executive committee take action ensure far possible whole budget committed end parties operating paragraph')","(0.37209302325581395, 'vienna convention protection ozone layer seventeenth meeting parties montreal protocol')","(0.30681818181818177, 'implementation montreal protocol understanding budget provided anticipated contributions')","(0.3382352941176471, 'montreal protocol substances deplete ozone layer executive committee')","(0.47058823529411764, 'vienna convention protection ozone layer seventeenth meeting parties')","(0.75, 'meeting parties montreal protocol substances deplete ozone layer')","(0.6779661016949152, 'conference parties vienna convention protection ozone layer')","(0.30434782608695654, 'implementation montreal protocol understanding budget provided anticipated contributions due')","(0.34883720930232553, 'vienna convention protection ozone layer seventeenth meeting parties montreal protocol')","(0.5245901639344263, 'convention protection ozone layer seventeenth meeting parties')","(0.3257575757575758, 'seventh meeting conference parties vienna convention protection ozone layer seventeenth meeting parties montreal protocol substances')","(0.30534351145038163, 'protocol understanding budget provided anticipated contributions due multilateral fund sources triennium provided interest accruing')","(0.3085106382978723, 'protocol understanding budget provided anticipated contributions due multilateral fund sources')","(0.379746835443038, 'conference parties vienna convention protection ozone layer seventeenth meeting')","(0.40697674418604646, 'vienna convention protection ozone layer seventeenth meeting parties montreal protocol')","(0.34306569343065696, 'appears annex iii report seventh meeting conference parties vienna convention protection ozone layer seventeenth meeting parties montreal')","(0.34246575342465757, 'protocol understanding budget provided anticipated contributions due multilateral fund sources triennium provided interest accruing fund triennium')","(0.3445378151260504, 'parties vienna convention protection ozone layer seventeenth meeting parties montreal protocol substances deplete ozone')","(0.35416666666666663, 'parties vienna convention protection ozone layer')","(0.2952380952380952, 'parties vienna convention protection ozone layer seventeenth meeting parties montreal protocol substances')","(0.4148936170212766, 'protocol understanding budget provided anticipated contributions due multilateral fund sources')"
"Dec 12, 2005 Decision XVII35 Potential noncompliance in 2004 with the controlled substances in Annex A, group I CFCs by Kazakhstan, a","(0.3448275862068966, 'kazakhstan continue receive international assistance enable meet commitments accordance')","(0.26428571428571423, 'monitor progress kazakhstan regard phase out ozone depleting substances particularly towards meeting specific commitments contained decision')","(0.36585365853658536, 'consumption continue treated manner party')","(0.3271028037383178, 'decrease imports consumption continue treated manner party good standing regard kazakhstan continue receive')","(0.3548387096774194, 'urgency time consideration committee next meeting remind party')","(0.28, 'receive international assistance enable meet commitments accordance item indicative list measures might taken meeting parties')","(0.3870967741935484, 'decision xiii records agreement')","(0.390625, 'specified parties consider measures consistent item c indicative')","(0.40476190476190477, 'article montreal protocol maintain total phase out consumption controlled substances')","(0.36585365853658536, 'consumption continue treated manner party')","(0.3529411764705882, 'group cfcs odp tonnes inconsistent party commitment')","(0.3305785123966942, 'decrease imports consumption continue treated manner party good standing regard kazakhstan continue receive international')","(0.2945736434108527, 'consider measures consistent item c indicative list measures measures could include possibility actions may available article')","(0.3513513513513513, 'out consumption controlled substances annex a group cfcs also noted')","(0.323943661971831, 'agreement thirteenth meeting parties monitor progress kazakhstan regard')","(0.30000000000000004, 'annex a group cfcs odp tonnes inconsistent party')","(0.3421052631578947, 'kazakhstan continue receive international assistance enable meet commitments')","(0.4354838709677419, 'article montreal protocol maintain total phase out consumption')","(0.3392857142857143, 'time based commitments contained decision xiii continues')","(0.3614457831325302, 'receive international assistance enable meet commitments accordance item indicative')","(0.3586956521739131, 'kazakhstan continue receive international assistance enable meet commitments accordance item')","(0.35593220338983056, 'appreciation plan action submitted kazakhstan ensure prompt')","(0.27819548872180455, 'commitments contained decision xiii continues report data annually demonstrating decrease imports consumption continue treated manner')","(0.31304347826086953, 'montreal protocol maintain total phase out consumption controlled substances annex a group cfcs also')","(0.2875, 'protocol maintain total phase out consumption controlled substances annex a')","(0.31506849315068497, 'consideration committee next meeting remind party paragraph decision xiii')","(0.308641975308642, 'urgency time consideration committee next meeting remind party paragraph decision')","(0.2962962962962963, 'protocol maintain total phase out consumption controlled substances annex a group cfcs also noted appreciation plan action')","(0.27692307692307694, 'protocol maintain total phase out consumption controlled substances annex a group cfcs also noted appreciation plan')","(0.31304347826086953, 'compliance obligations article montreal protocol maintain total phase out consumption controlled substances annex a')","(0.38, 'commitments contained decision xiii regard parties')","(0.30927835051546393, 'total phase out consumption controlled substances annex a group cfcs also noted')","(0.38095238095238093, 'article montreal protocol maintain total phase out consumption controlled substances')"
