,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Nov 23, 1992 Decision IV17C Application of trade measures under Article 4 to nonParties to the Protocol","(0.2682926829268293, 'secretariat transmit data received implementation committee parties final decision')","(0.2928571428571428, 'controls paragraphs bis article protocol request secretariat transmit data received implementation committee parties final decision position')","(0.31707317073170727, 'committee parties final decision position')","(0.32258064516129037, 'final decision position states taken fifth meeting parties taking account comment data states')","(0.3188405797101449, 'compliance articles article protocol therefore subject trade controls')","(0.2824427480916031, 'paragraphs bis article protocol request secretariat transmit data received implementation committee parties final decision position')","(0.4, 'parties taking account comment')","(0.3188405797101449, 'implementation committee parties final decision position states taken')","(0.3295454545454546, 'bis article protocol request secretariat transmit data received implementation committee')","(0.35, 'data states implementation committee may')","(0.2962962962962963, 'protocol permits meeting parties determine state party')","(0.29508196721311475, 'parties trade controls paragraphs bis article protocol request secretariat transmit data received implementation committee')","(0.24460431654676262, 'protocol full compliance articles article protocol therefore subject trade controls specified article determine provisionally pending final')","(0.3222222222222222, 'protocol request secretariat transmit data received implementation committee parties final')","(0.33333333333333337, 'implementation committee parties final decision position states taken')","(0.33870967741935487, 'article protocol permits meeting parties determine state party')","(0.31343283582089554, 'parties final decision position states taken fifth meeting')","(0.3709677419354839, 'article protocol permits meeting parties determine state party')","(0.35185185185185186, 'committee parties final decision position states taken')","(0.2987012987012987, 'article protocol therefore subject trade controls specified article determine')","(0.3012048192771084, 'implementation committee parties final decision position states taken fifth meeting')","(0.3538461538461538, 'received implementation committee parties final decision position')","(0.30708661417322836, 'protocol request secretariat transmit data received implementation committee parties final decision position states taken fifth')","(0.2975206611570248, 'protocol request secretariat transmit data received implementation committee parties final decision position states taken')","(0.32499999999999996, 'protocol compliance relevant provisions protocol may exempt time fifth meeting')","(0.3291139240506329, 'compliance articles article protocol therefore subject trade controls specified')","(0.2857142857142857, 'article protocol therefore subject trade controls specified article determine provisionally')","(0.29729729729729726, 'protocol full compliance articles article protocol therefore subject trade controls specified article determine provisionally pending final decision')","(0.28776978417266186, 'protocol full compliance articles article protocol therefore subject trade controls specified article determine provisionally pending final')","(0.319672131147541, 'paragraphs bis article protocol request secretariat transmit data received implementation committee parties final decision')","(0.3137254901960784, 'march notified secretariat full compliance articles')","(0.3298969072164949, 'protocol may exempt time fifth meeting parties trade controls paragraphs bis article')","(0.3373493975903614, 'protocol full compliance articles article protocol therefore subject trade controls')"
"Nov 23, 1992 Decision IV31 Fifth Meeting of the Parties to the Montreal Protocol","(0.26027397260273977, 'dec iv convene fifth meeting parties montreal protocol october')","(0, '')","(0.2894736842105263, 'convene fifth meeting parties montreal')","(0.22580645161290325, 'fourth meeting parties decided dec iv convene fifth meeting parties montreal protocol october')","(0.20370370370370372, 'dec iv convene fifth meeting parties montreal protocol')","(0, '')","(0.36363636363636365, 'parties decided dec iv')","(0.2692307692307693, 'parties decided dec iv convene fifth meeting parties')","(0.25373134328358204, 'fourth meeting parties decided dec iv convene fifth meeting parties')","(0.3214285714285714, 'dec iv convene fifth meeting')","(0.28, 'dec iv convene fifth meeting parties montreal')","(0, '')","(0, '')","(0.21621621621621623, 'parties decided dec iv convene fifth meeting parties montreal protocol')","(0.25, 'parties decided dec iv convene fifth meeting parties')","(0.2666666666666667, 'parties decided dec iv convene fifth meeting parties')","(0.28358208955223885, 'dec iv convene fifth meeting parties montreal protocol')","(0.23529411764705888, 'fourth meeting parties decided dec iv convene fifth')","(0.3111111111111111, 'dec iv convene fifth meeting parties montreal')","(0.17741935483870963, 'dec iv convene fifth meeting parties montreal protocol october')","(0.17142857142857137, 'parties decided dec iv convene fifth meeting parties montreal protocol')","(0.32727272727272727, 'convene fifth meeting parties montreal protocol october')","(0, '')","(0, '')","(0.275, 'fourth meeting parties decided dec iv convene fifth meeting parties')","(0.28125, 'dec iv convene fifth meeting parties montreal protocol october')","(0.2666666666666667, 'fourth meeting parties decided dec iv convene fifth meeting parties')","(0, '')","(0, '')","(0, '')","(0.25531914893617025, 'convene fifth meeting parties montreal protocol')","(0.2989690721649485, 'fourth meeting parties decided dec iv convene fifth meeting parties montreal protocol')","(0.2142857142857143, 'parties decided dec iv convene fifth meeting parties montreal protocol')"
"Nov 23, 1992 Decision IV29 Meeting the needs of Parties operating under paragraph 1 of Article 5 of the Protocol","(0.28767123287671237, 'dec iv note appreciation report needs article parties controlled')","(0.29166666666666663, 'implementation montreal protocol request executive committee update report submit seventh meeting parties montreal protocol secretariat december')","(0.3191489361702128, 'consistent provisions protocol promote adequate')","(0.3211009174311926, 'necessary steps consistent provisions protocol promote adequate supply controlled substances order meet needs')","(0.3157894736842105, 'consistent provisions protocol promote adequate supply controlled substances')","(0.2824427480916031, 'interim multilateral fund implementation montreal protocol request executive committee update report submit seventh meeting parties')","(0.40740740740740744, 'parties take note executive')","(0.29824561403508776, 'request parties take note executive committee report take')","(0.30952380952380953, 'montreal protocol secretariat december request parties take note executive committee')","(0.33333333333333337, 'meeting parties montreal protocol secretariat')","(0.288135593220339, 'take necessary steps consistent provisions protocol promote')","(0.2767857142857143, 'fourth meeting parties decided dec iv note appreciation report needs article parties controlled substances')","(0.27083333333333337, 'implementation montreal protocol request executive committee update report submit seventh meeting parties montreal protocol secretariat december')","(0.2934782608695652, 'multilateral fund implementation montreal protocol request executive committee update report')","(0.29729729729729726, 'implementation montreal protocol request executive committee update report')","(0.28125, 'montreal protocol secretariat december request parties take note')","(0.29850746268656714, 'executive committee update report submit seventh meeting parties')","(0.484375, 'montreal protocol secretariat december request parties take note')","(0.3666666666666667, 'steps consistent provisions protocol promote adequate supply')","(0.31081081081081086, 'montreal protocol secretariat december request parties take note executive')","(0.2934782608695652, 'multilateral fund implementation montreal protocol request executive committee update report')","(0.3538461538461538, 'consistent provisions protocol promote adequate supply controlled')","(0.2592592592592593, 'implementation montreal protocol request executive committee update report submit seventh meeting parties montreal protocol secretariat')","(0.28695652173913044, 'decided dec iv note appreciation report needs article parties controlled substances grace phase out')","(0.30000000000000004, 'protocol promote adequate supply controlled substances order meet needs parties')","(0.32558139534883723, 'committee interim multilateral fund implementation montreal protocol request executive')","(0.28735632183908044, 'consistent provisions protocol promote adequate supply controlled substances order meet')","(0.2777777777777778, 'report needs article parties controlled substances grace phase out periods prepared executive committee interim multilateral fund implementation')","(0.2615384615384615, 'fourth meeting parties decided dec iv note appreciation report needs article parties controlled substances grace phase')","(0.30081300813008127, 'implementation montreal protocol request executive committee update report submit seventh meeting parties montreal protocol')","(0.33333333333333337, 'montreal protocol secretariat december request parties')","(0.2666666666666667, 'phase out periods prepared executive committee interim multilateral fund implementation montreal protocol')","(0.345679012345679, 'protocol request executive committee update report submit seventh meeting parties')"
"Nov 23, 1992 Decision IV4 Further Amendment of the Protocol","(0.273972602739726, 'protection ozone layer amendment montreal protocol set annex iii')","(0.24193548387096775, 'fourth meeting parties decided dec iv adopt accordance procedure laid paragraph article vienna convention protection ozone')","(0.37209302325581395, 'convention protection ozone layer amendment')","(0.30208333333333337, 'vienna convention protection ozone layer amendment montreal protocol set annex iii report fourth')","(0.3088235294117647, 'vienna convention protection ozone layer amendment montreal protocol')","(0.2321428571428571, 'laid paragraph article vienna convention protection ozone layer amendment montreal protocol set annex iii report')","(0.36363636363636365, 'parties decided dec iv')","(0.32835820895522383, 'procedure laid paragraph article vienna convention protection ozone')","(0.33333333333333337, 'adopt accordance procedure laid paragraph article vienna convention protection ozone')","(0.3695652173913043, 'paragraph article vienna convention protection')","(0.3620689655172413, 'article vienna convention protection ozone layer amendment')","(0.3035714285714286, 'decided dec iv adopt accordance procedure laid paragraph article vienna convention protection ozone layer')","(0.21705426356589153, 'fourth meeting parties decided dec iv adopt accordance procedure laid paragraph article vienna convention protection ozone')","(0.33333333333333337, 'vienna convention protection ozone layer amendment montreal protocol set annex')","(0.2647058823529411, 'vienna convention protection ozone layer amendment montreal protocol')","(0.3666666666666667, 'montreal protocol set annex iii report fourth meeting')","(0.4411764705882353, 'vienna convention protection ozone layer amendment montreal protocol')","(0.5094339622641509, 'montreal protocol set annex iii report fourth meeting')","(0.6896551724137931, 'paragraph article vienna convention protection ozone layer')","(0.25, 'vienna convention protection ozone layer amendment montreal protocol set')","(0.2948717948717948, 'vienna convention protection ozone layer amendment montreal protocol set annex')","(0.540983606557377, 'convention protection ozone layer amendment montreal protocol')","(0.2586206896551724, 'decided dec iv adopt accordance procedure laid paragraph article vienna convention protection ozone layer amendment')","(0.2627118644067796, 'adopt accordance procedure laid paragraph article vienna convention protection ozone layer amendment montreal protocol')","(0.2875, 'protection ozone layer amendment montreal protocol set annex iii report')","(0.36111111111111116, 'vienna convention protection ozone layer amendment montreal protocol set')","(0.3846153846153846, 'vienna convention protection ozone layer amendment montreal protocol set annex')","(0.3481481481481481, 'dec iv adopt accordance procedure laid paragraph article vienna convention protection ozone layer amendment montreal protocol set')","(0.3307692307692308, 'procedure laid paragraph article vienna convention protection ozone layer amendment montreal protocol set annex iii report')","(0.33653846153846156, 'vienna convention protection ozone layer amendment montreal protocol set annex iii report fourth meeting')","(0.35416666666666663, 'article vienna convention protection ozone layer')","(0.30927835051546393, 'vienna convention protection ozone layer amendment montreal protocol set annex iii report')","(0.3132530120481928, 'procedure laid paragraph article vienna convention protection ozone layer amendment')"
"Nov 23, 1992 Decision IV25 Essential uses","(0.3287671232876712, 'essential use duration production import necessary meet essential use')","(0.2909090909090909, 'aspects available technically economically feasible alternatives substitutes acceptable standpoint environment health production consumption any controlled substance')","(0.35, 'meet essential use economically feasible')","(0.32692307692307687, 'addition production supply basic domestic needs parties operating paragraph article protocol prior phase')","(0.35064935064935066, 'nominations consultations experts necessary regarding essential use substance')","(0.296875, 'parties operating paragraph article protocol prior phase out controlled substances countries request parties nominate accordance')","(0.3666666666666667, 'secretariat least three months')","(0.32352941176470584, 'expected duration essential use duration production import necessary')","(0.3132530120481928, 'prior phase out controlled substances countries request parties nominate accordance')","(0.3902439024390244, 'panel making recommendations take account')","(0.34328358208955223, 'nominations consultations experts necessary regarding essential use')","(0.3161764705882353, 'present decision recommendations nominations consultations experts necessary regarding essential use substance quantity quality expected')","(0.3076923076923077, 'paragraphs present decision recommendations nominations consultations experts necessary regarding essential use substance quantity quality expected duration')","(0.32352941176470584, 'decision recommendations nominations consultations experts necessary regarding essential use substance')","(0.3285714285714286, 'proposed essential use controls applicable parties operating paragraph')","(0.359375, 'article protocol prior phase out controlled substances countries')","(0.3880597014925373, 'use addition production supply basic domestic needs parties')","(0.4137931034482759, 'months halons nine months substances prior meeting parties')","(0.4363636363636364, 'essential use duration production import necessary meet')","(0.3421052631578947, 'criteria procedure assessing essential use purposes control measures article')","(0.32558139534883723, 'consumption any controlled substance essential uses permitted if economically feasible')","(0.4, 'use duration production import necessary meet essential')","(0.31999999999999995, 'accordance criteria paragraphs present decision recommendations nominations consultations experts necessary regarding essential use substance quantity')","(0.3049645390070922, 'accordance criteria paragraphs present decision recommendations nominations consultations experts necessary regarding essential use substance')","(0.30841121495327106, 'society encompassing cultural intellectual aspects available technically economically feasible alternatives')","(0.3188405797101449, 'essential use duration production import necessary meet essential use')","(0.3271028037383178, 'paragraphs present decision recommendations nominations consultations experts necessary regarding essential')","(0.3005464480874317, 'society encompassing cultural intellectual aspects available technically economically feasible alternatives substitutes acceptable standpoint environment health production consumption')","(0.30409356725146197, 'society encompassing cultural intellectual aspects available technically economically feasible alternatives substitutes acceptable standpoint environment health production')","(0.34513274336283184, 'essential use duration production import necessary meet essential use economically feasible use emission controls')","(0.375, 'panel make recommendations fifth meeting parties')","(0.2941176470588235, 'present decision recommendations nominations consultations experts necessary regarding essential use substance quantity')","(0.3950617283950617, 'substances production any essential use addition production supply basic domestic')"
"Nov 23, 1992 Decision IV5 Noncompliance procedure","(0.3375, 'convention protection ozone layer adopt view responsibility legal interpretation')","(0.282258064516129, 'annex iv report fourth meeting parties adopt indicative list measures might taken respect non compliance set')","(0.41025641025641024, 'convention protection ozone layer adopt')","(0.2946428571428571, 'parties accept recommendation need expedite amendment procedure article vienna convention protection ozone layer')","(0.3846153846153846, 'convention protection ozone layer adopt view responsibility legal')","(0.2407407407407407, 'fourth meeting parties adopt indicative list measures might taken respect non compliance set annex v')","(0.38235294117647056, 'parties accept recommendation need')","(0.32352941176470584, 'amendment procedure article vienna convention protection ozone layer')","(0.3013698630136986, 'annex v report fourth meeting parties accept recommendation need expedite')","(0.3571428571428571, 'article vienna convention protection ozone')","(0.35185185185185186, 'article vienna convention protection ozone layer adopt')","(0.30508474576271183, 'parties accept recommendation need expedite amendment procedure article vienna convention protection ozone layer adopt')","(0.26356589147286824, 'dec iv note appreciation work ad hoc working group legal experts non compliance montreal protocol adopt')","(0.2567567567567568, 'note appreciation work ad hoc working group legal experts non')","(0.30000000000000004, 'respect non compliance set annex v report fourth')","(0.3529411764705882, 'amendment procedure article vienna convention protection ozone layer')","(0.417910447761194, 'article vienna convention protection ozone layer adopt view')","(0.4285714285714286, 'compliance montreal protocol adopt non compliance procedure set')","(0.7843137254901961, 'vienna convention protection ozone layer adopt view')","(0.275, 'convention protection ozone layer adopt view responsibility legal interpretation')","(0.3258426966292135, 'convention protection ozone layer adopt view responsibility legal interpretation protocol')","(0.5423728813559322, 'convention protection ozone layer adopt view responsibility')","(0.31034482758620685, 'protocol adopt non compliance procedure set annex iv report fourth meeting parties adopt indicative list')","(0.31304347826086953, 'note appreciation work ad hoc working group legal experts non compliance montreal protocol adopt')","(0.35, 'protocol adopt non compliance procedure set annex iv report fourth')","(0.3513513513513513, 'article vienna convention protection ozone layer adopt view responsibility')","(0.4157303370786517, 'convention protection ozone layer adopt view responsibility legal interpretation protocol')","(0.29452054794520544, 'meeting parties accept recommendation need expedite amendment procedure article vienna convention protection ozone layer adopt view responsibility')","(0.32608695652173914, 'need expedite amendment procedure article vienna convention protection ozone layer adopt view responsibility legal interpretation protocol')","(0.30833333333333335, 'procedure article vienna convention protection ozone layer adopt view responsibility legal interpretation protocol rests')","(0.3584905660377359, 'parties accept recommendation need expedite amendment')","(0.30927835051546393, 'protocol adopt non compliance procedure set annex iv report fourth meeting parties')","(0.348314606741573, 'convention protection ozone layer adopt view responsibility legal interpretation protocol')"
"Nov 23, 1992 Decision IV6 Implementation Committee","(0.26582278481012656, 'cameroon chile russian federation thailand united states members implementation')","(0.24193548387096775, 'fourth meeting parties decided dec iv confirm positions cameroon chile russian federation thailand united states members')","(0.32499999999999996, 'confirm positions cameroon chile russian')","(0.27835051546391754, 'decided dec iv confirm positions cameroon chile russian federation thailand united states members')","(0.31343283582089554, 'confirm positions cameroon chile russian federation thailand united')","(0.2520325203252033, 'confirm positions cameroon chile russian federation thailand united states members implementation committee one year select')","(0.36363636363636365, 'parties decided dec iv')","(0.359375, 'thailand united states members implementation committee one year')","(0.3493975903614458, 'russian federation thailand united states members implementation committee one year')","(0.32499999999999996, 'implementation committee one year select')","(0.2931034482758621, 'members implementation committee one year select argentina')","(0.2857142857142857, 'fourth meeting parties decided dec iv confirm positions cameroon chile russian federation thailand united')","(0.24242424242424243, 'cameroon chile russian federation thailand united states members implementation committee one year select argentina austria bulgaria')","(0.2682926829268293, 'confirm positions cameroon chile russian federation thailand united states members')","(0.28125, 'cameroon chile russian federation thailand united states members')","(0.23333333333333328, 'parties decided dec iv confirm positions cameroon chile')","(0.28358208955223885, 'dec iv confirm positions cameroon chile russian federation')","(0.26865671641791045, 'confirm positions cameroon chile russian federation thailand united')","(0.32727272727272727, 'united states members implementation committee one year')","(0.3026315789473685, 'implementation committee one year select argentina austria bulgaria republic')","(0.29268292682926833, 'states members implementation committee one year select argentina austria bulgaria')","(0.33333333333333337, 'iv confirm positions cameroon chile russian federation')","(0.29268292682926833, 'confirm positions cameroon chile russian federation thailand united states members implementation committee one year select')","(0.26086956521739135, 'chile russian federation thailand united states members implementation committee one year select argentina austria')","(0.26249999999999996, 'parties decided dec iv confirm positions cameroon chile russian federation')","(0.3026315789473685, 'implementation committee one year select argentina austria bulgaria republic')","(0.2696629213483146, 'cameroon chile russian federation thailand united states members implementation committee')","(0.2978723404255319, 'cameroon chile russian federation thailand united states members implementation committee one year select argentina austria bulgaria republic')","(0.2384615384615385, 'fourth meeting parties decided dec iv confirm positions cameroon chile russian federation thailand united states members')","(0.27192982456140347, 'chile russian federation thailand united states members implementation committee one year select argentina austria')","(0.31999999999999995, 'implementation committee one year select argentina')","(0.24742268041237114, 'decided dec iv confirm positions cameroon chile russian federation thailand united states')","(0.3414634146341463, 'confirm positions cameroon chile russian federation thailand united states members')"
"Nov 23, 1992 Decision IV7 Definition of developing countries","(0.2465753424657534, 'parties decided dec iv note open ended working group')","(0.32484076433121023, 'country purpose montreal protocol adopted meeting parties parties consider individually applications parties classification developing countries applications')","(0.2857142857142857, 'criteria future classification developing country')","(0.2857142857142857, 'developing country purpose montreal protocol adopted meeting parties parties consider individually applications parties')","(0.323943661971831, 'montreal protocol adopted meeting parties parties consider individually')","(0.2706766917293233, 'working group recommended criteria future classification developing country purpose montreal protocol adopted meeting parties parties')","(0.36363636363636365, 'parties decided dec iv')","(0.32432432432432434, 'adopted meeting parties parties consider individually applications parties')","(0.3804347826086957, 'montreal protocol adopted meeting parties parties consider individually applications parties')","(0.3111111111111111, 'meeting parties parties consider individually')","(0.28787878787878785, 'adopted meeting parties parties consider individually applications')","(0.2857142857142857, 'fourth meeting parties decided dec iv note open ended working group recommended criteria future')","(0.33757961783439494, 'country purpose montreal protocol adopted meeting parties parties consider individually applications parties classification developing countries applications')","(0.27956989247311825, 'group recommended criteria future classification developing country purpose montreal protocol')","(0.29761904761904767, 'parties parties consider individually applications parties classification developing')","(0.3380281690140845, 'montreal protocol adopted meeting parties parties consider individually')","(0.31999999999999995, 'group recommended criteria future classification developing country purpose')","(0.4225352112676056, 'montreal protocol adopted meeting parties parties consider individually')","(0.30000000000000004, 'developing country purpose montreal protocol adopted meeting')","(0.276595744680851, 'parties parties consider individually applications parties classification developing countries')","(0.29885057471264365, 'country purpose montreal protocol adopted meeting parties parties consider individually')","(0.3484848484848485, 'adopted meeting parties parties consider individually applications')","(0.27586206896551724, 'developing country purpose montreal protocol adopted meeting parties parties consider individually applications parties classification developing')","(0.2978723404255319, 'montreal protocol adopted meeting parties parties consider individually applications parties classification developing countries applications')","(0.3271028037383178, 'parties parties consider individually applications parties classification developing countries applications')","(0.33333333333333337, 'note open ended working group recommended criteria future classification')","(0.31999999999999995, 'dec iv note open ended working group recommended criteria future')","(0.2606060606060606, 'criteria future classification developing country purpose montreal protocol adopted meeting parties parties consider individually applications parties classification')","(0.25384615384615383, 'fourth meeting parties decided dec iv note open ended working group recommended criteria future classification developing')","(0.3262411347517731, 'montreal protocol adopted meeting parties parties consider individually applications parties classification developing countries applications')","(0.31034482758620685, 'parties parties consider individually applications parties')","(0.27118644067796616, 'montreal protocol adopted meeting parties parties consider individually applications parties classification developing')","(0.30434782608695654, 'montreal protocol adopted meeting parties parties consider individually applications parties')"
"Nov 23, 1992 Decision IV23 Methyl bromide","(0.29670329670329665, 'bromide cost effectiveness incremental costs substitutes technological economic feasibility')","(0.2753623188405797, 'accordance article protocol submit combined report secretariat november latest seventh meeting parties abundance methyl bromide atmosphere')","(0.3846153846153846, 'costs substitutes technological economic feasibility')","(0.3035714285714286, 'assessment panel assess following accordance article protocol submit combined report secretariat november latest')","(0.3098591549295775, 'accordance article protocol submit combined report secretariat november')","(0.303030303030303, 'chemical non chemical substitutes various current uses methyl bromide cost effectiveness incremental costs substitutes technological')","(0.37037037037037035, 'various current uses methyl')","(0.28787878787878785, 'emissions atmosphere various current uses methyl bromide technical')","(0.313953488372093, 'accordance article protocol submit combined report secretariat november latest seventh')","(0.30000000000000004, 'bromide methodologies control emissions atmosphere')","(0.3125, 'technology economic assessment panel assess following accordance')","(0.2786885245901639, 'following accordance article protocol submit combined report secretariat november latest seventh meeting parties abundance')","(0.29104477611940294, 'conditions different regions and specifically developing countries request open ended working group parties montreal protocol consider')","(0.3176470588235294, 'methyl bromide methodologies control emissions atmosphere various current uses methyl')","(0.2727272727272727, 'bromide atmosphere proportion anthropogenic emissions within abundance methyl')","(0.3194444444444444, 'parties montreal protocol consider report submit recommendations seventh')","(0.31343283582089554, 'various uses benefits protection ozone layer substitution taking')","(0.38888888888888884, 'parties montreal protocol consider report submit recommendations seventh')","(0.5263157894736843, 'substitution various uses benefits protection ozone layer')","(0.3033707865168539, 'substitution taking account particular social economic geographic agricultural conditions')","(0.3058823529411765, 'conditions different regions and specifically developing countries request open ended')","(0.4035087719298246, 'various uses benefits protection ozone layer substitution')","(0.30000000000000004, 'bromide atmosphere proportion anthropogenic emissions within abundance methyl bromide ozone depleting potential methyl bromide methodologies')","(0.2661290322580645, 'methyl bromide technical economic feasibility likely results controls availability chemical non chemical substitutes various')","(0.3076923076923077, 'bromide cost effectiveness incremental costs substitutes technological economic feasibility substitution')","(0.31034482758620685, 'account particular social economic geographic agricultural conditions different regions')","(0.313953488372093, 'benefits protection ozone layer substitution taking account particular social economic')","(0.28481012658227844, 'proportion anthropogenic emissions within abundance methyl bromide ozone depleting potential methyl bromide methodologies control emissions atmosphere various')","(0.27338129496402874, 'social economic geographic agricultural conditions different regions and specifically developing countries request open ended working group')","(0.34615384615384615, 'protection ozone layer substitution taking account particular social economic geographic agricultural conditions different regions')","(0.34693877551020413, 'control emissions atmosphere various current uses')","(0.2767857142857143, 'protection ozone layer substitution taking account particular social economic geographic agricultural conditions')","(0.3493975903614458, 'protocol submit combined report secretariat november latest seventh meeting parties')"
"Nov 23, 1992 Decision IV8 Participation of developing countries","(0.2808988764044944, 'countries meetings organized montreal protocol provide financial assistance participation')","(0.26573426573426573, 'fourth meeting parties decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide')","(0.2666666666666667, 'organized montreal protocol provide financial')","(0.2666666666666667, 'decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide')","(0.30681818181818177, 'encourage participation representatives developing countries meetings organized montreal')","(0.2695035460992907, 'decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide financial assistance')","(0.36363636363636365, 'parties decided dec iv')","(0.31999999999999995, 'countries meetings organized montreal protocol provide financial assistance')","(0.2857142857142857, 'encourage participation representatives developing countries meetings organized montreal protocol provide')","(0.25, 'encourage participation representatives developing countries')","(0.28205128205128205, 'participation representatives developing countries meetings organized montreal')","(0.25396825396825395, 'fourth meeting parties decided dec iv encourage participation representatives developing countries meetings organized montreal')","(0.2727272727272727, 'fourth meeting parties decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide')","(0.27450980392156865, 'representatives developing countries meetings organized montreal protocol provide financial assistance')","(0.26136363636363635, 'encourage participation representatives developing countries meetings organized montreal')","(0.273972602739726, 'parties decided dec iv encourage participation representatives developing')","(0.3157894736842105, 'dec iv encourage participation representatives developing countries meetings')","(0.2763157894736842, 'dec iv encourage participation representatives developing countries meetings')","(0.30645161290322576, 'parties decided dec iv encourage participation representatives')","(0.27710843373493976, 'parties decided dec iv encourage participation representatives developing countries')","(0.2947368421052632, 'dec iv encourage participation representatives developing countries meetings organized montreal')","(0.34285714285714286, 'organized montreal protocol provide financial assistance participation')","(0.276595744680851, 'decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide financial assistance')","(0.24615384615384617, 'decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide financial')","(0.27450980392156865, 'representatives developing countries meetings organized montreal protocol provide financial assistance')","(0.3033707865168539, 'countries meetings organized montreal protocol provide financial assistance participation')","(0.33333333333333337, 'encourage participation representatives developing countries meetings organized montreal protocol provide')","(0.2679738562091504, 'fourth meeting parties decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide financial')","(0.2727272727272727, 'fourth meeting parties decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide')","(0.32307692307692304, 'decided dec iv encourage participation representatives developing countries meetings organized montreal protocol provide financial')","(0.33333333333333337, 'decided dec iv encourage participation representatives')","(0.2767857142857143, 'decided dec iv encourage participation representatives developing countries meetings organized montreal protocol')","(0.3052631578947368, 'dec iv encourage participation representatives developing countries meetings organized montreal')"
