,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"May 19, 1980 Requests for technical cooperation  Technical cooperation projects deferred","(0.34246575342465757, 'abijatta shalla lakes national park n n elements technical')","(0.282258064516129, 'palace n qal ah beni hammad n citadel quarter setif n n ethiopia n n bale')","(0.3548387096774194, 'ancient town bosra n site')","(0.2828282828282829, 'n n elements technical co opertaion requests sites established first preparatory assistance mission')","(0.2962962962962963, 'sites n syrian arab republic n n ancient')","(0.2777777777777778, 'algeria n n dey s palace n qal ah beni hammad n citadel quarter setif')","(0.5294117647058824, 'park n n elements')","(0.33999999999999997, 'lakes national park n n elements technical co')","(0.30000000000000004, 'either properties related included recommended world heritage list clarifications required')","(0.35, 'elements technical co opertaion requests')","(0.30000000000000004, 'shalla lakes national park n n elements')","(0.2857142857142857, 'related included recommended world heritage list clarifications required n algeria n n dey s')","(0.28682170542635654, 'assistance mission granted simien national park extended two sites n syrian arab republic n n ancient')","(0.31081081081081086, 'n bale mountain national park n abijatta shalla lakes national')","(0.30000000000000004, 'extended two sites n syrian arab republic n')","(0.30000000000000004, 'city aleppo n ancient town bosra n site')","(0.28358208955223885, 'park n n elements technical co opertaion requests')","(0.29230769230769227, 'first preparatory assistance mission granted simien national park')","(0.32499999999999996, 'setif n n ethiopia n n bale')","(0.3278688524590164, 'lakes national park n n elements technical co opertaion')","(0.3787878787878788, 'granted simien national park extended two sites n syrian arab')","(0.30612244897959184, 'park n n elements technical co opertaion')","(0.2931034482758621, 'n n bale mountain national park n abijatta shalla lakes national park n n elements')","(0.30434782608695654, 'n n ethiopia n n bale mountain national park n abijatta shalla lakes national')","(0.30000000000000004, 'town bosra n site palmyra n n bureau opinion equipement')","(0.35, 'following requests either properties related included recommended world heritage')","(0.31999999999999995, 'n ancient city damascus n ancient city aleppo n ancient')","(0.274074074074074, 'republic n n ancient city damascus n ancient city aleppo n ancient town bosra n site palmyra')","(0.30000000000000004, 'sites n syrian arab republic n n ancient city damascus n ancient city aleppo n ancient')","(0.28712871287128716, 'n n bale mountain national park n abijatta shalla lakes national park n n')","(0.32608695652173914, 'elements technical co opertaion requests sites')","(0.2680412371134021, 'n n bale mountain national park n abijatta shalla lakes national park')","(0.28787878787878785, 'clarifications required n algeria n n dey s palace n')"
"May 10, 2010 Technical guidelines on the environmentally sound management of mercury wastes pursuant to decision IX15","(0.37037037037037035, 'convention welcomes contribution japan lead country january development technical')","(0.2875816993464052, 'developing technical guidelines requests lead country one identified secretariat subject availability voluntary funding consultation small intersessional')","(0.42500000000000004, 'convention invites parties others submit')","(0.32173913043478264, 'funding consultation small intersessional working group prepare revised version technical guidelines taking account')","(0.3661971830985915, 'convention welcomes contribution japan lead country january development')","(0.33333333333333337, 'basel convention welcomes contribution japan lead country january development technical guidelines environmentally sound management wastes')","(0.37037037037037035, 'parties prepare final draft')","(0.375, 'july publication website basel convention invites parties others')","(0.3580246913580247, 'working group october publication website basel convention invites parties others')","(0.4565217391304348, 'management wastes consisting elemental mercury')","(0.34545454545454546, 'basel convention invites parties others submit comments')","(0.30400000000000005, 'consisting elemental mercury wastes containing contaminated mercury takes note draft technical guidelines invites nominations')","(0.3049645390070922, 'invites nominations parties others participate work small intersessional working group established pursuant decision ix submitted secretariat')","(0.39534883720930236, 'basel convention requests lead country one identified secretariat subject availability')","(0.3380281690140845, 'funding consultation small intersessional working group prepare revised')","(0.32835820895522383, 'october publication website basel convention invites parties others')","(0.32835820895522383, 'basel convention requests lead country one identified secretariat')","(0.303030303030303, 'lead country developing technical guidelines requests lead country')","(0.42105263157894735, 'parties basel convention welcomes contribution japan lead')","(0.33333333333333337, 'intersessional working group hold meeting immediately tenth meeting conference')","(0.3571428571428571, 'convention invites parties others submit comments revised draft technical guidelines')","(0.4067796610169492, 'convention welcomes contribution japan lead country january')","(0.30000000000000004, 'working group conference parties tenth meeting submit draft technical guidelines conference parties meeting consideration possible')","(0.29600000000000004, 'february publication website basel convention requests lead country one identified secretariat subject availability voluntary')","(0.29268292682926833, 'parties others submit comments revised draft technical guidelines secretariat lead')","(0.37037037037037035, 'convention welcomes contribution japan lead country january development technical')","(0.3655913978494624, 'lead country january development technical guidelines environmentally sound management wastes')","(0.29299363057324845, 'parties basel convention welcomes contribution japan lead country january development technical guidelines environmentally sound management wastes consisting')","(0.32191780821917804, 'parties basel convention welcomes contribution japan lead country january development technical guidelines environmentally sound management wastes')","(0.3893129770992366, 'basel convention welcomes contribution japan lead country january development technical guidelines environmentally sound management')","(0.42307692307692313, 'parties meeting consideration possible adoption unep')","(0.33333333333333337, 'basel convention welcomes contribution japan lead country january development technical guidelines environmentally')","(0.33333333333333337, 'working group october publication website basel convention invites parties others')"
"May 19, 2008 Gender Plan of Action","(0.31506849315068497, 'convention biological diversity unep cbd cop inf rev invites')","(0.44354838709677424, 'cbd distr general unep cbd cop dec ix october original english conference parties convention biological diversity')","(0.775, 'convention biological diversity unep cbd')","(0.303921568627451, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted conference')","(0.35185185185185186, 'convention biological diversity unep cbd cop inf rev')","(0.31404958677685946, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted conference parties convention')","(0.34285714285714286, 'parties support implementation plan')","(0.34782608695652173, 'agenda item decision adopted conference parties convention biological')","(0.3176470588235294, 'agenda item decision adopted conference parties convention biological diversity ninth')","(0.4, 'gender plan action convention biological')","(0.29850746268656714, 'decision adopted conference parties convention biological diversity')","(0.2678571428571429, 'cbd distr general unep cbd cop dec ix october original english conference parties convention')","(0.27941176470588236, 'conference parties convention biological diversity ninth meeting ix gender plan action conference parties welcomes development executive')","(0.28378378378378377, 'parties convention biological diversity ninth meeting bonn may agenda item')","(0.26865671641791045, 'conference parties convention biological diversity ninth meeting ix')","(0.5466666666666666, 'october original english conference parties convention biological diversity')","(0.3529411764705882, 'gender plan action conference parties welcomes development executive')","(0.2833333333333333, 'convention biological diversity ninth meeting ix gender plan')","(0.375, 'meeting ix gender plan action conference parties')","(0.2948717948717948, 'gender plan action conference parties welcomes development executive secretary')","(0.3076923076923077, 'convention biological diversity ninth meeting ix gender plan action conference')","(0.3877551020408163, 'convention biological diversity unep cbd cop inf')","(0.30081300813008127, 'biological diversity ninth meeting ix gender plan action conference parties welcomes development executive secretary gender')","(0.30327868852459017, 'plan action conference parties welcomes development executive secretary gender plan action convention biological diversity')","(0.3932584269662921, 'october original english conference parties convention biological diversity ninth meeting')","(0.34375, 'convention biological diversity unep cbd cop inf rev invites')","(0.3647058823529412, 'action conference parties welcomes development executive secretary gender plan action')","(0.2962962962962963, 'cbd cop dec ix october original english conference parties convention biological diversity ninth meeting bonn may agenda')","(0.3076923076923077, 'diversity ninth meeting ix gender plan action conference parties welcomes development executive secretary gender plan action')","(0.39344262295081966, 'plan action conference parties welcomes development executive secretary gender plan action convention biological diversity')","(0.36, 'development executive secretary gender plan action')","(0.2989690721649485, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted')","(0.3033707865168539, 'parties welcomes development executive secretary gender plan action convention biological')"
"May 19, 2008 Date and venue of the tenth meeting of the Conference of the Parties","(0.3287671232876712, 'convention biological diversity ninth meeting ix date venue tenth')","(0.44354838709677424, 'cbd distr general unep cbd cop dec ix october original english conference parties convention biological diversity')","(0.7560975609756098, 'convention biological diversity held city')","(0.303921568627451, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted conference')","(0.34328358208955223, 'conference parties convention biological diversity ninth meeting ix')","(0.3412698412698413, 'parties convention biological diversity welcomes generous offer government japan host fifth meeting conference parties serving')","(0.36363636363636365, 'states among them well')","(0.3717948717948718, 'conference parties conference parties convention biological diversity welcomes')","(0.3870967741935484, 'cartagena protocol biosafety tenth meeting conference parties convention biological diversity')","(0.42553191489361697, 'meeting parties convention biological diversity')","(0.37735849056603776, 'parties convention process bz special voluntary trust')","(0.288135593220339, 'parties convention biological diversity welcomes generous offer government japan host fifth meeting conference parties')","(0.295774647887324, 'meeting conference parties convention biological diversity decides fifth meeting conference parties serving meeting parties cartagena protocol')","(0.34090909090909094, 'parties convention biological diversity decides fifth meeting conference parties serving')","(0.31666666666666665, 'parties convention process bz special voluntary trust fund')","(0.5588235294117647, 'biosafety tenth meeting parties convention biological diversity held')","(0.4328358208955224, 'parties convention process bz special voluntary trust fund')","(0.3728813559322034, 'parties protocol bi adequate resources timely manner ensure')","(0.41509433962264153, 'parties convention process bz special voluntary trust')","(0.30487804878048785, 'cartagena protocol biosafety tenth meeting parties convention biological diversity')","(0.3294117647058824, 'facilitating participation parties convention process bz special voluntary trust fund')","(0.4, 'convention process bz special voluntary trust fund')","(0.3257575757575758, 'protocol biosafety tenth meeting conference parties convention biological diversity decides fifth meeting conference parties serving')","(0.29032258064516125, 'protocol biosafety tenth meeting conference parties convention biological diversity decides fifth meeting conference parties')","(0.43181818181818177, 'biosafety tenth meeting conference parties convention biological diversity decides fifth')","(0.3448275862068966, 'conference parties conference parties convention biological diversity welcomes generous')","(0.3373493975903614, 'convention biological diversity welcomes generous offer government japan host fifth')","(0.3087248322147651, 'special voluntary trust fund facilitating participation parties convention process bz special voluntary trust fund facilitating participation parties')","(0.295774647887324, 'cartagena protocol biosafety tenth meeting conference parties convention biological diversity decides fifth meeting conference parties serving')","(0.344, 'convention biological diversity decides fifth meeting conference parties serving meeting parties cartagena protocol biosafety')","(0.36, 'meeting conference parties serving meeting parties')","(0.3232323232323232, 'parties convention biological diversity welcomes generous offer government japan host fifth meeting')","(0.32258064516129037, 'cartagena protocol biosafety tenth meeting conference parties convention biological diversity')"
"May 19, 2008 Liability and redress","(0.32291666666666663, 'administrative measures reiterates call parties governments relevant international organizations')","(0.44354838709677424, 'cbd distr general unep cbd cop dec ix october original english conference parties convention biological diversity')","(0.6888888888888889, 'parties convention biological diversity ninth')","(0.3111111111111111, 'work area part consideration revised updated strategic plan well multi year programme work')","(0.3650793650793651, 'convention biological diversity recalling decisions vi vii viii')","(0.31404958677685946, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted conference parties convention')","(0.36363636363636365, 'call parties governments relevant')","(0.34782608695652173, 'agenda item decision adopted conference parties convention biological')","(0.33333333333333337, 'synthesis report widely available clearing house mechanism convention enable parties')","(0.4358974358974359, 'mechanism convention enable parties use')","(0.30379746835443033, 'establishment implementation national legislative regimes policy administrative')","(0.31851851851851853, 'information relating damage biological diversity approaches valuation restoration damage biological diversity well information national')","(0.3356164383561644, 'conference parties convention biological diversity ninth meeting ix liability redress conference parties convention biological diversity recalling')","(0.28865979381443296, 'regimes policy administrative measures reiterates call parties governments relevant international')","(0.36, 'relevant international organizations paragraph decision viii cooperate view')","(0.5466666666666666, 'october original english conference parties convention biological diversity')","(0.31999999999999995, 'relevant international organizations paragraph decision viii cooperate view')","(0.3220338983050848, 'work area part consideration revised updated strategic plan')","(0.37254901960784315, 'may agenda item decision adopted conference parties')","(0.3258426966292135, 'relevant international organizations paragraph decision viii cooperate view strengthening')","(0.34736842105263155, 'parties governments relevant international organizations paragraph decision viii cooperate view')","(0.39655172413793105, 'convention biological diversity recalling decisions vi vii')","(0.29370629370629375, 'governments relevant international organizations paragraph decision viii cooperate view strengthening capacities national level regard measures')","(0.2992700729927007, 'biological diversity approaches valuation restoration damage biological diversity well information national domestic measures experiences')","(0.44897959183673475, 'biological diversity approaches valuation restoration damage biological diversity well information')","(0.35064935064935066, 'convention biological diversity ninth meeting ix liability redress conference')","(0.3764705882352941, 'convention biological diversity ninth meeting ix liability redress conference parties')","(0.3088235294117647, 'diversity ninth meeting ix liability redress conference parties convention biological diversity recalling decisions vi vii viii welcomes')","(0.2955974842767296, 'strengthening capacities national level regard measures prevention damage biological diversity establishment implementation national legislative regimes policy')","(0.31746031746031744, 'conference parties convention biological diversity ninth meeting ix liability redress conference parties convention biological')","(0.4285714285714286, 'area part consideration revised updated strategic')","(0.2989690721649485, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted')","(0.3191489361702128, 'report prepared executive secretary technical information relating damage biological diversity')"
"May 12, 2003 Phased approaches to Certification","(0.3529411764705882, 'country well international agreements ratified member country recognizing fundamental')","(0.3190184049079755, 'encourage implementation facilitate understanding procurement policies buyers public agencies related certification implications policies tropical timber producers')","(0.4130434782608695, 'country recognizing fundamental know diversity')","(0.32432432432432434, 'agreements ratified member country shall provided also fundamental analyze diversity social cultural conditions')","(0.3939393939393939, 'presentation consideration council thirty sixth session ittc xxxiv')","(0.3308270676691729, 'need development promotion phased approaches certification tool promote sustainable forest management itto producing member countries')","(0.4, 'analysis cba forest management')","(0.3561643835616438, 'certification tropical timber producer countries tool promote sustainable')","(0.3411764705882353, 'reporting outcomes recommendations later thirty eighth session council based attached')","(0.3939393939393939, 'key itto consuming member country')","(0.3382352941176471, 'national international levels identify external internal constraints')","(0.368, 'levels identify external internal constraints may impede implementation phased approaches local national international levels')","(0.37869822485207105, 'associated meeting certification requirements associated certification assessments based analysis identify conditions forest certification financially feasible including')","(0.30841121495327106, 'development banks international organizations merits benefits phased approaches certification possibilities')","(0.3614457831325302, 'implemented particular definition clarification verification legality timber origin')","(0.33333333333333337, 'xxxiv phased approaches certification international tropical timber council')","(0.36764705882352944, 'timber producer countries tool promote sustainable forest management')","(0.37142857142857144, 'countries tool promote sustainable forest management progress achieved')","(0.37037037037037035, 'distr general international tropical ittc xxxiv timber')","(0.4040404040404041, 'international organizations merits benefits phased approaches certification possibilities encourage')","(0.38888888888888884, 'country well international agreements ratified member country recognizing fundamental know')","(0.3918918918918919, 'consultations promote better understanding phased approaches certification')","(0.33333333333333337, 'associated meeting certification requirements associated certification assessments based analysis identify conditions forest certification financially feasible')","(0.3157894736842105, 'phased approaches certification might implemented tropical timber producing countries presentation consideration council thirty sixth')","(0.30952380952380953, 'producing member countries three producer regions according attached terms reference')","(0.3555555555555555, 'identify enabling conditions implementation phased approaches local national international')","(0.37234042553191493, 'donor agencies ngos multilateral development banks international organizations merits benefits')","(0.33139534883720934, 'realization enabling conditions necessary implementation phased approaches certification recognizing need development promotion phased approaches certification tool promote')","(0.33544303797468356, 'develop procedures approaches might implemented particular definition clarification verification legality timber origin undertaken based national legislations')","(0.3643410852713178, 'approaches noting need closer cooperation producer consumer member countries facilitating policy development technical assistance')","(0.40384615384615385, 'increase benefits due certification tropical forests')","(0.3035714285714286, 'procurement policies certification schemes stakeholders raise awareness among governments markets donor agencies')","(0.3417721518987342, 'forest certification phased approaches carry voluntary field level case studies')"
"May 19, 2008 Communication, education and public awareness CEPA","(0.4024390243902439, 'context ongoing negotiations international regime access genetic resources benefit')","(0.44354838709677424, 'cbd distr general unep cbd cop dec ix october original english conference parties convention biological diversity')","(0.6888888888888889, 'parties convention biological diversity ninth')","(0.33333333333333337, 'integrate communication education public awareness national biodiversity strategies action plans underpins areas work')","(0.3648648648648649, 'context ongoing negotiations international regime access genetic resources')","(0.31404958677685946, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted conference parties convention')","(0.375, 'page invites parties governments')","(0.4, 'implementation programme work communication education public awareness including')","(0.36734693877551017, 'articulation goals activities related implementation programme work communication education public')","(0.41860465116279066, 'house mechanism convention simple summaries')","(0.36111111111111116, 'international level invites parties international organizations partners')","(0.36363636363636365, 'international year biodiversity submit reports executive secretary invites parties context ongoing negotiations international regime')","(0.33757961783439494, 'united nations educational scientific cultural organization integration biodiversity formal informal education underlines need incorporate biodiversity theme')","(0.3586956521739131, 'objectives convention develop appropriate indicators determine impacts invites parties offer')","(0.35365853658536583, 'communication education public awareness toolkit translation information materials')","(0.5466666666666666, 'october original english conference parties convention biological diversity')","(0.5714285714285714, 'theme world conference education sustainable development moving second')","(0.3484848484848485, 'conference education sustainable development moving second half un')","(0.38596491228070173, 'cepa conference parties noting appreciation progress made')","(0.4814814814814815, 'negotiations international regime access genetic resources benefit sharing action')","(0.40697674418604646, 'negotiations international regime access genetic resources benefit sharing action plan')","(0.4193548387096774, 'convention biological diversity ninth meeting ix communication')","(0.32484076433121023, 'secretary compile information implementation communication education public awareness measures implementation three objectives convention develop appropriate')","(0.3517241379310345, 'communication education public awareness requests executive secretary compile information implementation communication education public awareness')","(0.4024390243902439, 'parties offer host main celebration international day biological diversity invites')","(0.3516483516483516, 'convention simple summaries issues discussions negotiation elaboration international regime')","(0.3820224719101124, 'convention biological diversity ninth meeting ix communication education public awareness')","(0.34615384615384615, 'decision viii well contributions parties support cepa activities national international level invites parties international organizations partners including')","(0.323170731707317, 'implementation communication education public awareness measures implementation three objectives convention develop appropriate indicators determine impacts invites')","(0.3577235772357723, 'implementation three objectives convention develop appropriate indicators determine impacts invites parties offer host main')","(0.3793103448275862, 'three objectives convention develop appropriate indicators')","(0.2989690721649485, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted')","(0.3571428571428571, 'practical tool guide key international support actions implementation programme work')"
"May 19, 2008 International Year of Biodiversity","(0.3764705882352941, 'resolution december international year biodiversity well reference international year')","(0.44354838709677424, 'cbd distr general unep cbd cop dec ix october original english conference parties convention biological diversity')","(0.6888888888888889, 'parties convention biological diversity ninth')","(0.339622641509434, 'meeting ix international year biodiversity conference parties takes note draft strategy international year')","(0.35820895522388063, 'convention biological diversity ninth meeting ix international year')","(0.31404958677685946, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted conference parties convention')","(0.40909090909090906, 'day high level segment')","(0.4305555555555556, 'implications loss biodiversity compounded negative impact climate change')","(0.4, 'environmental cultural implications loss biodiversity compounded negative impact climate change')","(0.38, 'meeting objectives convention biological diversity')","(0.3484848484848485, 'objectives convention target achieve significant reduction current')","(0.36764705882352944, 'resolution december convention biological diversity invites secretary general consider appointing honorary ambassador international year')","(0.3191489361702128, 'transmit united nations general assembly consideration adoption sixty third ordinary session draft resolution international year biodiversity')","(0.34065934065934067, 'assembly consideration adoption sixty third ordinary session draft resolution international')","(0.3484848484848485, 'assembly consideration adoption sixty third ordinary session draft')","(0.5789473684210527, 'year contained paragraph resolution december convention biological diversity')","(0.4473684210526315, 'recalling commitment world summit sustainable development effective coherent')","(0.30666666666666664, 'december convention biological diversity invites secretary general consider')","(0.39583333333333337, 'biodiversity convene sixty fifth session one day')","(0.4078947368421053, 'international year biodiversity conference parties takes note draft strategy')","(0.40697674418604646, 'invites international organizations mark event decides transmit united nations general')","(0.4, 'convention biological diversity target achieving significant reduction')","(0.3129251700680272, 'practical actions solutions towards meeting objectives convention biological diversity decides contribution international year biodiversity convene')","(0.302158273381295, 'practical actions solutions towards meeting objectives convention biological diversity decides contribution international year biodiversity')","(0.4042553191489362, 'year contained paragraph resolution december convention biological diversity invites secretary')","(0.36250000000000004, 'convention biological diversity ninth meeting ix international year biodiversity')","(0.3626373626373627, 'convention biological diversity ninth meeting ix international year biodiversity conference')","(0.3354838709677419, 'conscious need effective education raise public awareness achieving three objectives convention biological diversity target achieving significant reduction')","(0.29605263157894735, 'call practical actions solutions towards meeting objectives convention biological diversity decides contribution international year biodiversity convene')","(0.3798449612403101, 'achieve significant reduction current rate loss biodiversity deeply concerned social economic environmental cultural implications')","(0.39622641509433965, 'nations general assembly consideration adoption sixty')","(0.2989690721649485, 'parties convention biological diversity ninth meeting bonn may agenda item decision adopted')","(0.33720930232558144, 'adoption sixty third ordinary session draft resolution international year biodiversity')"
"May 2, 1989 Decision I1 Rules of procedure for Meetings of the Parties","(0.23287671232876717, 'parties decided dec i adopt rules procedure meetings parties')","(0, '')","(0.19354838709677424, 'meeting parties decided dec i')","(0, '')","(0.2222222222222222, 'first meeting parties decided dec i adopt rules')","(0, '')","(0.38095238095238093, 'parties decided dec i')","(0.2264150943396226, 'dec i adopt rules procedure meetings parties montreal')","(0.2028985507246377, 'parties decided dec i adopt rules procedure meetings parties montreal')","(0.2068965517241379, 'meeting parties decided dec i')","(0.21999999999999997, 'first meeting parties decided dec i adopt')","(0, '')","(0, '')","(0.2432432432432432, 'parties decided dec i adopt rules procedure meetings parties montreal')","(0.2666666666666667, 'first meeting parties decided dec i adopt rules')","(0.21666666666666667, 'first meeting parties decided dec i adopt rules')","(0.26865671641791045, 'first meeting parties decided dec i adopt rules')","(0.2264150943396226, 'dec i adopt rules procedure meetings parties montreal')","(0.25, 'dec i adopt rules procedure meetings parties')","(0.2295081967213115, 'first meeting parties decided dec i adopt rules procedure')","(0.17391304347826086, 'parties decided dec i adopt rules procedure meetings parties montreal')","(0.30612244897959184, 'meeting parties decided dec i adopt rules')","(0, '')","(0, '')","(0.2875, 'parties decided dec i adopt rules procedure meetings parties montreal')","(0.21875, 'first meeting parties decided dec i adopt rules procedure')","(0.2533333333333333, 'parties decided dec i adopt rules procedure meetings parties montreal')","(0, '')","(0, '')","(0, '')","(0.23404255319148937, 'adopt rules procedure meetings parties montreal')","(0.30927835051546393, 'first meeting parties decided dec i adopt rules procedure meetings parties montreal')","(0.21739130434782605, 'parties decided dec i adopt rules procedure meetings parties montreal')"
"May 2, 1989 Decision I10 Characteristics of relevant substances","(0.3294117647058824, 'controlled substances particularly hcfc similarly importance methyl chloroform carbon')","(0.2709677419354839, 'various atmospheric constituents whether controlled not advise parties environmental characteristics currently light projections future production emission')","(0.3695652173913043, 'attention paid potential substitutes presently')","(0.3363636363636363, 'assessment give full consideration odps greenhouse warming potential atmospheric life time various atmospheric')","(0.33333333333333337, 'consideration odps greenhouse warming potential atmospheric life time')","(0.2857142857142857, 'warming potential atmospheric life time various atmospheric constituents whether controlled not advise parties environmental characteristics')","(0.38095238095238093, 'parties decided dec i')","(0.33333333333333337, 'currently light projections future production emission relevant atmospheric')","(0.2952380952380952, 'environmental characteristics currently light projections future production emission relevant atmospheric')","(0.33333333333333337, 'give full consideration odps greenhouse')","(0.3472222222222222, 'projections future production emission relevant atmospheric constituents')","(0.3161764705882353, 'future production emission relevant atmospheric constituents regard particular attention paid potential substitutes presently controlled')","(0.30188679245283023, 'relevant atmospheric constituents regard particular attention paid potential substitutes presently controlled substances particularly hcfc similarly importance')","(0.3125, 'constituents whether controlled not advise parties environmental characteristics currently light')","(0.3188405797101449, 'give full consideration odps greenhouse warming potential atmospheric')","(0.2987012987012987, 'constituents regard particular attention paid potential substitutes presently')","(0.35443037974683544, 'particular attention paid potential substitutes presently controlled substances')","(0.3291139240506329, 'particular attention paid potential substitutes presently controlled substances')","(0.3384615384615385, 'light projections future production emission relevant atmospheric')","(0.3222222222222222, 'projections future production emission relevant atmospheric constituents regard particular')","(0.3146067415730337, 'consideration odps greenhouse warming potential atmospheric life time various atmospheric')","(0.38888888888888884, 'projections future production emission relevant atmospheric constituents')","(0.29220779220779225, 'parties environmental characteristics currently light projections future production emission relevant atmospheric constituents regard particular attention')","(0.3161764705882353, 'future production emission relevant atmospheric constituents regard particular attention paid potential substitutes presently controlled')","(0.29166666666666663, 'production emission relevant atmospheric constituents regard particular attention paid potential')","(0.32558139534883723, 'paid potential substitutes presently controlled substances particularly hcfc similarly')","(0.38, 'projections future production emission relevant atmospheric constituents regard particular attention')","(0.31875, 'potential atmospheric life time various atmospheric constituents whether controlled not advise parties environmental characteristics currently light projections')","(0.32258064516129037, 'controlled not advise parties environmental characteristics currently light projections future production emission relevant atmospheric constituents regard')","(0.3412698412698413, 'life time various atmospheric constituents whether controlled not advise parties environmental characteristics currently light')","(0.4, 'assessment give full consideration odps greenhouse')","(0.3017241379310345, 'currently light projections future production emission relevant atmospheric constituents regard particular attention')","(0.35, 'projections future production emission relevant atmospheric constituents regard particular attention')"
