,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Mar 28, 1995 Physical location of the Convention secretariat","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Mar 28, 1995 Preparation and submission of national communications from the Parties included in Annex I to the Conventio","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Mar 28, 1995 Report of the Global Environment Facility to the Conference of the Parties on the development of an operati","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Mar 28, 1995 Review of first communications from the Parties included in Annex I to the Convention","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Mar 28, 1995 The Berlin Mandate Review of the adequacy of Article 4, paragraph 2a and b, of the Convention, including pr","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Mar 28, 1995 The report on implementation","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Mar 28, 1995 The subsidiary bodies established by the Convention","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Mar 28, 1995 Transfer of technology","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Mar 3, 2013 Agarwoodproducing taxa Aquilaria spp and Gyrinops spp","(0.2666666666666667, 'assess potential conservation impacts long term survival agarwood producing')","(0.261744966442953, 'plants committee shall monitor implementation resolution conf implementation convention agarwood producing taxa assess potential conservation impacts')","(0.3902439024390244, 'convention agarwood producing taxa assess')","(0.3211009174311926, 'assess potential conservation impacts long term survival agarwood producing species possible problems arising')","(0.4, 'assess potential conservation impacts long term survival agarwood')","(0.2978723404255319, 'plants committee shall monitor implementation resolution conf implementation convention agarwood producing taxa assess potential conservation')","(0.30000000000000004, 'plants committee shall monitor')","(0.33870967741935487, 'producing taxa assess potential conservation impacts long term')","(0.3191489361702128, 'shall monitor implementation resolution conf implementation convention agarwood producing taxa')","(0.36734693877551017, 'conf implementation convention agarwood producing')","(0.3076923076923077, 'resolution conf implementation convention agarwood producing taxa')","(0.30534351145038163, 'monitor implementation resolution conf implementation convention agarwood producing taxa assess potential conservation impacts long')","(0.3356164383561644, 'implementation resolution conf implementation convention agarwood producing taxa assess potential conservation impacts long term survival agarwood')","(0.3012048192771084, 'assess potential conservation impacts long term survival agarwood producing species')","(0.36923076923076925, 'assess potential conservation impacts long term survival agarwood')","(0.3375, 'implementation resolution conf implementation convention agarwood producing taxa')","(0.2784810126582279, 'shall monitor implementation resolution conf implementation convention agarwood')","(0.30379746835443033, 'shall monitor implementation resolution conf implementation convention agarwood')","(0.360655737704918, 'conf implementation convention agarwood producing taxa assess')","(0.28735632183908044, 'implementation resolution conf implementation convention agarwood producing taxa assess')","(0.33333333333333337, 'conservation impacts long term survival agarwood producing species possible problems')","(0.40625, 'convention agarwood producing taxa assess potential conservation')","(0.2941176470588235, 'monitor implementation resolution conf implementation convention agarwood producing taxa assess potential conservation impacts long term')","(0.296875, 'plants committee shall monitor implementation resolution conf implementation convention agarwood producing taxa assess potential')","(0.2696629213483146, 'survival agarwood producing species possible problems arising implementation shall report')","(0.34523809523809523, 'conf implementation convention agarwood producing taxa assess potential conservation')","(0.31958762886597936, 'implementation resolution conf implementation convention agarwood producing taxa assess potential')","(0.2727272727272727, 'plants committee shall monitor implementation resolution conf implementation convention agarwood producing taxa assess potential conservation impacts long')","(0.2684563758389261, 'plants committee shall monitor implementation resolution conf implementation convention agarwood producing taxa assess potential conservation impacts')","(0.3282442748091603, 'monitor implementation resolution conf implementation convention agarwood producing taxa assess potential conservation impacts long')","(0.44680851063829785, 'assess potential conservation impacts long term')","(0.30508474576271183, 'monitor implementation resolution conf implementation convention agarwood producing taxa assess potential conservation')","(0.2934782608695652, 'conf implementation convention agarwood producing taxa assess potential conservation impacts')"
"Mar 3, 2013 Annotations","(0.23287671232876717, 'work undertaken working group annotations called decision rev evaluate')","(0.20472440944881887, 'review report submitted standing committee outcomes work undertaken working group annotations called decision rev evaluate need')","(0.31707317073170727, 'working group annotations called decision')","(0.2870370370370371, 'meeting conference parties shall review report submitted standing committee outcomes work undertaken working')","(0.28125, 'annotations called decision rev evaluate need continuing working')","(0.23529411764705888, 'shall review report submitted standing committee outcomes work undertaken working group annotations called decision rev')","(0.4444444444444444, 'parties shall review report')","(0.31343283582089554, 'submitted standing committee outcomes work undertaken working group')","(0.2875, 'committee outcomes work undertaken working group annotations called decision rev')","(0.3055555555555556, 'rev evaluate need continuing working')","(0.25, 'meeting conference parties shall review report submitted')","(0.23684210526315785, 'meeting conference parties shall review report submitted standing committee outcomes work undertaken working group')","(0.22480620155038755, 'review report submitted standing committee outcomes work undertaken working group annotations called decision rev evaluate need')","(0.2325581395348837, 'submitted standing committee outcomes work undertaken working group annotations called')","(0.2615384615384615, 'meeting conference parties shall review report submitted standing')","(0.203125, 'annotations called decision rev evaluate need continuing working')","(0.28358208955223885, 'working group annotations called decision rev evaluate need')","(0.26865671641791045, 'review report submitted standing committee outcomes work undertaken')","(0.33333333333333337, 'working group annotations called decision rev evaluate')","(0.28, 'meeting conference parties shall review report submitted standing committee')","(0.2948717948717948, 'working group annotations called decision rev evaluate need continuing working')","(0.3392857142857143, 'annotations called decision rev evaluate need continuing')","(0.23809523809523814, 'meeting conference parties shall review report submitted standing committee outcomes work undertaken working group annotations')","(0.19130434782608696, 'meeting conference parties shall review report submitted standing committee outcomes work undertaken working group')","(0.23750000000000004, 'work undertaken working group annotations called decision rev evaluate need')","(0.2894736842105263, 'committee outcomes work undertaken working group annotations called decision')","(0.275, 'committee outcomes work undertaken working group annotations called decision rev')","(0.28873239436619713, 'meeting conference parties shall review report submitted standing committee outcomes work undertaken working group annotations called decision')","(0.23308270676691734, 'meeting conference parties shall review report submitted standing committee outcomes work undertaken working group annotations called')","(0.27192982456140347, 'meeting conference parties shall review report submitted standing committee outcomes work undertaken working group')","(0.33999999999999997, 'outcomes work undertaken working group annotations')","(0.21999999999999997, 'meeting conference parties shall review report submitted standing committee outcomes work undertaken')","(0.2948717948717948, 'working group annotations called decision rev evaluate need continuing working')"
"Mar 3, 2013 Definition of the term xe2x80x98artificially propagatedxe2x80x99","(0.34246575342465757, 'resolution conf rev regulation trade plants respectively report back')","(0.2974683544303798, 'species including mixed monospecific plantations assess applicability current definitions artificial propagation resolution conf rev implementation convention')","(0.36585365853658536, 'convention timber species resolution conf')","(0.31481481481481477, 'rev implementation convention timber species resolution conf rev regulation trade plants respectively report')","(0.4307692307692308, 'conf rev implementation convention timber species resolution conf')","(0.29850746268656714, 'current definitions artificial propagation resolution conf rev implementation convention timber species resolution conf rev regulation')","(0.2647058823529411, 'resolution conf rev implementation')","(0.3472222222222222, 'propagation resolution conf rev implementation convention timber species')","(0.33684210526315794, 'definitions artificial propagation resolution conf rev implementation convention timber species')","(0.4545454545454546, 'rev implementation convention timber species')","(0.3194444444444444, 'applicability current definitions artificial propagation resolution conf')","(0.2520325203252033, 'current definitions artificial propagation resolution conf rev implementation convention timber species resolution conf rev')","(0.32558139534883723, 'conf rev implementation convention timber species resolution conf rev regulation trade plants respectively report back meeting')","(0.2727272727272727, 'propagation resolution conf rev implementation convention timber species resolution conf')","(0.295774647887324, 'implementation convention timber species resolution conf rev regulation')","(0.3055555555555556, 'propagation resolution conf rev implementation convention timber species')","(0.3375, 'definitions artificial propagation resolution conf rev implementation convention')","(0.30000000000000004, 'definitions artificial propagation resolution conf rev implementation convention')","(0.4, 'implementation convention timber species resolution conf rev')","(0.3661971830985915, 'rev regulation trade plants respectively report back meeting conference')","(0.368421052631579, 'resolution conf rev regulation trade plants respectively report back meeting')","(0.4642857142857143, 'convention timber species resolution conf rev regulation')","(0.31007751937984496, 'propagation resolution conf rev implementation convention timber species resolution conf rev regulation trade plants respectively')","(0.30147058823529416, 'plantations assess applicability current definitions artificial propagation resolution conf rev implementation convention timber species')","(0.27450980392156865, 'applicability current definitions artificial propagation resolution conf rev implementation convention')","(0.3382352941176471, 'resolution conf rev regulation trade plants respectively report back')","(0.34090909090909094, 'propagation resolution conf rev implementation convention timber species resolution conf')","(0.296969696969697, 'species including mixed monospecific plantations assess applicability current definitions artificial propagation resolution conf rev implementation convention timber')","(0.30379746835443033, 'species including mixed monospecific plantations assess applicability current definitions artificial propagation resolution conf rev implementation convention')","(0.33333333333333337, 'current definitions artificial propagation resolution conf rev implementation convention timber species resolution conf rev')","(0.37209302325581395, 'resolution conf rev regulation trade plants')","(0.2909090909090909, 'consider current production systems tree species including mixed monospecific plantations assess applicability')","(0.33684210526315794, 'definitions artificial propagation resolution conf rev implementation convention timber species')"
"Mar 3, 2013 Freshwater stingrays Potamotrygonidae spp","(0.2906976744186046, 'potamotrygonidae report conservation status management of domestic international trade')","(0.26490066225165565, 'issue notification requesting range states freshwater stingrays family potamotrygonidae report conservation status management of domestic international')","(0.30952380952380953, 'conservation status management of domestic')","(0.2936507936507936, 'directed secretariat secretariat shall issue notification requesting range states freshwater stingrays family potamotrygonidae')","(0.3375, 'potamotrygonidae report conservation status management of domestic international')","(0.2681159420289855, 'requesting range states freshwater stingrays family potamotrygonidae report conservation status management of domestic international trade')","(0.31034482758620685, 'status management of domestic')","(0.32432432432432434, 'stingrays family potamotrygonidae report conservation status management of')","(0.30434782608695654, 'states freshwater stingrays family potamotrygonidae report conservation status management of')","(0.33333333333333337, 'management of domestic international trade')","(0.3015873015873016, 'report conservation status management of domestic international')","(0.31060606060606055, 'requesting range states freshwater stingrays family potamotrygonidae report conservation status management of domestic international')","(0.26490066225165565, 'issue notification requesting range states freshwater stingrays family potamotrygonidae report conservation status management of domestic international')","(0.27835051546391754, 'stingrays family potamotrygonidae report conservation status management of domestic international')","(0.36250000000000004, 'potamotrygonidae report conservation status management of domestic international')","(0.30000000000000004, 'potamotrygonidae report conservation status management of domestic international')","(0.32499999999999996, 'potamotrygonidae report conservation status management of domestic international')","(0.2816901408450704, 'secretariat shall issue notification requesting range states freshwater')","(0.30645161290322576, 'conservation status management of domestic international trade')","(0.308641975308642, 'secretariat shall issue notification requesting range states freshwater stingrays')","(0.2978723404255319, 'issue notification requesting range states freshwater stingrays family potamotrygonidae report')","(0.32258064516129037, 'conservation status management of domestic international trade')","(0.29452054794520544, 'directed secretariat secretariat shall issue notification requesting range states freshwater stingrays family potamotrygonidae report conservation')","(0.27819548872180455, 'directed secretariat secretariat shall issue notification requesting range states freshwater stingrays family potamotrygonidae report')","(0.25, 'states freshwater stingrays family potamotrygonidae report conservation status management of')","(0.2790697674418605, 'potamotrygonidae report conservation status management of domestic international trade')","(0.28865979381443296, 'stingrays family potamotrygonidae report conservation status management of domestic international')","(0.26751592356687903, 'issue notification requesting range states freshwater stingrays family potamotrygonidae report conservation status management of domestic international trade')","(0.26490066225165565, 'issue notification requesting range states freshwater stingrays family potamotrygonidae report conservation status management of domestic international')","(0.2824427480916031, 'shall issue notification requesting range states freshwater stingrays family potamotrygonidae report conservation status management')","(0.3877551020408163, 'report conservation status management of domestic')","(0.22807017543859653, 'freshwater stingrays family potamotrygonidae report conservation status management of domestic international trade')","(0.2934782608695652, 'directed secretariat secretariat shall issue notification requesting range states freshwater')"
"Mar 3, 2013 East African sandalwood Osyris lanceolata","(0.2533333333333333, 'consultative meeting osyris lanceolata range states bring together relevant')","(0.2751677852348994, 'obtaining external funding implementation decision rev subject availability funding secretariat shall organize consultative meeting osyris lanceolata')","(0.29166666666666663, 'implementation decision rev subject availability')","(0.31818181818181823, 'funding secretariat shall organize consultative meeting osyris lanceolata range states bring together relevant')","(0.31818181818181823, 'shall organize consultative meeting osyris lanceolata range states')","(0.3065693430656934, 'osyris lanceolata range states bring together relevant representatives cites management authorities scientific authorities share exchange')","(0.33333333333333337, 'states bring together relevant')","(0.323943661971831, 'cites management authorities scientific authorities share exchange data')","(0.29166666666666663, 'relevant representatives cites management authorities scientific authorities share exchange data')","(0.32558139534883723, 'funding implementation decision rev subject')","(0.32352941176470584, 'subject availability funding secretariat shall organize consultative')","(0.28125, 'osyris lanceolata range states bring together relevant representatives cites management authorities scientific authorities share')","(0.261744966442953, 'consultative meeting osyris lanceolata range states bring together relevant representatives cites management authorities scientific authorities share')","(0.25, 'shall assist obtaining external funding implementation decision rev subject availability')","(0.2911392405063291, 'authorities scientific authorities share exchange data information intelligence')","(0.2666666666666667, 'obtaining external funding implementation decision rev subject availability')","(0.2763157894736842, 'funding implementation decision rev subject availability funding secretariat')","(0.303030303030303, 'consultative meeting osyris lanceolata range states bring together')","(0.30645161290322576, 'obtaining external funding implementation decision rev subject')","(0.2962962962962963, 'range states bring together relevant representatives cites management authorities')","(0.31034482758620685, 'exchange data information intelligence law enforcement measures combating illegal trade')","(0.31818181818181823, 'authorities scientific authorities share exchange data information')","(0.273972602739726, 'relevant representatives cites management authorities scientific authorities share exchange data information intelligence law enforcement measures')","(0.2846153846153846, 'funding implementation decision rev subject availability funding secretariat shall organize consultative meeting osyris lanceolata')","(0.26315789473684215, 'obtaining external funding implementation decision rev subject availability funding secretariat')","(0.2650602409638554, 'obtaining external funding implementation decision rev subject availability funding')","(0.33333333333333337, 'exchange data information intelligence law enforcement measures combating illegal trade')","(0.29268292682926833, 'relevant representatives cites management authorities scientific authorities share exchange data information intelligence law enforcement measures combating illegal')","(0.25, 'relevant representatives cites management authorities scientific authorities share exchange data information intelligence law enforcement measures combating')","(0.28682170542635654, 'organize consultative meeting osyris lanceolata range states bring together relevant representatives cites management authorities')","(0.33333333333333337, 'share exchange data information intelligence law')","(0.25, 'funding implementation decision rev subject availability funding secretariat shall organize consultative meeting')","(0.2947368421052632, 'authorities scientific authorities share exchange data information intelligence law enforcement')"
"Mar 3, 2013 Humphead wrasse Cheilinus undulatus","(0.29333333333333333, 'conservation nature iucn groupers wrasses specialist group continue support')","(0.23529411764705888, 'wrasses specialist group continue support parties achieving sustainable fishing humphead wrasse making non detriment findings compliance')","(0.3414634146341463, 'conservation nature iucn groupers wrasses')","(0.3211009174311926, 'directed iucn international union conservation nature iucn groupers wrasses specialist group continue support')","(0.41666666666666663, 'international union conservation nature iucn groupers wrasses specialist')","(0.265625, 'union conservation nature iucn groupers wrasses specialist group continue support parties achieving sustainable fishing humphead')","(0.33333333333333337, 'wrasse making non detriment')","(0.32835820895522383, 'directed iucn international union conservation nature iucn groupers')","(0.27586206896551724, 'international union conservation nature iucn groupers wrasses specialist group continue')","(0.36363636363636365, 'iucn international union conservation nature')","(0.2857142857142857, 'humphead wrasse making non detriment findings compliance')","(0.28205128205128205, 'directed iucn international union conservation nature iucn groupers wrasses specialist group continue support parties')","(0.27338129496402874, 'directed iucn international union conservation nature iucn groupers wrasses specialist group continue support parties achieving sustainable')","(0.3023255813953488, 'directed iucn international union conservation nature iucn groupers wrasses specialist')","(0.34328358208955223, 'directed iucn international union conservation nature iucn groupers')","(0.25373134328358204, 'directed iucn international union conservation nature iucn groupers')","(0.3188405797101449, 'group continue support parties achieving sustainable fishing humphead')","(0.27941176470588236, 'support parties achieving sustainable fishing humphead wrasse making')","(0.360655737704918, 'international union conservation nature iucn groupers wrasses')","(0.3589743589743589, 'international union conservation nature iucn groupers wrasses specialist group')","(0.34883720930232553, 'directed iucn international union conservation nature iucn groupers wrasses specialist')","(0.3620689655172413, 'conservation nature iucn groupers wrasses specialist group')","(0.25196850393700787, 'directed iucn international union conservation nature iucn groupers wrasses specialist group continue support parties achieving')","(0.25210084033613445, 'union conservation nature iucn groupers wrasses specialist group continue support parties achieving sustainable fishing')","(0.24705882352941178, 'iucn groupers wrasses specialist group continue support parties achieving sustainable')","(0.28205128205128205, 'international union conservation nature iucn groupers wrasses specialist group')","(0.28735632183908044, 'international union conservation nature iucn groupers wrasses specialist group continue')","(0.25850340136054417, 'directed iucn international union conservation nature iucn groupers wrasses specialist group continue support parties achieving sustainable fishing')","(0.21323529411764708, 'conservation nature iucn groupers wrasses specialist group continue support parties achieving sustainable fishing humphead wrasse making')","(0.2773109243697479, 'union conservation nature iucn groupers wrasses specialist group continue support parties achieving sustainable fishing')","(0.42553191489361697, 'union conservation nature iucn groupers wrasses')","(0.2525252525252525, 'union conservation nature iucn groupers wrasses specialist group continue support parties achieving')","(0.2650602409638554, 'conservation nature iucn groupers wrasses specialist group continue support parties')"
