,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Oct 29, 1984 Not Inscribed Deir elQamar and Beit EdDine Lebanon","(0.36986301369863017, 'committee taking account great importance site lebanese national heritage')","(0.2661290322580645, 'deir el qamar beit ed dine n n lebanon n committee taking account great importance site')","(0.2682926829268293, 'committee taking account great importance')","(0.2761904761904762, 'account great importance site lebanese national heritage felt fulfil criteria outstanding universal value')","(0.3125, 'committee taking account great importance site lebanese national')","(0.25, 'deir el qamar beit ed dine n n lebanon n committee taking account great importance')","(0.29032258064516125, 'taking account great importance')","(0.296875, 'committee taking account great importance site lebanese national')","(0.27692307692307694, 'qamar beit ed dine n n lebanon n committee taking')","(0.33333333333333337, 'importance site lebanese national heritage')","(0.28, 'n n lebanon n committee taking account')","(0.2767857142857143, 'beit ed dine n n lebanon n committee taking account great importance site lebanese')","(0.33333333333333337, 'ed dine n n lebanon n committee taking account great importance site lebanese national heritage felt')","(0.2702702702702703, 'ed dine n n lebanon n committee taking account great')","(0.25, 'ed dine n n lebanon n committee taking')","(0.2647058823529411, 'heritage felt fulfil criteria outstanding universal value understood')","(0.26865671641791045, 'ed dine n n lebanon n committee taking')","(0.29508196721311475, 'account great importance site lebanese national heritage felt')","(0.3076923076923077, 'site lebanese national heritage felt fulfil criteria')","(0.30666666666666664, 'lebanese national heritage felt fulfil criteria outstanding universal value')","(0.3294117647058824, 'importance site lebanese national heritage felt fulfil criteria outstanding universal')","(0.2857142857142857, 'qamar beit ed dine n n lebanon')","(0.27586206896551724, 'beit ed dine n n lebanon n committee taking account great importance site lebanese national')","(0.27826086956521734, 'beit ed dine n n lebanon n committee taking account great importance site lebanese')","(0.25, 'ed dine n n lebanon n committee taking account great')","(0.3561643835616438, 'committee taking account great importance site lebanese national heritage')","(0.28, 'n n lebanon n committee taking account great importance site')","(0.274074074074074, 'ed dine n n lebanon n committee taking account great importance site lebanese national heritage felt fulfil')","(0.2692307692307693, 'deir el qamar beit ed dine n n lebanon n committee taking account great importance site')","(0.28712871287128716, 'n n lebanon n committee taking account great importance site lebanese national heritage felt')","(0.3191489361702128, 'importance site lebanese national heritage felt')","(0.25773195876288657, 'n n lebanon n committee taking account great importance site lebanese national')","(0.24705882352941178, 'importance site lebanese national heritage felt fulfil criteria outstanding universal')"
"Oct 29, 1984 Not Inscribed Kundelungu National Park Zaire","(0.3287671232876712, 'kundelungu national park n n zaire n park meet')","(0.2338709677419355, 'kundelungu national park n n zaire n park meet world heritage criteria integrity doubt committee however')","(0.26415094339622647, 'recommended zairois authorities encouraged strengthen')","(0.26086956521739135, 'integrity doubt committee however recommended zairois authorities encouraged strengthen protection important park n')","(0.2962962962962963, 'kundelungu national park n n zaire n park')","(0.2195121951219512, 'n park meet world heritage criteria integrity doubt committee however recommended zairois authorities encouraged strengthen')","(0.4117647058823529, 'zaire n park meet')","(0.30000000000000004, 'kundelungu national park n n zaire n park')","(0.276595744680851, 'heritage criteria integrity doubt committee however recommended zairois authorities encouraged')","(0.2894736842105263, 'strengthen protection important park n')","(0.2727272727272727, 'doubt committee however recommended zairois authorities encouraged')","(0.2954545454545454, 'world heritage criteria integrity doubt committee however recommended zairois authorities encouraged strengthen protection important')","(0.2325581395348837, 'kundelungu national park n n zaire n park meet world heritage criteria integrity doubt committee however')","(0.276595744680851, 'heritage criteria integrity doubt committee however recommended zairois authorities encouraged')","(0.2833333333333333, 'kundelungu national park n n zaire n park')","(0.2666666666666667, 'n park meet world heritage criteria integrity doubt')","(0.25373134328358204, 'park n n zaire n park meet world')","(0.25806451612903225, 'meet world heritage criteria integrity doubt committee however')","(0.39344262295081966, 'authorities encouraged strengthen protection important park n')","(0.3278688524590164, 'park n n zaire n park meet world heritage')","(0.31818181818181823, 'kundelungu national park n n zaire n park meet world')","(0.3194444444444444, 'however recommended zairois authorities encouraged strengthen protection')","(0.24817518248175185, 'world heritage criteria integrity doubt committee however recommended zairois authorities encouraged strengthen protection important park')","(0.25217391304347825, 'kundelungu national park n n zaire n park meet world heritage criteria integrity doubt')","(0.275, 'park n n zaire n park meet world heritage criteria')","(0.359375, 'park n n zaire n park meet world heritage')","(0.3163265306122449, 'integrity doubt committee however recommended zairois authorities encouraged strengthen protection')","(0.24305555555555558, 'meet world heritage criteria integrity doubt committee however recommended zairois authorities encouraged strengthen protection important park n')","(0.22535211267605637, 'meet world heritage criteria integrity doubt committee however recommended zairois authorities encouraged strengthen protection important park')","(0.28787878787878785, 'world heritage criteria integrity doubt committee however recommended zairois authorities encouraged strengthen protection important')","(0.326530612244898, 'encouraged strengthen protection important park n')","(0.25773195876288657, 'kundelungu national park n n zaire n park meet world heritage criteria')","(0.2804878048780488, 'meet world heritage criteria integrity doubt committee however recommended zairois')"
"Oct 29, 1984 Not Inscribed Nyika National Park Malawi","(0.3116883116883117, 'universal value committee however noted importance property national regional')","(0.22580645161290325, 'nyika national park n n malawi n although property fulfil world heritage criteria outstanding universal value')","(0.37142857142857144, 'property national regional levels n')","(0.25225225225225223, 'fulfil world heritage criteria outstanding universal value committee however noted importance property national')","(0.2777777777777778, 'nyika national park n n malawi n although')","(0.23770491803278693, 'n although property fulfil world heritage criteria outstanding universal value committee however noted importance property')","(0.2692307692307693, 'malawi n although property')","(0.36, 'nyika national park n n malawi n although')","(0.2692307692307693, 'n although property fulfil world heritage criteria outstanding universal value')","(0.3023255813953488, 'committee however noted importance property')","(0.28, 'nyika national park n n malawi n')","(0.25, 'nyika national park n n malawi n although property fulfil world heritage criteria outstanding')","(0.24031007751937983, 'nyika national park n n malawi n although property fulfil world heritage criteria outstanding universal value')","(0.2584269662921348, 'criteria outstanding universal value committee however noted importance property national')","(0.2666666666666667, 'nyika national park n n malawi n although')","(0.27941176470588236, 'committee however noted importance property national regional levels')","(0.28358208955223885, 'n malawi n although property fulfil world heritage')","(0.3188405797101449, 'world heritage criteria outstanding universal value committee however')","(0.3620689655172413, 'however noted importance property national regional levels')","(0.29508196721311475, 'nyika national park n n malawi n although property')","(0.2674418604651163, 'world heritage criteria outstanding universal value committee however noted importance')","(0.3114754098360656, 'committee however noted importance property national regional')","(0.25196850393700787, 'fulfil world heritage criteria outstanding universal value committee however noted importance property national regional levels')","(0.22608695652173916, 'nyika national park n n malawi n although property fulfil world heritage criteria outstanding')","(0.275, 'park n n malawi n although property fulfil world heritage')","(0.2857142857142857, 'property fulfil world heritage criteria outstanding universal value committee')","(0.26190476190476186, 'universal value committee however noted importance property national regional levels')","(0.2246376811594203, 'property fulfil world heritage criteria outstanding universal value committee however noted importance property national regional levels n')","(0.24264705882352944, 'property fulfil world heritage criteria outstanding universal value committee however noted importance property national regional levels')","(0.29166666666666663, 'fulfil world heritage criteria outstanding universal value committee however noted importance property national regional')","(0.31999999999999995, 'noted importance property national regional levels')","(0.22680412371134018, 'nyika national park n n malawi n although property fulfil world heritage')","(0.2823529411764706, 'property fulfil world heritage criteria outstanding universal value committee however')"
"Oct 29, 1984 Not Inscribed Rani Kot Fort Kirthar National Park Pakistan","(0.3783783783783784, 'committee taking account great importance site pakistani national heritage')","(0.282258064516129, 'rani kot fort kirthar national park n n pakistan n committee taking account great importance site')","(0.2682926829268293, 'committee taking account great importance')","(0.2735849056603774, 'account great importance site pakistani national heritage felt fulfil criteria outstanding universal value')","(0.29230769230769227, 'committee taking account great importance site pakistani national')","(0.2407407407407407, 'rani kot fort kirthar national park n n pakistan n committee taking account great importance')","(0.31818181818181823, 'n pakistan n committee')","(0.30000000000000004, 'rani kot fort kirthar national park n n')","(0.32307692307692304, 'rani kot fort kirthar national park n n pakistan n')","(0.3023255813953488, 'importance site pakistani national heritage')","(0.31999999999999995, 'kirthar national park n n pakistan n')","(0.2946428571428571, 'kirthar national park n n pakistan n committee taking account great importance site pakistani')","(0.2945736434108527, 'national park n n pakistan n committee taking account great importance site pakistani national heritage felt')","(0.2567567567567568, 'rani kot fort kirthar national park n n pakistan n')","(0.2666666666666667, 'rani kot fort kirthar national park n n')","(0.2833333333333333, 'rani kot fort kirthar national park n n')","(0.26865671641791045, 'fort kirthar national park n n pakistan n')","(0.29032258064516125, 'account great importance site pakistani national heritage felt')","(0.3207547169811321, 'site pakistani national heritage felt fulfil criteria')","(0.3026315789473685, 'pakistani national heritage felt fulfil criteria outstanding universal value')","(0.32558139534883723, 'importance site pakistani national heritage felt fulfil criteria outstanding universal')","(0.2857142857142857, 'fort kirthar national park n n pakistan')","(0.2844827586206896, 'rani kot fort kirthar national park n n pakistan n committee taking account great importance')","(0.26956521739130435, 'n n pakistan n committee taking account great importance site pakistani national heritage felt')","(0.25, 'rani kot fort kirthar national park n n pakistan n')","(0.3648648648648649, 'committee taking account great importance site pakistani national heritage')","(0.28, 'n n pakistan n committee taking account great importance site')","(0.28888888888888886, 'rani kot fort kirthar national park n n pakistan n committee taking account great importance site pakistani')","(0.2615384615384615, 'national park n n pakistan n committee taking account great importance site pakistani national heritage felt')","(0.28712871287128716, 'rani kot fort kirthar national park n n pakistan n committee taking account great')","(0.2857142857142857, 'great importance site pakistani national heritage')","(0.24742268041237114, 'n n pakistan n committee taking account great importance site pakistani national')","(0.25757575757575757, 'rani kot fort kirthar national park n n pakistan n')"
"Oct 29, 1984 Not Inscribed Maiko National Park Zaire","(0.27380952380952384, 'properties criterion integrity fulfilled although property meet criteria inscription')","(0.24264705882352944, 'noted natural features property well represented world heritage properties criterion integrity fulfilled although property meet criteria')","(0.2954545454545454, 'recommended zaire authorities take necessary')","(0.3119266055045872, 'property meet criteria inscription world heritage list committee recommended zaire authorities take necessary')","(0.3098591549295775, 'inscription world heritage list committee recommended zaire authorities')","(0.2407407407407407, 'maiko national park n n zaire n committee noted natural features property well represented world')","(0.2941176470588235, 'features property well represented')","(0.36, 'maiko national park n n zaire n committee')","(0.3176470588235294, 'although property meet criteria inscription world heritage list committee recommended')","(0.29729729729729726, 'valuable site constitutes one largest')","(0.28, 'maiko national park n n zaire n')","(0.2622950819672131, 'well represented world heritage properties criterion integrity fulfilled although property meet criteria inscription world')","(0.2713178294573644, 'maiko national park n n zaire n committee noted natural features property well represented world heritage')","(0.2702702702702703, 'maiko national park n n zaire n committee noted natural')","(0.26388888888888884, 'well represented world heritage properties criterion integrity fulfilled')","(0.2941176470588235, 'heritage list committee recommended zaire authorities take necessary')","(0.28358208955223885, 'park n n zaire n committee noted natural')","(0.31746031746031744, 'noted natural features property well represented world heritage')","(0.31343283582089554, 'represented world heritage properties criterion integrity fulfilled')","(0.35526315789473684, 'inscription world heritage list committee recommended zaire authorities take')","(0.303030303030303, 'maiko national park n n zaire n committee noted natural')","(0.328125, 'world heritage properties criterion integrity fulfilled although')","(0.2592592592592593, 'heritage properties criterion integrity fulfilled although property meet criteria inscription world heritage list committee recommended')","(0.2845528455284553, 'heritage properties criterion integrity fulfilled although property meet criteria inscription world heritage list committee')","(0.25, 'park n n zaire n committee noted natural features property')","(0.34375, 'park n n zaire n committee noted natural features')","(0.28888888888888886, 'properties criterion integrity fulfilled although property meet criteria inscription world')","(0.2702702702702703, 'noted natural features property well represented world heritage properties criterion integrity fulfilled although property meet criteria inscription')","(0.27083333333333337, 'properties criterion integrity fulfilled although property meet criteria inscription world heritage list committee recommended zaire authorities')","(0.30327868852459017, 'well represented world heritage properties criterion integrity fulfilled although property meet criteria inscription world')","(0.38636363636363635, 'valuable site constitutes one largest tracts')","(0.25, 'heritage properties criterion integrity fulfilled although property meet criteria inscription world heritage')","(0.3058823529411765, 'meet criteria inscription world heritage list committee recommended zaire authorities')"
"Oct 29, 1984 Inscriptions on the List of World Heritage in Danger","(0.33333333333333337, 'conservation area tanzania iucn representative presented evaluation conservation status')","(0.30645161290322576, 'n garamba national park zaire committee took note iucn s evaluation nomination up to date information')","(0.44680851063829785, 'convention mobilising public opinion solidarity')","(0.34736842105263155, 'ngorongoro conservation area list world heritage danger n garamba national park zaire committee')","(0.3733333333333333, 'reconrmendations account response senegalese authorities director general s')","(0.27142857142857146, 'test effectiveness convention mobilising public opinion solidarity provide important national international support necessary preservation n')","(0.375, 'park list world heritage')","(0.3880597014925373, 'critical situation white rhinoceros population estimated total less')","(0.3571428571428571, 'date information critical situation white rhinoceros population estimated total less')","(0.375, 'iucn s comments reconrmendations account')","(0.3787878787878788, 'test effectiveness convention mobilising public opinion solidarity')","(0.3303571428571429, 'ttee decided inscribe ngorongoro conservation area list world heritage danger n garamba national park')","(0.32558139534883723, 'n mr batisse noting committee s decision inscribe natural sites described list world heritage danger remarked')","(0.3431372549019608, 'effectiveness convention mobilising public opinion solidarity provide important national international')","(0.3913043478260869, 'n ngorongoro conservation area tanzania iucn representative presented')","(0.3614457831325302, 'authorities given property committee considered insufficient geological information')","(0.31343283582089554, 'iucn s evaluation nomination up to date information')","(0.30508474576271183, 'committee noted iucn s observations positive response zaire')","(0.375, 'iucn s evaluation nomination up to date')","(0.3287671232876712, 'constructed down stream still remained still seriously jeopardised future')","(0.3608247422680413, 'evaluation conservation status property regrettably continued decline noted tanzanian authorities')","(0.4029850746268657, 'conservation area tanzania iucn representative presented evaluation')","(0.3262411347517731, 'area tanzania iucn representative presented evaluation conservation status property regrettably continued decline noted tanzanian authorities')","(0.33587786259541985, 'n ngorongoro conservation area tanzania iucn representative presented evaluation conservation status property regrettably continued')","(0.2989690721649485, 'evaluation conservation status property regrettably continued decline noted tanzanian authorities')","(0.3857142857142857, 'concerned ensure necessary protection n djoudj national bird sanctuary')","(0.3152173913043478, 'opinion solidarity provide important national international support necessary preservation n')","(0.2962962962962963, 'iucn s observations positive response zaire authorities director general s letter decided inscribe garamba national park list')","(0.28859060402684567, 'property committee considered insufficient geological information present evaluate dangers facing property committee therefore decided defer decision')","(0.33333333333333337, 'comments reconrmendations account response senegalese authorities director general s request committee decided inscribe djoudj')","(0.4545454545454546, 'n ngorongoro conservation area tanzania iucn')","(0.30327868852459017, 'representative presented evaluation conservation status property regrettably continued decline noted tanzanian authorities')","(0.37349397590361444, 'critical situation white rhinoceros population estimated total less specimens means')"
"Oct 29, 1984 Not Inscribed Tripoli Lebanon","(0.26027397260273977, 'tripoli n n lebanon n committee asked draw government')","(0.217741935483871, 'tripoli n n lebanon n committee asked draw government s attention fact urbanisation factory pollution threatening')","(0.2978723404255319, 'urbanisation factory pollution threatening site')","(0.28712871287128716, 'asked draw government s attention fact urbanisation factory pollution threatening site which although')","(0.31746031746031744, 'pollution threatening site which although fulfil world heritage')","(0.2314814814814815, 'tripoli n n lebanon n committee asked draw government s attention fact urbanisation factory pollution')","(0.34782608695652173, 'asked draw government s')","(0.3088235294117647, 'attention fact urbanisation factory pollution threatening site which')","(0.28395061728395066, 'asked draw government s attention fact urbanisation factory pollution threatening')","(0.3421052631578947, 'great value lebanese national heritage')","(0.3275862068965517, 'government s attention fact urbanisation factory pollution')","(0.2767857142857143, 'threatening site which although fulfil world heritage criteria great value lebanese national heritage n')","(0.2790697674418605, 'government s attention fact urbanisation factory pollution threatening site which although fulfil world heritage criteria great')","(0.31081081081081086, 'n lebanon n committee asked draw government s attention fact')","(0.3142857142857143, 'government s attention fact urbanisation factory pollution threatening')","(0.27941176470588236, 'attention fact urbanisation factory pollution threatening site which')","(0.30000000000000004, 'government s attention fact urbanisation factory pollution threatening')","(0.29032258064516125, 'world heritage criteria great value lebanese national heritage')","(0.3448275862068966, 'government s attention fact urbanisation factory pollution')","(0.3116883116883117, 'attention fact urbanisation factory pollution threatening site which although')","(0.33333333333333337, 'attention fact urbanisation factory pollution threatening site which although fulfil')","(0.4655172413793104, 'government s attention fact urbanisation factory pollution')","(0.26724137931034486, 's attention fact urbanisation factory pollution threatening site which although fulfil world heritage criteria great')","(0.28695652173913044, 's attention fact urbanisation factory pollution threatening site which although fulfil world heritage criteria')","(0.275, 'pollution threatening site which although fulfil world heritage criteria great')","(0.3472222222222222, 'pollution threatening site which although fulfil world heritage criteria')","(0.29333333333333333, 'n lebanon n committee asked draw government s attention fact')","(0.274074074074074, 'tripoli n n lebanon n committee asked draw government s attention fact urbanisation factory pollution threatening site')","(0.2846153846153846, 'tripoli n n lebanon n committee asked draw government s attention fact urbanisation factory pollution threatening')","(0.2909090909090909, 's attention fact urbanisation factory pollution threatening site which although fulfil world heritage criteria')","(0.3555555555555555, 'draw government s attention fact urbanisation')","(0.2989690721649485, 'tripoli n n lebanon n committee asked draw government s attention fact')","(0.345679012345679, 'government s attention fact urbanisation factory pollution threatening site which')"
"Oct 29, 1984 Tribute to Mrs Indira Gandhi","(0.2465753424657534, 'committee hearing death mrs indira gandhi occurred hours earlier')","(0, '')","(0.23684210526315785, 'occurred hours earlier observed minute')","(0.1875, 'committee hearing death mrs indira gandhi occurred hours earlier observed minute silence tribute')","(0.21311475409836067, 'occurred hours earlier observed minute silence tribute memory')","(0.19444444444444442, 'committee hearing death mrs indira gandhi occurred hours earlier observed minute silence tribute memory n')","(0.31034482758620685, 'hours earlier observed minute')","(0.2786885245901639, 'occurred hours earlier observed minute silence tribute memory')","(0.2533333333333333, 'indira gandhi occurred hours earlier observed minute silence tribute memory')","(0.3548387096774194, 'minute silence tribute memory n')","(0.21999999999999997, 'earlier observed minute silence tribute memory n')","(0.2321428571428571, 'committee hearing death mrs indira gandhi occurred hours earlier observed minute silence tribute memory')","(0, '')","(0.20270270270270274, 'committee hearing death mrs indira gandhi occurred hours earlier observed')","(0.21666666666666667, 'death mrs indira gandhi occurred hours earlier observed')","(0.16666666666666663, 'death mrs indira gandhi occurred hours earlier observed')","(0.22388059701492535, 'committee hearing death mrs indira gandhi occurred hours')","(0.24590163934426235, 'occurred hours earlier observed minute silence tribute memory')","(0.22448979591836737, 'mrs indira gandhi occurred hours earlier observed')","(0.265625, 'committee hearing death mrs indira gandhi occurred hours earlier')","(0.2533333333333333, 'indira gandhi occurred hours earlier observed minute silence tribute memory')","(0.24, 'committee hearing death mrs indira gandhi occurred')","(0.22413793103448276, 'committee hearing death mrs indira gandhi occurred hours earlier observed minute silence tribute memory n')","(0.20869565217391306, 'committee hearing death mrs indira gandhi occurred hours earlier observed minute silence tribute memory')","(0.25, 'death mrs indira gandhi occurred hours earlier observed minute silence')","(0.20588235294117652, 'indira gandhi occurred hours earlier observed minute silence tribute')","(0.22666666666666668, 'committee hearing death mrs indira gandhi occurred hours earlier observed')","(0, '')","(0, '')","(0.19417475728155342, 'committee hearing death mrs indira gandhi occurred hours earlier observed minute silence tribute memory')","(0.28888888888888886, 'hours earlier observed minute silence tribute')","(0.22680412371134018, 'committee hearing death mrs indira gandhi occurred hours earlier observed minute silence')","(0.23287671232876717, 'committee hearing death mrs indira gandhi occurred hours earlier observed')"
"Oct 29, 1984 Mixed Properties and Rural Landscapes","(0.3580246913580247, 'convention place cultural natural heritage equal footing accordingly polarisation')","(0.28767123287671237, 'cultural elements mr chabason described three types problems connected properties first question identification exceptionally harmonious beautiful')","(0.46341463414634143, 'convention fix landscapes rather conserve')","(0.31932773109243695, 'agreement mr chabason s analysis proposals particular representative italy described difficulty maintaining traditional')","(0.41333333333333333, 'consult icomos international federation landscape architects ifla elaborate')","(0.2890625, 'consist essentially man modified man maintained landscapes warned however care taken identification landscapes ensure nomination')","(0.3870967741935484, 'expressed agreement mr chabason')","(0.4098360655737705, 'quality opinion however role convention fix landscapes rather')","(0.368421052631579, 'world heritage quality opinion however role convention fix landscapes rather')","(0.44999999999999996, 'world heritage convention place cultural')","(0.4098360655737705, 'guidelines convention give sufficient guidance states parties')","(0.3482142857142857, 'cultural monument also referred first world conference cultural parks organised u s national parks')","(0.31060606060606055, 'united kingdom consist essentially man modified man maintained landscapes warned however care taken identification landscapes ensure')","(0.33333333333333337, 'sites exceptional combinations natural cultural elements mr chabason described three')","(0.34246575342465757, 'however care taken identification landscapes ensure nomination properties')","(0.34285714285714286, 'felt operational guidelines convention give sufficient guidance states')","(0.3661971830985915, 'framework identification nomination properties n several states members')","(0.32835820895522383, 'properties particularly rural landscapes meet criterion iii natural')","(0.39344262295081966, 'guidelines convention give sufficient guidance states parties')","(0.3608247422680413, 'international federation landscape architects ifla elaborate guidelines identification nomination')","(0.37623762376237624, 'consult icomos international federation landscape architects ifla elaborate guidelines identification')","(0.3928571428571429, 'convention place cultural natural heritage equal footing')","(0.3165467625899281, 'problems connected properties first question identification exceptionally harmonious beautiful man made landscapes epitomised terraced rice')","(0.34507042253521125, 'identification properties second question concerned evolution equilibrium transformation regression living landscapes similar manner evolution')","(0.32530120481927716, 'recalled one eight types protected area recognised organisation protected landscape')","(0.5616438356164384, 'recalled spirit world heritage convention place cultural natural heritage')","(0.339622641509434, 'identification properties second question concerned evolution equilibrium transformation regression living')","(0.32499999999999996, 'areas europe respect criterion iii would expanded facilitate identification properties second question concerned evolution equilibrium transformation regression')","(0.3153846153846154, 'terraced rice fields s e asia terraced fields mediterranean basin certain vineyard areas europe respect criterion')","(0.3421052631578947, 'identification nomination properties n several states members committee expressed agreement mr chabason s analysis')","(0.40476190476190477, 'agreement mr chabason s analysis proposals')","(0.3047619047619048, 'protected area recognised organisation protected landscape included example national parks united kingdom')","(0.375, 'e asia terraced fields mediterranean basin certain vineyard areas europe')"
"Oct 29, 1993 Adoption of the Agenda of the General Assembly","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Oct 29, 1984 Promotional Activities","(0.33333333333333337, 'ceremonies inaugurate plaques commemorating inscription specific properties world heritage')","(0.2753623188405797, 'material plaques always identical committee requested secretariat prepare guidelines preparation plaques examined bureau next session view')","(0.4130434782608695, 'convention properties inscribed world heritage')","(0.29824561403508776, 'inscription specific properties world heritage list director general unesco representative chairman world heritage')","(0.36986301369863017, 'plaques commemorating inscription specific properties world heritage list')","(0.2867647058823529, 'committee examined report promotional activities summarised work undertaken aiming making convention properties inscribed world heritage')","(0.33333333333333337, 'states parties expressed interest')","(0.31343283582089554, 'work undertaken aiming making convention properties inscribed world')","(0.32608695652173914, 'report promotional activities summarised work undertaken aiming making convention properties')","(0.4444444444444444, 'aiming making convention properties inscribed')","(0.3620689655172413, 'making convention properties inscribed world heritage list')","(0.3125, 'making convention properties inscribed world heritage list better known general public generating income world')","(0.2945736434108527, 'aiming making convention properties inscribed world heritage list better known general public generating income world heritage')","(0.32432432432432434, 'session view obtaining standard model may used states parties desired')","(0.28, 'committee examined report promotional activities summarised work undertaken')","(0.29850746268656714, 'work undertaken aiming making convention properties inscribed world')","(0.35820895522388063, 'aiming making convention properties inscribed world heritage list')","(0.3013698630136986, 'material plaques always identical committee requested secretariat prepare')","(0.44999999999999996, 'aiming making convention properties inscribed world heritage')","(0.31034482758620685, 'representatives several states parties expressed interest ceremonies inaugurate plaques')","(0.3291139240506329, 'convention properties inscribed world heritage list better known general public')","(0.43103448275862066, 'convention properties inscribed world heritage list better')","(0.2816901408450704, 'future n representatives several states parties expressed interest ceremonies inaugurate plaques commemorating inscription specific properties')","(0.27826086956521734, 'list better known general public generating income world heritage fund committee noted due various')","(0.28888888888888886, 'plaques commemorating inscription specific properties world heritage list director general')","(0.4027777777777778, 'convention properties inscribed world heritage list better known general')","(0.35443037974683544, 'convention properties inscribed world heritage list better known general public')","(0.2857142857142857, 'plaques commemorating inscription specific properties world heritage list director general unesco representative chairman world heritage committee invited')","(0.29452054794520544, 'plaques commemorating inscription specific properties world heritage list director general unesco representative chairman world heritage committee')","(0.30645161290322576, 'inscription specific properties world heritage list director general unesco representative chairman world heritage committee')","(0.3220338983050848, 'plaques commemorating inscription specific properties world')","(0.28865979381443296, 'bureau next session view obtaining standard model may used states parties desired')","(0.32608695652173914, 'report promotional activities summarised work undertaken aiming making convention properties')"
