,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Nov 30, 1998 Revision of the Operational Guidelines for the Implementation of the World Heritage Convention","(0.410958904109589, 'n section iv international assistance n xiv secretariat informed')","(0.3092105263157895, 'world heritage associations accordance article convention n preparation education information material general promotion convention promotion particular')","(0.475, 'convention within countries given region')","(0.3302752293577982, 'geographical information system world heritage properties easy reference states parties interested partners n')","(0.4492753623188406, 'convention could considered concern n meetings specifically organized')","(0.30400000000000005, 'make convention better known especially amongst young people creation national world heritage associations accordance article')","(0.4482758620689655, 'chairperson s agreement would')","(0.42666666666666664, 'regional international levels reference article convention committee agreed')","(0.40909090909090906, 'activities n regional international levels reference article convention committee agreed')","(0.4516129032258065, 'heritage convention n section i')","(0.368421052631579, 'heritage convention attached annex n paragraphs following')","(0.3307692307692308, 'education information activities follows n assistance education information promotional activities n regional international levels')","(0.38095238095238093, 'implementation convention promote active involvement application n means exchanging experiences n stimulate joint education information promotional')","(0.34090909090909094, 'article convention committee agreed support programmes activities holding meetings could')","(0.3802816901408451, 'article convention n preparation education information material general')","(0.3783783783783784, 'material general promotion convention promotion particular site especially')","(0.4328358208955224, 'heritage convention n section i establishment world heritage')","(0.33333333333333337, 'provided appropriate form assist centre create maintain user')","(0.4444444444444444, 'article convention n preparation education information material')","(0.3972602739726028, 'iv international assistance n xiv secretariat informed committee withdrew')","(0.3783783783783784, 'n section iv international assistance n xiv secretariat informed committee')","(0.44999999999999996, 'convention promotion particular site especially young people')","(0.3661971830985915, 'associations accordance article convention n preparation education information material general promotion convention promotion particular site')","(0.32173913043478264, 'proposal context overall revision section i n section ii reactive monitoring period n reporting')","(0.35, 'proposal context overall revision section i n section ii reactive')","(0.3827160493827161, 'article convention n preparation education information material general promotion')","(0.388235294117647, 'convention could considered concern n meetings specifically organized make convention')","(0.34013605442176875, 'felt requests concerning national activities promoting convention could considered concern n meetings specifically organized make convention better')","(0.35, 'felt requests concerning national activities promoting convention could considered concern n meetings specifically organized make convention')","(0.3858267716535433, 'convention n preparation education information material general promotion convention promotion particular site especially young')","(0.43181818181818177, 'world heritage conservation n national level')","(0.3608247422680413, 'proposed revisions section item agenda see chapter vi report n xiv discussions')","(0.33684210526315794, 'implementation convention promote active involvement application n means exchanging experiences')"
"Nov 30, 1998 SOC Plitvice Lakes National Park Croatia","(0.34246575342465757, 'protection plitvice lakes national park urged nominate soon possible')","(0.2578125, 'map showing extension park s boundaries map returned croatian authorities requesting them accordance recommendation last session')","(0.32558139534883723, 'construction detour around park authorities')","(0.2870370370370371, 'principles residents staff visitors positive results achieved efforts limit traffic park construction detour')","(0.33783783783783783, 'protection seven member administrative council responsible management site')","(0.30081300813008127, 'site s protection seven member administrative council responsible management site park statutes rules procedures regulating')","(0.36, 's boundaries map returned')","(0.34246575342465757, 'authorities continuing efforts enhance protection plitvice lakes national')","(0.33333333333333337, 'paragraph operational guidelines n committee commended authorities continuing efforts enhance')","(0.39473684210526316, 'limit traffic park construction detour')","(0.34328358208955223, 'standard nomination procedures set paragraph operational guidelines')","(0.3306451612903226, 'committee nominate extension using standard nomination procedures set paragraph operational guidelines n committee commended')","(0.28671328671328666, 'accordance recommendation last session committee nominate extension using standard nomination procedures set paragraph operational guidelines n')","(0.31818181818181823, 'member administrative council responsible management site park statutes rules procedures')","(0.3013698630136986, 'accordance recommendation last session committee nominate extension using')","(0.30000000000000004, 'park croatia n since committee decided remove site')","(0.3731343283582089, 'status report site s protection seven member administrative')","(0.3114754098360656, 'efforts enhance protection plitvice lakes national park urged')","(0.40909090909090906, 'status report site s protection seven member')","(0.29508196721311475, 'lakes national park croatia n since committee decided remove')","(0.3076923076923077, 'protection plitvice lakes national park urged nominate soon possible extension')","(0.3870967741935484, 'recommendation last session committee nominate extension using')","(0.28358208955223885, 'procedures set paragraph operational guidelines n committee commended authorities continuing efforts enhance protection plitvice lakes')","(0.2764227642276422, 'operational guidelines n committee commended authorities continuing efforts enhance protection plitvice lakes national park')","(0.2875, 'n since committee decided remove site list world heritage danger')","(0.34615384615384615, 'authorities continuing efforts enhance protection plitvice lakes national park')","(0.32098765432098764, 'site s protection seven member administrative council responsible management site')","(0.28378378378378377, 'paragraph operational guidelines n committee commended authorities continuing efforts enhance protection plitvice lakes national park urged nominate')","(0.29230769230769227, 'twenty first session centre received brief status report site s protection seven member administrative council responsible')","(0.32432432432432434, 'continuing efforts enhance protection plitvice lakes national park urged nominate soon possible extension using')","(0.40909090909090906, 'traffic park construction detour around park')","(0.28037383177570097, 'recommendation last session committee nominate extension using standard nomination procedures set paragraph')","(0.3466666666666667, 'efforts enhance protection plitvice lakes national park urged nominate soon')"
"Nov 30, 1998 SOC Kathmandu Valley Nepal","(0.36986301369863017, 'conservation unit committee took note special efforts made local')","(0.2828947368421053, 'study elaborate programme corrective measures accordance paragraphs operational guidelines based upon information study recommendations bureau committee')","(0.3829787234042553, 'consideration inscription kathmandu valley site')","(0.3267326732673267, 'defer consideration inscription kathmandu valley site list world heritage danger twenty third session')","(0.45070422535211263, 'concern state conservation kathmandu valley site considered possibility')","(0.3017241379310345, 'consideration intention hmg nepal nominate kokhana additional monument zone n committee authorized us world heritage')","(0.375, 'majesty s government hmg')","(0.3709677419354839, 'review take consideration intention hmg nepal nominate kokhana')","(0.33333333333333337, 'adopt three additional icomos recommendations annexed recommendations adopted hmg nepal')","(0.4358974358974359, 'examined state conservation report site')","(0.33999999999999997, 'n finally committee requested hmg nepal take')","(0.3046875, 'thorough study elaborate programme corrective measures accordance paragraphs operational guidelines based upon information study')","(0.3023255813953488, 'n twenty first session committee examined state conservation report site view continued deterioration world heritage values')","(0.2921348314606742, 'home owners prevent illegal demolition inappropriate new constructions destroys essential')","(0.3661971830985915, 'concern state conservation kathmandu valley site considered possibility')","(0.3076923076923077, 'demolition inappropriate new constructions destroys essential historical urban')","(0.35820895522388063, 'review take consideration intention hmg nepal nominate kokhana')","(0.3278688524590164, 'ensure adequate protection management put place kokhana prior')","(0.4444444444444444, 'review take consideration intention hmg nepal nominate')","(0.3125, 'examination twenty third session bureau june n finally committee')","(0.37037037037037035, 'consideration inscription kathmandu valley site list world heritage danger twenty')","(0.39344262295081966, 'consideration intention hmg nepal nominate kokhana additional')","(0.29370629370629375, 'programme corrective measures accordance paragraphs operational guidelines based upon information study recommendations bureau committee twenty')","(0.30434782608695654, 'protection management put place kokhana prior nomination additional monument zone kathmandu valley site n')","(0.30927835051546393, 'programme corrective measures accordance paragraphs operational guidelines based upon information')","(0.3648648648648649, 'state conservation report site view continued deterioration world heritage')","(0.32530120481927716, 'ensure adequate protection management put place kokhana prior nomination additional')","(0.28888888888888886, 'n finally committee requested hmg nepal take measures ensure adequate protection management put place kokhana prior nomination')","(0.2847222222222222, 'measures accordance paragraphs operational guidelines based upon information study recommendations bureau committee twenty first session decided')","(0.3278688524590164, 'amongst private home owners prevent illegal demolition inappropriate new constructions destroys essential historical urban')","(0.4545454545454546, 'examined state conservation report site view')","(0.2989690721649485, 'icomos hmg nepal mission recommendations time bound action plan adopted hmg nepal')","(0.3608247422680413, 'programme corrective measures accordance paragraphs operational guidelines based upon information')"
"Nov 30, 1998 SOC The Rock Carvings in Tanum Sweden","(0.32291666666666663, 'implementation recommended consultation desirable precedent states parties furthermore requested')","(0.24822695035460995, 'such n committee expressed appreciation fact consulted project early stage implementation recommended consultation desirable precedent states')","(0.33333333333333337, 'invitation director monuments sites county')","(0.3583333333333333, 'stage implementation recommended consultation desirable precedent states parties furthermore requested state party study')","(0.33333333333333337, 'county administration v auml stra g ouml taland')","(0.26086956521739135, 'consulted project early stage implementation recommended consultation desirable precedent states parties furthermore requested state party')","(0.3913043478260869, 'carvings tanum sweden n')","(0.33333333333333337, 'early stage implementation recommended consultation desirable precedent states')","(0.35416666666666663, 'consulted project early stage implementation recommended consultation desirable precedent states')","(0.3529411764705882, 'tanum sweden n invitation director')","(0.28378378378378377, 'implementation recommended consultation desirable precedent states parties')","(0.2857142857142857, 'vii rock carvings tanum sweden n invitation director monuments sites county administration v auml')","(0.3178294573643411, 'vii rock carvings tanum sweden n invitation director monuments sites county administration v auml stra g')","(0.2857142857142857, 'early stage implementation recommended consultation desirable precedent states parties furthermore')","(0.33720930232558144, 'implementation recommended consultation desirable precedent states parties furthermore')","(0.3205128205128205, 'early stage implementation recommended consultation desirable precedent states')","(0.32835820895522383, 'funded european union n mission examined various options')","(0.29333333333333333, 'consultation desirable precedent states parties furthermore requested state')","(0.339622641509434, 'present progress report project april examined bureau')","(0.29885057471264365, 'appreciation fact consulted project early stage implementation recommended consultation')","(0.303921568627451, 'implementation recommended consultation desirable precedent states parties furthermore requested state')","(0.36734693877551017, 'upgrading project funded european union n mission')","(0.27586206896551724, 'icomos world heritage centre undertook mission tanum september discuss road upgrading project funded european union')","(0.303030303030303, 'expressed appreciation fact consulted project early stage implementation recommended consultation desirable precedent states parties')","(0.275, 'world heritage site would affect rock carving sites such n')","(0.3370786516853933, 'consulted project early stage implementation recommended consultation desirable precedent')","(0.3466666666666667, 'upgrading project funded european union n mission examined various options')","(0.28148148148148144, 'v auml stra g ouml taland icomos world heritage centre undertook mission tanum september discuss road upgrading')","(0.2846153846153846, 'world heritage site however felt one alternative solution developed mission although passing world heritage site would')","(0.33018867924528306, 'alternative route world heritage site developed mission n committee requested state party present progress')","(0.3939393939393939, 'implementation recommended consultation desirable precedent states')","(0.2989690721649485, 'road upgrading project funded european union n mission examined various options road')","(0.3783783783783784, 'upgrading project funded european union n mission examined various options')"
"Nov 30, 1998 SOC Yellowstone National Park United States of America","(0.36986301369863017, 'vii yellowstone national park united states america n last')","(0.2827586206896552, 'management likely remain contentious work greater yellowstone interagency committee facilitating information exchange among several state federal')","(0.3555555555555555, 'decision authorizing withdrawal mineral entry')","(0.31999999999999995, 'government entered additional agreement crown butte devote us million us million clean contamination')","(0.3857142857142857, 'population arises concerns livestock regulatory officials free ranging')","(0.2870370370370371, 'bison s winter range november may contribute towards development long term bison management plan would')","(0.3846153846153846, 'long term bison management')","(0.33999999999999997, 'due extraction new world mine crown butte thus')","(0.313953488372093, 'actions slow delegate united states informed committee government believes yellowstone')","(0.42500000000000004, 'million clean contamination nearly years')","(0.3035714285714286, 'clean contamination nearly years mining near yellowstone')","(0.3035714285714286, 'property formally transferred us forest service august u s forest service u s environmental')","(0.29104477611940294, 'population arises concerns livestock regulatory officials free ranging bison might transmit brucellosis domestic cattle private public')","(0.30000000000000004, 'noted assistant secretary interior lands minerals management secretary agriculture natural')","(0.3571428571428571, 'management continues efforts address ascertained threats water quality')","(0.30000000000000004, 'entry ha near cooke city montana potential threat')","(0.4477611940298507, 'u s environmental protection agency begun developing plan')","(0.35185185185185186, 'mine crown butte thus mitigated delegate united states')","(0.44897959183673475, 'service u s environmental protection agency begun')","(0.3902439024390244, 'noted assistant secretary interior lands minerals management secretary agriculture')","(0.33783783783783783, 'contamination nearly years mining near yellowstone new world mine property')","(0.36363636363636365, 's environmental protection agency begun developing plan')","(0.31034482758620685, 'entry ha near cooke city montana potential threat due extraction new world mine crown butte')","(0.31007751937984496, 'contentious work greater yellowstone interagency committee facilitating information exchange among several state federal agencies')","(0.32499999999999996, 'bison elk purchase acres critical areas bison s winter range')","(0.36904761904761907, 'secretary interior lands minerals management secretary agriculture natural resources')","(0.33720930232558144, 'united states america informed committee since government entered additional agreement')","(0.3037037037037037, 'critical areas bison s winter range november may contribute towards development long term bison management plan would')","(0.3153846153846154, 'near cooke city montana potential threat due extraction new world mine crown butte thus mitigated delegate')","(0.36633663366336633, 'us forest service august u s forest service u s environmental protection agency begun')","(0.39534883720930236, 'development long term bison management plan')","(0.2680412371134021, 'cooke city montana potential threat due extraction new world mine crown butte')","(0.34328358208955223, 'critical areas bison s winter range november may contribute towards')"
"Nov 30, 2015 Linkages between the Technology Mechanism and the Financial Mechanism of the Convention","(0.2954545454545454, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee')","(0.25698324022346364, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp')","(0.2702702702702703, 'contributions pledge tracker http www')","(0.25903614457831325, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp')","(0.2941176470588235, 'greenclimate fund contributions pledge tracker http www greenclimate')","(0.25, 'b cp http www greenclimate fund contributions pledge tracker http www greenclimate fund b fccc')","(0.3076923076923077, 'http www greenclimate fund')","(0.3157894736842105, 'contributions pledge tracker http www greenclimate fund b')","(0.29230769230769227, 'cp cp cp cp b cp http www greenclimate fund')","(0.34782608695652173, 'greenclimate fund contributions pledge tracker')","(0.27692307692307694, 'tp http unfccc int files cooperationandsupport financialmechanism')","(0.2544378698224852, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge')","(0.2701149425287356, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add')","(0.2702702702702703, 'fccc cp add distr general january chinese original english cp')","(0.27941176470588236, 'greenclimate fund contributions pledge tracker http www greenclimate')","(0.2571428571428571, 'fccc tp http unfccc int files cooperationandsupport financialmechanism')","(0.28260869565217395, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application')","(0.26262626262626265, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')","(0.2909090909090909, 'http www greenclimate fund contributions pledge tracker')","(0.29508196721311475, 'int secretariat unfccc int ge fccc cp add cp')","(0.2727272727272727, 'chinese original english cp cp cp cp cp cp cp')","(0.31034482758620685, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application')","(0.2670454545454546, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc')","(0.2682926829268293, 'cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add')","(0.26249999999999996, 'www unfccc int secretariat unfccc int ge fccc cp add')","(0.26136363636363635, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee')","(0.26126126126126126, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')","(0.2666666666666667, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add excel')","(0.2615384615384615, 'cp cp cp cp b cp http www greenclimate fund contributions pledge tracker http www greenclimate')","(0.28402366863905326, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge')","(0.37254901960784315, 'greenclimate fund contributions pledge tracker http')","(0.23711340206185572, 'distr general january chinese original english cp cp cp cp cp cp')","(0.26126126126126126, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')"
"Nov 30, 2015 Forum and work programme on the impact of the implementation of response measures","(0.2954545454545454, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee')","(0.25698324022346364, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp')","(0.2702702702702703, 'contributions pledge tracker http www')","(0.25903614457831325, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp')","(0.2941176470588235, 'greenclimate fund contributions pledge tracker http www greenclimate')","(0.25, 'b cp http www greenclimate fund contributions pledge tracker http www greenclimate fund b fccc')","(0.3076923076923077, 'http www greenclimate fund')","(0.3157894736842105, 'contributions pledge tracker http www greenclimate fund b')","(0.29230769230769227, 'cp cp cp cp b cp http www greenclimate fund')","(0.34782608695652173, 'greenclimate fund contributions pledge tracker')","(0.27692307692307694, 'tp http unfccc int files cooperationandsupport financialmechanism')","(0.2544378698224852, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge')","(0.2701149425287356, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add')","(0.2702702702702703, 'fccc cp add distr general january chinese original english cp')","(0.27941176470588236, 'greenclimate fund contributions pledge tracker http www greenclimate')","(0.2571428571428571, 'fccc tp http unfccc int files cooperationandsupport financialmechanism')","(0.28260869565217395, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application')","(0.26262626262626265, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')","(0.2909090909090909, 'http www greenclimate fund contributions pledge tracker')","(0.29508196721311475, 'int secretariat unfccc int ge fccc cp add cp')","(0.2727272727272727, 'chinese original english cp cp cp cp cp cp cp')","(0.31034482758620685, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application')","(0.2670454545454546, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc')","(0.2682926829268293, 'cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add')","(0.26249999999999996, 'www unfccc int secretariat unfccc int ge fccc cp add')","(0.26136363636363635, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee')","(0.26126126126126126, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')","(0.2666666666666667, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add excel')","(0.2615384615384615, 'cp cp cp cp b cp http www greenclimate fund contributions pledge tracker http www greenclimate')","(0.28402366863905326, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge')","(0.37254901960784315, 'greenclimate fund contributions pledge tracker http')","(0.23711340206185572, 'distr general january chinese original english cp cp cp cp cp cp')","(0.26126126126126126, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')"
"Nov 30, 2015 Methodologies for the reporting of financial information by Parties included in Annex I to the Convention","(0.2954545454545454, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee')","(0.25698324022346364, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp')","(0.2702702702702703, 'contributions pledge tracker http www')","(0.25903614457831325, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp')","(0.2941176470588235, 'greenclimate fund contributions pledge tracker http www greenclimate')","(0.25, 'b cp http www greenclimate fund contributions pledge tracker http www greenclimate fund b fccc')","(0.3076923076923077, 'http www greenclimate fund')","(0.3157894736842105, 'contributions pledge tracker http www greenclimate fund b')","(0.29230769230769227, 'cp cp cp cp b cp http www greenclimate fund')","(0.34782608695652173, 'greenclimate fund contributions pledge tracker')","(0.27692307692307694, 'tp http unfccc int files cooperationandsupport financialmechanism')","(0.2544378698224852, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge')","(0.2701149425287356, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add')","(0.2702702702702703, 'fccc cp add distr general january chinese original english cp')","(0.27941176470588236, 'greenclimate fund contributions pledge tracker http www greenclimate')","(0.2571428571428571, 'fccc tp http unfccc int files cooperationandsupport financialmechanism')","(0.28260869565217395, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application')","(0.26262626262626265, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')","(0.2909090909090909, 'http www greenclimate fund contributions pledge tracker')","(0.29508196721311475, 'int secretariat unfccc int ge fccc cp add cp')","(0.2727272727272727, 'chinese original english cp cp cp cp cp cp cp')","(0.31034482758620685, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application')","(0.2670454545454546, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc')","(0.2682926829268293, 'cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add')","(0.26249999999999996, 'www unfccc int secretariat unfccc int ge fccc cp add')","(0.26136363636363635, 'fccc tp http unfccc int files cooperationandsupport financialmechanism standingcommittee')","(0.26126126126126126, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')","(0.2666666666666667, 'int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge fccc cp add excel')","(0.2615384615384615, 'cp cp cp cp b cp http www greenclimate fund contributions pledge tracker http www greenclimate')","(0.28402366863905326, 'unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein sessionworkshoponreportingmethodologiesfinalweb pdf fccc cp ge')","(0.37254901960784315, 'greenclimate fund contributions pledge tracker http')","(0.23711340206185572, 'distr general january chinese original english cp cp cp cp cp cp')","(0.26126126126126126, 'http unfccc int files cooperationandsupport financialmechanism standingcommittee application pdf summaryofthein')"
"Nov 4, 1985 Adoption of the Agenda of the General Assembly","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0.19999999999999996, 'agenda session adopted without')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')"
"Nov 4, 1985 Determination of the amount of the contributions to the World Heritage Fund in accordance with the provisions of Article","(0.26582278481012656, 'general assembly decided unanimously maintain financial period amount mandatory')","(0.2785714285714286, 'maintain financial period amount mandatory contributions paid world heritage fund foreseen article paragraph convention contributions states')","(0.3829787234042553, 'convention contributions states parties regular')","(0.2894736842105263, 'period amount mandatory contributions paid world heritage fund foreseen article paragraph convention contributions')","(0.29850746268656714, 'maintain financial period amount mandatory contributions paid world')","(0.2595419847328244, 'unanimously maintain financial period amount mandatory contributions paid world heritage fund foreseen article paragraph convention')","(0.31034482758620685, 'states parties regular budget')","(0.38888888888888884, 'heritage fund foreseen article paragraph convention contributions states')","(0.3614457831325302, 'paid world heritage fund foreseen article paragraph convention contributions states')","(0.36734693877551017, 'article paragraph convention contributions states')","(0.328125, 'paragraph convention contributions states parties regular budget')","(0.2583333333333333, 'unanimously maintain financial period amount mandatory contributions paid world heritage fund foreseen article paragraph')","(0.24285714285714288, 'maintain financial period amount mandatory contributions paid world heritage fund foreseen article paragraph convention contributions states')","(0.2674418604651163, 'mandatory contributions paid world heritage fund foreseen article paragraph convention')","(0.3421052631578947, 'decided unanimously maintain financial period amount mandatory contributions')","(0.3472222222222222, 'heritage fund foreseen article paragraph convention contributions states')","(0.28358208955223885, 'mandatory contributions paid world heritage fund foreseen article')","(0.2702702702702703, 'foreseen article paragraph convention contributions states parties regular')","(0.4, 'article paragraph convention contributions states parties regular')","(0.3157894736842105, 'maintain financial period amount mandatory contributions paid world heritage')","(0.3023255813953488, 'mandatory contributions paid world heritage fund foreseen article paragraph convention')","(0.34375, 'paragraph convention contributions states parties regular budget')","(0.2790697674418605, 'period amount mandatory contributions paid world heritage fund foreseen article paragraph convention contributions states parties')","(0.23333333333333328, 'contributions paid world heritage fund foreseen article paragraph convention contributions states parties regular budget')","(0.2325581395348837, 'mandatory contributions paid world heritage fund foreseen article paragraph convention')","(0.3421052631578947, 'maintain financial period amount mandatory contributions paid world heritage')","(0.2906976744186046, 'mandatory contributions paid world heritage fund foreseen article paragraph convention')","(0.2432432432432432, 'maintain financial period amount mandatory contributions paid world heritage fund foreseen article paragraph convention contributions states parties')","(0.24285714285714288, 'maintain financial period amount mandatory contributions paid world heritage fund foreseen article paragraph convention contributions states')","(0.2833333333333333, 'contributions paid world heritage fund foreseen article paragraph convention contributions states parties regular budget')","(0.3275862068965517, 'foreseen article paragraph convention contributions states')","(0.24761904761904763, 'contributions paid world heritage fund foreseen article paragraph convention contributions states parties')","(0.3012048192771084, 'paid world heritage fund foreseen article paragraph convention contributions states')"
