,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jul 12, 2019 Functioning of the Committee on Science and Technology","(0.136986301369863, 'c g b j k l n p l')","(0.16129032258064513, 'b c e f g h c g b j k l n p l q')","(0.16129032258064513, 'c e f g h')","(0.1707317073170732, 'b c e f g h c g b j k l n')","(0.14814814814814814, 'b c e f g h c g')","(0.15740740740740744, 'b c e f g h c g b j k l n p l')","(0, '')","(0.16000000000000003, 'b c e f g h c g')","(0.15384615384615385, 'b c e f g h c g b j')","(0.14814814814814814, 'b c e f g')","(0.16000000000000003, 'c e f g h c g')","(0.1339285714285714, 'b c e f g h c g b j k l n p')","(0.1472868217054264, 'b c e f g h c g b j k l n p l q')","(0.1351351351351351, 'b c e f g h c g b j')","(0.1333333333333333, 'b c e f g h c g')","(0.1333333333333333, 'b c e f g h c g')","(0.13432835820895528, 'c g b j k l n p')","(0.16666666666666663, 'g h c g b j k l')","(0.15000000000000002, 'b c e f g h c')","(0.14754098360655743, 'b c e f g h c g b')","(0.1515151515151515, 'b c e f g h c g b j')","(0.1428571428571429, 'c g b j k l n')","(0.1637931034482759, 'b c e f g h c g b j k l n p l')","(0.13043478260869568, 'b c e f g h c g b j k l n p')","(0.13749999999999996, 'b c e f g h c g b j')","(0.15625, 'c g b j k l n p l')","(0.1466666666666666, 'b c e f g h c g b j')","(0, '')","(0.1384615384615384, 'b c e f g h c g b j k l n p l q')","(0.15841584158415845, 'b c e f g h c g b j k l n p')","(0.16666666666666663, 'g h c g b j')","(0.12371134020618557, 'b c e f g h c g b j k l')","(0.1515151515151515, 'b c e f g h c g b j')"
"Jul 12, 2019 Followup to the outcome of the World Summit on Sustainable Development relevant to the United Nations Conve","(0.15068493150684936, 'j l l j l l l k b')","(0.16129032258064513, 'l w b b u k l g h j f g n q q r')","(0.16129032258064513, 'c e g q l')","(0.19512195121951215, 'n v v w x l h v z l x n v')","(0.16666666666666663, 'b c e g q l l u')","(0.16666666666666663, 'b c e g q l l u k l j j h k j')","(0.19999999999999996, 'p b e l')","(0.18000000000000005, 'j n v v w x l h')","(0.16923076923076918, 'k l j j h k j n v v')","(0.14814814814814814, 'b c e g q')","(0.16000000000000003, 'b c e g q l l')","(0.1339285714285714, 'n v v w x l h v z l x n v v')","(0.13953488372093026, 'l j b j c c p b e l k f f j j j')","(0.16216216216216217, 'b c e g q l l u k l')","(0.1333333333333333, 'n v v w j g g k')","(0.16666666666666663, 'c c p b e l k f')","(0.14925373134328357, 'c c p b e l k f')","(0.20833333333333337, 'b j c c p b e l')","(0.19999999999999996, 'j c c p b e l')","(0.16393442622950816, 'e g q l l u k l j')","(0.18181818181818177, 'b c e g q l l u k l')","(0.16326530612244894, 'c e g q l l u')","(0.15517241379310343, 'c c p b e l k f f j j j l w b')","(0.15652173913043477, 'l j j l l j l l l k b b u k')","(0.15000000000000002, 'l j b j c c p b e l')","(0.1875, 'b c e g q l l u k')","(0.17333333333333334, 'v z l x n v v w j g')","(0.15555555555555556, 'j b u k l j b j c c p b e l k f f')","(0.16153846153846152, 'c c p b e l k f f j j j l w b b')","(0.15841584158415845, 'c c p b e l k f f j j j l w')","(0.16666666666666663, 'j b h n p b')","(0.14432989690721654, 'l j j h k j n v v w x l')","(0.16666666666666663, 'b c e g q l l u k l')"
"Jul 10, 2016 Tombs of Buganda Kings at Kasubi Uganda C 1022","(0.31034482758620685, 'system alterations entrance implementation visitor route development tourism facilities')","(0.26865671641791045, 'party submit world heritage centre february updated report state conservation property implementation above examination world heritage')","(0.3902439024390244, 'conservation social issues dealt positive')","(0.339622641509434, 'concerns related conservation social issues dealt positive manner provide details proposed widening masiro')","(0.38235294117647056, 'order ensure conservation muzibu azaala mpanga buildings development')","(0.28, 'disaster risk management plan for fire potential hazards tourism management plan emphasizes protection attributes outstanding')","(0.3870967741935484, 'plan show envisaged development')","(0.36363636363636365, 'corrective measures order ensure conservation muzibu azaala mpanga')","(0.37037037037037035, 'requested part corrective measures order ensure conservation muzibu azaala mpanga')","(0.3589743589743589, 'plan requested part corrective measures')","(0.32835820895522383, 'report state conservation property implementation above examination')","(0.33606557377049184, 'state conservation property implementation above examination world heritage committee session decides retain tombs buganda')","(0.2866666666666666, 'alive harmonized aesthetic property integrated plan development proposals provision reservoir fire fighting system alterations entrance implementation')","(0.345679012345679, 'related conservation social issues dealt positive manner provide details proposed')","(0.390625, 'related conservation social issues dealt positive manner provide')","(0.3055555555555556, 'stakeholders property ensure concerns related conservation social issues')","(0.4477611940298507, 'framework urges state party progress development master plan')","(0.34285714285714286, 'centre details proposed plans firefighting equipment proposed property')","(0.37735849056603776, 'pending completion master plan notes concern progress')","(0.3194444444444444, 'master plan requested part corrective measures order ensure conservation')","(0.32183908045977017, 'conservation muzibu azaala mpanga buildings development proposals fire fighting visitor')","(0.3880597014925373, 'conservation bujjabukua given deteriorating state conservation work')","(0.2954545454545454, 'february updated report state conservation property implementation above examination world heritage committee session decides retain')","(0.2824427480916031, 'property integrated plan development proposals provision reservoir fire fighting system alterations entrance implementation visitor')","(0.3125, 'com recalling decision com adopted session bonn notes state party')","(0.3647058823529412, 'state conservation property implementation above examination world heritage committee')","(0.3928571428571429, 'concern progress reported development master plan requested part corrective measures')","(0.33333333333333337, 'provision reservoir fire fighting system alterations entrance implementation visitor route development tourism facilities restaurants widening road detailed')","(0.326530612244898, 'provision reservoir fire fighting system alterations entrance implementation visitor route development tourism facilities restaurants widening road')","(0.36585365853658536, 'conservation muzibu azaala mpanga buildings development proposals fire fighting visitor management widening road undertaken')","(0.45999999999999996, 'deteriorating state conservation work begin master')","(0.30927835051546393, 'property pending completion master plan notes concern progress reported development master plan')","(0.3563218390804598, 'emphasizes protection attributes outstanding universal value ouv review advisory bodies')"
"Jul 12, 2019 Followup to the Joint Inspection Unit report and strategy development to foster the implementation of the C","(0.136986301369863, 'q k c n p q e f r')","(0.15322580645161288, 'b c e f g h j k l f n k f p g k')","(0.16129032258064513, 'c e f g h')","(0.18292682926829273, 'x k q k c n p q e f r r v')","(0.14814814814814814, 'b c e f g h j k')","(0.15740740740740744, 'q k k k u f v f k n k u f v f')","(0.19999999999999996, 'p g k q')","(0.16000000000000003, 'k u f v f k n k')","(0.16923076923076918, 'k k k u f v f k n k')","(0.14814814814814814, 'b c e f g')","(0.16000000000000003, 'k l f n k f p')","(0.1339285714285714, 'b c e f g h j k l f n k f p')","(0.1472868217054264, 'k u f v f k n k u f v f k u f v')","(0.14864864864864868, 'v f k u f v f w e q')","(0.15000000000000002, 'c n p q e f r r')","(0.16666666666666663, 'c n p q e f r r')","(0.14925373134328357, 'f k n k u f v f')","(0.1875, 'q k c n p q e f')","(0.19999999999999996, 'q k c n p q e')","(0.16393442622950816, 'j k l f n k f p g')","(0.16666666666666663, 'e f g h j k l f n k')","(0.16326530612244894, 'c n p q e f r')","(0.13793103448275867, 'b c e f g h j k l f n k f p g')","(0.13043478260869568, 'b c e f g h j k l f n k f p')","(0.16249999999999998, 'q k c n p q e f r r')","(0.1875, 'c n p q e f r r v')","(0.17333333333333334, 'q k c n p q e f r r')","(0.14814814814814814, 'q z x k q k c n p q e f r r v v w')","(0.1461538461538462, 'q z x k q k c n p q e f r r v v')","(0.15841584158415845, 'h q z x k q k c n p q e f r')","(0.16666666666666663, 'q k c n p q')","(0.1649484536082474, 'k c n p q e f r r v v w')","(0.16666666666666663, 'q k c n p q e f r r')"
"Jul 12, 2019 Land Degradation Assessment in Drylands","(0.136986301369863, 'e h j k e l j e g')","(0.15322580645161288, 'e f g c e h j k e l j e g c n p')","(0.16129032258064513, 'k e l j e')","(0.18292682926829273, 'e f g c e h j k e l j e g')","(0.16666666666666663, 'e f g c e h j k')","(0.15740740740740744, 'c e h j k e l j e g c n p q r')","(0.19999999999999996, 'p q r q')","(0.19999999999999996, 'e h j k e l j e')","(0.19999999999999996, 'g c e h j k e l j e')","(0.14814814814814814, 'e f g c e')","(0.18000000000000005, 'e l j e g c n')","(0.1517857142857143, 'e f g c e h j k e l j e g c')","(0.1472868217054264, 'e f g c e h j k e l j e g c n p')","(0.16216216216216217, 'e f g c e h j k e l')","(0.15000000000000002, 'g c e h j k e l')","(0.16666666666666663, 'e l j e g c n p')","(0.14925373134328357, 'j e g c n p q r')","(0.20833333333333337, 'j e g c n p q r')","(0.22499999999999998, 'e g c n p q r')","(0.16393442622950816, 'e f g c e h j k e')","(0.19696969696969702, 'e l j e g c n p q r')","(0.18367346938775508, 'c n p q r q u')","(0.1724137931034483, 'c e h j k e l j e g c n p q r')","(0.14782608695652177, 'c e h j k e l j e g c n p q')","(0.15000000000000002, 'g c e h j k e l j e')","(0.171875, 'j e g c n p q r q')","(0.16000000000000003, 'j k e l j e g c n p')","(0.14814814814814814, 'e f g c e h j k e l j e g c n p q')","(0.16153846153846152, 'e f g c e h j k e l j e g c n p')","(0.16831683168316836, 'e f g c e h j k e l j e g c')","(0.19444444444444442, 'e g c n p q')","(0.134020618556701, 'c e h j k e l j e g c n')","(0.16666666666666663, 'g c e h j k e l j e')"
"Jul 12, 2019 Improving the efficiency and effectiveness of the Committee on Science and Technology","(0.17808219178082196, 'n n e e l k e f l')","(0.18548387096774188, 'g c l f f e p c q r e f u e j v')","(0.19354838709677424, 'e g c l f')","(0.20731707317073167, 'j e g c l f f e p c q r e')","(0.18518518518518523, 'f e j e g c l f')","(0.17592592592592593, 'b b c e b b c b e f f e g c h')","(0.19999999999999996, 'p c q r')","(0.21999999999999997, 'e f f z n n e e')","(0.19999999999999996, 'k l n k j j k e f e')","(0.2222222222222222, 'z n n e e')","(0.18000000000000005, 'f e j e g c l')","(0.1696428571428571, 'k e f e e p c q r e j f f e')","(0.16279069767441856, 'b b c b e f f e g c h j k f k l')","(0.16216216216216217, 'b b c e b b c b e f')","(0.16666666666666663, 'f e e p c q r e')","(0.18333333333333335, 'c e b b c b e f')","(0.16417910447761197, 'k e f e e p c q')","(0.20833333333333337, 'n n e e l k e f')","(0.22499999999999998, 'f e e p c q r')","(0.21311475409836067, 'f e p c q r e f u')","(0.21212121212121215, 'f e j e g c l f f e')","(0.18367346938775508, 'e p c q r e j')","(0.1637931034482759, 'j e g c l f f e p c q r e f u')","(0.16521739130434787, 'f e g c f n j l e x n f e f')","(0.16249999999999998, 'k e f e e p c q r e')","(0.171875, 'k e f e e p c q r')","(0.18666666666666665, 'n n e e l k e f l r')","(0.16296296296296298, 'f e u f f e g c f n j l e x n f e')","(0.16153846153846152, 'e p c q r e j f f e f f f e j e')","(0.18811881188118806, 'k e f e e p c q r e j f f e')","(0.19444444444444442, 'e f e e p c')","(0.15463917525773196, 'f e p c q r e f u e j v')","(0.19696969696969702, 'k e f e e p c q r e')"
"Jul 12, 2019 Mobilization of resources for the implementation of the Convention","(0.136986301369863, 'p n r e u v w x z')","(0.15322580645161288, 'k l j n j p j p q j p n r e u v')","(0.16129032258064513, 'c e b f g')","(0.18292682926829273, 'b c e b f g h j k l j n j')","(0.16666666666666663, 'p n r e u v w x')","(0.15740740740740744, 'b c e b f g h j k l j n j p j')","(0.2666666666666667, 'p n r e')","(0.18000000000000005, 'p n r e u v w x')","(0.16923076923076918, 'j p q j p n r e u v')","(0.18518518518518523, 'p n r e u')","(0.16000000000000003, 'j k l j n j p')","(0.1428571428571429, 'b c e b f g h j k l j n j p')","(0.1472868217054264, 'k l j n j p j p q j p n r e u v')","(0.16216216216216217, 'b c e b f g h j k l')","(0.15000000000000002, 'p n r e u v w x')","(0.15000000000000002, 'p n r e u v w x')","(0.14925373134328357, 'p n r e u v w x')","(0.1875, 'j p q j p n r e')","(0.17500000000000004, 'j p q j p n r')","(0.16393442622950816, 'j p q j p n r e u')","(0.1515151515151515, 'b c e b f g h j k l')","(0.18367346938775508, 'q j p n r e u')","(0.15517241379310343, 'l j n j p j p q j p n r e u v')","(0.16521739130434787, 'l j n j p j p q j p n r e u')","(0.13749999999999996, 'j n j p j p q j p n')","(0.15625, 'q j p n r e u v w')","(0.16000000000000003, 'j p q j p n r e u v')","(0.14814814814814814, 'f g h j k l j n j p j p q j p n r')","(0.15384615384615385, 'k l j n j p j p q j p n r e u v')","(0.15841584158415845, 'l j n j p j p q j p n r e u')","(0.16666666666666663, 'j p n r e u')","(0.1649484536082474, 'p q j p n r e u v w x z')","(0.18181818181818177, 'j p q j p n r e u v')"
"Jul 12, 2019 Nairobi Declaration on the implementation of the United Nations Convention to Combat Desertification","(0.15068493150684936, 'c c e e f g f h h')","(0.16129032258064513, 'c c e e f g f h h j k j l n p f')","(0.16129032258064513, 'c c e e f')","(0.1707317073170732, 'j k j l n p f q c r u v w')","(0.16666666666666663, 'q c r u v w n b')","(0.18518518518518523, 'j k j l n p f q c r u v w n b')","(0.1333333333333333, 'p f q c')","(0.16000000000000003, 'c c e e f g f h')","(0.18461538461538463, 'k j l n p f q c r u')","(0.18518518518518523, 'c c e e f')","(0.18000000000000005, 'c c e e f g f')","(0.1607142857142857, 'l n p f q c r u v w n b x z')","(0.15503875968992253, 'c c e e f g f h h j k j l n p f')","(0.16216216216216217, 'l n p f q c r u v w')","(0.16666666666666663, 'q c r u v w n b')","(0.16666666666666663, 'c c e e f g f h')","(0.14925373134328357, 'q c r u v w n b')","(0.16666666666666663, 'c c e e f g f h')","(0.17500000000000004, 'c c e e f g f')","(0.180327868852459, 'k j l n p f q c r')","(0.16666666666666663, 'c c e e f g f h h j')","(0.16326530612244894, 'c c e e f g f')","(0.1724137931034483, 'c c e e f g f h h j k j l n p')","(0.13913043478260867, 'c c e e f g f h h j k j l n')","(0.16249999999999998, 'l n p f q c r u v w')","(0.171875, 'c c e e f g f h h')","(0.1466666666666666, 'c c e e f g f h h j')","(0.14814814814814814, 'h j k j l n p f q c r u v w n b x')","(0.1461538461538462, 'c c e e f g f h h j k j l n p f')","(0.15841584158415845, 'c c e e f g f h h j k j l n')","(0.19444444444444442, 'r u v w n b')","(0.15463917525773196, 'l n p f q c r u v w n b')","(0.16666666666666663, 'p f q c r u v w n b')"
"Jul 12, 2019 Networking of institutions, agencies and bodies","(0.15068493150684936, 'k l l n g e l p k')","(0.16129032258064513, 'b c e b e f g f f h f j k l l n')","(0.19354838709677424, 'c e b e f')","(0.18292682926829273, 'n g e l p k j k l n g e l')","(0.16666666666666663, 'k l l n g e l p')","(0.16666666666666663, 'j k l n g e l g e q r u r v w')","(0.1333333333333333, 'p k j k')","(0.18000000000000005, 'f h f j k l l n')","(0.18461538461538463, 'k l l n g e l p k j')","(0.18518518518518523, 'b c e b e')","(0.18000000000000005, 'k l l n g e l')","(0.1428571428571429, 'n g e l p k j k l n g e l g')","(0.1472868217054264, 'b c e b e f g f f h f j k l l n')","(0.16216216216216217, 'e l g e q r u r v w')","(0.18333333333333335, 'g e q r u r v w')","(0.16666666666666663, 'k l n g e l g e')","(0.14925373134328357, 'k l l n g e l p')","(0.20833333333333337, 'k l l n g e l p')","(0.17500000000000004, 'b c e b e f g')","(0.21311475409836067, 'n g e l g e q r u')","(0.19696969696969702, 'n g e l g e q r u r')","(0.1428571428571429, 'c e b e f g f')","(0.1637931034482759, 'k l l n g e l p k j k l n g e')","(0.16521739130434787, 'l p k j k l n g e l g e q r')","(0.16249999999999998, 'l n g e l p k j k l')","(0.1875, 'e l g e q r u r v')","(0.17333333333333334, 'n g e l g e q r u r')","(0.15555555555555556, 'k l l n g e l p k j k l n g e l g')","(0.16153846153846152, 'g e l p k j k l n g e l g e q r')","(0.17821782178217827, 'n g e l p k j k l n g e l g')","(0.19444444444444442, 'g e q r u r')","(0.15463917525773196, 'n g e l g e q r u r v w')","(0.19696969696969702, 'k l n g e l g e q r')"
"Jul 12, 2019 Procedures and institutional mechanisms for the resolution of questions on implementation","(0.136986301369863, 'c c c g e c c c n')","(0.16935483870967738, 'k l g c c c c g e c c c n p q r')","(0.16129032258064513, 'c e f g h')","(0.19512195121951215, 'l g c c c c g e c c c n p')","(0.16666666666666663, 'e f g h j c k l')","(0.16666666666666663, 'b c e f g h j c k l g c c c c')","(0.19999999999999996, 'p q r q')","(0.19999999999999996, 'c g e c c c n p')","(0.19999999999999996, 'k l g c c c c g e c')","(0.18518518518518523, 'c c g e c')","(0.18000000000000005, 'c c n p q r q')","(0.1517857142857143, 'j c k l g c c c c g e c c c')","(0.1705426356589147, 'k l g c c c c g e c c c n p q r')","(0.16216216216216217, 'e c c c n p q r q u')","(0.16666666666666663, 'g c c c c g e c')","(0.16666666666666663, 'g c c c c g e c')","(0.16417910447761197, 'e c c c n p q r')","(0.20833333333333337, 'e c c c n p q r')","(0.19999999999999996, 'g e c c c n p')","(0.180327868852459, 'j c k l g c c c c')","(0.18181818181818177, 'c c c g e c c c n p')","(0.18367346938775508, 'c n p q r q u')","(0.1724137931034483, 'l g c c c c g e c c c n p q r')","(0.14782608695652177, 'c c c g e c c c n p q r q u')","(0.17500000000000004, 'c c c g e c c c n p')","(0.1875, 'c c c g e c c c n')","(0.16000000000000003, 'c c c g e c c c n p')","(0.1777777777777778, 'c c c g e c c c n p q r q u v w w')","(0.16923076923076918, 'c c c g e c c c n p q r q u v w')","(0.16831683168316836, 'j c k l g c c c c g e c c c')","(0.16666666666666663, 'g e c c c n')","(0.12371134020618557, 'j c k l g c c c c g e c')","(0.16666666666666663, 'k l g c c c c g e c')"
"Jul 12, 2019 Necessary adjustments to the elaboration process and the implementation of action programmes, including rev","(0.1643835616438356, 'k l e f n e p q h')","(0.17741935483870963, 'b c e b c e f g h j k l e f n e')","(0.22580645161290325, 'c e b c e')","(0.20731707317073167, 'j k l e f n e p q h r e r')","(0.18518518518518523, 'e v r w r g u l')","(0.17592592592592593, 'h r e r c e f r u l e v r w r')","(0.19999999999999996, 'p q h r')","(0.18000000000000005, 'b c e b c e f g')","(0.19999999999999996, 'k l e f n e p q h r')","(0.18518518518518523, 'b c e b c')","(0.18000000000000005, 'k l e f n e p')","(0.1875, 'e f n e p q h r e r c e f r')","(0.1705426356589147, 'h j k l e f n e p q h r e r c e')","(0.17567567567567566, 'e v r w r g u l e x')","(0.18333333333333335, 'h r e r c e f r')","(0.16666666666666663, 'h r e r c e f r')","(0.16417910447761197, 'h r e r c e f r')","(0.20833333333333337, 'e f n e p q h r')","(0.22499999999999998, 'r e r c e f r')","(0.21311475409836067, 'h r e r c e f r u')","(0.21212121212121215, 'h r e r c e f r u l')","(0.16326530612244894, 'c e b c e f g')","(0.1724137931034483, 'j k l e f n e p q h r e r c e')","(0.15652173913043477, 'e f n e p q h r e r c e f r')","(0.17500000000000004, 'p q h r e r c e f r')","(0.203125, 'e r c e f r u l e')","(0.19999999999999996, 'n e p q h r e r c e')","(0.18518518518518523, 'p q h r e r c e f r u l e v r w r')","(0.17692307692307696, 'h j k l e f n e p q h r e r c e')","(0.19801980198019797, 'e f n e p q h r e r c e f r')","(0.19444444444444442, 'e f n e p q')","(0.1649484536082474, 'r c e f r u l e v r w r')","(0.19696969696969702, 'k l e f n e p q h r')"
"Jul 10, 2016 Tomb of the Askia Mali C 1139","(0.34246575342465757, 'activities calls upon international community support state party co')","(0.30573248407643316, 'conservation property implementation above examination world heritage committee session decides continue application reinforced monitoring mechanism property')","(0.375, 'conservation activities calls upon international')","(0.36448598130841126, 'property revise implement conservation management plan property buffer zones taking account risk management')","(0.4177215189873418, 'possible priority conservation management measures capacity building programmes')","(0.3229813664596274, 'state conservation strengthen institutional technical capacities actors professionals involved management conservation property strengthen operational capacities')","(0.3666666666666667, 'party inviting requested joint')","(0.368421052631579, 'community support state party co operation world heritage')","(0.35526315789473684, 'upon international community support state party co operation world heritage')","(0.4390243902439024, 'submit state conservation report property')","(0.36, 'involved management conservation property strengthen operational capacities')","(0.3515625, 'general state conservation property also expresses concern property remains threat regards architectural components conservation')","(0.31645569620253167, 'guarantee implementation management plan prepare conservation guide components property indicating periodic evaluation mechanism state conservation strengthen')","(0.3203883495145631, 'state conservation property progress accomplished implementation corrective measures situation northern')","(0.4029850746268657, 'implement conservation management plan property buffer zones taking')","(0.34285714285714286, 'heritage gao notes satisfaction organization bamako evaluation meeting')","(0.3472222222222222, 'buffer zone protection management property revise implement conservation')","(0.323943661971831, 'correct repair errors enclosure affect authenticity promote integration')","(0.3793103448275862, 'general state conservation property also expresses concern')","(0.3866666666666667, 'conservation components property identify funding sources short medium long')","(0.3482142857142857, 'conservation strengthen institutional technical capacities actors professionals involved management conservation')","(0.4067796610169492, 'buffer zone protection management property revise implement')","(0.32894736842105265, 'prepare conservation guide components property indicating periodic evaluation mechanism state conservation strengthen institutional technical capacities')","(0.3453237410071942, 'property conservation physical components property implement restoration rehabilitation work different components property ensure stability')","(0.3085106382978723, 'local communities enabling establishment corrective measures initial preparation desired state')","(0.4024390243902439, 'report state conservation property implementation above examination world heritage')","(0.3977272727272727, 'buffer zone protection management property revise implement conservation management plan')","(0.31818181818181823, 'property also expresses concern property remains threat regards architectural components conservation management mechanism requests state party accelerate')","(0.32515337423312884, 'property conservation physical components property implement restoration rehabilitation work different components property ensure stability consolidation establish')","(0.3840579710144928, 'conservation property implementation above examination world heritage committee session decides continue application reinforced monitoring')","(0.4897959183673469, 'evaluate general state conservation property also')","(0.28865979381443296, 'com add recalling decision com adopted session bonn regrets state party unable')","(0.375, 'property timetable preventive remedial conservation components property identify funding sources')"
"Jul 12, 2019 Programme of work for the ninth session of the Conference of the Parties","(0.15068493150684936, 'c c b e c e f g g')","(0.16935483870967738, 'b e c e f g g b h b j k g b c l')","(0.19354838709677424, 'c b e c e')","(0.19512195121951215, 'k g b c l g b h b n b n g')","(0.16666666666666663, 'c c b e c e f g')","(0.17592592592592593, 'b h b n b n g p q r u v q w x')","(0.19999999999999996, 'p q r u')","(0.18000000000000005, 'b c c c b e c e')","(0.18461538461538463, 'b c c c b e c e f g')","(0.18518518518518523, 'c c b e c')","(0.18000000000000005, 'h b n b n g p')","(0.1339285714285714, 'b c c c b e c e f g g b h b')","(0.15503875968992253, 'b c c c b e c e f g g b h b j k')","(0.17567567567567566, 'b c c c b e c e f g')","(0.18333333333333335, 'b e c e f g g b')","(0.18333333333333335, 'c c b e c e f g')","(0.14925373134328357, 'b c c c b e c e')","(0.1875, 'b c c c b e c e')","(0.19999999999999996, 'c c c b e c e')","(0.180327868852459, 'c c b e c e f g g')","(0.16666666666666663, 'c c b e c e f g g b')","(0.16326530612244894, 'c c b e c e f')","(0.1637931034482759, 'c l g b h b n b n g p q r u v')","(0.13913043478260867, 'b c c c b e c e f g g b h b')","(0.16249999999999998, 'b c c c b e c e f g')","(0.1875, 'n b n g p q r u v')","(0.16000000000000003, 'b c c c b e c e f g')","(0.15555555555555556, 'b c c c b e c e f g g b h b j k g')","(0.15384615384615385, 'b c c c b e c e f g g b h b j k')","(0.15841584158415845, 'b c c c b e c e f g g b h b')","(0.16666666666666663, 'c b e c e f')","(0.14432989690721654, 'c l g b h b n b n g p q')","(0.16666666666666663, 'c c b e c e f g g b')"
"Jul 12, 2019 Improving the procedures for communication of information, as well as the quality and format of reports to ","(0.17808219178082196, 'c e w e c e n c e')","(0.17741935483870963, 'b c e c e f g h f g e j k k l n')","(0.22580645161290325, 'c e n c e')","(0.20731707317073167, 'e u v u c e w e c e n c e')","(0.20370370370370372, 'n c e w e x n l')","(0.19444444444444442, 'b e l p q l r u v w x z w v z')","(0.2666666666666667, 'p r j e')","(0.19999999999999996, 'c e w e c e n c')","(0.2153846153846154, 'c e w e c e n c e w')","(0.2222222222222222, 'e c e n c')","(0.18000000000000005, 'c e w e c e n')","(0.1785714285714286, 'j q p r j e e u v u c e w e')","(0.1705426356589147, 'c e w e c e n c e w e x n l n z')","(0.17567567567567566, 'w e c e n c e w e x')","(0.18333333333333335, 'w e c e n c e w')","(0.18333333333333335, 'c e w e c e n c')","(0.16417910447761197, 'c e w e c e n c')","(0.22916666666666663, 'n c e w e x n l')","(0.25, 'e c e n c e w')","(0.19672131147540983, 'e c e f g h f g e')","(0.21212121212121215, 'c e n c e w e x n l')","(0.18367346938775508, 'q p r j e e u')","(0.18103448275862066, 'r j e e u v u c e w e c e n c')","(0.16521739130434787, 'r j e e u v u c e w e c e n')","(0.17500000000000004, 'c e w e c e n c e w')","(0.1875, 'c e n c e w e x n')","(0.18666666666666665, 'e u v u c e w e c e')","(0.18518518518518523, 'p r j e e u v u c e w e c e n c e')","(0.17692307692307696, 'p r j e e u v u c e w e c e n c')","(0.20792079207920788, 'r j e e u v u c e w e c e n')","(0.19444444444444442, 'r j e e u v')","(0.1649484536082474, 'j q p r j e e u v u c e')","(0.19696969696969702, 'p r j e e u v u c e')"
