,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jul 10, 2005 Galxc3xa1pagos Islands Ecuador","(0.28767123287671237, 'notes concern on going events galapagos potentially negative impact')","(0.277027027027027, 'state conservation particular advise development long term vision initiative galapagos islands focusing conservation sustainable development whether')","(0.34042553191489366, 'conservation particular advise development long')","(0.34745762711864403, 'focusing conservation sustainable development whether conditions warrant inclusion property list world heritage danger')","(0.32499999999999996, 'islands focusing conservation sustainable development whether conditions warrant')","(0.30147058823529416, 'examine state conservation particular advise development long term vision initiative galapagos islands focusing conservation sustainable')","(0.3571428571428571, 'park marine reserve requests')","(0.39682539682539686, 'regulations set legal framework activities galapagos take place')","(0.3493975903614458, 'galapagos attendant regulations set legal framework activities galapagos take place')","(0.43181818181818177, 'examine state conservation particular advise')","(0.32307692307692304, 'submit report examination property requested committee encourages')","(0.2946428571428571, 'com add draft decision com rev com rev recalling decision com adopted session suzhou')","(0.3787878787878788, 'state party invite context abovementioned initiative joint unesco iucn mission property examine state conservation particular advise')","(0.29292929292929293, 'islands focusing conservation sustainable development whether conditions warrant inclusion property')","(0.3661971830985915, 'focusing conservation sustainable development also requests state party')","(0.323943661971831, 'based long term galapagos focusing conservation sustainable development')","(0.4864864864864865, 'term galapagos focusing conservation sustainable development also requests')","(0.3098591549295775, 'focusing conservation sustainable development also requests state party')","(0.375, 'joint unesco iucn mission property examine state')","(0.35443037974683544, 'committee encourages state party implement necessary measures would reestablish')","(0.3013698630136986, 'inclusion property list world heritage danger requests state party submit')","(0.38983050847457623, 'conservation particular advise development long term vision')","(0.3037037037037037, 'galapagos focusing conservation sustainable development also requests state party invite context abovementioned initiative joint unesco')","(0.31304347826086953, 'com add draft decision com rev com rev recalling decision com adopted session suzhou')","(0.2906976744186046, 'application provisions special law galapagos attendant regulations set legal framework')","(0.36986301369863017, 'conditions warrant inclusion property list world heritage danger requests')","(0.3763440860215054, 'conservation sustainable development whether conditions warrant inclusion property list world')","(0.34693877551020413, 'practical consensus based long term galapagos focusing conservation sustainable development also requests state party invite context abovementioned')","(0.3560606060606061, 'practical consensus based long term galapagos focusing conservation sustainable development also requests state party invite context')","(0.375, 'galapagos focusing conservation sustainable development also requests state party invite context abovementioned initiative joint')","(0.4339622641509434, 'property examine state conservation particular advise')","(0.2952380952380952, 'report examination property requested committee encourages state party implement necessary measures would')","(0.31506849315068497, 'inclusion property list world heritage danger requests state party submit')"
"Jul 10, 2005 Group of Monuments at Hampi India","(0.2941176470588235, 'conservation property examination committee session vilnius decides consider possible')","(0.2605633802816901, 'party appropriately reassess construction commercial complex management plan finalized fully operational requests state party continue efforts')","(0.34782608695652173, 'content abovementioned progress report session')","(0.3025210084033614, 'appropriately reassess construction commercial complex management plan finalized fully operational requests state party')","(0.36986301369863017, 'evaluation content abovementioned progress report session vilnius decides')","(0.2807017543859649, 'suzhou commends state party india great efforts made response recommendations various unesco missions advice world')","(0.4, 'party india great efforts')","(0.360655737704918, 'universal value taking account comments world heritage centre')","(0.34090909090909094, 'area property invites state party appropriately reassess construction commercial complex')","(0.36170212765957444, 'upon evaluation content abovementioned progress')","(0.32352941176470584, 'documentation resumption anegundi bridge notably traffic regulations')","(0.28800000000000003, 'recommendations various unesco missions advice world heritage centre advisory bodies notably established management authority')","(0.2962962962962963, 'report state conservation property examination committee session vilnius decides consider possible removal property list world heritage')","(0.30107526881720426, 'reassess construction commercial complex management plan finalized fully operational requests')","(0.36111111111111116, 'report state conservation property examination committee session vilnius')","(0.3026315789473685, 'party appropriately reassess construction commercial complex management plan')","(0.3116883116883117, 'required documentation resumption anegundi bridge notably traffic regulations')","(0.32307692307692304, 'finalized fully operational requests state party continue efforts')","(0.375, 'report state conservation property examination committee session')","(0.3411764705882353, 'conservation property examination committee session vilnius decides consider possible')","(0.3548387096774194, 'conservation property examination committee session vilnius decides consider possible removal')","(0.3970588235294118, 'documentation resumption anegundi bridge notably traffic regulations')","(0.26724137931034486, 'com recalling decision com adopted session suzhou commends state party india great efforts made response')","(0.26956521739130435, 'com recalling decision com adopted session suzhou commends state party india great efforts made')","(0.2875, 'barriers banning heavy vehicles within core area property invites state')","(0.33766233766233766, 'commercial complex management plan finalized fully operational requests state')","(0.3548387096774194, 'conservation property examination committee session vilnius decides consider possible removal')","(0.274074074074074, 'document whc com recalling decision com adopted session suzhou commends state party india great efforts made response')","(0.31060606060606055, 'decides consider possible removal property list world heritage danger upon evaluation content abovementioned progress report session')","(0.3125, 'examination committee session vilnius decides consider possible removal property list world heritage danger upon')","(0.4545454545454546, 'progress report state conservation property examination')","(0.2989690721649485, 'com recalling decision com adopted session suzhou commends state party india great')","(0.3614457831325302, 'property list world heritage danger upon evaluation content abovementioned progress')"
"Jul 10, 2005 General Decision on the Evaluation Reports","(0.313953488372093, 'receipt nomination dates complementary information officially requested provided state')","(0.2727272727272727, 'addenda included corresponding nominations files requests icomos summarize outcome comparative analysis oral presentation nomination corresponding session')","(0.32727272727272727, 'complementary information officially requested provided')","(0.30833333333333335, 'complementary information officially requested provided state party literature sources consulted site presented proposed')","(0.3287671232876712, 'dates complementary information officially requested provided state party')","(0.2836879432624113, 'organizes adequately evaluation reports properties along following aspects date receipt nomination dates complementary information officially')","(0.32258064516129037, 'aspects date receipt nomination')","(0.3194444444444444, 'inscription referral deferral non inscription analysis criteria proposed')","(0.3132530120481928, 'requested provided state party literature sources consulted site presented proposed')","(0.339622641509434, 'nomination dates complementary information officially')","(0.3157894736842105, 'deferral non inscription analysis criteria proposed state')","(0.2946428571428571, 'mixed sites coordinate iucn order present report along formats also requests additional information received')","(0.2866666666666666, 'adequately evaluation reports properties along following aspects date receipt nomination dates complementary information officially requested provided')","(0.28409090909090906, 'decision icomos inscription referral deferral non inscription analysis criteria proposed')","(0.3561643835616438, 'dates complementary information officially requested provided state party')","(0.30000000000000004, 'criteria proposed state party pertinence report mixed sites')","(0.29850746268656714, 'decision com adopted session suzhou requests that starting')","(0.30508474576271183, 'criteria proposed state party pertinence report mixed sites')","(0.3448275862068966, 'evaluation reports properties along following aspects date')","(0.3414634146341463, 'information officially requested provided state party literature sources consulted')","(0.3152173913043478, 'dates complementary information officially requested provided state party literature sources')","(0.34426229508196726, 'decision icomos inscription referral deferral non inscription')","(0.2907801418439716, 'organizes adequately evaluation reports properties along following aspects date receipt nomination dates complementary information officially')","(0.2734375, 'reports properties along following aspects date receipt nomination dates complementary information officially requested provided')","(0.2921348314606742, 'literature sources consulted site presented proposed decision icomos inscription referral')","(0.3291139240506329, 'consulted site presented proposed decision icomos inscription referral deferral')","(0.2857142857142857, 'corresponding nominations files requests icomos summarize outcome comparative analysis oral')","(0.261437908496732, 'session vilnius icomos organizes adequately evaluation reports properties along following aspects date receipt nomination dates complementary information')","(0.28, 'adequately evaluation reports properties along following aspects date receipt nomination dates complementary information officially requested provided')","(0.2945736434108527, 'complementary information officially requested provided state party literature sources consulted site presented proposed decision')","(0.3529411764705882, 'also requests additional information received march')","(0.3027522935779816, 'reports properties along following aspects date receipt nomination dates complementary information officially')","(0.32608695652173914, 'dates complementary information officially requested provided state party literature sources')"
"Jul 10, 2005 Historic Areas of Istanbul Turkey","(0.388235294117647, 'conservation efforts made national authorities greater istanbul municipality district')","(0.28859060402684567, 'detailed report progress achieved implementation above mentioned recommendations benchmarks addressing issues raised decision com specifically regard')","(0.3913043478260869, 'consolidation theodosian walls order undermine')","(0.3666666666666667, 'approving conservation plan historic peninsula initiation seismic master plan financial allocation heritage conservation')","(0.3835616438356164, 'notably approving conservation plan historic peninsula initiation seismic')","(0.29850746268656714, 'greater care conservation techniques applied consolidation theodosian walls order undermine authenticity property requests state party')","(0.36, 'state party ensure urgent')","(0.37681159420289856, 'municipalities and exert greater care conservation techniques applied')","(0.3292682926829268, 'use district municipalities and exert greater care conservation techniques applied')","(0.3571428571428571, 'exert greater care conservation techniques')","(0.33333333333333337, 'unblock central government funds use district municipalities')","(0.328125, 'greater care conservation techniques applied consolidation theodosian walls order undermine authenticity property requests state')","(0.2925170068027211, 'municipalities and exert greater care conservation techniques applied consolidation theodosian walls order undermine authenticity property requests')","(0.33333333333333337, 'urban conservation development plan unblock central government funds use district')","(0.3623188405797102, 'improvement policy also noting collaboration ministry culture general')","(0.313953488372093, 'progress achieved implementation above mentioned recommendations benchmarks addressing')","(0.3783783783783784, 'urgent completion regulations order enable renforcement urban conservation')","(0.3114754098360656, 'istanbul well progress eu financed fener balat rehabilitation')","(0.3880597014925373, 'appreciation conservation efforts made national authorities greater')","(0.3176470588235294, 'conservation efforts made national authorities greater istanbul municipality district')","(0.33999999999999997, 'conservation efforts made national authorities greater istanbul municipality district municipalities')","(0.3880597014925373, 'completion regulations order enable renforcement urban conservation')","(0.3410852713178295, 'project save roofs campaign preservation civil architecture housing improvement policy also noting collaboration ministry culture')","(0.2945736434108527, 'approving conservation plan historic peninsula initiation seismic master plan financial allocation heritage conservation istanbul')","(0.3076923076923077, 'addressing conservation problems project development including istanbul museum city project')","(0.3827160493827161, 'improvement policy also noting collaboration ministry culture general directorate')","(0.3580246913580247, 'urban conservation development plan unblock central government funds use district')","(0.33939393939393936, 'foundations metropolitan municipality istanbul governor istanbul addressing conservation problems project development including istanbul museum city project requests')","(0.3076923076923077, 'foundations metropolitan municipality istanbul governor istanbul addressing conservation problems project development including istanbul museum city project')","(0.38655462184873945, 'addressing conservation problems project development including istanbul museum city project requests state party ensure')","(0.5, 'renforcement urban conservation development plan unblock')","(0.2844827586206896, 'report progress achieved implementation above mentioned recommendations benchmarks addressing issues raised decision')","(0.32608695652173914, 'historic peninsula initiation seismic master plan financial allocation heritage conservation')"
"Feb 9, 2004 Alien species that threaten ecosystems, habitats or species Article 8 h","(0.8021978021978022, 'particular ramsar convention wetlands international importance especially waterfowl habitat')","(0.44354838709677424, 'cbd distr general unep cbd cop dec vii april original english conference parties convention biological diversity')","(0.7045454545454546, 'group convention biological diversity united')","(0.3412698412698413, 'capacity development incorporate invasive alien species considerations including monitoring reporting notification new threats')","(0.515625, 'convention international trade endangered species cites unep cbd')","(0.3533333333333334, 'united nations convention combat desertification collaborative partnership forests collaborate relevant organizations initiatives including inter alia')","(0.4193548387096774, 'new threats regional agreements')","(0.7692307692307692, 'united nations framework convention climate change united nations')","(0.6704545454545454, 'group convention biological diversity united nations framework convention climate change')","(0.4418604651162791, 'nations framework convention climate change')","(0.3972602739726028, 'particular ramsar convention wetlands international importance especially')","(0.4013605442176871, 'diversity conventions organizations particular ramsar convention wetlands international importance especially waterfowl habitat international plant')","(0.5032258064516129, 'united nations convention combat desertification collaborative partnership forests collaborate relevant organizations initiatives including inter alia food')","(0.35416666666666663, 'adoption international convention control management ships ballast water sediments international')","(0.3571428571428571, 'species international assistance humanitarian programmes tourism military scientific')","(0.5588235294117647, 'forums including joint liaison group convention biological diversity')","(0.42647058823529416, 'framework convention climate change united nations convention combat')","(0.3132530120481928, 'health environmental protection scientific research exchange information strengthen')","(0.423728813559322, 'site based conventions organizations develop biome specific')","(0.41758241758241754, 'international regulatory framework significantly hindering countries efforts manage threats')","(0.75, 'convention international trade endangered species cites unep cbd cop dec')","(0.44999999999999996, 'convention international trade endangered species cites unep')","(0.3402777777777778, 'strengthen appropriate cooperation biodiversity agriculture forestry land water management agencies application risk analysis standards guidance')","(0.368, 'consider introduction positive incentive measures prevention mitigation eradication control invasive alien species use native')","(0.4457831325301205, 'forums including joint liaison group convention biological diversity united nations')","(0.426829268292683, 'conventions including convention international trade endangered species cites unep')","(0.4897959183673469, 'invasive alien species development expansion environmental review international bilateral regional')","(0.36612021857923494, 'international assistance programmes including conservation development projects activities intentional introduction potentially invasive alien species international incentives schemes')","(0.3774834437086093, 'take consideration appropriate risks associated introduction use spread invasive alien species development expansion environmental review international')","(0.3925925925925926, 'introduction use spread invasive alien species development expansion environmental review international bilateral regional arrangements')","(0.4464285714285714, 'parties governments take consideration appropriate risks')","(0.360655737704918, 'improve coordination regional measures address transboundary issues development implementation regional standards regional')","(0.35443037974683544, 'practical processes allow parties share best practice lessons learned cooperate')"
"Jul 10, 2005 Fort and Shalamar Gardens in Lahore Pakistan","(0.3176470588235294, 'composing property integrating information new institutional set conservation revised')","(0.30434782608695654, 'report implementation abovementioned recommendations requests clarification state conservation property examination committee session vilnius decides retain fort')","(0.3877551020408163, 'conservation shift federal provincial authorities')","(0.32727272727272727, 'institutional set conservation revised boundary buffer zones well activities envisaged within framework master')","(0.3870967741935484, 'set conservation revised boundary buffer zones well activities')","(0.33587786259541985, 'integrating information new institutional set conservation revised boundary buffer zones well activities envisaged within framework')","(0.3571428571428571, 'gardens lahore fort requests')","(0.4328358208955224, 'envisaged within framework master plans elaborated shalamar gardens')","(0.3614457831325302, 'well activities envisaged within framework master plans elaborated shalamar gardens')","(0.36170212765957444, 'institutional set conservation revised boundary')","(0.33333333333333337, 'institutional set conservation revised boundary buffer zones')","(0.3146853146853147, 'world heritage centre february progress report implementation abovementioned recommendations requests clarification state conservation property')","(0.3049645390070922, 'requests clarification state conservation property examination committee session vilnius decides retain fort shalamar gardens lahore pakistan')","(0.32978723404255317, 'buffer zone identification protection compliance accepted standards conservation shift federal')","(0.33870967741935487, 'set conservation revised boundary buffer zones well activities')","(0.3114754098360656, 'mahal requests state party consultation icomos world heritage')","(0.38749999999999996, 'buffer zone identification protection compliance accepted standards conservation')","(0.35820895522388063, 'shift federal provincial authorities respect commitment state party')","(0.4029850746268657, 'including buffer zone identification protection compliance accepted')","(0.3292682926829268, 'integrating information new institutional set conservation revised boundary buffer')","(0.34246575342465757, 'consultation icomos world heritage centre to submit world heritage centre')","(0.452054794520548, 'zone identification protection compliance accepted standards conservation')","(0.3246753246753247, 'implementation abovementioned recommendations requests clarification state conservation property examination committee session vilnius decides retain fort')","(0.3221476510067114, 'implementation abovementioned recommendations requests clarification state conservation property examination committee session vilnius decides retain')","(0.2857142857142857, 'property implemented order allow committee session vilnius consider possible removal')","(0.3484848484848485, 'consultation icomos world heritage centre to submit world heritage')","(0.36190476190476195, 'identification protection compliance accepted standards conservation shift federal provincial authorities')","(0.3254437869822485, 'rationale management implications including buffer zone identification protection compliance accepted standards conservation shift federal provincial authorities respect')","(0.31677018633540377, 'rationale management implications including buffer zone identification protection compliance accepted standards conservation shift federal provincial authorities')","(0.34558823529411764, 'buffer zone identification protection compliance accepted standards conservation shift federal provincial authorities respect commitment')","(0.43137254901960786, 'assess state conservation report whether corrective')","(0.30927835051546393, 'removal property list world heritage list danger also requests state party submit')","(0.35238095238095235, 'identification protection compliance accepted standards conservation shift federal provincial authorities')"
"Jul 10, 2005 Historic Centre of xc4x8ceskxc3xbd Krumlov Czech Republic","(0.27710843373493976, 'affected well bellaria summerhouse accordance conservation standards outlined draft')","(0.25190839694656486, 'state party czech republic remove revolving theatre present location within castle gardens recommends involve garden archaeologists')","(0.30000000000000004, 'involve garden archaeologists removal rehabilitate')","(0.31858407079646023, 'summerhouse accordance conservation standards outlined draft conceptual plan recommends state party ensure design')","(0.33333333333333337, 'accordance conservation standards outlined draft conceptual plan recommends')","(0.2571428571428571, 'gardens recommends involve garden archaeologists removal rehabilitate garden area affected well bellaria summerhouse accordance conservation')","(0.3125, 'remove revolving theatre present')","(0.3116883116883117, 'affected well bellaria summerhouse accordance conservation standards outlined')","(0.29885057471264365, 'theatre present location within castle gardens recommends involve garden archaeologists')","(0.30000000000000004, 'heritage centre progress report february')","(0.3125, 'accordance conservation standards outlined draft conceptual plan')","(0.2857142857142857, 'setting new location within buffer zone property harmony historic environment requests state party provide')","(0.28682170542635654, 'document whc com add takes note findings icomos mission property endorses opinion state party czech republic')","(0.28735632183908044, 'accordance conservation standards outlined draft conceptual plan recommends state party')","(0.3733333333333333, 'accordance conservation standards outlined draft conceptual plan recommends')","(0.2763157894736842, 'castle gardens recommends involve garden archaeologists removal rehabilitate')","(0.29850746268656714, 'draft conceptual plan recommends state party ensure design')","(0.28787878787878785, 'property harmony historic environment requests state party provide')","(0.36363636363636365, 'findings icomos mission property endorses opinion state')","(0.32352941176470584, 'endorses opinion state party czech republic remove revolving theatre')","(0.3146067415730337, 'garden archaeologists removal rehabilitate garden area affected well bellaria summerhouse')","(0.3076923076923077, 'icomos mission property endorses opinion state party')","(0.27586206896551724, 'world heritage committee examined document whc com add takes note findings icomos mission property endorses')","(0.28695652173913044, 'state party ensure design revolving theatre setting new location within buffer zone property harmony')","(0.28735632183908044, 'accordance conservation standards outlined draft conceptual plan recommends state party')","(0.308641975308642, 'accordance conservation standards outlined draft conceptual plan recommends state')","(0.3589743589743589, 'buffer zone property harmony historic environment requests state party provide')","(0.28148148148148144, 'document whc com add takes note findings icomos mission property endorses opinion state party czech republic remove')","(0.30000000000000004, 'revolving theatre setting new location within buffer zone property harmony historic environment requests state party provide')","(0.34905660377358494, 'setting new location within buffer zone property harmony historic environment requests state party provide')","(0.3728813559322034, 'accordance conservation standards outlined draft conceptual')","(0.2666666666666667, 'revolving theatre present location within castle gardens recommends involve garden archaeologists removal')","(0.2808988764044944, 'garden archaeologists removal rehabilitate garden area affected well bellaria summerhouse')"
"Jul 10, 2005 Historic District of Quxc3xa9bec Canada","(0.273972602739726, 'consider re submitting proposal extension property keep world heritage')","(0.22962962962962963, 'party canada submitted comprehensive periodic report property encourages state party consider re submitting proposal extension property')","(0.31707317073170727, 'consider re submitting proposal extension')","(0.26415094339622647, 'session suzhou thanks state party canada submitted comprehensive periodic report property encourages state')","(0.27692307692307694, 'submitting proposal extension property keep world heritage centre')","(0.2362204724409449, 'submitted comprehensive periodic report property encourages state party consider re submitting proposal extension property keep')","(0.3076923076923077, 'keep world heritage centre')","(0.295774647887324, 'submitted comprehensive periodic report property encourages state party')","(0.27710843373493976, 'submitting proposal extension property keep world heritage centre informed progress')","(0.32608695652173914, 'canada submitted comprehensive periodic report')","(0.3076923076923077, 'submitted comprehensive periodic report property encourages state')","(0.2786885245901639, 'submitted comprehensive periodic report property encourages state party consider re submitting proposal extension property')","(0.2558139534883721, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou thanks state')","(0.22368421052631582, 'com adopted session suzhou thanks state party canada submitted comprehensive')","(0.2666666666666667, 'document whc com rev recalling decision com adopted')","(0.24615384615384617, 'thanks state party canada submitted comprehensive periodic report')","(0.28358208955223885, 'com adopted session suzhou thanks state party canada')","(0.29230769230769227, 'submitting proposal extension property keep world heritage centre')","(0.33333333333333337, 'proposal extension property keep world heritage centre')","(0.3088235294117647, 'extension property keep world heritage centre informed progress made')","(0.2727272727272727, 'consider re submitting proposal extension property keep world heritage centre')","(0.31481481481481477, 'extension property keep world heritage centre informed')","(0.26771653543307083, 'submitted comprehensive periodic report property encourages state party consider re submitting proposal extension property keep')","(0.29565217391304344, 'report property encourages state party consider re submitting proposal extension property keep world heritage')","(0.2804878048780488, 'property encourages state party consider re submitting proposal extension property')","(0.37142857142857144, 'consider re submitting proposal extension property keep world heritage')","(0.2533333333333333, 'document whc com rev recalling decision com adopted session suzhou')","(0.22962962962962963, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou thanks state party')","(0.23076923076923073, 'periodic report property encourages state party consider re submitting proposal extension property keep world heritage centre')","(0.25409836065573765, 'submitted comprehensive periodic report property encourages state party consider re submitting proposal extension property')","(0.30434782608695654, 're submitting proposal extension property keep')","(0.2815533980582524, 'submitted comprehensive periodic report property encourages state party consider re submitting proposal')","(0.2894736842105263, 'com adopted session suzhou thanks state party canada submitted comprehensive')"
"Jul 10, 2005 Extension of Properties Inscribed on World Heritage List Mountain Railways of India","(0.26315789473684215, 'criterion ii mountain railways india outstanding examples interchange values')","(0.2567567567567568, 'railways india criterion ii mountain railways india outstanding examples interchange values developments technology impact innovative transportation')","(0.33333333333333337, 'criterion ii mountain railways india')","(0.29357798165137616, 'profound influence social economic developments many parts world mountain railways india outstanding examples')","(0.28395061728395066, 'innovative transportation system social economic development multicultural region')","(0.2666666666666667, 'parts world mountain railways india outstanding examples technological ensemble representing different phases development high mountain')","(0.36, 'many parts world mountain')","(0.34782608695652173, 'criterion ii mountain railways india outstanding examples interchange')","(0.29761904761904767, 'railways india criterion ii mountain railways india outstanding examples interchange')","(0.32352941176470584, 'many parts world mountain railways')","(0.28358208955223885, 'impact innovative transportation system social economic development')","(0.3035714285714286, 'cultural criteria ii iv renames extended property mountain railways india criterion ii mountain railways')","(0.2702702702702703, 'railways india criterion ii mountain railways india outstanding examples interchange values developments technology impact innovative transportation')","(0.2727272727272727, 'developments many parts world mountain railways india outstanding examples technological')","(0.25, 'examples interchange values developments technology impact innovative transportation')","(0.2753623188405797, 'railways century profound influence social economic developments many')","(0.345679012345679, 'innovative transportation system social economic development multicultural region')","(0.3125, 'mountain railways india outstanding examples technological ensemble representing')","(0.31481481481481477, 'developments many parts world criterion iv development')","(0.28735632183908044, 'innovative transportation system social economic development multicultural region serve')","(0.3033707865168539, 'criterion ii mountain railways india outstanding examples interchange values developments')","(0.3220338983050848, 'renames extended property mountain railways india criterion')","(0.27338129496402874, 'values developments technology impact innovative transportation system social economic development multicultural region serve model similar')","(0.2689655172413793, 'outstanding examples interchange values developments technology impact innovative transportation system social economic development multicultural')","(0.2934782608695652, 'parts world mountain railways india outstanding examples technological ensemble representing')","(0.3125, 'nilgiri mountain railway basis cultural criteria ii iv renames')","(0.3522727272727273, 'system social economic development multicultural region serve model similar developments')","(0.30000000000000004, 'examples interchange values developments technology impact innovative transportation system social economic development multicultural region serve model similar')","(0.26315789473684215, 'examples interchange values developments technology impact innovative transportation system social economic development multicultural region serve model')","(0.33613445378151263, 'developments many parts world criterion iv development railways century profound influence social economic developments')","(0.3191489361702128, 'developments many parts world mountain railways')","(0.2680412371134021, 'cultural criteria ii iv renames extended property mountain railways india criterion ii')","(0.30000000000000004, 'multicultural region serve model similar developments many parts world criterion')"
"Jul 10, 2005 Historic Quarter of the City of Colonia del Sacramento Uruguay","(0.26027397260273977, 'session suzhou requests state party uruguay keep world heritage')","(0.22580645161290325, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou requests state')","(0.2894736842105263, 'recalling decision com adopted session')","(0.25274725274725274, 'decision com adopted session suzhou requests state party uruguay keep world heritage centre')","(0.27142857142857146, 'informed progress revision hotel casino project preparation management')","(0.23076923076923073, 'keep world heritage centre informed progress revision hotel casino project preparation management plan world heritage')","(0.33333333333333337, 'preparation management plan world')","(0.27586206896551724, 'committee examined document whc com rev recalling decision')","(0.28395061728395066, 'informed progress revision hotel casino project preparation management plan world')","(0.2857142857142857, 'preparation management plan world heritage')","(0.2807017543859649, 'casino project preparation management plan world heritage')","(0.2678571428571429, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou')","(0.26356589147286824, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou requests state')","(0.21621621621621623, 'document whc com rev recalling decision com adopted session suzhou')","(0.2857142857142857, 'informed progress revision hotel casino project preparation management')","(0.25396825396825395, 'heritage centre informed progress revision hotel casino project')","(0.25373134328358204, 'world heritage committee examined document whc com rev')","(0.26415094339622647, 'com rev recalling decision com adopted session suzhou')","(0.32727272727272727, 'heritage centre informed progress revision hotel casino')","(0.25, 'revision hotel casino project preparation management plan world heritage')","(0.23456790123456794, 'informed progress revision hotel casino project preparation management plan world')","(0.29824561403508776, 'casino project preparation management plan world heritage')","(0.24137931034482762, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou requests')","(0.26956521739130435, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou')","(0.2875, 'com rev recalling decision com adopted session suzhou requests state')","(0.4027777777777778, 'revision hotel casino project preparation management plan world heritage')","(0.2674418604651163, 'heritage centre informed progress revision hotel casino project preparation management')","(0.2518518518518519, 'recalling decision com adopted session suzhou requests state party uruguay keep world heritage centre informed progress revision')","(0.23076923076923073, 'session suzhou requests state party uruguay keep world heritage centre informed progress revision hotel casino project')","(0.2376237623762376, 'decision com adopted session suzhou requests state party uruguay keep world heritage centre informed')","(0.3125, 'casino project preparation management plan world')","(0.27835051546391754, 'com rev recalling decision com adopted session suzhou requests state party uruguay')","(0.2716049382716049, 'informed progress revision hotel casino project preparation management plan world')"
