,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jan 28, 2014 Tortoises and freshwater turtles Testudines spp","(0.22666666666666668, 'directed secretariat secretariat shall make results study referred decision')","(0, '')","(0.28, 'decision available animals committee consideration')","(0.2991452991452992, 'directed secretariat secretariat shall make results study referred decision available animals committee consideration')","(0.25, 'secretariat shall make results study referred decision available')","(0, '')","(0.2666666666666667, 'secretariat shall make results')","(0.2567567567567568, 'study referred decision available animals committee consideration possible')","(0.24390243902439024, 'secretariat shall make results study referred decision available animals committee')","(0.30000000000000004, 'available animals committee consideration possible')","(0.2153846153846154, 'study referred decision available animals committee consideration')","(0.2777777777777778, 'directed secretariat secretariat shall make results study referred decision available animals committee consideration possible')","(0, '')","(0.24137931034482762, 'make results study referred decision available animals committee consideration possible')","(0.2432432432432432, 'study referred decision available animals committee consideration possible')","(0.1875, 'make results study referred decision available animals committee')","(0.23880597014925375, 'make results study referred decision available animals committee')","(0.25, 'secretariat shall make results study referred decision available')","(0.23529411764705888, 'referred decision available animals committee consideration possible')","(0.25, 'secretariat shall make results study referred decision available animals')","(0.2705882352941177, 'directed secretariat secretariat shall make results study referred decision available')","(0.27692307692307694, 'study referred decision available animals committee consideration')","(0, '')","(0.26190476190476186, 'directed secretariat secretariat shall make results study referred decision available animals committee consideration possible')","(0.19999999999999996, 'directed secretariat secretariat shall make results study referred decision available')","(0.22666666666666668, 'directed secretariat secretariat shall make results study referred decision')","(0.2183908045977011, 'make results study referred decision available animals committee consideration possible')","(0, '')","(0, '')","(0.2222222222222222, 'directed secretariat secretariat shall make results study referred decision available animals committee consideration possible')","(0.2941176470588235, 'directed secretariat secretariat shall make results')","(0.18446601941747576, 'directed secretariat secretariat shall make results study referred decision available animals committee')","(0.24137931034482762, 'make results study referred decision available animals committee consideration possible')"
"Jan 28, 2014 Sturgeons and paddlefish Acipenseriformes spp","(0.29885057471264365, 'sector stakeholders consultation parties authorize trade specimens sturgeons paddlefish')","(0.32894736842105265, 'organizations private sector conduct study results study available animals committee meeting consideration recommendations formulated standing committee')","(0.37777777777777777, 'consultation animals committee organize study')","(0.34545454545454546, 'technical requirements etc iv relevant guidance cites parties enforcement agencies private sector stakeholders')","(0.3493975903614458, 'identifying species populations acipenseriformes specimens trade determining origin')","(0.2733333333333333, 'stakeholders consultation parties authorize trade specimens sturgeons paddlefish appropriate experts institutions organizations private sector conduct')","(0.3939393939393939, 'parties authorize trade specimens')","(0.3529411764705882, 'animals committee meeting consideration recommendations formulated standing committee')","(0.3267326732673267, 'study available animals committee meeting consideration recommendations formulated standing committee')","(0.3142857142857143, 'animals committee organize study to')","(0.3787878787878788, 'sector stakeholders consultation parties authorize trade specimens')","(0.31666666666666665, 'iv relevant guidance cites parties enforcement agencies private sector stakeholders consultation parties authorize trade')","(0.29220779220779225, 'identifying species populations acipenseriformes specimens trade determining origin age specimens differentiating wild captive bred aquacultured specimens')","(0.303030303030303, 'sector stakeholders consultation parties authorize trade specimens sturgeons paddlefish appropriate')","(0.3176470588235294, 'animals committee meeting consideration recommendations formulated standing committee')","(0.273972602739726, 'agencies private sector stakeholders consultation parties authorize trade')","(0.31343283582089554, 'study to overview molecular dna based forensic methods')","(0.3076923076923077, 'external funding consultation animals committee organize study to')","(0.32894736842105265, 'available animals committee meeting consideration recommendations formulated')","(0.3291139240506329, 'determining origin age specimens differentiating wild captive bred aquacultured')","(0.34883720930232553, 'differentiating wild captive bred aquacultured specimens ii relevant developments area')","(0.4025974025974026, 'consideration recommendations formulated standing committee pursuant decision')","(0.29370629370629375, 'experts institutions organizations private sector conduct study results study available animals committee meeting consideration recommendations')","(0.295774647887324, 'stakeholders consultation parties authorize trade specimens sturgeons paddlefish appropriate experts institutions organizations private sector')","(0.30208333333333337, 'could assist identifying species populations acipenseriformes specimens trade determining origin')","(0.3085106382978723, 'animals committee meeting consideration recommendations formulated standing committee pursuant')","(0.31000000000000005, 'consultation parties authorize trade specimens sturgeons paddlefish appropriate experts institutions')","(0.29239766081871343, 'parties enforcement agencies private sector stakeholders consultation parties authorize trade specimens sturgeons paddlefish appropriate experts institutions organizations')","(0.30573248407643316, 'parties enforcement agencies private sector stakeholders consultation parties authorize trade specimens sturgeons paddlefish appropriate experts institutions')","(0.30281690140845074, 'stakeholders consultation parties authorize trade specimens sturgeons paddlefish appropriate experts institutions organizations private sector')","(0.3787878787878788, 'animals committee meeting consideration recommendations formulated')","(0.25984251968503935, 'stakeholders consultation parties authorize trade specimens sturgeons paddlefish appropriate experts institutions organizations')","(0.31818181818181823, 'dna based forensic methods could assist identifying species populations acipenseriformes')"
"Jul 10, 2005 Adoption of the Timetable","(0.2465753424657534, 'session indicated document july monday take place also decides')","(0.22580645161290325, 'world heritage committee examined document whc com rev decides evening session indicated document july monday take')","(0.2857142857142857, 'decides evening session indicated document')","(0.2359550561797753, 'document july monday take place also decides daily session session committee start adopts')","(0.2777777777777778, 'document july monday take place also decides daily')","(0.2314814814814815, 'examined document whc com rev decides evening session indicated document july monday take place also')","(0.2647058823529411, 'timetable included above mentioned')","(0.3035714285714286, 'place also decides daily session session committee start')","(0.25609756097560976, 'session session committee start adopts timetable included above mentioned document')","(0.3023255813953488, 'timetable included above mentioned document')","(0.2592592592592593, 'daily session session committee start adopts timetable')","(0.2946428571428571, 'com rev decides evening session indicated document july monday take place also decides daily')","(0.26356589147286824, 'world heritage committee examined document whc com rev decides evening session indicated document july monday take')","(0.2682926829268293, 'session session committee start adopts timetable included above mentioned document')","(0.23333333333333328, 'document whc com rev decides evening session indicated')","(0.23333333333333328, 'document whc com rev decides evening session indicated')","(0.25373134328358204, 'world heritage committee examined document whc com rev')","(0.28846153846153844, 'monday take place also decides daily session session')","(0.2941176470588235, 'evening session indicated document july monday take')","(0.2191780821917808, 'session session committee start adopts timetable included above mentioned')","(0.25609756097560976, 'session session committee start adopts timetable included above mentioned document')","(0.30612244897959184, 'monday take place also decides daily session')","(0.26724137931034486, 'examined document whc com rev decides evening session indicated document july monday take place also')","(0.26086956521739135, 'com rev decides evening session indicated document july monday take place also decides daily')","(0.22499999999999998, 'com rev decides evening session indicated document july monday take')","(0.273972602739726, 'session session committee start adopts timetable included above mentioned')","(0.28, 'monday take place also decides daily session session committee start')","(0.28148148148148144, 'decides evening session indicated document july monday take place also decides daily session session committee start adopts')","(0.27692307692307694, 'decides evening session indicated document july monday take place also decides daily session session committee start')","(0.2277227722772277, 'com rev decides evening session indicated document july monday take place also decides daily')","(0.2727272727272727, 'daily session session committee start adopts')","(0.25773195876288657, 'com rev decides evening session indicated document july monday take place also')","(0.25609756097560976, 'session session committee start adopts timetable included above mentioned document')"
"Jul 10, 2005 Adoption of the Agenda","(0.2191780821917808, 'document whc com rev adopts agenda included above mentioned')","(0, '')","(0.22580645161290325, 'document whc com rev adopts')","(0.20430107526881724, 'world heritage committee examined document whc com rev adopts agenda included above mentioned')","(0.2222222222222222, 'document whc com rev adopts agenda included above')","(0, '')","(0.29032258064516125, 'agenda included above mentioned')","(0.2264150943396226, 'committee examined document whc com rev adopts agenda')","(0.22058823529411764, 'world heritage committee examined document whc com rev adopts agenda')","(0.24137931034482762, 'examined document whc com rev')","(0.24, 'document whc com rev adopts agenda included')","(0, '')","(0, '')","(0.22972972972972971, 'world heritage committee examined document whc com rev adopts agenda')","(0.23333333333333328, 'document whc com rev adopts agenda included above')","(0.25, 'document whc com rev adopts agenda included above')","(0.25373134328358204, 'world heritage committee examined document whc com rev')","(0.20408163265306123, 'document whc com rev adopts agenda included above')","(0.2093023255813954, 'examined document whc com rev adopts agenda')","(0.20967741935483875, 'committee examined document whc com rev adopts agenda included')","(0.20588235294117652, 'committee examined document whc com rev adopts agenda included above')","(0.26530612244897955, 'document whc com rev adopts agenda included')","(0, '')","(0, '')","(0.21250000000000002, 'world heritage committee examined document whc com rev adopts agenda')","(0.25, 'document whc com rev adopts agenda included above mentioned')","(0.22666666666666668, 'committee examined document whc com rev adopts agenda included above')","(0, '')","(0, '')","(0, '')","(0.23913043478260865, 'world heritage committee examined document whc')","(0.22680412371134018, 'world heritage committee examined document whc com rev adopts agenda included above')","(0.17647058823529416, 'committee examined document whc com rev adopts agenda included above')"
"Jan 27, 2014 Snake trade and conservation management Serpentes spp","(0.3561643835616438, 'parties results international trade centre itc study trade python')","(0.30952380952380953, 'notification parties requesting asian parties report implementation decision secretariat submit compilation information recommendations consideration standing committee')","(0.43137254901960786, 'including information assess biological feasibility')","(0.35398230088495575, 'independent consultants liaison local scientists local research academic institutions to study production systems')","(0.37037037037037035, 'recommendations consideration standing committee meeting external funding conduct')","(0.3092105263157895, 'information recommendations consideration standing committee meeting external funding conduct one interdisciplinary workshops cites relevant authorities')","(0.4642857142857143, 'parties making non detriment')","(0.38983050847457623, 'propose actions enforce convention relates trade species iv')","(0.345679012345679, 'detriment findings trade species propose actions enforce convention relates trade')","(0.4, 'actions enforce convention relates trade')","(0.33999999999999997, 'workshop cites non detriment findings canc xban')","(0.3629032258064516, 'one interdisciplinary workshops cites relevant authorities stakeholders range states asian snake species international trade')","(0.3285714285714286, 'international trade on use guidance monitoring controlling captive breeding operations production systems agreed standing committee pursuant')","(0.31868131868131866, 'consultation standing committee external funding hire independent consultants liaison local')","(0.33333333333333337, 'parties report implementation decision secretariat submit compilation information')","(0.3950617283950617, 'operations production systems including information assess biological feasibility')","(0.3835616438356164, 'breeding operations production systems agreed standing committee pursuant')","(0.3142857142857143, 'colour morphological forms range restricted endemics determine impacts')","(0.36734693877551017, 'enforce convention relates trade species iv study')","(0.39344262295081966, 'international trade centre itc study trade python snakes asia')","(0.40697674418604646, 'harvest international trade provide information required making non detriment findings')","(0.40816326530612246, 'to study production systems asian snakes listed')","(0.3205128205128205, 'standing committee concerning source notification parties encouraging parties engage interested institutions investigate possibility forensic identification')","(0.34013605442176875, 'report implementation decision secretariat submit compilation information recommendations consideration standing committee meeting external funding')","(0.35106382978723405, 'operations production systems including information assess biological feasibility and possible')","(0.40476190476190477, 'standing committee concerning source notification parties encouraging parties engage')","(0.34042553191489366, 'operations production systems including information assess biological feasibility and possible')","(0.31818181818181823, 'sourcing become available relevant studies information outcomes activities mentioned paragraphs above together recommendations animals committee review or')","(0.30597014925373134, 'facilities produce export specimens permitted national authorities ii information develop guidance assist parties making non detriment')","(0.34745762711864403, 'controlling captive breeding operations production systems agreed standing committee pursuant decision ii use guidance')","(0.37735849056603776, 'hire independent consultants liaison local scientists')","(0.28, 'information recommendations consideration standing committee meeting external funding conduct one interdisciplinary workshops')","(0.3191489361702128, 'operations production systems including information assess biological feasibility and possible')"
"Feb 9, 2004 Forest biological diversity","(0.43181818181818177, 'convention well regionally internationally agreed criteria indicators sustainable forest')","(0.44354838709677424, 'cbd distr general unep cbd cop dec vii april original english conference parties convention biological diversity')","(0.6595744680851063, 'parties convention biological diversity seventh')","(0.3275862068965517, 'invites coordinator head secretariat united nations forum forests collaborative partnership forests members relevant')","(0.3827160493827161, 'convention well regionally internationally agreed criteria indicators sustainable')","(0.34013605442176875, 'plan convention well regionally internationally agreed criteria indicators sustainable forest management intergovernmental processes targets viewed')","(0.40740740740740744, 'vi well parties governments')","(0.3783783783783784, 'secretariat united nations forum forests collaborative partnership forests')","(0.3846153846153846, 'coordinator head secretariat united nations forum forests collaborative partnership forests')","(0.41463414634146345, 'strategic plan convention well regionally')","(0.375, 'strategic plan convention well regionally internationally agreed')","(0.33571428571428574, 'plan convention well regionally internationally agreed criteria indicators sustainable forest management intergovernmental processes targets')","(0.32885906040268453, 'cross sectoral integration inter sectoral collaboration implementation expanded programme work forest biological diversity levels particular national')","(0.32291666666666663, 'strategic plan convention well regionally internationally agreed criteria indicators sustainable')","(0.36, 'page recommends incorporation relevant indicators actors expanded programme')","(0.547945205479452, 'april original english conference parties convention biological diversity')","(0.35820895522388063, 'take part in develop cooperation regional level efforts')","(0.3384615384615385, 'work forest biological diversity held montpellier france november')","(0.3846153846153846, 'avoiding duplication effort noting work done program')","(0.33720930232558144, 'integration inter sectoral collaboration implementation expanded programme work forest')","(0.38383838383838387, 'convention well regionally internationally agreed criteria indicators sustainable forest management')","(0.3833333333333333, 'convention biological diversity seventh meeting kuala lumpur')","(0.32484076433121023, 'priorities capacities taking account differences diversity countries recommends executive secretary continues collaboration members collaborative partnership')","(0.30666666666666664, 'participatory mechanisms including women assembling disseminating synthesizing information relevant scientific traditional knowledge forest biological')","(0.4367816091954023, 'biological diversity seventh meeting vii forest biological diversity conference parties')","(0.3977272727272727, 'convention well regionally internationally agreed criteria indicators sustainable forest')","(0.3936170212765957, 'particular national subnational levels urges parties governments international regional groups')","(0.33333333333333337, 'february agenda item decision adopted conference parties convention biological diversity seventh meeting vii forest biological diversity conference')","(0.3194444444444444, 'programme work forest biological diversity levels particular national subnational levels urges parties governments international regional groups')","(0.3587786259541985, 'forest related reporting invites parties governments enhance cross sectoral integration inter sectoral collaboration implementation')","(0.42105263157894735, 'governments international regional groups enhance efforts')","(0.30927835051546393, 'cbd cop inf requests executive secretary organizes another meeting ad hoc technical')","(0.35789473684210527, 'programme work forest biological diversity benefits regional cooperation initiatives encourages')"
"Jul 10, 2005 Arabian Oryx Sanctuary Oman","(0.2588235294117647, 'raised relation management plan implementation february examination committee session')","(0.2517985611510791, 'conserve property recent progress reported notes slow progress establishing effective management regime property positive intent management')","(0.3076923076923077, 'management plan world heritage property')","(0.2990654205607477, 'management plan current levels financial support well current poaching activities threats underlying causes')","(0.28985507246376807, 'report issues raised relation management plan implementation february')","(0.2764227642276422, 'establishing effective management regime property positive intent management plan fulfilled due lack funding requests state')","(0.3939393939393939, 'party clarify progress management')","(0.33766233766233766, 'raised relation management plan implementation february examination committee')","(0.29670329670329665, 'report issues raised relation management plan implementation february examination committee')","(0.375, 'relation management plan implementation february')","(0.3214285714285714, 'efforts conserve property recent progress reported notes')","(0.2678571428571429, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou')","(0.24806201550387597, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou commends state')","(0.2948717948717948, 'well current poaching activities threats underlying causes actions steps taken')","(0.2753623188405797, 'report issues raised relation management plan implementation february')","(0.28125, 'heritage property well efforts conserve property recent progress')","(0.28358208955223885, 'well efforts conserve property recent progress reported notes')","(0.32258064516129037, 'conserve property recent progress reported notes slow progress')","(0.3214285714285714, 'activities threats underlying causes actions steps taken')","(0.3176470588235294, 'raised relation management plan implementation february examination committee session')","(0.4625, 'reports continued poaching illegal trade endangered species requests state party')","(0.33333333333333337, 'management plan implementation february examination committee session')","(0.2713178294573644, 'efforts conserve property recent progress reported notes slow progress establishing effective management regime property positive')","(0.26956521739130435, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou')","(0.275, 'com rev recalling decision com adopted session suzhou commends state')","(0.323943661971831, 'party oman responding request submitting management plan world heritage')","(0.2857142857142857, 'management regime property positive intent management plan fulfilled due lack')","(0.25, 'poaching illegal trade endangered species requests state party provide detailed report issues raised relation management plan implementation')","(0.25384615384615383, 'current levels financial support well current poaching activities threats underlying causes actions steps taken address issues')","(0.28695652173913044, 'notes slow progress establishing effective management regime property positive intent management plan fulfilled due')","(0.3770491803278688, 'management plan implementation february examination committee')","(0.30927835051546393, 'com rev recalling decision com adopted session suzhou commends state party oman')","(0.3026315789473685, 'property positive intent management plan fulfilled due lack funding requests')"
"Feb 9, 2004 Global Taxonomy Initiative","(0.3563218390804598, 'governments regional international organizations take full account importance taxonomic')","(0.44354838709677424, 'cbd distr general unep cbd cop dec vii april original english conference parties convention biological diversity')","(0.6595744680851063, 'parties convention biological diversity seventh')","(0.30508474576271183, 'programmes work activities convention invites developed country parties provide technical financial support operations')","(0.4025974025974026, 'mechanism convention contribute information relevant activities review global')","(0.30400000000000005, 'parties convention biological diversity seventh meeting kuala lumpur february agenda item decision adopted conference parties')","(0.4137931034482759, 'gap analysis missing elements')","(0.3866666666666667, 'progress implementation programme work global taxonomy initiative finalized')","(0.3711340206185567, 'mechanisms monitoring progress implementation programme work global taxonomy initiative finalized')","(0.4285714285714286, 'linkages articles convention decisions vii')","(0.42000000000000004, 'articles convention decisions vii a f conference')","(0.3142857142857143, 'consideration conference parties eighth meeting requests executive secretary collaboration coordination mechanism global taxonomy initiative')","(0.34523809523809523, 'invites national international taxonomic institutions funding organisations financial agencies financial mechanism convention contribute information relevant activities')","(0.33783783783783783, 'articles convention decisions vii a f conference parties access benefit')","(0.3414634146341463, 'general development cooperation training taxonomy collection management developing')","(0.547945205479452, 'april original english conference parties convention biological diversity')","(0.4225352112676056, 'programmes work activities convention invites developed country parties')","(0.2987012987012987, 'develop accessible information sources countries biodiversity ensure linkages')","(0.39583333333333337, 'articles convention decisions vii a f conference')","(0.36250000000000004, 'support national appropriate regional taxonomic centres research expertise urges')","(0.3653846153846154, 'invites national international taxonomic institutions funding organisations financial agencies financial')","(0.42622950819672134, 'convention support taxonomic activities attain target provide')","(0.326530612244898, 'global taxonomy initiative consideration conference parties eighth meeting requests executive secretary collaboration coordination mechanism global')","(0.30714285714285716, 'consideration conference parties eighth meeting requests executive secretary collaboration coordination mechanism global taxonomy initiative')","(0.4044943820224719, 'april original english conference parties convention biological diversity seventh meeting')","(0.3373493975903614, 'expertise balanced regional representation included inter sessional meetings expert')","(0.34065934065934067, 'activities convention invites developed country parties provide technical financial support')","(0.375, 'accomplish thematic cross cutting programmes work activities convention invites developed country parties provide technical financial support operations')","(0.3262411347517731, 'accomplish thematic cross cutting programmes work activities convention invites developed country parties provide technical financial support')","(0.3555555555555555, 'convention contribute information relevant activities review global taxonomy initiative consideration conference parties eighth meeting')","(0.360655737704918, 'parties governments regional international organizations take')","(0.2857142857142857, 'parties convention biological diversity seventh meeting kuala lumpur february agenda item decision')","(0.33684210526315794, 'financial support operations coordination mechanism global taxonomy initiative requests parties')"
"Jul 10, 2005 Archaeological Site of Chavxc3xadn Peru","(0.31506849315068497, 'n taking note information provided state party n urges')","(0.25, 'rev n recalling decision com adopted session suzhou n taking note information provided state party n')","(0.34285714285714286, 'intervention n requests state party')","(0.2934782608695652, 'advance form intervention n requests state party send outline management plan world heritage')","(0.288135593220339, 'intervention n requests state party send outline management')","(0.2870370370370371, 'com adopted session suzhou n taking note information provided state party n urges state party')","(0.3793103448275862, 'party peru develop management')","(0.33333333333333337, 'heritage property advance form intervention n requests state')","(0.2906976744186046, 'provisions archaeological evaluation areas around world heritage property advance form')","(0.36111111111111116, 'advance form intervention n requests')","(0.30000000000000004, 'advance form intervention n requests state party')","(0.2857142857142857, 'whc com rev n recalling decision com adopted session suzhou n taking note information')","(0.28682170542635654, 'rev n recalling decision com adopted session suzhou n taking note information provided state party n')","(0.2702702702702703, 'note information provided state party n urges state party peru')","(0.2833333333333333, 'note information provided state party n urges state')","(0.28985507246376807, 'la banda include statutory provisions archaeological evaluation areas')","(0.32835820895522383, 'intervention n requests state party send outline management')","(0.30000000000000004, 'evaluation areas around world heritage property advance form')","(0.35416666666666663, 'advance form intervention n requests state party')","(0.296875, 'intervention n requests state party send outline management plan')","(0.3055555555555556, 'advance form intervention n requests state party send outline management')","(0.34693877551020413, 'intervention n requests state party send outline')","(0.2844827586206896, 'suzhou n taking note information provided state party n urges state party peru develop management')","(0.29565217391304344, 'n examined document whc com rev n recalling decision com adopted session suzhou n')","(0.2875, 'develop management plan property chav iacute n including la banda')","(0.31707317073170727, 'include statutory provisions archaeological evaluation areas around world heritage')","(0.29333333333333333, 'committee n examined document whc com rev n recalling decision')","(0.32592592592592595, 'n taking note information provided state party n urges state party peru develop management plan property chav')","(0.3076923076923077, 'n taking note information provided state party n urges state party peru develop management plan property')","(0.306930693069307, 'state party n urges state party peru develop management plan property chav iacute n')","(0.38095238095238093, 'advance form intervention n requests state')","(0.27835051546391754, 'whc com rev n recalling decision com adopted session suzhou n taking')","(0.2674418604651163, 'provisions archaeological evaluation areas around world heritage property advance form')"
"Jul 10, 2005 Ashur Qalat Sherqat Iraq","(0.3866666666666667, 'request and situation allow international expertise requests world heritage')","(0.29370629370629375, 'iraqi authorities requests state party report february progress made implementing recommendations examination committee session vilnius decides')","(0.36585365853658536, 'conservation ashur encourages state party')","(0.32432432432432434, 'activities conservation ashur encourages state party iraq establish early possible site management coordination')","(0.3571428571428571, 'situation allow international expertise requests world heritage centre')","(0.328125, 'activities conservation ashur encourages state party iraq establish early possible site management coordination unit responsible')","(0.3666666666666667, 'early possible site management')","(0.32894736842105265, 'causing delays implementation activities conservation ashur encourages state')","(0.31868131868131866, 'situation iraq causing delays implementation activities conservation ashur encourages state')","(0.34545454545454546, 'implementation activities conservation ashur encourages')","(0.31746031746031744, 'situation allow international expertise requests world heritage')","(0.3464566929133859, 'action undertaken property requests state party prepare conservation management plan property possibly international assistance')","(0.2945736434108527, 'document whc com recalling decision com taken session suzhou notes concern security situation iraq causing delays')","(0.29670329670329665, 'prepare conservation management plan property possibly international assistance request and')","(0.36111111111111116, 'implementation activities conservation ashur encourages state party iraq')","(0.3157894736842105, 'causing delays implementation activities conservation ashur encourages state')","(0.3088235294117647, 'action undertaken property requests state party prepare conservation')","(0.3142857142857143, 'property possibly international assistance request and situation allow')","(0.38095238095238093, 'site management coordination unit responsible action undertaken')","(0.375, 'international expertise requests world heritage centre icomos continue assisting')","(0.36170212765957444, 'property possibly international assistance request and situation allow international expertise')","(0.360655737704918, 'undertaken property requests state party prepare conservation')","(0.3142857142857143, 'prepare conservation management plan property possibly international assistance request and situation allow international expertise requests')","(0.29600000000000004, 'requests state party report february progress made implementing recommendations examination committee session vilnius decides')","(0.2857142857142857, 'prepare conservation management plan property possibly international assistance request and')","(0.328125, 'retain ashur qal at sherqat iraq list world heritage')","(0.31707317073170727, 'request and situation allow international expertise requests world heritage centre')","(0.2993630573248408, 'icomos continue assisting responsible iraqi authorities requests state party report february progress made implementing recommendations examination committee')","(0.2836879432624113, 'management plan property possibly international assistance request and situation allow international expertise requests world heritage centre')","(0.3129770992366412, 'prepare conservation management plan property possibly international assistance request and situation allow international expertise')","(0.4423076923076923, 'activities conservation ashur encourages state party')","(0.27835051546391754, 'com recalling decision com taken session suzhou notes concern security situation iraq')","(0.32978723404255317, 'property possibly international assistance request and situation allow international expertise')"
"Jul 10, 2005 Auschwitz Concentration Camp Poland","(0.2650602409638554, 'heritage centre state conservation report including progress preparation management')","(0.25, 'recalling decision com adopted session suzhou notes solemnity year anniversary liberation concentration camp auschwitz birkenau welcomes')","(0.34090909090909094, 'state conservation report including progress')","(0.3125, 'management plan nevertheless strongly encourages state party poland continue efforts preparation management plan')","(0.328125, 'preparation management plan deadline january keep world heritage')","(0.303448275862069, 'liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning team preparation management plan nevertheless')","(0.34375, 'team preparation management plan')","(0.3194444444444444, 'notes solemnity year anniversary liberation concentration camp auschwitz')","(0.33333333333333337, 'session suzhou notes solemnity year anniversary liberation concentration camp auschwitz')","(0.40476190476190477, 'centre state conservation report including')","(0.33333333333333337, 'centre state conservation report including progress preparation')","(0.28787878787878785, 'liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning team preparation management plan')","(0.30201342281879195, 'year anniversary liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning team preparation management plan')","(0.2978723404255319, 'state conservation report including progress preparation management plan examination committee')","(0.33333333333333337, 'heritage centre state conservation report including progress preparation')","(0.28378378378378377, 'year anniversary liberation concentration camp auschwitz birkenau welcomes')","(0.3125, 'liberation concentration camp auschwitz birkenau welcomes establishment steering')","(0.3076923076923077, 'centre informed progress preparation requests state party provide')","(0.3380281690140845, 'liberation concentration camp auschwitz birkenau welcomes establishment')","(0.3661971830985915, 'preparation management plan deadline january keep world heritage centre')","(0.3125, 'preparation management plan deadline january keep world heritage centre informed')","(0.35820895522388063, 'welcomes establishment steering committee planning team preparation')","(0.2896551724137931, 'liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning team preparation management plan nevertheless')","(0.26956521739130435, 'world heritage committee examined document whc com rev recalling decision com adopted session suzhou')","(0.29292929292929293, 'liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning')","(0.3222222222222222, 'liberation concentration camp auschwitz birkenau welcomes establishment steering committee')","(0.303030303030303, 'liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning')","(0.2763157894736842, 'session suzhou notes solemnity year anniversary liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning team')","(0.2857142857142857, 'session suzhou notes solemnity year anniversary liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning')","(0.34090909090909094, 'liberation concentration camp auschwitz birkenau welcomes establishment steering committee planning team preparation management plan')","(0.43137254901960786, 'centre state conservation report including progress')","(0.27835051546391754, 'com rev recalling decision com adopted session suzhou notes solemnity year anniversary')","(0.3125, 'preparation management plan deadline january keep world heritage centre informed')"
