,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Nov 20, 2017 Decision XXIX1  Replenishment of the Multilateral Fund for the Implementation of the Montreal Protocol for the triennium","(0.3246753246753247, 'convention twenty ninth meeting parties montreal protocol executive committee')","(0.2847682119205298, 'adopt budget multilateral fund implementation montreal protocol triennium understanding budget provided anticipated contributions due multilateral fund')","(0.41025641025641024, 'convention twenty ninth meeting parties')","(0.3173076923076923, 'parties vienna convention twenty ninth meeting parties montreal protocol executive committee take action')","(0.34328358208955223, 'contributions parties economies transition period amount also adopt')","(0.2954545454545454, 'fund sources triennium provided interest accruing fund triennium parties note outstanding contributions parties economies transition')","(0.36, 'take action ensure extent')","(0.3384615384615385, 'meeting conference parties vienna convention twenty ninth meeting')","(0.3012048192771084, 'economies transition period amount also adopt scale contributions multilateral fund')","(0.39473684210526316, 'parties vienna convention twenty ninth')","(0.3529411764705882, 'outstanding contributions parties economies transition period amount')","(0.29508196721311475, 'note outstanding contributions parties economies transition period amount also adopt scale contributions multilateral fund')","(0.28205128205128205, 'implementation montreal protocol triennium understanding budget provided anticipated contributions due multilateral fund sources triennium provided interest')","(0.3414634146341463, 'scale contributions multilateral fund based replenishment appears annex iii report')","(0.27380952380952384, 'implementation montreal protocol triennium understanding budget provided anticipated')","(0.3125, 'parties montreal protocol executive committee take action ensure')","(0.323943661971831, 'scale contributions multilateral fund based replenishment appears annex')","(0.421875, 'parties montreal protocol executive committee take action ensure')","(0.4727272727272728, 'vienna convention twenty ninth meeting parties montreal')","(0.36363636363636365, 'convention twenty ninth meeting parties montreal protocol executive committee')","(0.3214285714285714, 'note outstanding contributions parties economies transition period amount also adopt')","(0.42105263157894735, 'convention twenty ninth meeting parties montreal protocol')","(0.328125, 'note outstanding contributions parties economies transition period amount also adopt scale contributions multilateral fund based')","(0.31060606060606055, 'protocol triennium understanding budget provided anticipated contributions due multilateral fund sources triennium provided interest')","(0.3125, 'protocol triennium understanding budget provided anticipated contributions due multilateral fund')","(0.4025974025974026, 'convention twenty ninth meeting parties montreal protocol executive committee')","(0.31034482758620685, 'contributions parties economies transition period amount also adopt scale contributions')","(0.3151515151515152, 'implementation montreal protocol triennium understanding budget provided anticipated contributions due multilateral fund sources triennium provided interest accruing')","(0.27692307692307694, 'economies transition period amount also adopt scale contributions multilateral fund based replenishment appears annex iii report')","(0.28828828828828834, 'parties vienna convention twenty ninth meeting parties montreal protocol executive committee take action ensure')","(0.36170212765957444, 'parties economies transition period amount also')","(0.3070175438596491, 'protocol triennium understanding budget provided anticipated contributions due multilateral fund sources triennium')","(0.35064935064935066, 'protocol executive committee take action ensure extent possible entire budget')"
"Nov 20, 2017 Decision XXIX13  Data and information provided by the parties in accordance with Article 7 of the Montreal Protocol","(0.28767123287671237, 'production data soon figures available preferably june year agreed')","(0.30597014925373134, 'paragraph article protocol comply control measures protocol encourage parties continue report consumption production data soon figures')","(0.32499999999999996, 'consumption production data soon figures')","(0.30000000000000004, 'multilateral fund implementation montreal protocol assisting parties operating paragraph article protocol comply control')","(0.3205128205128205, 'implementation montreal protocol assisting parties operating paragraph article')","(0.28, 'september required paragraph article montreal protocol substances deplete ozone layer note appreciation parties reported data')","(0.34615384615384615, 'parties reported data done')","(0.375, 'parties continue report consumption production data soon figures')","(0.367816091954023, 'control measures protocol encourage parties continue report consumption production data')","(0.32499999999999996, 'article protocol comply control measures')","(0.30508474576271183, 'protocol comply control measures protocol encourage parties')","(0.29824561403508776, 'reported data done parties reported data september required paragraph article montreal protocol substances deplete')","(0.2751677852348994, 'facilitates work executive committee multilateral fund implementation montreal protocol assisting parties operating paragraph article protocol comply')","(0.2872340425531915, 'implementation montreal protocol assisting parties operating paragraph article protocol comply')","(0.3382352941176471, 'report consumption production data soon figures available preferably')","(0.3188405797101449, 'paragraph article protocol comply control measures protocol encourage')","(0.3529411764705882, 'report consumption production data soon figures available preferably')","(0.7868852459016393, 'article montreal protocol substances deplete ozone layer note')","(0.42105263157894735, 'report consumption production data soon figures available')","(0.32183908045977017, 'implementation montreal protocol assisting parties operating paragraph article protocol')","(0.2948717948717948, 'report consumption production data soon figures available preferably june year')","(0.3770491803278688, 'consumption production data soon figures available preferably')","(0.282258064516129, 'article protocol comply control measures protocol encourage parties continue report consumption production data soon figures')","(0.2644628099173554, 'control measures protocol encourage parties continue report consumption production data soon figures available preferably')","(0.2875, 'protocol substances deplete ozone layer note appreciation parties reported data')","(0.32183908045977017, 'implementation montreal protocol assisting parties operating paragraph article protocol')","(0.2948717948717948, 'report consumption production data soon figures available preferably june year')","(0.3137254901960784, 'protocol assisting parties operating paragraph article protocol comply control measures protocol encourage parties continue report consumption production')","(0.295774647887324, 'protocol assisting parties operating paragraph article protocol comply control measures protocol encourage parties continue report consumption')","(0.3252032520325203, 'parties operating paragraph article protocol comply control measures protocol encourage parties continue report consumption')","(0.375, 'continue report consumption production data soon')","(0.2666666666666667, 'montreal protocol assisting parties operating paragraph article protocol comply control measures protocol')","(0.3855421686746988, 'protocol encourage parties continue report consumption production data soon figures')"
"Nov 20, 2017 Decision VCXI3  Financial reports and budgets for the Vienna Convention for the Protection of the Ozone Layer","(0.38749999999999996, 'convention reflected financial statement take note appreciation financial report')","(0.30434782608695654, 'update information status contributions trust fund request secretariat ensure full utilization programme support costs available triennium')","(0.44999999999999996, 'convention protection ozone layer twenty')","(0.3113207547169812, 'parties vienna convention protection ozone layer twenty ninth meeting parties montreal protocol substances')","(0.36708860759493667, 'convention express appreciation government canada generous hosting contribution')","(0.3125, 'complement effective implementation vienna convention welcoming continued efficient management secretariat finances trust fund vienna convention')","(0.35, 'parties set annex ii')","(0.3538461538461538, 'enter discussions party whose contributions outstanding two years')","(0.4, 'montreal protocol meeting conference parties vienna convention trust fund vienna')","(0.42105263157894735, 'trust fund vienna convention reflected')","(0.3793103448275862, 'trust fund vienna convention reflected financial statement')","(0.3275862068965517, 'vienna convention trust fund vienna convention reflected financial statement take note appreciation financial report')","(0.31612903225806455, 'implementation vienna convention welcoming continued efficient management secretariat finances trust fund vienna convention express appreciation government')","(0.34615384615384615, 'vienna convention protection ozone layer twenty ninth meeting parties montreal')","(0.3538461538461538, 'per cent contribution entitled organization joint meeting parties')","(0.3484848484848485, 'conference parties vienna convention protection ozone layer twenty')","(0.4626865671641791, 'vienna convention protection ozone layer twenty ninth meeting')","(0.7384615384615385, 'parties montreal protocol substances deplete ozone layer allocate')","(0.7843137254901961, 'trust fund vienna convention protection ozone layer')","(0.3513513513513513, 'contributions promptly full note concern number parties paid contributions')","(0.38888888888888884, 'convention welcoming continued efficient management secretariat finances trust fund vienna')","(0.5614035087719298, 'convention protection ozone layer fiscal year recognizing')","(0.32330827067669177, 'secretary report conference parties twelfth meeting outcome discussions consider address outstanding contributions trust fund twelfth')","(0.30645161290322576, 'convention protection ozone layer fiscal year recognizing voluntary contributions agreed upon essential complement effective')","(0.3125, 'work programmes based projected needs biennium in zero nominal growth')","(0.4054054054054054, 'convention trust fund vienna convention reflected financial statement take')","(0.44318181818181823, 'convention protection ozone layer fiscal year recognizing voluntary contributions agreed')","(0.3555555555555555, 'protection ozone layer taking note financial report trust fund vienna convention protection ozone layer fiscal year recognizing')","(0.3615384615384616, 'recalling decision x financial reports budgets vienna convention protection ozone layer taking note financial report trust')","(0.3669724770642202, 'vienna convention protection ozone layer taking note financial report trust fund vienna convention protection')","(0.40384615384615385, 'allocate per cent contribution entitled organization')","(0.3163265306122449, 'layer allocate per cent contribution entitled organization joint meeting parties montreal protocol')","(0.3522727272727273, 'convention protection ozone layer fiscal year recognizing voluntary contributions agreed')"
"Nov 2, 1995 Elections to the World Heritage Committee","(0.3287671232876712, 'oman poland lithuania zimbabwe greece malta last two candidates')","(0.282258064516129, 'third ballot follows number states parties eligible vote number states absent number abstentions number invalid ballot')","(0.32499999999999996, 'abstentions number invalid ballot papers')","(0.31707317073170727, 'president elections held secret ballot mr li jiangang china ms a k endresen')","(0.34285714285714286, 'recorded number votes constituting majority required elected australia')","(0.2520325203252033, 'withdrawal candidature nigeria well colombia withdrew favour ecuador list twenty eight states parties submitted candidature')","(0.3913043478260869, 'viet nam s announcement')","(0.3384615384615385, 'president accordance rules procedure second ballot limited states')","(0.29268292682926833, 'declared elected president accordance rules procedure second ballot limited states')","(0.33333333333333337, 'india benin viet nam cuba')","(0.2962962962962963, 'absent number abstentions number invalid ballot papers')","(0.2857142857142857, 'viet nam following viet nam s announcement stand favour cuba applause expressions gratitude general')","(0.2790697674418605, 'viet nam zimbabwe decision president elections held secret ballot mr li jiangang china ms a k')","(0.2567567567567568, 'ballot mr li jiangang china ms a k endresen norway')","(0.28787878787878785, 'number votes constituting majority required elected state obtained')","(0.30000000000000004, 'item agenda general assembly called upon elect seven')","(0.31343283582089554, 'ecuador india benin viet nam cuba oman poland')","(0.34545454545454546, 'number votes provided number states exceed twice number')","(0.3392857142857143, 'zimbabwe decision president elections held secret ballot')","(0.30434782608695654, 'favour ecuador list twenty eight states parties submitted candidature')","(0.30666666666666664, 'abstentions number invalid ballot papers number votes recorded number votes')","(0.34426229508196726, 'constituting majority required elected australia polled votes')","(0.2777777777777778, 'general conference colombia indonesia oman peru senegal syrian arab republic thailand following withdrawal candidature nigeria')","(0.27826086956521734, 'president elections held secret ballot mr li jiangang china ms a k endresen norway')","(0.27710843373493976, 'president accordance rules procedure second ballot limited states obtained greatest')","(0.29729729729729726, 'president accordance rules procedure second ballot limited states obtained')","(0.31999999999999995, 'benin president declared state elected end third ballot one seat')","(0.28148148148148144, 'filled six following states obtained greatest number votes canada morocco ecuador india benin viet nam cuba oman')","(0.27692307692307694, 'viet nam zimbabwe decision president elections held secret ballot mr li jiangang china ms a k')","(0.26732673267326734, 'president elections held secret ballot mr li jiangang china ms a k endresen norway')","(0.36363636363636365, 'greatest number votes provided number states')","(0.2680412371134021, 'procedure second ballot limited states obtained greatest number votes provided number states')","(0.32894736842105265, 'states elected two seats remaining filled following states obtained greatest')"
"Nov 20, 2017 Decision XXIX22  Membership of the Executive Committee of the Multilateral Fund","(0.26136363636363635, 'implementation montreal protocol assistance fund secretariat endorse selection argentina')","(0.26573426573426573, 'implementation montreal protocol assistance fund secretariat endorse selection argentina benin dominican republic grenada india lebanon nigeria')","(0.35, 'protocol selection belgium canada france')","(0.3114754098360656, 'multilateral fund implementation montreal protocol assistance fund secretariat endorse selection argentina benin dominican')","(0.30434782608695654, 'fund secretariat endorse selection argentina benin dominican republic')","(0.25899280575539574, 'multilateral fund implementation montreal protocol assistance fund secretariat endorse selection argentina benin dominican republic grenada')","(0.3846153846153846, 'parties operating one year')","(0.390625, 'united states america members representing parties operating one')","(0.35, 'norway slovakia united states america members representing parties operating one')","(0.33333333333333337, 'january note selection mazen hussein')","(0.30188679245283023, 'protocol selection belgium canada france japan norway')","(0.2748091603053435, 'multilateral fund implementation montreal protocol assistance fund secretariat endorse selection argentina benin dominican republic')","(0.3178294573643411, 'united states america members representing parties operating one year beginning january note selection mazen hussein lebanon')","(0.28125, 'multilateral fund implementation montreal protocol assistance fund secretariat endorse selection')","(0.3205128205128205, 'implementation montreal protocol assistance fund secretariat endorse selection')","(0.296875, 'paragraph article protocol selection belgium canada france japan')","(0.29850746268656714, 'january note selection mazen hussein lebanon serve chair')","(0.4358974358974359, 'implementation montreal protocol assistance fund secretariat endorse selection')","(0.35185185185185186, 'beginning january note selection mazen hussein lebanon')","(0.31818181818181823, 'implementation montreal protocol assistance fund secretariat endorse selection argentina')","(0.3191489361702128, 'implementation montreal protocol assistance fund secretariat endorse selection argentina benin')","(0.3492063492063492, 'montreal protocol assistance fund secretariat endorse selection')","(0.2846153846153846, 'members executive committee representing parties operating paragraph article protocol selection belgium canada france japan norway')","(0.2945736434108527, 'note appreciation work carried executive committee multilateral fund implementation montreal protocol assistance fund secretariat')","(0.30000000000000004, 'protocol selection belgium canada france japan norway slovakia united states')","(0.34090909090909094, 'implementation montreal protocol assistance fund secretariat endorse selection argentina')","(0.3085106382978723, 'implementation montreal protocol assistance fund secretariat endorse selection argentina benin')","(0.2715231788079471, 'implementation montreal protocol assistance fund secretariat endorse selection argentina benin dominican republic grenada india lebanon nigeria members')","(0.28671328671328666, 'implementation montreal protocol assistance fund secretariat endorse selection argentina benin dominican republic grenada india lebanon nigeria')","(0.2977099236641222, 'multilateral fund implementation montreal protocol assistance fund secretariat endorse selection argentina benin dominican republic')","(0.35416666666666663, 'article protocol selection belgium canada france')","(0.27835051546391754, 'note selection mazen hussein lebanon serve chair philippe chemouny canada serve vice')","(0.42105263157894735, 'protocol selection belgium canada france japan norway slovakia united states')"
"Nov 20, 2017 Decision XXIX23  CoChairs of the Openended Working Group of the Parties to the Montreal Protocol","(0.23287671232876717, 'newberg united states america co chairs open ended working')","(0.2016129032258065, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open ended working group')","(0.25806451612903225, 'co chairs open ended working')","(0.25806451612903225, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open')","(0.2592592592592593, 'co chairs open ended working group parties montreal')","(0.2222222222222222, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open ended working')","(0.2727272727272727, 'america co chairs open')","(0.2592592592592593, 'kuwait cynthia newberg united states america co chairs')","(0.2571428571428571, 'yaqoub almatouq kuwait cynthia newberg united states america co chairs')","(0.26315789473684215, 'yaqoub almatouq kuwait cynthia newberg')","(0.28, 'co chairs open ended working group parties')","(0.25, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open ended')","(0.24806201550387597, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open ended working group')","(0.31081081081081086, 'states america co chairs open ended working group parties montreal')","(0.2666666666666667, 'newberg united states america co chairs open ended')","(0.25, 'states america co chairs open ended working group')","(0.25373134328358204, 'states america co chairs open ended working group')","(0.25, 'yaqoub almatouq kuwait cynthia newberg united states america')","(0.26190476190476186, 'america co chairs open ended working group')","(0.24285714285714288, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states')","(0.2435897435897436, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america')","(0.30612244897959184, 'co chairs open ended working group parties')","(0.24137931034482762, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open ended working')","(0.24347826086956526, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open ended')","(0.30000000000000004, 'states america co chairs open ended working group parties montreal')","(0.234375, 'states america co chairs open ended working group parties')","(0.2666666666666667, 'newberg united states america co chairs open ended working group')","(0.23703703703703705, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open ended working group parties')","(0.23076923076923073, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america co chairs open ended working group')","(0.20792079207920788, 'almatouq kuwait cynthia newberg united states america co chairs open ended working group parties')","(0.2564102564102564, 'chairs open ended working group parties')","(0.2680412371134021, 'newberg united states america co chairs open ended working group parties montreal')","(0.2564102564102564, 'endorse selection yaqoub almatouq kuwait cynthia newberg united states america')"
"Nov 20, 2017 Decision XXIX21  Membership of the Implementation Committee","(0.23750000000000004, 'work carried implementation committee non compliance procedure montreal protocol')","(0.22627737226277367, 'note appreciation work carried implementation committee non compliance procedure montreal protocol confirm positions congo georgia jordan')","(0.33333333333333337, 'selection miruza mohamed maldives serve')","(0.2912621359223301, 'montreal protocol confirm positions congo georgia jordan paraguay united kingdom great britain northern')","(0.31666666666666665, 'positions congo georgia jordan paraguay united kingdom great')","(0.2654867256637168, 'two year period beginning january note selection miruza mohamed maldives serve president lesley dowling australia')","(0.33333333333333337, 'poland south africa members')","(0.37142857142857144, 'note appreciation work carried implementation committee non compliance')","(0.3033707865168539, 'note appreciation work carried implementation committee non compliance procedure montreal')","(0.3589743589743589, 'beginning january note selection miruza')","(0.31818181818181823, 'carried implementation committee non compliance procedure montreal')","(0.33333333333333337, 'carried implementation committee non compliance procedure montreal protocol confirm positions congo georgia jordan paraguay')","(0.2720588235294118, 'implementation committee non compliance procedure montreal protocol confirm positions congo georgia jordan paraguay united kingdom great')","(0.2637362637362637, 'implementation committee non compliance procedure montreal protocol confirm positions congo')","(0.28, 'implementation committee non compliance procedure montreal protocol confirm')","(0.31818181818181823, 'procedure montreal protocol confirm positions congo georgia jordan')","(0.29850746268656714, 'committee one year select australia chile maldives poland')","(0.3484848484848485, 'procedure montreal protocol confirm positions congo georgia jordan')","(0.33999999999999997, 'australia serve vice rapporteur committee one year')","(0.30000000000000004, 'note appreciation work carried implementation committee non compliance procedure')","(0.2875, 'selection miruza mohamed maldives serve president lesley dowling australia serve')","(0.33333333333333337, 'non compliance procedure montreal protocol confirm positions')","(0.27692307692307694, 'note appreciation work carried implementation committee non compliance procedure montreal protocol confirm positions congo georgia')","(0.26086956521739135, 'africa members committee two year period beginning january note selection miruza mohamed maldives serve')","(0.3125, 'protocol confirm positions congo georgia jordan paraguay united kingdom great')","(0.3176470588235294, 'implementation committee non compliance procedure montreal protocol confirm positions')","(0.2637362637362637, 'implementation committee non compliance procedure montreal protocol confirm positions congo')","(0.2534246575342466, 'note appreciation work carried implementation committee non compliance procedure montreal protocol confirm positions congo georgia jordan paraguay')","(0.2647058823529411, 'implementation committee non compliance procedure montreal protocol confirm positions congo georgia jordan paraguay united kingdom great')","(0.29508196721311475, 'note appreciation work carried implementation committee non compliance procedure montreal protocol confirm positions congo')","(0.32608695652173914, 'positions congo georgia jordan paraguay united')","(0.27835051546391754, 'two year period beginning january note selection miruza mohamed maldives serve president')","(0.3246753246753247, 'protocol confirm positions congo georgia jordan paraguay united kingdom great')"
"Nov 20, 2017 Decision VCXI2  General Trust Fund for Financing Activities on Research and Systematic Observations Relevant to the Vien","(0.3908045977011494, 'united nations entities international financial institutions private sector appropriate')","(0.323943661971831, 'parties established general trust fund financing activities research systematic observations relevant vienna convention protection ozone layer')","(0.42500000000000004, 'convention protection ozone layer noting')","(0.33333333333333337, 'dependent continued high observations aware improvements ozone observations take account existing strong intricate')","(0.38235294117647056, 'convention annually secretariat progress made conjunction action set')","(0.3203125, 'parties convention annually secretariat progress made conjunction action set paragraph below request secretariat continue invite')","(0.3529411764705882, 'parties vienna convention relevant')","(0.4, 'united nations entities international financial institutions private sector')","(0.3595505617977528, 'monitoring ozone related climate variables parameters complementing ongoing efforts ozone')","(0.45238095238095233, 'meeting inform parties convention annually')","(0.34246575342465757, 'institutions united nations entities international financial institutions')","(0.34285714285714286, 'parties relevant international organizations including space agencies scientific research institutions united nations entities international')","(0.3076923076923077, 'continue invite parties relevant international organizations including space agencies scientific research institutions united nations entities international')","(0.31958762886597936, 'parties vienna convention relevant programmes world meteorological organization global atmosphere')","(0.3857142857142857, 'improvements ozone observations take account existing strong intricate')","(0.31343283582089554, 'conference parties vienna convention twelfth meeting inform parties')","(0.4029850746268657, 'relevant vienna convention protection ozone layer noting current')","(0.4363636363636364, 'decade remains crucial time status recovery ozone layer')","(0.7272727272727273, 'vienna convention protection ozone layer noting current')","(0.40217391304347827, 'international organizations including space agencies scientific research institutions united')","(0.3820224719101124, 'calibrations inter comparisons relevant training implemented successfully trust fund date')","(0.5283018867924528, 'convention protection ozone layer noting current life')","(0.31999999999999995, 'parties relevant international organizations including space agencies scientific research institutions united nations entities international financial')","(0.3088235294117647, 'since became operational noting important activities including calibrations inter comparisons relevant training implemented successfully')","(0.30188679245283023, 'projects consideration advisory committee fostering stronger relationships scientific institutions related')","(0.40909090909090906, 'convention relevant programmes world meteorological organization global atmosphere watch')","(0.4933333333333333, 'convention protection ozone layer noting current life trust fund expire')","(0.32121212121212117, 'world meteorological organization secretariat implementation activities funded trust fund since became operational noting important activities including calibrations')","(0.32307692307692304, 'systematic observations relevant vienna convention protection ozone layer noting current life trust fund expire end noting')","(0.3431372549019608, 'vienna convention protection ozone layer noting current life trust fund expire end noting appreciation')","(0.43999999999999995, 'carry relevant observations analyses ozone climate')","(0.30927835051546393, 'vienna convention protection ozone layer noting current life trust fund expire end')","(0.3522727272727273, 'systematic observations relevant vienna convention protection ozone layer noting current')"
"Nov 20, 2017 Decision XXIX25  Thirtieth Meeting of the Parties to the Montreal Protocol","(0, '')","(0, '')","(0.2857142857142857, 'convene thirtieth meeting parties montreal')","(0, '')","(0, '')","(0, '')","(0.2727272727272727, 'meeting parties montreal protocol')","(0, '')","(0, '')","(0.31707317073170727, 'meeting parties montreal protocol ecuador')","(0.23728813559322037, 'convene thirtieth meeting parties montreal protocol ecuador')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0.288135593220339, 'convene thirtieth meeting parties montreal protocol ecuador')","(0, '')","(0, '')","(0.35593220338983056, 'convene thirtieth meeting parties montreal protocol ecuador')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0, '')","(0.2549019607843137, 'convene thirtieth meeting parties montreal protocol')","(0, '')","(0, '')"
"Nov 20, 2017 Decision XXIX12  Consideration of hydrofluorocarbons not listed as controlled substances in Annex F to the Protocol","(0.28378378378378377, 'production consumption global warming potential less lowest global warming')","(0.2789115646258503, 'quadrennial reports presented thirty fifth meeting parties every four years thereafter information consumption production hydrofluorocarbons listed')","(0.31707317073170727, 'consumption global warming potential less')","(0.3055555555555556, 'assessment panels montreal protocol provide quadrennial reports presented thirty fifth meeting parties every')","(0.36363636363636365, 'production consumption global warming potential less lowest global')","(0.2777777777777778, 'production consumption global warming potential less lowest global warming potential hydrofluorocarbons listed annex f request')","(0.3939393939393939, 'meeting parties adopted amendment')","(0.303030303030303, 'xxviii meeting parties adopted amendment montreal protocol phasing')","(0.381578947368421, 'annex f protocol present minimal known production consumption global warming')","(0.32558139534883723, 'minimal known production consumption global')","(0.2941176470588235, 'information consumption production hydrofluorocarbons listed annex f')","(0.2666666666666667, 'every four years thereafter information consumption production hydrofluorocarbons listed annex f protocol global warming')","(0.24817518248175185, 'production consumption global warming potential less lowest global warming potential hydrofluorocarbons listed annex f request assessment')","(0.2941176470588235, 'parties adopted amendment montreal protocol phasing hydrofluorocarbons listed annex f')","(0.2784810126582279, 'thereafter information consumption production hydrofluorocarbons listed annex f')","(0.35, 'annex f protocol global warming potential less lowest')","(0.2911392405063291, 'thereafter information consumption production hydrofluorocarbons listed annex f')","(0.4057971014492754, 'panels montreal protocol provide quadrennial reports presented thirty')","(0.38235294117647056, 'information consumption production hydrofluorocarbons listed annex f')","(0.33333333333333337, 'information purposes only given substances referred present paragraph included')","(0.33333333333333337, 'f noting information purposes only given substances referred present paragraph')","(0.4307692307692308, 'consumption production hydrofluorocarbons listed annex f protocol')","(0.3257575757575758, 'thereafter information consumption production hydrofluorocarbons listed annex f protocol global warming potential less lowest global')","(0.32173913043478264, 'annex f protocol present minimal known production consumption global warming potential less lowest global')","(0.34782608695652173, 'protocol acknowledging substances listed annex f protocol include hydrofluorocarbons present')","(0.3295454545454546, 'thereafter information consumption production hydrofluorocarbons listed annex f protocol')","(0.3555555555555555, 'consumption production hydrofluorocarbons listed annex f protocol global warming potential')","(0.3112582781456954, 'protocol include hydrofluorocarbons present commercially use noting however hydrofluorocarbons listed annex f protocol present minimal known production')","(0.3120567375886525, 'protocol present minimal known production consumption global warming potential less lowest global warming potential hydrofluorocarbons listed')","(0.33599999999999997, 'present minimal known production consumption global warming potential less lowest global warming potential hydrofluorocarbons')","(0.4, 'annex f noting information purposes only')","(0.2989690721649485, 'protocol provide quadrennial reports presented thirty fifth meeting parties every four years')","(0.37349397590361444, 'protocol present minimal known production consumption global warming potential less')"
