,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jun 28, 2015 Ashur Qalat Sherqat Iraq C 1130","(0.3287671232876712, 'n n n requests state party submit world heritage')","(0.282258064516129, 'com adopted session doha n n n commends state party efforts ensure protection property spite difficult')","(0.33333333333333337, 'conservation property requests state party')","(0.33653846153846156, 'state conservation property requests state party keep world heritage centre informed evolution situation')","(0.38235294117647056, 'absence information state conservation property requests state party')","(0.2777777777777778, 'committee session n n n decides retain ashur qal at sherqat iraq list world heritage')","(0.37037037037037035, 'site carry rapid assessment')","(0.33333333333333337, 'security conditions allow responsible authorities visit site carry')","(0.32307692307692304, 'com adopted session doha n n n commends state party')","(0.38636363636363635, 'rapid assessment state conservation property')","(0.32352941176470584, 'summary state conservation property implementation above examination')","(0.3214285714285714, 'heritage centre prior action ground n n n requests state party submit world heritage')","(0.2945736434108527, 'com adopted session doha n n n commends state party efforts ensure protection property spite difficult')","(0.29729729729729726, 'situation ground n n n also requests state party soon')","(0.3529411764705882, 'absence information state conservation property requests state party')","(0.3098591549295775, 'efforts ensure protection property spite difficult prevailing situation')","(0.38235294117647056, 'state conservation property submit results assessment world heritage')","(0.3088235294117647, 'state conservation property submit results assessment world heritage')","(0.40384615384615385, 'state party efforts ensure protection property spite')","(0.36, 'state conservation property submit results assessment world heritage centre')","(0.31818181818181823, 'centre prior action ground n n n requests state party')","(0.37681159420289856, 'conservation property implementation above examination world heritage')","(0.31034482758620685, 'heritage centre prior action ground n n n requests state party submit world heritage centre')","(0.31304347826086953, 'ensure protection property spite difficult prevailing situation n n n expresses great concern absence')","(0.2875, 'protection property spite difficult prevailing situation n n n expresses')","(0.3855421686746988, 'summary state conservation property implementation above examination world heritage')","(0.3820224719101124, 'conservation property implementation above examination world heritage committee session n')","(0.3111111111111111, 'com adopted session doha n n n commends state party efforts ensure protection property spite difficult prevailing')","(0.3076923076923077, 'n n n commends state party efforts ensure protection property spite difficult prevailing situation n n')","(0.3303571428571429, 'concern absence information state conservation property requests state party keep world heritage centre informed')","(0.5094339622641509, 'assessment state conservation property submit results')","(0.28865979381443296, 'decision com adopted session doha n n n commends state party efforts')","(0.3472222222222222, 'protection property spite difficult prevailing situation n n n expresses')"
"Jun 28, 2015 Brasilia Brazil C 445","(0.3013698630136986, 'hist e art xadstico nacional iphan well operational arrangements')","(0.26119402985074625, 'party submit world heritage centre december updated report including page executive summary state conservation property implementation')","(0.32608695652173914, 'contribute recovery original landscape designs')","(0.3584905660377359, 'arrangements implementation n also requests state party submit report definition iphan ordinance regarding')","(0.3589743589743589, 'executive summary state conservation property implementation above examination')","(0.2833333333333333, 'approval ppcub n takes note establishment formal cooperation shared management government federal district gdf instituto')","(0.4117647058823529, 'patrim hist e art')","(0.3650793650793651, 'n takes note establishment formal cooperation shared management')","(0.33333333333333337, 'approval ppcub n takes note establishment formal cooperation shared management')","(0.37777777777777777, 'executive summary state conservation property')","(0.32352941176470584, 'summary state conservation property implementation above examination')","(0.2946428571428571, 'formal cooperation shared management government federal district gdf instituto patrim hist e art xadstico')","(0.2790697674418605, 'n examined document whc com n recalling decision com adopted session phnom penh n notes infrastructural')","(0.3058823529411765, 'formal cooperation shared management government federal district gdf instituto patrim')","(0.34328358208955223, 'preparation preservation plan brasilia urban area ppcub interrupted')","(0.29333333333333333, 'state conservation property implementation above examination world heritage')","(0.36, 'state conservation property implementation above examination world heritage')","(0.31818181818181823, 'nacional iphan well operational arrangements implementation n also')","(0.36764705882352944, 'summary state conservation property implementation above examination')","(0.3176470588235294, 'state conservation property implementation above examination world heritage committee')","(0.36363636363636365, 'preparation preservation plan brasilia urban area ppcub interrupted substantial progress')","(0.37681159420289856, 'conservation property implementation above examination world heritage')","(0.2845528455284553, 'n regrets process preparation preservation plan brasilia urban area ppcub interrupted substantial progress made preparation')","(0.28695652173913044, 'art xadstico nacional iphan well operational arrangements implementation n also requests state party submit')","(0.3375, 'penh n notes infrastructural projects areas monumental axes stadium television')","(0.3647058823529412, 'state conservation property implementation above examination world heritage committee')","(0.31034482758620685, 'note establishment formal cooperation shared management government federal district gdf')","(0.2953020134228188, 'centre december updated report including page executive summary state conservation property implementation above examination world heritage committee')","(0.2615384615384615, 'com n recalling decision com adopted session phnom penh n notes infrastructural projects areas monumental axes')","(0.2983870967741935, 'centre december updated report including page executive summary state conservation property implementation above examination')","(0.4107142857142857, 'summary state conservation property implementation above')","(0.2857142857142857, 'preparation preservation plan brasilia urban area ppcub interrupted substantial progress made preparation')","(0.34090909090909094, 'preparation preservation plan brasilia urban area ppcub interrupted substantial progress')"
"Jun 28, 2015 Changes to names of properties inscribed on the world heritage list Holaxc5xa1ovice Historic Village","(0.26027397260273977, 'committee n n examined document whc com n approves')","(0.24193548387096775, 'world heritage committee n n examined document whc com n approves name change hola historical village')","(0.38095238095238093, 'change hola historical village reservation')","(0.3207547169811321, 'village reservation proposed czech authorities name property becomes hola historic village english village')","(0.2816901408450704, 'historical village reservation proposed czech authorities name property')","(0.2222222222222222, 'world heritage committee n n examined document whc com n approves name change hola historical')","(0.2857142857142857, 'n n examined document')","(0.28, 'committee n n examined document whc com n')","(0.29268292682926833, 'reservation proposed czech authorities name property becomes hola historic village')","(0.25806451612903225, 'heritage committee n n examined')","(0.30000000000000004, 'whc com n approves name change hola')","(0.2946428571428571, 'n n examined document whc com n approves name change hola historical village reservation')","(0.24806201550387597, 'n examined document whc com n approves name change hola historical village reservation proposed czech authorities')","(0.2702702702702703, 'n examined document whc com n approves name change hola')","(0.2676056338028169, 'historical village reservation proposed czech authorities name property')","(0.33333333333333337, 'com n approves name change hola historical village')","(0.25373134328358204, 'world heritage committee n n examined document whc')","(0.3076923076923077, 'reservation proposed czech authorities name property becomes hola')","(0.33333333333333337, 'village reservation proposed czech authorities name property')","(0.2702702702702703, 'reservation proposed czech authorities name property becomes hola historic')","(0.28915662650602414, 'change hola historical village reservation proposed czech authorities name property')","(0.30000000000000004, 'reservation proposed czech authorities name property becomes')","(0.2586206896551724, 'world heritage committee n n examined document whc com n approves name change hola historical')","(0.22608695652173916, 'world heritage committee n n examined document whc com n approves name change hola')","(0.2857142857142857, 'historical village reservation proposed czech authorities name property becomes hola')","(0.28378378378378377, 'change hola historical village reservation proposed czech authorities name')","(0.2666666666666667, 'committee n n examined document whc com n approves name')","(0.2592592592592593, 'world heritage committee n n examined document whc com n approves name change hola historical village reservation')","(0.2615384615384615, 'com n approves name change hola historical village reservation proposed czech authorities name property becomes hola')","(0.25742574257425743, 'world heritage committee n n examined document whc com n approves name change hola')","(0.3055555555555556, 'document whc com n approves name')","(0.25773195876288657, 'world heritage committee n n examined document whc com n approves name')","(0.27380952380952384, 'historical village reservation proposed czech authorities name property becomes hola')"
"Jun 28, 2015 Birthplace of Jesus Church of the Nativity and the Pilgrimage Route, Bethlehem Palestine C 1433","(0.3411764705882353, 'conservation plan synthesis conclusions detailed investigative survey clear statement')","(0.30714285714285716, 'implementation above mentioned corrective measures n urges state party continue pursuing implementation corrective measures submit timetable')","(0.37142857142857144, 'conservation roof church nativity n')","(0.3689320388349514, 'adopts desired state conservation removal property list world heritage danger dsocr corrective measures')","(0.421875, 'notes concern specific conservation strategy set justify precise')","(0.30147058823529416, 'develop conservation plan synthesis conclusions detailed investigative survey clear statement significances various elements roof within')","(0.3666666666666667, 'place chronology roof elements')","(0.33870967741935487, 'state conservation removal property list world heritage danger')","(0.34065934065934067, 'retrospectively documentation roof timbers shows recent interventions relation evidence age')","(0.39534883720930236, 'desired state conservation removal property')","(0.328125, 'comprehensive conservation philosophy roof restoration project n')","(0.3303571428571429, 'church nativity n also notes concern specific conservation strategy set justify precise intervention roof')","(0.2945736434108527, 'n examined document whc com add n recalling decision com adopted session doha n notes considerable')","(0.3111111111111111, 'upon international community support state party implementation above mentioned corrective')","(0.4057971014492754, 'comprehensive conservation plan murals facades narthex works foreseen')","(0.30434782608695654, 'party prepare retrospectively documentation roof timbers shows recent')","(0.3125, 'pursuing implementation corrective measures submit timetable full implementation')","(0.3384615384615385, 'intervention roof timbers based analysis review evidence gathered')","(0.37037037037037035, 'philosophy roof restoration project n prepare detailed')","(0.37037037037037035, 'interventions relation evidence age materials order understand authenticity place')","(0.33766233766233766, 'n calls upon international community support state party implementation above')","(0.4, 'restoration project n prepare detailed project specification')","(0.3120567375886525, 'party continue pursuing implementation corrective measures submit timetable full implementation february examination world heritage committee')","(0.3025210084033614, 'mentioned corrective measures n urges state party continue pursuing implementation corrective measures submit timetable')","(0.3052631578947368, 'party continue pursuing implementation corrective measures submit timetable full implementation')","(0.3855421686746988, 'summary state conservation property implementation above examination world heritage')","(0.3820224719101124, 'conservation property implementation above examination world heritage committee session n')","(0.3037037037037037, 'n welcomes introduction regulatory bylaws historic centre bethlehem proposed development wider setting n notes aim free pilgrimage')","(0.3076923076923077, 'doha n notes considerable progress made conservation roof church nativity n also notes concern specific conservation')","(0.3553719008264463, 'conservation property implementation above examination world heritage committee session n decides retain birthplace jesus')","(0.47916666666666663, 'desired state conservation removal property list')","(0.2952380952380952, 'shows recent interventions relation evidence age materials order understand authenticity place chronology')","(0.3291139240506329, 'restoration project n prepare detailed project specification roof repairs allow')"
"Jun 28, 2015 Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrxc3xa1ssy Avenue Hungary C 400bis","(0.31034482758620685, 'executive summary state conservation property implementation examination world heritage')","(0.3092105263157895, 'zone encourages sustain efforts secure necessary resources ensure demolition inappropriate development deterioration historic buildings could constitute')","(0.32432432432432434, 'construction phase project n requests')","(0.33333333333333337, 'prior commencement construction phase project n requests state party continue efforts implement remaining')","(0.3589743589743589, 'executive summary state conservation property implementation examination world')","(0.2773109243697479, 'phase project n requests state party continue efforts implement remaining recommendations reactive monitoring mission n')","(0.34375, 'party continue efforts implement')","(0.3417721518987342, 'state conservation property implementation examination world heritage committee')","(0.30666666666666664, 'bodies prior commencement construction phase project n requests state party')","(0.37777777777777777, 'executive summary state conservation property')","(0.33333333333333337, 'state conservation property implementation examination world heritage')","(0.3359375, 'protection components property buffer zone encourages sustain efforts secure necessary resources ensure demolition inappropriate')","(0.3023255813953488, 'com n recalling decision com adopted session phnom penh n welcomes efforts made state party improve')","(0.31081081081081086, 'buffer zone n notes state party completed royal garden bazaar')","(0.3548387096774194, 'commencement construction phase project n requests state party')","(0.2911392405063291, 'state conservation property implementation examination world heritage committee')","(0.3880597014925373, 'garden bazaar project kossuth square development project within')","(0.34246575342465757, 'including details protective measures reference decision making framework')","(0.4181818181818182, 'made state party improve protection components property')","(0.32258064516129037, 'demolition inappropriate development deterioration historic buildings could constitute threat')","(0.3291139240506329, 'commencement construction phase project n requests state party continue efforts')","(0.38095238095238093, 'including details protective measures reference decision making')","(0.3153846153846154, 'prior commencement construction phase project n requests state party continue efforts implement remaining recommendations reactive')","(0.28695652173913044, 'phnom penh n welcomes efforts made state party improve protection components property buffer zone')","(0.367816091954023, 'plan property including details protective measures reference decision making framework')","(0.367816091954023, 'executive summary state conservation property implementation examination world heritage')","(0.34782608695652173, 'including details protective measures reference decision making framework regulatory regimes')","(0.3312883435582822, 'protection components property buffer zone encourages sustain efforts secure necessary resources ensure demolition inappropriate development deterioration historic')","(0.29220779220779225, 'protection components property buffer zone encourages sustain efforts secure necessary resources ensure demolition inappropriate development deterioration')","(0.3305785123966942, 'prior commencement construction phase project n requests state party continue efforts implement remaining recommendations')","(0.5, 'commencement construction phase project n requests')","(0.28865979381443296, 'report implementation projects n also requests state party submit final designs plans')","(0.3373493975903614, 'party improve protection components property buffer zone encourages sustain efforts')"
"Jun 28, 2015 Adoption of Retrospective Statements of Outstanding Universal Value","(0.3561643835616438, 'waterton glacier international peace park n canada dinosaur provincial')","(0.29032258064516125, 'pueblo de taos n n latin america caribbean n n brazil atlantic forest south east reserves')","(0.4242424242424242, 'centre siena historic centre city')","(0.35922330097087374, 'amazon conservation complex cerrado protected areas chapada dos veadeiros emas national parks discovery')","(0.417910447761194, 'central amazon conservation complex cerrado protected areas chapada')","(0.31481481481481477, 'lifts canal du centre environs la louvi le roeulx hainault n canada united states america')","(0.3548387096774194, 'sub headings adopted statements')","(0.36, 'n united states america pueblo de taos n')","(0.3384615384615385, 'historic centre n united states america pueblo de taos n')","(0.4285714285714286, 'dominican convent santa maria delle')","(0.31999999999999995, 'whc com rev n congratulates states parties')","(0.3392857142857143, 'waterton glacier international peace park n canada dinosaur provincial park gros morne national park')","(0.33333333333333337, 'n united states america pueblo de taos n n latin america caribbean n n brazil atlantic')","(0.31818181818181823, 'support world heritage centre translation adopted statements outstanding universal value')","(0.3833333333333333, 'pantanal conservation area n colombia malpelo fauna flora')","(0.31506849315068497, 'acropolis athens archaeological site olympia archaeological sites mycenae')","(0.32835820895522383, 'matera n montenegro durmitor national park n russian')","(0.3220338983050848, 'monuments novgorod surroundings kremlin red square moscow n')","(0.37254901960784315, 'pantanal conservation area n colombia malpelo fauna')","(0.38095238095238093, 'international peace park n canada dinosaur provincial park gros')","(0.36986301369863017, 'forest reserves pantanal conservation area n colombia malpelo fauna flora')","(0.43999999999999995, 'national park rock art mediterranean basin iberian')","(0.3017241379310345, 'padula city verona city vicenza palladian villas veneto crespi d early christian monuments ravenna genoa')","(0.32173913043478264, 'rock art mediterranean basin iberian peninsula n sweden engelsberg ironworks n former yugoslav republic')","(0.3375, 'conservation complex cerrado protected areas chapada dos veadeiros emas national')","(0.3802816901408451, 'conservation complex cerrado protected areas chapada dos veadeiros emas')","(0.3733333333333333, 'pueblo de taos n n latin america caribbean n n')","(0.3481481481481481, 'l ensemble historic centre n united states america pueblo de taos n n latin america caribbean n')","(0.3076923076923077, 'national bird sanctuary n united republic tanzania stone town zanzibar n narab states n n oman')","(0.3168316831683168, 'presented annex document whc com rev following world heritage properties n nafrica n n')","(0.4347826086956522, 'reserves pantanal conservation area n colombia')","(0.2989690721649485, 'united republic tanzania stone town zanzibar n narab states n n oman')","(0.3913043478260869, 'national park rock art mediterranean basin iberian peninsula n sweden')"
"Jun 28, 2015 ArabNorman Palermo and the Cathedral Churches of Cefalxc3xba and Monreale, Italy","(0.3023255813953488, 'innovative re elaboration architectural forms structures materials artistic decorative')","(0.28125, 'serial property whole laid memorandum understanding memorandum establishes steering committee comprised representatives owners managers institutions responsible')","(0.4, 'consideration following n n implementing')","(0.31858407079646023, 'implementing proposed monitoring system earliest opportunity n proceeding new translation nomination dossier kept')","(0.3466666666666667, 'innovative re elaboration architectural forms structures materials artistic')","(0.30645161290322576, 'spatial constructive decorative concepts innovative coherent re elaboration elements different cultures n integrity n serial')","(0.40740740740740744, 'planning tools n management')","(0.33333333333333337, 'management system territorial context action plans n long')","(0.33333333333333337, 'level protection established national legislation italian code cultural landscape heritage')","(0.375, 'mosaics pavements opus sectile marquetry')","(0.36, 'whc com inf n inscribes arab norman')","(0.29059829059829057, 'territorial context action plans n long term challenges protection management property include eliminating mitigating')","(0.3026315789473685, 'individual components truthfully credibly expressed attributes locations settings forms designs materials substances uses functions authenticity mosaics')","(0.3012048192771084, 'concepts innovative coherent re elaboration elements different cultures n integrity')","(0.35, 'region n criterion iv arab norman palermo cathedral')","(0.33333333333333337, 'interchange generated conscious unique combination elements derived architectural')","(0.35820895522388063, 'byzantine mosaics n protection management requirements n nine')","(0.32432432432432434, 'components serial property ownership various governmental religious bodies')","(0.38095238095238093, 'property components system protection planning control property')","(0.32499999999999996, 'outstanding example socio cultural syncretism western islamic byzantine cultures')","(0.3295454545454546, 'uses functions authenticity mosaics particular confirmed experts field byzantine mosaics')","(0.423728813559322, 'widely throughout medieval mediterranean region n criterion')","(0.2983870967741935, 'spatial constructive decorative concepts innovative coherent re elaboration elements different cultures n integrity n serial')","(0.29565217391304344, 'widely throughout mediterranean region n monuments comprise ha serial property include royal palace palatine')","(0.3626373626373627, 'architecture tyrrhenian side southern italy spread widely throughout medieval mediterranean')","(0.3902439024390244, 'established national legislation italian code cultural landscape heritage addition')","(0.36708860759493667, 'byzantine mosaics n protection management requirements n nine components serial')","(0.3194444444444444, 'territorial context action plans n long term challenges protection management property include eliminating mitigating consequences human actions')","(0.3007518796992481, 'particular confirmed experts field byzantine mosaics n protection management requirements n nine components serial property ownership')","(0.3418803418803419, 'plans n long term challenges protection management property include eliminating mitigating consequences human actions')","(0.368421052631579, 'party give consideration following n n')","(0.30927835051546393, 'structure decoration spread widely throughout mediterranean region n monuments comprise ha serial')","(0.3648648648648649, 'widely throughout medieval mediterranean region n criterion iv arab norman')"
"Jun 28, 2015 Clarifications of Property Boundaries and Areas by States Parties in response to the Retrospective Inventory","(0.3287671232876712, 'n n brazil igua national park n mexico agave')","(0.2773722627737226, 'recalls world heritage centre advisory bodies able examine proposals minor significant modifications boundaries world heritage properties')","(0.39534883720930236, 'united states america monticello university')","(0.30597014925373134, 'retrospective inventory provide clarifications documentation soon possible december latest subsequent examination satisfactory session')","(0.3783783783783784, 'december latest subsequent examination satisfactory session world heritage')","(0.295774647887324, 'able examine proposals minor significant modifications boundaries world heritage properties whenever delimitations properties inscribed remain')","(0.38235294117647056, 'parties presented annexes document')","(0.3943661971830986, 'yet answered questions raised framework retrospective inventory provide')","(0.38372093023255816, 'states parties yet answered questions raised framework retrospective inventory provide')","(0.37142857142857144, 'girolata scandola reserve n germany')","(0.3015873015873016, 'states america monticello university virginia charlottesville n')","(0.2946428571428571, 'states parties presented annexes document whc com n n asia pacific n n australia')","(0.3207547169811321, 'framework retrospective inventory provide clarifications documentation soon possible december latest subsequent examination satisfactory session world heritage')","(0.3267326732673267, 'proposals minor significant modifications boundaries world heritage properties whenever delimitations')","(0.30000000000000004, 'tomb delhi n n europe north america n')","(0.32307692307692304, 'cordoba rock art mediterranean basin iberian peninsula university')","(0.3214285714285714, 'framework retrospective inventory provide clarifications documentation soon possible')","(0.30000000000000004, 'areas provided states parties presented annexes document whc')","(0.339622641509434, 'n takes note clarifications property boundaries areas')","(0.3125, 'able examine proposals minor significant modifications boundaries world heritage')","(0.31818181818181823, 'n n brazil igua national park n mexico agave landscape')","(0.43137254901960786, 'centre cordoba rock art mediterranean basin iberian')","(0.31034482758620685, 'schr rietveld schr house schokland surroundings n spain historic centre cordoba rock art mediterranean basin')","(0.30434782608695654, 'centre cordoba rock art mediterranean basin iberian peninsula university historic precinct alcal de henares')","(0.35, 'schokland surroundings n spain historic centre cordoba rock art mediterranean')","(0.3414634146341463, 'excellent work accomplished states parties clarification boundaries world heritage')","(0.33333333333333337, 'university virginia charlottesville n n latin america carribbean n n')","(0.2974683544303798, 'advisory bodies able examine proposals minor significant modifications boundaries world heritage properties whenever delimitations properties inscribed remain')","(0.3153846153846154, 'note clarifications property boundaries areas provided states parties presented annexes document whc com n n asia')","(0.31707317073170727, 'boundaries world heritage properties whenever delimitations properties inscribed remain unclear n takes note clarifications')","(0.3829787234042553, 'n takes note clarifications property boundaries')","(0.28865979381443296, 'heritage list n recalls world heritage centre advisory bodies able examine proposals')","(0.3373493975903614, 'cordoba rock art mediterranean basin iberian peninsula university historic precinct')"
"Jun 28, 2015 Crac des chevaliers and Qalxe2x80x99at Salah ElDin Syrian Arab Republic C 1229","(0.273972602739726, 'retain crac des chevaliers qal salah el din syrian')","(0.25806451612903225, 'com com com com adopted unesco saint petersburg phnom penh doha sessions respectively n taking account')","(0.3142857142857143, 'account decision com world heritage')","(0.26530612244897955, 'n commends state party taking necessary emergency safeguarding measures protect property n decides')","(0.28985507246376807, 'commends state party taking necessary emergency safeguarding measures')","(0.2685185185185185, 'com com com com adopted unesco saint petersburg phnom penh doha sessions respectively n taking')","(0.34375, 'party taking necessary emergency')","(0.28, 'committee n n examined document whc com n')","(0.3076923076923077, 'com n recalling decisions com com com com adopted unesco')","(0.32432432432432434, 'phnom penh doha sessions respectively')","(0.30000000000000004, 'com com com com adopted unesco saint')","(0.3214285714285714, 'protect property n decides retain crac des chevaliers qal salah el din syrian arab')","(0.28682170542635654, 'adopted session bonn n commends state party taking necessary emergency safeguarding measures protect property n decides')","(0.2567567567567568, 'arab republic adopted session bonn n commends state party taking')","(0.31666666666666665, 'protect property n decides retain crac des chevaliers')","(0.2833333333333333, 'com com com com adopted unesco saint petersburg')","(0.31343283582089554, 'protect property n decides retain crac des chevaliers')","(0.27419354838709675, 'world heritage properties syrian arab republic adopted session')","(0.3125, 'penh doha sessions respectively n taking account')","(0.273972602739726, 'party taking necessary emergency safeguarding measures protect property n')","(0.28787878787878785, 'n decides retain crac des chevaliers qal salah el din')","(0.326530612244898, 'protect property n decides retain crac des')","(0.2844827586206896, 'com adopted unesco saint petersburg phnom penh doha sessions respectively n taking account decision com')","(0.30434782608695654, 'protect property n decides retain crac des chevaliers qal salah el din syrian arab')","(0.35, 'protect property n decides retain crac des chevaliers qal salah')","(0.3088235294117647, 'respectively n taking account decision com world heritage properties')","(0.29333333333333333, 'committee n n examined document whc com n recalling decisions')","(0.3111111111111111, 'com com com com adopted unesco saint petersburg phnom penh doha sessions respectively n taking account decision')","(0.30000000000000004, 'protect property n decides retain crac des chevaliers qal salah el din syrian arab republic list')","(0.306930693069307, 'protect property n decides retain crac des chevaliers qal salah el din syrian arab')","(0.2931034482758621, 'necessary emergency safeguarding measures protect property')","(0.31958762886597936, 'protect property n decides retain crac des chevaliers qal salah el din')","(0.3484848484848485, 'protect property n decides retain crac des chevaliers qal salah')"
"Jun 28, 2015 Cultural Landscape of Honghe Hani Rice Terraces China C 1111","(0.3205128205128205, 'commends state party organizing international workshop rice terrace landscapes')","(0.2751677852348994, 'party finalizes adopts implements sustainable tourism strategic planning interpretation planning documents takes consideration need carefully control')","(0.34090909090909094, 'consideration need carefully control visitor')","(0.3173076923076923, 'produce foster traditional local practices n commends state party organizing international workshop rice')","(0.3529411764705882, 'documents takes consideration need carefully control visitor numbers')","(0.2857142857142857, 'control visitor numbers prepare guidelines regulating tourism infrastructure development within property including impacts viewing platforms')","(0.36363636363636365, 'party finalizes adopts implements')","(0.32894736842105265, 'interpretation planning documents takes consideration need carefully control')","(0.308641975308642, 'party organizing international workshop rice terrace landscapes takes note honghe')","(0.40909090909090906, 'documents takes consideration need carefully')","(0.30666666666666664, 'honghe recommendations sustainable development terraced cultural landscapes')","(0.2857142857142857, 'n recalling decision com adopted session phnom penh n notes considerable steps taken state')","(0.28671328671328666, 'respond recommendations committee n welcomes strengthened structures promote sustainable development rice terraces particular efforts add value')","(0.28865979381443296, 'landscapes takes note honghe recommendations sustainable development terraced cultural landscapes')","(0.3382352941176471, 'documents takes consideration need carefully control visitor numbers')","(0.2857142857142857, 'local agricultural produce foster traditional local practices n')","(0.48051948051948057, 'landscapes takes note honghe recommendations sustainable development terraced')","(0.3466666666666667, 'structures promote sustainable development rice terraces particular efforts')","(0.31999999999999995, 'state party maintain dialogue properties asia face')","(0.375, 'international workshop rice terrace landscapes takes note honghe recommendations')","(0.345679012345679, 'party organizing international workshop rice terrace landscapes takes note honghe')","(0.3508771929824561, 'international workshop rice terrace landscapes takes note')","(0.2978723404255319, 'strategic planning interpretation planning documents takes consideration need carefully control visitor numbers prepare guidelines regulating')","(0.29565217391304344, 'n recalling decision com adopted session phnom penh n notes considerable steps taken state')","(0.2875, 'practices n commends state party organizing international workshop rice terrace')","(0.3793103448275862, 'recommendations sustainable development terraced cultural landscapes n encourages state')","(0.3548387096774194, 'recommendations sustainable development terraced cultural landscapes n encourages state party')","(0.3157894736842105, 'international workshop rice terrace landscapes takes note honghe recommendations sustainable development terraced cultural landscapes n encourages state')","(0.3082191780821918, 'international workshop rice terrace landscapes takes note honghe recommendations sustainable development terraced cultural landscapes n encourages')","(0.35, 'takes note honghe recommendations sustainable development terraced cultural landscapes n encourages state party maintain')","(0.3653846153846154, 'documents takes consideration need carefully control')","(0.29565217391304344, 'organizing international workshop rice terrace landscapes takes note honghe recommendations sustainable development')","(0.34408602150537637, 'note honghe recommendations sustainable development terraced cultural landscapes n encourages')"
