,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jul 25, 2010 Cultural Properties  Episcopal City of Albi France","(0.3294117647058824, 'conservation city enjoys considerable visual coherence attributable chromatic nuances')","(0.29452054794520544, 'nominated historic zone corresponds exactly renaissance boundaries city exceptions level integrity mainly attributed redevelopment urban districts')","(0.36363636363636365, 'monumental symbol gothic architectural style')","(0.327433628318584, 'urban settlement characteristic medieval renaissance europe n integrity authenticity n old architectural elements')","(0.37777777777777777, 'monitoring conservation protection coordinating various stakeholders relations inhabitants')","(0.32191780821917804, 'functions exercise recognised expertise municipality seen current coordinator system notably consultative management inhabitants conservation area')","(0.3913043478260869, 'plan n detail implement')","(0.3417721518987342, 'monuments satisfactory thanks appropriate conservation city enjoys considerable')","(0.339622641509434, 'zone property committee established responsible particular monitoring conservation protection coordinating')","(0.4117647058823529, 'malraux law conservation areas led')","(0.3648648648648649, 'disproportionate constructions peripheral districts especially south north')","(0.36111111111111116, 'established responsible particular monitoring conservation protection coordinating various stakeholders relations inhabitants n recommends state')","(0.30434782608695654, 'consultative management inhabitants conservation area includes property buffer zone property committee established responsible particular monitoring conservation')","(0.31182795698924726, 'albigensian crusade transformed symbolic episcopal city structured around cathedral episcopal')","(0.37662337662337664, 'system notably consultative management inhabitants conservation area includes')","(0.30952380952380953, 'historic urban landscape altered disproportionate constructions peripheral districts')","(0.4111111111111111, 'monitoring conservation protection coordinating various stakeholders relations inhabitants')","(0.31818181818181823, 'extension protection urban landscape announced area outside buffer')","(0.4878048780487805, 's main monuments protection french law so')","(0.32835820895522383, 'territorial cohesion plan n detail implement soon possible heritage')","(0.34065934065934067, 'conservation city enjoys considerable visual coherence attributable chromatic nuances local')","(0.4358974358974359, 'monitoring conservation protection coordinating various stakeholders relations')","(0.31756756756756754, 'protection enhancement plan followed approved protection arrangements adequate operate satisfactorily extension protection urban landscape announced')","(0.32885906040268453, 'zone property committee established responsible particular monitoring conservation protection coordinating various stakeholders relations inhabitants')","(0.3085106382978723, 'stakeholders well defined specialist functions exercise recognised expertise municipality seen')","(0.3913043478260869, 'monitoring conservation protection coordinating various stakeholders relations inhabitants n')","(0.3689320388349514, 'monitoring conservation protection coordinating various stakeholders relations inhabitants n recommends')","(0.3214285714285714, 'zone property committee established responsible particular monitoring conservation protection coordinating various stakeholders relations inhabitants n recommends state')","(0.345679012345679, 'zone property committee established responsible particular monitoring conservation protection coordinating various stakeholders relations inhabitants n recommends')","(0.3870967741935484, 'monitoring conservation protection coordinating various stakeholders relations inhabitants n recommends state party n ensure')","(0.475, 'malraux law conservation areas led early')","(0.2989690721649485, 'long term preservation n protection management requirements n episcopal city s main')","(0.3789473684210526, 'project approved protection enhancement plan followed approved protection arrangements adequate')"
"Jul 25, 2010 East Rennell Solomon Islands N 854","(0.36363636363636365, 'recommendation state party seeks international assistance world heritage fund')","(0.25806451612903225, 'nbsp adopted session seville n nbsp regrets state party submit report state conservation property requested world')","(0.38095238095238093, 'protection bill examination world heritage')","(0.3153153153153153, 'report state conservation property together information status world heritage protection bill examination world')","(0.3913043478260869, 'report state conservation property requested world heritage committee')","(0.28, 'party seeks international assistance world heritage fund establishment effective protection management system property n nbsp')","(0.4347826086956522, 'property s management n')","(0.3472222222222222, 'recommendation state party seeks international assistance world heritage')","(0.3152173913043478, 'conservation property together information status world heritage protection bill examination')","(0.3902439024390244, 'submit report state conservation property')","(0.3548387096774194, 'report state conservation property together information status')","(0.33333333333333337, 'report state conservation property together information status world heritage protection bill examination world heritage')","(0.28260869565217395, 'february detailed report state conservation property together information status world heritage protection bill examination world heritage')","(0.28378378378378377, 'committee n nbsp examined document whc com add n nbsp')","(0.36764705882352944, 'report state conservation property together information status world')","(0.28, 'conservation property together information status world heritage protection')","(0.30434782608695654, 'report state conservation property requested world heritage committee')","(0.3285714285714286, 'party seeks international assistance world heritage fund establishment')","(0.3571428571428571, 'governance capacity building project solomon islands may')","(0.33766233766233766, 'recommendation state party seeks international assistance world heritage fund')","(0.3586956521739131, 'conservation property together information status world heritage protection bill examination')","(0.42592592592592593, 'effective protection management system property n nbsp')","(0.3153846153846154, 'report state conservation property together information status world heritage protection bill examination world heritage committee')","(0.28695652173913044, 'session seville n nbsp regrets state party submit report state conservation property requested world')","(0.32499999999999996, 'may threatening property adjacent areas west rennell n nbsp reiterates')","(0.4025974025974026, 'report state conservation property together information status world heritage')","(0.32608695652173914, 'conservation property together information status world heritage protection bill examination')","(0.274074074074074, 'property s management n nbsp notes concern reports commercial logging may threatening property adjacent areas west rennell')","(0.29230769230769227, 'n nbsp regrets state party submit report state conservation property requested world heritage committee session n')","(0.3448275862068966, 'state conservation property requested world heritage committee session n nbsp welcomes reports australian government')","(0.4423076923076923, 'detailed report state conservation property together')","(0.28865979381443296, 'world heritage committee n nbsp examined document whc com add n nbsp')","(0.3466666666666667, 'effective protection management system property n nbsp requests state party')"
"Jul 25, 2010 Cultural Properties  Australian Convict Sites Australia","(0.3561643835616438, 'great nation states th th centuries important aspect human')","(0.3223684210526315, 'management property satisfactory conservation articulated around positive dynamic driven application conservation plans sites brickendon woolmers estate')","(0.3846153846153846, 'conservation n management systems sites')","(0.3679245283018868, 'n criterion vi transportation criminals delinquents political prisoners colonial lands great nation states')","(0.4642857142857143, 'conduct conservation management two sites would useful n')","(0.3382352941176471, 'give consideration removing anachronistic structures constructions old government house site cascades fremantle n distinguish structural')","(0.36363636363636365, 'various forms convict settlements')","(0.37142857142857144, 'constitute outstanding example way conventional forced labour national')","(0.35365853658536583, 'also protected environment protection biodiversity conservation act n direct major')","(0.4473684210526315, 'example way conventional forced labour')","(0.3650793650793651, 'application conservation plans sites brickendon woolmers estate')","(0.319672131147541, 'sure volunteer conservation work performed strict accordance conservation and or archaeology plans supervision experienced')","(0.3172413793103448, 'driven application conservation plans sites brickendon woolmers estate domains exception require ongoing assistance terms protection conservation')","(0.3058823529411765, 'cascades fremantle n distinguish structural components period use darlington cockatoo')","(0.41666666666666663, 'biodiversity conservation act n direct major threat sites')","(0.3880597014925373, 'environment protection biodiversity conservation act n direct major')","(0.4027777777777778, 'important consider visitor reception facilities development way respects')","(0.3650793650793651, 'centuries large european colonial states time abolition slavery')","(0.39655172413793105, 'require ongoing assistance terms protection conservation n')","(0.35064935064935066, 'conventional forced labour national prison systems transformed major european')","(0.388235294117647, 'conventional forced labour national prison systems transformed major european nations')","(0.421875, 'protected environment protection biodiversity conservation act n')","(0.326530612244898, 'protection management property satisfactory conservation articulated around positive dynamic driven application conservation plans sites brickendon')","(0.33043478260869563, 'good n protection management requirements n sites forming property inscribed national heritage list also')","(0.39583333333333337, 'inscribed national heritage list also protected environment protection biodiversity conservation')","(0.37662337662337664, 'constitute outstanding example way conventional forced labour national prison')","(0.3666666666666667, 'forming serial property n general protection management property satisfactory conservation')","(0.31612903225806455, 'property n general protection management property satisfactory conservation articulated around positive dynamic driven application conservation plans sites')","(0.3153846153846154, 'labour forming part british empire s vast colonial project illustrate variety creation penal colonies serve many')","(0.35344827586206895, 'consider visitor reception facilities development way respects landscape conservation sites n recommends state party')","(0.46808510638297873, 'make sure volunteer conservation work performed')","(0.29729729729729726, 'property n general protection management property satisfactory conservation articulated around positive dynamic')","(0.3829787234042553, 'property n general protection management property satisfactory conservation articulated around')"
"Jul 25, 2010 Cultural Properties  Extension of SaintSophia Cathedral and Related Monastic Buildings, Kiev Pechersk Lavra to include S","(0.33720930232558144, 'work carried complete conformity international standards supervision qualified manager')","(0.282258064516129, 'saint cyril s church byzantine churches mural scheme saint andrew s church stylistic genesis influence orthodox')","(0.375, 'recommendations decision com n implement')","(0.3211009174311926, 'reserve or national conservation area saint sophia kiev point considered conjunction recommendations decision')","(0.4098360655737705, 'national conservation area saint sophia kiev point considered')","(0.3157894736842105, 'considered conjunction recommendations decision com n implement unique system management involves various stakeholders properties the')","(0.40740740740740744, 'property s values implement')","(0.32894736842105265, 'building point considered conjunction recommendation decision com concerning')","(0.31818181818181823, 'work carried complete conformity international standards supervision qualified manager n')","(0.4, 'or national conservation area saint')","(0.33999999999999997, 'national conservation area saint sophia kiev point')","(0.3303571428571429, 'orthodox christian world n review boundaries around saint cyril s church order extend include')","(0.2790697674418605, 's church saint andrew s church ukraine world heritage list order allow state party to n')","(0.32558139534883723, 'considered conjunction recommendation decision com concerning buffer zone saint sophia')","(0.360655737704918, 'national conservation area saint sophia kiev point considered')","(0.3157894736842105, 'building point considered conjunction recommendation decision com concerning')","(0.37681159420289856, 'focus resolving problems unregulated urban development already raised')","(0.34328358208955223, 'concerning protection properties proposed extensions buffer zones n')","(0.4193548387096774, 'implementation protection property s various components buffer')","(0.3373493975903614, 'international standards supervision qualified manager n consider limiting excessive')","(0.3548387096774194, 'complete conformity international standards supervision qualified manager n consider limiting')","(0.44999999999999996, 'management plan properties buffer zones landscape protection')","(0.3362068965517241, 'texts concerning protection properties proposed extensions buffer zones n recommends state party to n clarify')","(0.31304347826086953, 'heritage list order allow state party to n review expand comparative analysis saint cyril')","(0.33333333333333337, 'applicable texts concerning protection properties proposed extensions buffer zones n')","(0.426829268292683, 'applicable texts concerning protection properties proposed extensions buffer zones')","(0.3548387096774194, 'problems unregulated urban development already raised highlighted reactive monitoring mission')","(0.32608695652173914, 'saint sophia cathedral n clarify texts responsibilities implementation protection property s various components buffer zones specify legal')","(0.33333333333333337, 'saint sophia cathedral n clarify texts responsibilities implementation protection property s various components buffer zones specify')","(0.3504273504273504, 'responsibilities implementation protection property s various components buffer zones specify legal status reserve or')","(0.4418604651162791, 'reserve or national conservation area saint')","(0.30927835051546393, 'orthodox christian world n review boundaries around saint cyril s church order')","(0.34615384615384615, 'reschedule project heavy interventions unstable soil supporting saint andrew s')"
"Jul 25, 2010 Cultural Properties  Prehistoric Rock Art Sites in the Cxc3xb4a Valley and Siega Verde Portugal  Spain","(0.3214285714285714, 'considerations also include examination artistic themes organization rock engravings')","(0.2983870967741935, 'art sites c ocirc a valley portugal siega verde spain consisting rocky cliffs carved fluvial erosion')","(0.36111111111111116, 'extension prehistoric rock art sites')","(0.31200000000000006, 'demonstrated stylistic comparative considerations also include examination artistic themes organization rock engravings caves')","(0.3287671232876712, 'considerations also include examination artistic themes organization rock')","(0.31851851851851853, 'adecocir association development region ciudad rodrigo adecocir manager responsible overall management maintenance siega verde security')","(0.368421052631579, 'o patrim oacute nio')","(0.33333333333333337, 'protected various national laws heritage protection planning declared')","(0.345679012345679, 'siega verde protected various national laws heritage protection planning declared')","(0.37209302325581395, 'management maintenance siega verde security')","(0.34545454545454546, 'since bic designation management delegated local action')","(0.30081300813008127, 'comprehensive cultural tourism strategy proposed extension provide world heritage centre detailed information progress made')","(0.32558139534883723, 'light upon one another constitute unrivalled source understanding palaeolithic art n criterion iii rock art foz')","(0.3033707865168539, 'develop comprehensive cultural tourism strategy proposed extension provide world heritage')","(0.33333333333333337, 'n criterion rock engravings foz c ocirc a')","(0.3205128205128205, 'property expressed primarily homogeneity continuity development within spatial')","(0.3880597014925373, 'verde designate special protection areas development might adverse')","(0.3278688524590164, 'n ensure full prompt implementation agreement signed december')","(0.423728813559322, 'various national laws heritage protection planning declared')","(0.3114754098360656, 'istituto de gest atilde o patrim oacute nio arquitect')","(0.3421052631578947, 'coordination protection management inscribed property foz c ocirc a proposed')","(0.47457627118644063, 'coordination protection management inscribed property foz c')","(0.2962962962962963, 'cultural interest protection implemented since bic designation management delegated local action group adecocir association development')","(0.30578512396694213, 'proposed extension well presentation promotion activities properties n ensure full prompt implementation agreement signed')","(0.33333333333333337, 'overlooking siega verde designate special protection areas development might adverse')","(0.3731343283582089, 'requirements n siega verde protected various national laws heritage')","(0.4078947368421053, 'coordination protection management inscribed property foz c ocirc a proposed')","(0.33108108108108103, 'protection implemented since bic designation management delegated local action group adecocir association development region ciudad rodrigo adecocir')","(0.3538461538461538, 'n continue efforts state parties initiated coordination protection management inscribed property foz c ocirc a proposed')","(0.371900826446281, 'local action group adecocir association development region ciudad rodrigo adecocir manager responsible overall management')","(0.36111111111111116, 'art n criterion iii rock art')","(0.30927835051546393, 'heritage protection planning declared bic bien de inter eacute s cultural property')","(0.3717948717948718, 'protected various national laws heritage protection planning declared bic bien')"
"Jul 25, 2010 Cultural Properties  Jantar Mantar, Jaipur India","(0.3866666666666667, 'sections designated monument national importance n main challenges property')","(0.32432432432432434, 'area temporary abandonment th century resulted frequent maintenance interventions various restorations period century nevertheless general integrity')","(0.4565217391304348, 'control time rational astrological forecasting')","(0.3529411764705882, 'give greater consideration present potential constraints arising urban development traffic environment property outside')","(0.3939393939393939, 'conceptions great observatory devised medieval world bears witness')","(0.33333333333333337, 'bears witness ancient cosmological astronomical scientific traditions shared major set western middle eastern asian african')","(0.40909090909090906, 'set up part management')","(0.368421052631579, 'universe society beliefs provides outstanding testimony ultimate culmination')","(0.3402061855670103, 'together observation universe society beliefs provides outstanding testimony ultimate culmination')","(0.3783783783783784, 'area temporary abandonment th century')","(0.3793103448275862, 'n give greater consideration present potential constraints')","(0.32352941176470584, 'together observation universe society beliefs provides outstanding testimony ultimate culmination scientific technical conceptions great')","(0.29605263157894735, 'jaipur outstanding example coming together observation universe society beliefs provides outstanding testimony ultimate culmination scientific technical')","(0.33333333333333337, 'example comprehensive set astronomical instruments heart royal capital end mughal')","(0.3855421686746988, 'frequent maintenance interventions various restorations period century nevertheless')","(0.3846153846153846, 'n jantar mantar protected rajasthan monuments archaeological site')","(0.3880597014925373, 'elements property n protection management measures n jantar')","(0.34426229508196726, 'monument national importance n main challenges property could')","(0.42307692307692313, 'elements property n protection management measures n')","(0.3586956521739131, 'interventions taken place authenticity generally unquestionable regard astronomical function')","(0.3448275862068966, 'conceptions great observatory devised medieval world bears witness ancient cosmological')","(0.42000000000000004, 'property n protection management measures n jantar')","(0.3377483443708609, 'regard plasters instrument graduations architectural interpretations immediate landscape environment elements property n protection management measures')","(0.30147058823529416, 'together observation universe society beliefs provides outstanding testimony ultimate culmination scientific technical conceptions great')","(0.35, 'concepts court scholarly prince end mughal period n jantar mantar')","(0.3647058823529412, 'interventions various restorations period century nevertheless general integrity site')","(0.449438202247191, 'constraints arising urban development traffic environment property outside current buffer')","(0.36241610738255037, 'architectural terms n give greater consideration present potential constraints arising urban development traffic environment property outside current')","(0.34042553191489366, 'architectural terms n give greater consideration present potential constraints arising urban development traffic environment property outside')","(0.39655172413793105, 'elements property n protection management measures n jantar mantar protected rajasthan monuments archaeological site')","(0.5, 'programme conservation works context n set')","(0.3055555555555556, 'protection management measures n jantar mantar protected rajasthan monuments archaeological site antiquities')","(0.32894736842105265, 'elements property n protection management measures n jantar mantar protected')"
"Jul 25, 2010 Establishment of the World Heritage List in Danger Inscribed Properties","(0.34523809523809523, 'following examination state conservation reports properties inscribed world heritage')","(0.2661290322580645, 'com whc com add n decides inscribe following properties list world heritage danger n n georgia')","(0.3548387096774194, 'danger n n georgia bagrati')","(0.3063063063063063, 'world heritage committee n following examination state conservation reports properties inscribed world heritage')","(0.41333333333333333, 'following examination state conservation reports properties inscribed world')","(0.2592592592592593, 'state conservation reports properties inscribed world heritage list whc com whc com add whc com')","(0.30000000000000004, 'properties world heritage list')","(0.368421052631579, 'n united states america everglades national park decision')","(0.3285714285714286, 'decision com n united states america everglades national park decision')","(0.3877551020408163, 'examination state conservation reports properties')","(0.30645161290322576, 'state conservation reports properties inscribed world heritage')","(0.2857142857142857, 'state conservation reports properties inscribed world heritage list whc com whc com add whc')","(0.31007751937984496, 'following examination state conservation reports properties inscribed world heritage list whc com whc com add whc')","(0.28378378378378377, 'decision com n uganda tombs buganda kings kasubi decision com')","(0.323943661971831, 'committee n following examination state conservation reports properties')","(0.295774647887324, 'committee n following examination state conservation reports properties')","(0.29850746268656714, 'inscribe following properties list world heritage danger n')","(0.27118644067796616, 'whc com add proposals inscription properties world heritage')","(0.33870967741935487, 'state conservation reports properties inscribed world heritage')","(0.33333333333333337, 'following examination state conservation reports properties inscribed world heritage')","(0.3448275862068966, 'committee n following examination state conservation reports properties inscribed world')","(0.34426229508196726, 'conservation reports properties inscribed world heritage list')","(0.3362068965517241, 'add proposals inscription properties world heritage list whc com whc com add n decides inscribe')","(0.28695652173913044, 'whc com add n decides inscribe following properties list world heritage danger n n')","(0.30000000000000004, 'state conservation reports properties inscribed world heritage list whc com')","(0.3571428571428571, 'following examination state conservation reports properties inscribed world heritage')","(0.29333333333333333, 'inscription properties world heritage list whc com whc com add')","(0.2962962962962963, 'com whc com add n decides inscribe following properties list world heritage danger n n georgia bagrati')","(0.3076923076923077, 'com whc com add n decides inscribe following properties list world heritage danger n n georgia')","(0.3168316831683168, 'add proposals inscription properties world heritage list whc com whc com add n decides')","(0.38983050847457623, 'following examination state conservation reports properties')","(0.2989690721649485, 'properties world heritage list whc com whc com add n decides inscribe')","(0.3033707865168539, 'following examination state conservation reports properties inscribed world heritage list')"
"Jul 25, 2010 Election of the Bureau of the 35th session of the World Heritage Committee June 2011","(0.28767123287671237, 'committee bahrain june accordance rule rules procedure world heritage')","(0.2661290322580645, 'adopted session seville elected bureau whose mandate began end session seville end session brasilia july august')","(0.3142857142857143, 'committee n nbsp recalling decision')","(0.26262626262626265, 'chairperson world heritage committee whose mandate begin end session committee brasilia end session')","(0.33333333333333337, 'bahrain june n mr ould sidi ali mali')","(0.2685185185185185, 'nbsp nbsp cambodia n nbsp nbsp nbsp estonia n nbsp nbsp nbsp south africa n')","(0.2727272727272727, 'august n decides elect')","(0.3114754098360656, 'session committee brasilia end session committee bahrain june')","(0.3076923076923077, 'procedure committee bureau following composition n h e sh mai')","(0.36363636363636365, 'mandate began end session seville')","(0.30000000000000004, 'composition n h e sh mai bint')","(0.3125, 'n decides elect accordance rule rules procedure committee bureau following composition n h e')","(0.28682170542635654, 'adopted session seville elected bureau whose mandate began end session seville end session brasilia july august')","(0.29729729729729726, 'end session committee bahrain june nbsp n barbados n nbsp')","(0.2833333333333333, 'seville end session brasilia july august n decides')","(0.2666666666666667, 'mandate begin end session committee brasilia end session')","(0.31343283582089554, 'decision com adopted session seville elected bureau whose')","(0.30508474576271183, 'n vice chairpersons world heritage committee whose mandates')","(0.3157894736842105, 'vice chairpersons world heritage committee whose mandates')","(0.29508196721311475, 'n mr ould sidi ali mali rapporteur world heritage')","(0.2727272727272727, 'composition n h e sh mai bint muhammad al khalifa')","(0.288135593220339, 'rule rules procedure committee bureau following composition')","(0.2844827586206896, 'following composition n h e sh mai bint muhammad al khalifa bahrain chairperson world heritage')","(0.29565217391304344, 'procedure committee bureau following composition n h e sh mai bint muhammad al khalifa')","(0.3375, 'adopted session seville elected bureau whose mandate began end session')","(0.33333333333333337, 'committee bahrain june accordance rule rules procedure world heritage')","(0.30666666666666664, 'session committee bahrain june n mr ould sidi ali mali')","(0.28888888888888886, 'n nbsp nbsp nbsp switzerland nbsp n vice chairpersons world heritage committee whose mandates begin end session')","(0.32307692307692304, 'adopted session seville elected bureau whose mandate began end session seville end session brasilia july august')","(0.28712871287128716, 'session committee bahrain june nbsp n barbados n nbsp nbsp nbsp cambodia n nbsp')","(0.32692307692307687, 'chairpersons world heritage committee whose mandates')","(0.27835051546391754, 'begin end session committee brasilia end session committee bahrain june nbsp n')","(0.2727272727272727, 'procedure committee bureau following composition n h e sh mai')"
"Jul 25, 2010 Cultural Properties  Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System Germany","(0.34246575342465757, 'control regional princes holy roman empire goslar one capitals')","(0.2875816993464052, 'parts property satisfactorily managed provided adequate structures competent staff architectural restoration conservation programme thus carried historic')","(0.36, 'comprehensive technological ensemble fields mining')","(0.3223140495867769, 'stakeholders involved conservation management serial property shortcomings must rapidly corrected general management plan')","(0.4411764705882353, 'restoration conservation programme thus carried historic town goslar')","(0.32867132867132864, 'restoration conservation programme thus carried historic town goslar development interpretation centre undertaken rammelsberg applies extension')","(0.3846153846153846, 'tourism n recommends state')","(0.3421052631578947, 'system technical company harzwasserwerke monastery foundation various mining')","(0.30107526881720426, 'water management system technical company harzwasserwerke monastery foundation various mining')","(0.37037037037037035, 'middle ages end th century')","(0.33783783783783783, 'stakeholders involved conservation management serial property shortcomings')","(0.31060606060606055, 'competent staff architectural restoration conservation programme thus carried historic town goslar development interpretation centre')","(0.3178294573643411, 'general management plan must drawn up overall vision conservation property s ouv future prospects particularly terms')","(0.32432432432432434, 'later periods control regional princes holy roman empire goslar one')","(0.3666666666666667, 'management use water mining purposes middle ages end')","(0.3571428571428571, 'water management system constitutes outstanding comprehensive technological ensemble')","(0.3880597014925373, 'lower saxony monument protection act nieders auml chsischen')","(0.31999999999999995, 'monument protection act nieders auml chsischen denkmalschutzgesetz protects')","(0.43137254901960786, 'vision conservation property s ouv future prospects')","(0.3513513513513513, 'alterations reconstructions taken place goslar period almost ten centuries')","(0.35789473684210527, 'town goslar development interpretation centre undertaken rammelsberg applies extension property')","(0.4126984126984127, 'unquestionable n protection managementrequirements n upper harz')","(0.31506849315068497, 'extent period continuous operation exceptional also provides characteristic example administrative commercial organization middle ages renaissance')","(0.31304347826086953, 'n copper lead tin mines rammelsberg mountain harz region worked continuously th century bear')","(0.32407407407407407, 'continuous operation exceptional also provides characteristic example administrative commercial organization')","(0.36250000000000004, 'restoration conservation programme thus carried historic town goslar development')","(0.3793103448275862, 'unquestionable n protection managementrequirements n upper harz water management system')","(0.31288343558282206, 'staff architectural restoration conservation programme thus carried historic town goslar development interpretation centre undertaken rammelsberg applies extension')","(0.3076923076923077, 'conservation property s ouv future prospects particularly terms development tourism n recommends state party n take')","(0.3533834586466166, 'restoration conservation programme thus carried historic town goslar development interpretation centre undertaken rammelsberg applies')","(0.45238095238095233, 'overall vision conservation property s ouv')","(0.28865979381443296, 'metal ore veins th th century became one seats holy roman empire')","(0.3563218390804598, 'unquestionable n protection managementrequirements n upper harz water management system')"
"Jul 25, 2010 Cultural Properties  Protourban Site of Sarazm Tajikistan","(0.34883720930232553, 'including initiatives carried international cooperation projects submit new management')","(0.2967741935483871, 'values property appropriately presented nbsp n strengthen training personnel employed reserve particularly connection international scientific conservation')","(0.3902439024390244, 'connections steppes central asia addition')","(0.34285714285714286, 'result current conservation works programmes still ill defined uncertainty precise boundaries proto urban')","(0.42028985507246375, 'scientific conservation cooperation projects nbsp n extend monitoring')","(0.3191489361702128, 'agrarianism subsequently exploitation mineral resources bronze age development handicrafts sarazm demonstrates existence inter regional trade')","(0.3846153846153846, 'gave birth saw development')","(0.3421052631578947, 'connection international scientific conservation cooperation projects nbsp n')","(0.3298969072164949, 'reserve particularly connection international scientific conservation cooperation projects nbsp n')","(0.41025641025641024, 'site sarazm connections steppes central')","(0.3780487804878049, 'particularly connection international scientific conservation cooperation projects')","(0.33599999999999997, 'cooperation scientific research conservation property remains crucial must proactively participate training local personnel n')","(0.30952380952380953, 'proto urbanization region reflected sophistication dwellings infrastructures archaeological findings came result complementarity initially pastoralism early agrarianism')","(0.3571428571428571, 'subsequently exploitation mineral resources bronze age development handicrafts sarazm demonstrates')","(0.4, 'research conservation property remains crucial must proactively participate')","(0.33333333333333337, 'synthesis n proto urban site sarazm archaeological site')","(0.35820895522388063, 'sarazm one places gave birth saw development major')","(0.359375, 'nomads mountains central asia agrarian peoples transoxiane later')","(0.4137931034482759, 'scientific conservation cooperation projects nbsp n extend')","(0.381578947368421, 'international cooperation projects currently way particular use non invasive')","(0.4148936170212766, 'connection international scientific conservation cooperation projects nbsp n extend monitoring')","(0.39655172413793105, 'conservation cooperation projects nbsp n extend monitoring')","(0.323943661971831, 'level training international cooperation scientific research conservation property remains crucial must proactively participate training local')","(0.29565217391304344, 'whether new protective shelters necessary raise awareness annual conservation monitoring report nbsp n draw')","(0.3125, 'plateau n criterion ii proto urban site sarazm bears testimony')","(0.4, 'nbsp n extend monitoring property include control agricultural housing')","(0.36, 'processes n protection management requirements n proto urban site sarazm')","(0.33333333333333337, 'jewellery proto urban site sarazm one places gave birth saw development major trans eurasian trade routes n')","(0.3076923076923077, 'jewellery proto urban site sarazm one places gave birth saw development major trans eurasian trade routes')","(0.3798449612403101, 'international scientific conservation cooperation projects nbsp n extend monitoring property include control agricultural housing')","(0.46808510638297873, 'made improve conservation property the craterre')","(0.32499999999999996, 'agrarianism subsequently exploitation mineral resources bronze age development handicrafts sarazm demonstrates existence')","(0.375, 'processes n protection management requirements n proto urban site sarazm')"
