,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jun 15, 2014 Lakes of Ounianga Chad N 1400","(0.326530612244898, 'conservation property implementation recommendations adopted time inscription property examination')","(0.26206896551724135, 'conservation report requested world heritage committee session saint petersburg welcomes publication management plan property requested committee')","(0.34090909090909094, 'conservation report requested world heritage')","(0.3267326732673267, 'state party implement recommendations contained decision com adopted time inscription property n also')","(0.37142857142857144, 'submitted state conservation report requested world heritage committee')","(0.2991452991452992, 'plan property requested committee n requests state party implement management plan property provide adequate staffing')","(0.3548387096774194, 'party implement management plan')","(0.37142857142857144, 'submitted state conservation report requested world heritage committee')","(0.3414634146341463, 'state party submitted state conservation report requested world heritage committee')","(0.37777777777777777, 'submitted state conservation report requested')","(0.31081081081081086, 'summary state conservation property implementation recommendations adopted')","(0.291970802919708, 'executive summary state conservation property implementation recommendations adopted time inscription property examination world heritage')","(0.2945736434108527, 'recommendations contained decision com adopted time inscription property n also requests state party submit world heritage')","(0.29000000000000004, 'summary state conservation property implementation recommendations adopted time inscription property')","(0.379746835443038, 'summary state conservation property implementation recommendations adopted time')","(0.313953488372093, 'conservation property implementation recommendations adopted time inscription property')","(0.32835820895522383, 'requested committee n requests state party implement management')","(0.3023255813953488, 'conservation property implementation recommendations adopted time inscription property')","(0.3770491803278688, 'implement recommendations contained decision com adopted time')","(0.3287671232876712, 'publication management plan property requested committee n requests state')","(0.32692307692307687, 'conservation property implementation recommendations adopted time inscription property examination world')","(0.38961038961038963, 'conservation property implementation recommendations adopted time inscription')","(0.30612244897959184, 'executive summary state conservation property implementation recommendations adopted time inscription property examination world heritage committee')","(0.29565217391304344, 'recommendations contained decision com adopted time inscription property n also requests state party submit')","(0.30000000000000004, 'com add n recalling decision com adopted session saint petersburg')","(0.4065934065934066, 'implementation recommendations adopted time inscription property examination world heritage')","(0.34615384615384615, 'conservation property implementation recommendations adopted time inscription property examination world')","(0.29374999999999996, 'centre february report including page executive summary state conservation property implementation recommendations adopted time inscription property examination')","(0.277027027027027, 'centre february report including page executive summary state conservation property implementation recommendations adopted time inscription property')","(0.3138686131386861, 'executive summary state conservation property implementation recommendations adopted time inscription property examination world heritage')","(0.4117647058823529, 'party submitted state conservation report requested')","(0.27835051546391754, 'resources end n also reiterates request state party implement recommendations contained decision')","(0.3146067415730337, 'heritage committee session saint petersburg welcomes publication management plan property')"
"Jun 15, 2014 Ksar AitBenHaddou Morocco C 444","(0.3013698630136986, 'achieved management conservation property n requests state party submit')","(0.27419354838709675, 'decision com adopted session unesco n commends state party efforts achieved management conservation property n requests')","(0.368421052631579, 'conservation property n requests state')","(0.306930693069307, 'efforts achieved management conservation property n requests state party submit world heritage centre')","(0.390625, 'achieved management conservation property n requests state party')","(0.2846153846153846, 'requests state party submit world heritage centre detailed information management system established positive impact commissioning')","(0.36363636363636365, 'party efforts achieved management')","(0.303030303030303, 'party efforts achieved management conservation property n requests')","(0.29761904761904767, 'good practice integrated management urban ensemble including historic area inscribed')","(0.39534883720930236, 'management conservation property n requests')","(0.2909090909090909, 'management conservation property n requests state party')","(0.2767857142857143, 'world heritage committee n n examined document whc com add n recalling decision com')","(0.2945736434108527, 'unesco n commends state party efforts achieved management conservation property n requests state party submit world')","(0.28378378378378377, 'bridge linking two banks oued el maleh may used example')","(0.375, 'achieved management conservation property n requests state party')","(0.303030303030303, 'party efforts achieved management conservation property n requests')","(0.28358208955223885, 'decision com adopted session unesco n commends state')","(0.2807017543859649, 'conservation property n requests state party submit world')","(0.4363636363636364, 'management conservation property n requests state party')","(0.31818181818181823, 'conservation property n requests state party submit world heritage')","(0.31506849315068497, 'conservation property n requests state party submit world heritage centre')","(0.3921568627450981, 'conservation property n requests state party submit')","(0.2844827586206896, 'world heritage committee n n examined document whc com add n recalling decision com adopted')","(0.28695652173913044, 'n n examined document whc com add n recalling decision com adopted session unesco')","(0.2875, 'bridge linking two banks oued el maleh may used example')","(0.3939393939393939, 'conservation property n requests state party submit world heritage')","(0.36, 'conservation property n requests state party submit world heritage centre')","(0.28888888888888886, 'unesco n commends state party efforts achieved management conservation property n requests state party submit world heritage')","(0.27692307692307694, 'unesco n commends state party efforts achieved management conservation property n requests state party submit world')","(0.2946428571428571, 'conservation property n requests state party submit world heritage centre detailed information management system')","(0.5510204081632653, 'management conservation property n requests state')","(0.27835051546391754, 'add n recalling decision com adopted session unesco n commends state party')","(0.32098765432098764, 'party adopt approach focused historic urban landscape additional tool sustainable')"
"Jun 15, 2014 Khor Dubai Dubai Creek United Arab Emirates","(0.33783783783783783, 'role historic dubai international trade centre natural harbour demonstrate')","(0.29032258064516125, 'n examined documents whc com whc com inf n defers examination nomination khor dubai dubai creek')","(0.33333333333333337, 'nomination khor dubai dubai creek')","(0.31034482758620685, 'analysis role historic dubai international trade centre natural harbour demonstrate uniqueness preservation waterway')","(0.31818181818181823, 'demonstrate uniqueness preservation waterway feature role n better')","(0.2954545454545454, 'existing legal regulatory protection mechanisms historic areas natural elements prove effectiveness management system control direct')","(0.3928571428571429, 'areas natural elements prove')","(0.33333333333333337, 'develop analysis role historic dubai international trade centre')","(0.3058823529411765, 'role historic dubai international trade centre natural harbour demonstrate uniqueness')","(0.368421052631579, 'management system control direct urban')","(0.34375, 'regulatory protection mechanisms historic areas natural elements')","(0.2983870967741935, 'analysis role historic dubai international trade centre natural harbour demonstrate uniqueness preservation waterway feature')","(0.2790697674418605, 'n examined documents whc com whc com inf n defers examination nomination khor dubai dubai creek')","(0.28735632183908044, 'feature role n better explain uniqueness technological elements characteristic historic')","(0.3013698630136986, 'natural harbour demonstrate uniqueness preservation waterway feature role')","(0.3125, 'limits nominated property buffer zone relation proposed criteria')","(0.3731343283582089, 'management system control direct urban development plans within')","(0.31746031746031744, 'zone relation proposed criteria ongoing urban development plans')","(0.3846153846153846, 'buffer zone relation proposed criteria ongoing urban')","(0.3571428571428571, 'dubai international trade centre natural harbour demonstrate uniqueness preservation')","(0.388235294117647, 'role historic dubai international trade centre natural harbour demonstrate uniqueness')","(0.375, 'regulatory protection mechanisms historic areas natural elements')","(0.27586206896551724, 'world heritage committee n n examined documents whc com whc com inf n defers examination')","(0.27826086956521734, 'system control direct urban development plans within property n n n recommends state party')","(0.30000000000000004, 'property buffer zone relation proposed criteria ongoing urban development plans')","(0.3513513513513513, 'role historic dubai international trade centre natural harbour demonstrate')","(0.4, 'control direct urban development plans within property n n n')","(0.3037037037037037, 'property buffer zone relation proposed criteria ongoing urban development plans n deepen urban historic comparative analysis order')","(0.3307692307692308, 'property buffer zone relation proposed criteria ongoing urban development plans n deepen urban historic comparative analysis')","(0.3548387096774194, 'protection mechanisms historic areas natural elements prove effectiveness management system control direct urban development')","(0.3666666666666667, 'harbour demonstrate uniqueness preservation waterway feature')","(0.28865979381443296, 'property buffer zone relation proposed criteria ongoing urban development plans n deepen')","(0.3222222222222222, 'legal regulatory protection mechanisms historic areas natural elements prove effectiveness')"
"Jun 15, 2014 Lumbini, the Birthplace of the Lord Buddha Nepal C 666rev","(0.3013698630136986, 'funds completion kenzo tange master plan n urges state')","(0.2679738562091504, 'development project within property adjacent areas identified potential archaeological significance completion imp conducting heritage impact assessments')","(0.3421052631578947, 'conservation measures taken property n')","(0.35789473684210527, 'assessment eia well conservation measures taken property n also notes awareness raising efforts')","(0.36764705882352944, 'restoration new construction vicinity property world heritage centre')","(0.31304347826086953, 'framework document continue work finalization integrated management plan process imp also urges state party approve')","(0.3939393939393939, 'party adopt integrated management')","(0.38961038961038963, 'integrated management framework document management plan environmental impact')","(0.388235294117647, 'state party adopt integrated management framework document continue work finalization')","(0.41666666666666663, 'eia well conservation measures taken')","(0.33999999999999997, 'eia well conservation measures taken property n')","(0.2846153846153846, 'developing integrated management framework document management plan environmental impact assessment eia well conservation measures')","(0.2790697674418605, 'com n recalling decision com adopted session saint petersburg n notes progress made developing integrated management')","(0.32432432432432434, 'funds completion kenzo tange master plan n urges state party')","(0.3666666666666667, 'well conservation measures taken property n also notes')","(0.3291139240506329, 'within property adjacent areas identified potential archaeological significance')","(0.35820895522388063, 'notably publication two books lumbini development undp unesco')","(0.3132530120481928, 'identified potential archaeological significance completion imp conducting heritage')","(0.40740740740740744, 'state party develop strategy protection larger greater')","(0.3278688524590164, 'integrated management plan process imp also urges state party')","(0.3580246913580247, 'construction vicinity property world heritage centre review world heritage centre')","(0.3870967741935484, 'submit information proposed major restoration new construction')","(0.3191489361702128, 'development project within property adjacent areas identified potential archaeological significance completion imp conducting heritage impact')","(0.30434782608695654, 'vicinity property n also requests state party submit world heritage centre december updated report')","(0.3125, 'com n recalling decision com adopted session saint petersburg n')","(0.44594594594594594, 'construction vicinity property world heritage centre review world heritage')","(0.3707865168539326, 'submit detailed information development submit information proposed major restoration new')","(0.2777777777777778, 'greater lumbini area requests state party submit detailed information development submit information proposed major restoration new construction')","(0.30000000000000004, 'heritage cultural properties n notes concern proposed development lumbini world peace city greater lumbini area requests')","(0.34959349593495936, 'requests state party submit detailed information development submit information proposed major restoration new construction')","(0.4893617021276596, 'assessment eia well conservation measures taken')","(0.28865979381443296, 'brochure raise funds completion kenzo tange master plan n urges state party')","(0.3295454545454546, 'heritage centre advisory bodies accordance paragraph operational guidelines n encourages')"
"Jun 15, 2014 Medieval Monuments in Kosovo Serbia C 724 bis","(0.273972602739726, 'committee n n decides adjourn debate agenda item next')","(0, '')","(0.22580645161290325, 'committee n n decides adjourn')","(0, '')","(0.2222222222222222, 'committee n n decides adjourn debate agenda item')","(0, '')","(0.31034482758620685, 'decides adjourn debate agenda')","(0.196078431372549, 'world heritage committee n n decides adjourn debate')","(0.16923076923076918, 'world heritage committee n n decides adjourn debate agenda item')","(0.2666666666666667, 'heritage committee n n decides')","(0.21999999999999997, 'n decides adjourn debate agenda item next')","(0, '')","(0, '')","(0.20270270270270274, 'world heritage committee n n decides adjourn debate agenda item')","(0.21666666666666667, 'committee n n decides adjourn debate agenda item')","(0.21666666666666667, 'world heritage committee n n decides adjourn debate')","(0.23880597014925375, 'committee n n decides adjourn debate agenda item')","(0.22916666666666663, 'committee n n decides adjourn debate agenda item')","(0.2666666666666667, 'heritage committee n n decides adjourn debate')","(0.180327868852459, 'committee n n decides adjourn debate agenda item next')","(0.24242424242424243, 'committee n n decides adjourn debate agenda item next ordinary')","(0.26530612244897955, 'n n decides adjourn debate agenda item')","(0, '')","(0, '')","(0.26249999999999996, 'committee n n decides adjourn debate agenda item next ordinary')","(0.234375, 'committee n n decides adjourn debate agenda item next')","(0.24, 'committee n n decides adjourn debate agenda item next ordinary')","(0, '')","(0, '')","(0, '')","(0.22499999999999998, 'adjourn debate agenda item next ordinary')","(0.23711340206185572, 'world heritage committee n n decides adjourn debate agenda item next ordinary')","(0.21212121212121215, 'world heritage committee n n decides adjourn debate agenda item')"
"Jun 15, 2014 Mahabodhi Temple Complex at Bodh Gaya India C 1056rev","(0.273972602739726, 'advisory bodies n requests state party keep world heritage')","(0.25, 'world heritage committee n n examined document whc com n recalling decision com adopted session saint')","(0.32608695652173914, 'recommendations february world heritage centre')","(0.33333333333333337, 'recommendations february world heritage centre icomos iccrom joint reactive monitoring mission n requests')","(0.3125, 'management plan formal adoption buffer zone regulations formally')","(0.27350427350427353, 'recommendations february world heritage centre icomos iccrom joint reactive monitoring mission n requests state party')","(0.37037037037037035, 'party measures taken ensure')","(0.3142857142857143, 'including recommendations february world heritage centre icomos iccrom')","(0.30379746835443033, 'visitors protection property n notes progress made previous decisions committee')","(0.3421052631578947, 'management plan formal adoption buffer')","(0.2962962962962963, 'adoption buffer zone regulations formally submit minor')","(0.2857142857142857, 'electronic version three printed copies management plan world heritage centre review advisory bodies n')","(0.33333333333333337, 'printed copies management plan world heritage centre review advisory bodies n requests state party keep world')","(0.26249999999999996, 'regulations formally submit minor boundary modification property n also requests')","(0.2833333333333333, 'document whc com n recalling decision com adopted')","(0.2698412698412699, 'heritage centre icomos iccrom joint reactive monitoring mission')","(0.34328358208955223, 'visitors protection property n notes progress made previous')","(0.3392857142857143, 'joint reactive monitoring mission n requests state party')","(0.42000000000000004, 'visitors protection property n notes progress made')","(0.2894736842105263, 'including recommendations february world heritage centre icomos iccrom joint')","(0.26190476190476186, 'expedite completion management plan formal adoption buffer zone regulations formally')","(0.36, 'protection property n notes progress made previous')","(0.2698412698412699, 'decisions committee including recommendations february world heritage centre icomos iccrom joint reactive monitoring mission n')","(0.28695652173913044, 'n n examined document whc com n recalling decision com adopted session saint petersburg')","(0.3125, 'com n recalling decision com adopted session saint petersburg n')","(0.328125, 'advisory bodies n requests state party keep world heritage')","(0.31999999999999995, 'version three printed copies management plan world heritage centre review')","(0.28148148148148144, 'state party measures taken ensure safety visitors protection property n notes progress made previous decisions committee including')","(0.30000000000000004, 'also requests state party provide electronic version three printed copies management plan world heritage centre review')","(0.3113207547169812, 'boundary modification property n also requests state party provide electronic version three printed copies')","(0.37209302325581395, 'safety visitors protection property n notes')","(0.27835051546391754, 'n recalling decision com adopted session saint petersburg n regrets unfortunate incident')","(0.3291139240506329, 'visitors protection property n notes progress made previous decisions committee')"
"Jun 15, 2014 Keoladeo National Park N 340 India","(0.31506849315068497, 'centre december n n clear time series data water')","(0.28859060402684567, 'party continue ecological monitoring programmes satellite wetlands ensure continue perform critical supporting role maintaining outstanding universal')","(0.38095238095238093, 'state party continue ecological monitoring')","(0.31481481481481477, 'supporting role maintaining outstanding universal value property requests state party provide world heritage')","(0.35185185185185186, 'centre december n n clear time series data')","(0.3035714285714286, 'n n also welcomes reported participation local communities various aspects management property urges state party')","(0.3870967741935484, 'copies draft revised management')","(0.32307692307692304, 'communities various aspects management property urges state party')","(0.3294117647058824, 'participation local communities various aspects management property urges state party')","(0.37777777777777777, 'executive summary state conservation property')","(0.32352941176470584, 'summary state conservation property implementation above examination')","(0.30597014925373134, 'ecological monitoring programmes satellite wetlands ensure continue perform critical supporting role maintaining outstanding universal')","(0.3023255813953488, 'com n recalling decision com adopted session saint petersburg n welcomes continuing efforts state party replenish')","(0.2857142857142857, 'wetlands ensure continue perform critical supporting role maintaining outstanding universal')","(0.3513513513513513, 'summary state conservation property implementation above examination world')","(0.3492063492063492, 'project n encourages state party continue ecological monitoring')","(0.37662337662337664, 'immediate vicinity property including information development regulated avoid')","(0.30666666666666664, 'continue perform critical supporting role maintaining outstanding universal')","(0.36764705882352944, 'summary state conservation property implementation above examination')","(0.33333333333333337, 'communities various aspects management property urges state party ensure')","(0.3484848484848485, 'centre december n n clear time series data water flows')","(0.37681159420289856, 'conservation property implementation above examination world heritage')","(0.3017241379310345, 'property requests state party provide world heritage centre december n n clear time series data')","(0.28695652173913044, 'n n examined document whc com n recalling decision com adopted session saint petersburg')","(0.3125, 'com n recalling decision com adopted session saint petersburg n')","(0.3855421686746988, 'summary state conservation property implementation above examination world heritage')","(0.3804347826086957, 'iucn n information development immediate vicinity property including information development')","(0.31333333333333335, 'heritage centre iucn n information development immediate vicinity property including information development regulated avoid negative impacts property')","(0.2992700729927007, 'project n encourages state party continue ecological monitoring programmes satellite wetlands ensure continue perform critical supporting')","(0.3275862068965517, 'regard notes appreciation completion govardhan drain project n encourages state party continue ecological monitoring')","(0.4107142857142857, 'summary state conservation property implementation above')","(0.3298969072164949, 'party provide world heritage centre december n n clear time series data')","(0.3291139240506329, 'regard notes appreciation completion govardhan drain project n encourages state')"
"Jun 15, 2014 Masjede Jame of Isfahan Islamic Republic of Iran C 1397","(0.3013698630136986, 'wider setting n welcomes invitation state party host icomos')","(0.29166666666666663, 'recommendation state party heritage impact assessments carried future developments buffer zone rehabilitation surrounding historic bazaar ensure')","(0.3555555555555555, 'conservation property including progress made')","(0.3305084745762712, 'develop adopt implement integrated conservation management plan well elaborate mechanisms monitoring urban development')","(0.3571428571428571, 'adopt implement integrated conservation management plan well elaborate')","(0.29850746268656714, 'integrated conservation management plan well elaborate mechanisms monitoring urban development n reiterates recommendation state party')","(0.3448275862068966, 'party develop adopt implement')","(0.33333333333333337, 'urban development n reiterates recommendation state party heritage')","(0.3076923076923077, 'state conservation property including progress made implementation recommendations examination committee')","(0.41025641025641024, 'n reiterates recommendation state party')","(0.32307692307692304, 'integrated conservation management plan well elaborate mechanisms')","(0.3035714285714286, 'com adopted session phnom penh n notes progress made revision meydan e atiq project')","(0.3076923076923077, 'integrated conservation management plan well elaborate mechanisms monitoring urban development n reiterates recommendation state party heritage')","(0.3076923076923077, 'state conservation property including progress made implementation recommendations examination committee')","(0.35526315789473684, 'integrated conservation management plan well elaborate mechanisms monitoring')","(0.30000000000000004, 'management plan well elaborate mechanisms monitoring urban development')","(0.35365853658536583, 'state conservation property including progress made implementation recommendations')","(0.28378378378378377, 'zone rehabilitation surrounding historic bazaar ensure developments impact')","(0.38983050847457623, 'summary state conservation property including progress made')","(0.3292682926829268, 'integrated conservation management plan well elaborate mechanisms monitoring urban')","(0.3146067415730337, 'recommendation state party heritage impact assessments carried future developments buffer')","(0.3939393939393939, 'state conservation property including progress made implementation')","(0.2931034482758621, 'n recalling decision com adopted session phnom penh n notes progress made revision meydan e')","(0.2846715328467153, 'including page executive summary state conservation property including progress made implementation recommendations examination committee')","(0.30000000000000004, 'made revision meydan e atiq project response committees request n')","(0.3191489361702128, 'state conservation property including progress made implementation recommendations examination')","(0.3653846153846154, 'state conservation property including progress made implementation recommendations examination committee')","(0.32666666666666666, 'integrated conservation management plan well elaborate mechanisms monitoring urban development n reiterates recommendation state party heritage impact')","(0.3076923076923077, 'com n recalling decision com adopted session phnom penh n notes progress made revision meydan e')","(0.33043478260869563, 'plan well elaborate mechanisms monitoring urban development n reiterates recommendation state party heritage impact')","(0.4444444444444444, 'implement integrated conservation management plan well')","(0.28865979381443296, 'phnom penh n notes progress made revision meydan e atiq project response')","(0.29761904761904767, 'party develop adopt implement integrated conservation management plan well elaborate')"
"Jun 15, 2014 MontSaintMichel and its Bay France C 80bis","(0.30208333333333337, 'coordinator appointed implementation include establishment coordinating committee requests state')","(0.27819548872180455, 'saint petersburg sessions respectively n commends state party progress made defining strengthening protection immediate wider setting')","(0.34883720930232553, 'protection immediate wider setting property')","(0.29565217391304344, 'strengthening protection immediate wider setting property and particular developing specific visual modelling tools')","(0.33333333333333337, 'notes satisfaction recommendations joint world heritage centre icomos')","(0.29230769230769227, 'satisfaction recommendations joint world heritage centre icomos reactive monitoring mission related pathway bridge pont passerelle')","(0.3913043478260869, 'n also notes management')","(0.328125, 'issues n notes satisfaction recommendations joint world heritage')","(0.3033707865168539, 'notes satisfaction recommendations joint world heritage centre icomos reactive monitoring')","(0.32432432432432434, 'management plan world heritage centre')","(0.3278688524590164, 'strengthening protection immediate wider setting property and')","(0.2857142857142857, 'n recalling decisions com com adopted unesco saint petersburg sessions respectively n commends state')","(0.28682170542635654, 'world heritage centre icomos reactive monitoring mission related pathway bridge pont passerelle car park urban plan')","(0.28378378378378377, 'world heritage centre review advisory bodies n urges state party')","(0.30000000000000004, 'recommendations joint world heritage centre icomos reactive monitoring')","(0.2833333333333333, 'car park urban plan barracks planting plans cloisters')","(0.3571428571428571, 'defining strengthening protection immediate wider setting property and')","(0.31666666666666665, 'management plan world heritage centre review advisory bodies')","(0.38095238095238093, 'progress made defining strengthening protection immediate wider')","(0.2962962962962963, 'defining strengthening protection immediate wider setting property and particular')","(0.313953488372093, 'recommendations joint world heritage centre icomos reactive monitoring mission related')","(0.47540983606557374, 'strengthening protection immediate wider setting property and')","(0.30578512396694213, 'practice world heritage properties facing similar issues n notes satisfaction recommendations joint world heritage centre')","(0.30952380952380953, 'strengthening protection immediate wider setting property and particular developing specific visual modelling tools addressing')","(0.30952380952380953, 'progress made defining strengthening protection immediate wider setting property and')","(0.33333333333333337, 'defining strengthening protection immediate wider setting property and particular')","(0.3695652173913043, 'defining strengthening protection immediate wider setting property and particular developing')","(0.2953020134228188, 'progress made defining strengthening protection immediate wider setting property and particular developing specific visual modelling tools addressing')","(0.3153846153846154, 'n commends state party progress made defining strengthening protection immediate wider setting property and particular developing')","(0.31092436974789917, 'satisfaction recommendations joint world heritage centre icomos reactive monitoring mission related pathway bridge pont')","(0.36170212765957444, 'management plan property developed input icomos')","(0.27835051546391754, 'management plan world heritage centre review advisory bodies n urges state party')","(0.34782608695652173, 'defining strengthening protection immediate wider setting property and particular developing')"
"Jun 15, 2014 Manas Wildlife Sanctuary India N 338","(0.31868131868131866, 'conservation property implementation updates financial situation property examination world')","(0.29166666666666663, 'deterioration security situation associated reported surge poaching concerns regarding encroachment could create conditions re inscribe property')","(0.33333333333333337, 'conditions re inscribe property list')","(0.3305785123966942, 'rhinoceros well development comprehensive eastern swamp deer translocation protocol implementation anticipated commence n')","(0.34615384615384615, 'summary state conservation property implementation updates financial situation')","(0.28787878787878785, 'n also notes utmost concern reported deterioration security situation property considers deterioration security situation associated')","(0.34782608695652173, 'state party take urgent')","(0.35064935064935066, 'eastern swamp deer translocation protocol implementation anticipated commence')","(0.3563218390804598, 'deer translocation protocol implementation anticipated commence n notes serious concern')","(0.38095238095238093, 'maintain effective patrolling order secure')","(0.3125, 'poaching concerns regarding encroachment could create conditions')","(0.33333333333333337, 'greater one horned rhinoceros well development comprehensive eastern swamp deer translocation protocol implementation anticipated')","(0.30000000000000004, 'security situation property considers deterioration security situation associated reported surge poaching concerns regarding encroachment could create')","(0.2912621359223301, 'development comprehensive eastern swamp deer translocation protocol implementation anticipated commence')","(0.33766233766233766, 'property considers deterioration security situation associated reported surge')","(0.32835820895522383, 'regarding encroachment could create conditions re inscribe property')","(0.36, 'reintroduction greater one horned rhinoceros well development comprehensive')","(0.3380281690140845, 'deer translocation protocol implementation anticipated commence n notes')","(0.3529411764705882, 'executive summary state conservation property implementation updates')","(0.3076923076923077, 'conservation property implementation updates financial situation property examination world')","(0.31999999999999995, 'conservation property implementation updates financial situation property examination world heritage')","(0.41428571428571426, 'security situation property considers deterioration security situation')","(0.32539682539682535, 'poaching nearly one third recovering rhino population sharp reminder fragility property recovering outstanding universal value')","(0.32835820895522383, 'utmost concern reported deterioration security situation property considers deterioration security situation associated reported surge')","(0.3125, 'com n recalling decision com taken session saint petersburg n')","(0.359375, 'conditions re inscribe property list world heritage danger n')","(0.3529411764705882, 'one horned rhinoceros well development comprehensive eastern swamp deer translocation')","(0.32608695652173914, 'protocol implementation anticipated commence n notes serious concern reported recent poaching nearly one third recovering rhino population')","(0.3197278911564626, 'appreciation positive results achieved reintroduction greater one horned rhinoceros well development comprehensive eastern swamp deer translocation')","(0.33333333333333337, 'deterioration security situation property considers deterioration security situation associated reported surge poaching concerns regarding')","(0.43103448275862066, 'summary state conservation property implementation updates')","(0.3113207547169812, 'results achieved reintroduction greater one horned rhinoceros well development comprehensive eastern swamp')","(0.38095238095238093, 'protocol implementation anticipated commence n notes serious concern reported recent')"
