,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Oct 22, 1979 Appeal of Mrs ElSadat","(0.23287671232876717, 'committee fully supported appeal launched mrs el sadat assistance')","(0.217741935483871, 'launched mrs el sadat assistance preserving islamic heritage cairo members declared would transmit details appeal respective')","(0.25, 'would transmit details appeal respective')","(0.24, 'el sadat assistance preserving islamic heritage cairo members declared would transmit details appeal')","(0.27419354838709675, 'islamic heritage cairo members declared would transmit details')","(0.22123893805309736, 'appeal launched mrs el sadat assistance preserving islamic heritage cairo members declared would transmit details')","(0.30000000000000004, 'islamic heritage cairo members')","(0.2666666666666667, 'launched mrs el sadat assistance preserving islamic heritage')","(0.2597402597402597, 'supported appeal launched mrs el sadat assistance preserving islamic heritage')","(0.28205128205128205, 'islamic heritage cairo members declared')","(0.21568627450980393, 'mrs el sadat assistance preserving islamic heritage')","(0.2410714285714286, 'appeal launched mrs el sadat assistance preserving islamic heritage cairo members declared would transmit')","(0.22480620155038755, 'launched mrs el sadat assistance preserving islamic heritage cairo members declared would transmit details appeal respective')","(0.25, 'assistance preserving islamic heritage cairo members declared would transmit details')","(0.25373134328358204, 'assistance preserving islamic heritage cairo members declared would')","(0.2222222222222222, 'cairo members declared would transmit details appeal respective')","(0.22388059701492535, 'el sadat assistance preserving islamic heritage cairo members')","(0.2833333333333333, 'launched mrs el sadat assistance preserving islamic heritage')","(0.29508196721311475, 'assistance preserving islamic heritage cairo members declared')","(0.23684210526315785, 'assistance preserving islamic heritage cairo members declared would transmit')","(0.27380952380952384, 'assistance preserving islamic heritage cairo members declared would transmit details')","(0.2777777777777778, 'islamic heritage cairo members declared would transmit')","(0.27586206896551724, 'appeal launched mrs el sadat assistance preserving islamic heritage cairo members declared would transmit details')","(0.23478260869565215, 'appeal launched mrs el sadat assistance preserving islamic heritage cairo members declared would transmit')","(0.22619047619047616, 'assistance preserving islamic heritage cairo members declared would transmit details')","(0.22368421052631582, 'assistance preserving islamic heritage cairo members declared would transmit')","(0.26190476190476186, 'assistance preserving islamic heritage cairo members declared would transmit details')","(0.2148148148148148, 'committee fully supported appeal launched mrs el sadat assistance preserving islamic heritage cairo members declared would transmit')","(0.2384615384615385, 'committee fully supported appeal launched mrs el sadat assistance preserving islamic heritage cairo members declared would')","(0.22522522522522526, 'el sadat assistance preserving islamic heritage cairo members declared would transmit details appeal respective')","(0.28846153846153844, 'assistance preserving islamic heritage cairo members')","(0.20618556701030932, 'el sadat assistance preserving islamic heritage cairo members declared would transmit details')","(0.275, 'islamic heritage cairo members declared would transmit details appeal respective')"
"Oct 22, 1979 Charter on the rights and obligations relating to towns inscribed on the World Heritage List CracowQuito","(0.21052631578947367, 'committee noted draft charter prepared jointly ecuadorian polish authorities')","(0, '')","(0.2647058823529411, 'question decided take matter later')","(0.23809523809523814, 'committee noted draft charter prepared jointly ecuadorian polish authorities question decided take matter')","(0.265625, 'committee noted draft charter prepared jointly ecuadorian polish')","(0, '')","(0.26315789473684215, 'ecuadorian polish authorities question')","(0.265625, 'ecuadorian polish authorities question decided take matter later')","(0.25609756097560976, 'draft charter prepared jointly ecuadorian polish authorities question decided take')","(0.25, 'polish authorities question decided take')","(0.25, 'draft charter prepared jointly ecuadorian polish authorities')","(0.25, 'committee noted draft charter prepared jointly ecuadorian polish authorities question decided take matter later')","(0, '')","(0.20731707317073167, 'draft charter prepared jointly ecuadorian polish authorities question decided take')","(0.23529411764705888, 'prepared jointly ecuadorian polish authorities question decided take')","(0.25, 'ecuadorian polish authorities question decided take matter later')","(0.22388059701492535, 'ecuadorian polish authorities question decided take matter later')","(0.34375, 'ecuadorian polish authorities question decided take matter later')","(0.339622641509434, 'polish authorities question decided take matter later')","(0.2666666666666667, 'prepared jointly ecuadorian polish authorities question decided take matter')","(0.23529411764705888, 'committee noted draft charter prepared jointly ecuadorian polish authorities question')","(0.2807017543859649, 'committee noted draft charter prepared jointly ecuadorian')","(0, '')","(0.21739130434782605, 'committee noted draft charter prepared jointly ecuadorian polish authorities question decided take matter later')","(0.23170731707317072, 'draft charter prepared jointly ecuadorian polish authorities question decided take')","(0.2894736842105263, 'committee noted draft charter prepared jointly ecuadorian polish authorities')","(0.2705882352941177, 'committee noted draft charter prepared jointly ecuadorian polish authorities question')","(0, '')","(0, '')","(0.2432432432432432, 'committee noted draft charter prepared jointly ecuadorian polish authorities question decided take matter later')","(0.29166666666666663, 'draft charter prepared jointly ecuadorian polish')","(0.173469387755102, 'committee noted draft charter prepared jointly ecuadorian polish authorities question decided take')","(0.2716049382716049, 'prepared jointly ecuadorian polish authorities question decided take matter later')"
"Oct 22, 1979 Closure of the Session","(0.27710843373493976, 'thanks floor egyptian authorities remarkable hospitality offered committee chairman')","(0.25, 'following expression thanks floor egyptian authorities remarkable hospitality offered committee chairman admirable way conducted meeting contributed')","(0.2857142857142857, 'floor egyptian authorities remarkable hospitality')","(0.2416666666666667, 'floor egyptian authorities remarkable hospitality offered committee chairman admirable way conducted meeting contributed')","(0.2727272727272727, 'following expression thanks floor egyptian authorities remarkable hospitality')","(0.25384615384615383, 'remarkable hospitality offered committee chairman admirable way conducted meeting contributed smooth running meeting nthe chairman')","(0.25, 'chairman admirable way conducted')","(0.27692307692307694, 'meeting contributed smooth running meeting nthe chairman declared')","(0.2705882352941177, 'offered committee chairman admirable way conducted meeting contributed smooth running')","(0.32558139534883723, 'admirable way conducted meeting contributed')","(0.28358208955223885, 'expression thanks floor egyptian authorities remarkable hospitality')","(0.25, 'following expression thanks floor egyptian authorities remarkable hospitality offered committee chairman admirable way conducted')","(0.20270270270270274, 'following expression thanks floor egyptian authorities remarkable hospitality offered committee chairman admirable way conducted meeting contributed')","(0.25316455696202533, 'way conducted meeting contributed smooth running meeting nthe chairman declared')","(0.2465753424657534, 'remarkable hospitality offered committee chairman admirable way conducted')","(0.2597402597402597, 'following expression thanks floor egyptian authorities remarkable hospitality')","(0.2597402597402597, 'following expression thanks floor egyptian authorities remarkable hospitality')","(0.2615384615384615, 'meeting contributed smooth running meeting nthe chairman declared')","(0.2678571428571429, 'meeting contributed smooth running meeting nthe chairman')","(0.2705882352941177, 'following expression thanks floor egyptian authorities remarkable hospitality offered')","(0.2705882352941177, 'offered committee chairman admirable way conducted meeting contributed smooth running')","(0.29850746268656714, 'expression thanks floor egyptian authorities remarkable hospitality')","(0.23703703703703705, 'floor egyptian authorities remarkable hospitality offered committee chairman admirable way conducted meeting contributed smooth running')","(0.25, 'committee chairman admirable way conducted meeting contributed smooth running meeting nthe chairman declared session')","(0.21505376344086025, 'thanks floor egyptian authorities remarkable hospitality offered committee chairman admirable')","(0.25, 'egyptian authorities remarkable hospitality offered committee chairman admirable way')","(0.25316455696202533, 'way conducted meeting contributed smooth running meeting nthe chairman declared')","(0.25161290322580643, 'following expression thanks floor egyptian authorities remarkable hospitality offered committee chairman admirable way conducted meeting contributed smooth')","(0.22297297297297303, 'following expression thanks floor egyptian authorities remarkable hospitality offered committee chairman admirable way conducted meeting contributed')","(0.2844827586206896, 'committee chairman admirable way conducted meeting contributed smooth running meeting nthe chairman declared session')","(0.28, 'admirable way conducted meeting contributed smooth')","(0.22807017543859653, 'following expression thanks floor egyptian authorities remarkable hospitality offered committee chairman admirable')","(0.2705882352941177, 'offered committee chairman admirable way conducted meeting contributed smooth running')"
"Oct 18, 2010 Third edition of the Global Biodiversity Outlook implications for the future implementation of the Conventi","(0.3972602739726028, 'continuing high levels extinctions loss natural semi natural habitats')","(0.4354838709677419, 'cbd distr general unep cbd cop dec x october original english conference parties convention biological diversity')","(0.6888888888888889, 'parties convention biological diversity tenth')","(0.33599999999999997, 'direct conservation action safeguard species genetic diversity ecosystems measures enhance benefits biodiversity contributing')","(0.4084507042253521, 'support world conservation monitoring centre united nations environment')","(0.3142857142857143, 'acknowledges contributions support world conservation monitoring centre united nations environment programme unep wcmc partners biodiversity')","(0.43999999999999995, 'services agrees use third')","(0.4385964912280702, 'united nations time use distribution various launches may')","(0.36, 'edition global biodiversity outlook implications future implementation convention conference parties')","(0.3921568627450981, 'future implementation convention conference parties')","(0.3709677419354839, 'strategic plan convention updating programmes work discussions')","(0.3178807947019867, 'invite parties relevant organizations stakeholders contribute resources including financial resources development implementation communication strategy')","(0.32450331125827814, 'implementation convention conference parties welcomes third edition global biodiversity outlook congratulates executive secretary made report available')","(0.3222222222222222, 'direct conservation action safeguard species genetic diversity ecosystems measures enhance')","(0.3835616438356164, 'direct conservation action safeguard species genetic diversity ecosystems')","(0.5466666666666666, 'october original english conference parties convention biological diversity')","(0.41666666666666663, 'resources compatible conservation sustainable use requirements empowering indigenous')","(0.3246753246753247, 'urgent action strengthen substantially efforts implement decisions conference')","(0.38596491228070173, 'level contribution poverty alleviation benefit life earth')","(0.4411764705882353, 'international regime access benefit sharing notes need place greater')","(0.388235294117647, 'effective implementation international regime access benefit sharing notes need place')","(0.37735849056603776, 'convention biological diversity tenth meeting x third')","(0.3291139240506329, 'processes appropriate effective assessment progress including mechanisms carrying comprehensive inventories sharing information monitoring enabling mechanisms')","(0.31304347826086953, 'poverty alleviation benefit life earth met full action implement convention taken sufficient scale address')","(0.4044943820224719, 'october original english conference parties convention biological diversity tenth meeting')","(0.4492753623188406, 'continuing high levels extinctions loss natural semi natural habitats')","(0.39534883720930236, 'conservation monitoring centre united nations environment programme unep wcmc partners')","(0.3392857142857143, 'protect encourage customary use management biological resources compatible conservation sustainable use requirements empowering indigenous local communities participate')","(0.3049645390070922, 'preparation additional languages versions third edition global biodiversity outlook invites united nations environment programme use relevant')","(0.3453237410071942, 'compatible conservation sustainable use requirements empowering indigenous local communities participate take responsibility local decision')","(0.4117647058823529, 'points direct conservation action safeguard species')","(0.3027522935779816, 'centre united nations environment programme unep wcmc partners biodiversity indicators partnership diversitas')","(0.3571428571428571, 'unep cbd cop invite parties relevant organizations stakeholders contribute resources')"
"Oct 18, 2010 The multiyear programme of work for the Conference of the Parties for the period 20112020 and periodicity o","(0.3804347826086957, 'convention focusing goals cooperation among international biodiversity related organizations')","(0.6544117647058824, 'protocol access genetic resources fair equitable sharing benefits arising utilization xi matters arising recommendations subsidiary body')","(0.6888888888888889, 'parties convention biological diversity tenth')","(0.32499999999999996, 'plan biodiversity vi consideration implementation convention supported contributed to continue contribute to achievement')","(0.39743589743589747, 'convention focusing goals cooperation among international biodiversity related')","(0.3237410071942446, 'objectives convention focusing goals cooperation among international biodiversity related organizations taking account inter alia proposals')","(0.40909090909090906, 'dec x page development')","(0.3924050632911392, 'biodiversity including programmes work convention identified conference parties')","(0.3731343283582089, 'alia proposals for united nations decade biodiversity decision ix b')","(0.45945945945945943, 'implementation convention ad hoc open')","(0.3793103448275862, 'among rio conventions including preparation possible joint')","(0.34246575342465757, 'implementation convention strengthen ability parties meet commitments convention vii implications possible establishment intergovernmental science')","(0.3489932885906041, 'implementation strategy resource mobilization including targets indicators iv review progress providing support developing countries particular least')","(0.32978723404255317, 'states well countries economies transition implementing convention strategic plan biodiversity')","(0.3292682926829268, 'implementation strategy resource mobilization support achievement three objectives')","(0.5466666666666666, 'october original english conference parties convention biological diversity')","(0.4782608695652174, 'submission united nations conference sustainable development rio role')","(0.33333333333333337, 'conference parties continue address standing items consistent earlier')","(0.42000000000000004, 'review implementation convention ad hoc open ended')","(0.47435897435897434, 'implementation nagoya protocol access genetic resources fair equitable sharing')","(0.3870967741935484, 'goals cooperation among international biodiversity related organizations taking account inter')","(0.44285714285714284, 'convention strategic plan biodiversity vi consideration implementation')","(0.33333333333333337, 'cooperation among rio conventions including preparation possible joint activities vi need possible development additional mechanisms')","(0.3142857142857143, 'tools guidance assist implementation convention strategic plan biodiversity vi consideration implementation convention supported contributed')","(0.4044943820224719, 'october original english conference parties convention biological diversity tenth meeting')","(0.4078947368421053, 'conventions including preparation possible joint activities vi need possible')","(0.3908045977011494, 'rio role biodiversity sustainable development meeting conference parties conduct review')","(0.3407407407407408, 'october agenda item decision adopted conference parties convention biological diversity tenth meeting x multi year programme work')","(0.35256410256410253, 'nations conference sustainable development rio role biodiversity sustainable development meeting conference parties conduct review implementation convention')","(0.3769230769230769, 'united nations conference sustainable development rio role biodiversity sustainable development meeting conference parties conduct')","(0.39534883720930236, 'implementation convention ad hoc open ended')","(0.31896551724137934, 'protocols convention biological diversity decision making processes iv financial considerations relevant predominant')","(0.33333333333333337, 'corresponding updating national biodiversity strategies action plans ii review progress')"
"Oct 22, 1979 Consideration of Nominations to the World Heritage List","(0.31506849315068497, 'zembra zembretta islands national park tunisia no madeleine island')","(0.24193548387096775, 'following two sites world heritage list n no zembra zembretta islands national park tunisia no madeleine')","(0.2647058823529411, 'following two sites world heritage')","(0.2068965517241379, 'inscribe following two sites world heritage list n no zembra zembretta islands national')","(0.2678571428571429, 'decided inscribe following two sites world heritage list')","(0.20370370370370372, 'inscribe following two sites world heritage list n no zembra zembretta islands national park tunisia')","(0.36, 'park tunisia no madeleine')","(0.2678571428571429, 'decided inscribe following two sites world heritage list')","(0.2564102564102564, 'committee furthermore decided inscribe following two sites world heritage list')","(0.3157894736842105, 'zembra zembretta islands national park')","(0.28, 'sites world heritage list n no zembra')","(0.3035714285714286, 'inscribe following two sites world heritage list n no zembra zembretta islands national park')","(0.22480620155038755, 'committee furthermore decided inscribe following two sites world heritage list n no zembra zembretta islands national')","(0.2702702702702703, 'sites world heritage list n no zembra zembretta islands national')","(0.25, 'sites world heritage list n no zembra zembretta')","(0.25, 'sites world heritage list n no zembra zembretta')","(0.25373134328358204, 'following two sites world heritage list n no')","(0.21875, 'committee furthermore decided inscribe following two sites world')","(0.3076923076923077, 'zembretta islands national park tunisia no madeleine')","(0.2295081967213115, 'sites world heritage list n no zembra zembretta islands')","(0.2692307692307693, 'committee furthermore decided inscribe following two sites world heritage list')","(0.27586206896551724, 'committee furthermore decided inscribe following two sites')","(0.2586206896551724, 'inscribe following two sites world heritage list n no zembra zembretta islands national park tunisia')","(0.24347826086956526, 'committee furthermore decided inscribe following two sites world heritage list n no zembra zembretta')","(0.25, 'decided inscribe following two sites world heritage list n no')","(0.31506849315068497, 'committee furthermore decided inscribe following two sites world heritage')","(0.2564102564102564, 'committee furthermore decided inscribe following two sites world heritage list')","(0.22962962962962963, 'following two sites world heritage list n no zembra zembretta islands national park tunisia no madeleine island')","(0.2384615384615385, 'following two sites world heritage list n no zembra zembretta islands national park tunisia no madeleine')","(0.24752475247524752, 'sites world heritage list n no zembra zembretta islands national park tunisia no madeleine')","(0.30434782608695654, 'zembra zembretta islands national park tunisia')","(0.24742268041237114, 'sites world heritage list n no zembra zembretta islands national park tunisia')","(0.2564102564102564, 'committee furthermore decided inscribe following two sites world heritage list')"
"Oct 22, 1979 Consideration of Technical Cooperation requests  Egypt","(0.3972602739726028, 'operation follows n egypt n services specialists cultural heritage')","(0.2265625, 'examining requests received states parties recommendations bureau committee decided grant technical co operation follows n egypt')","(0.3695652173913043, 'recommendations bureau committee decided grant')","(0.2777777777777778, 'grant technical co operation follows n egypt n services specialists cultural heritage well')","(0.31481481481481477, 'technical co operation follows n egypt n services')","(0.2272727272727273, 'bureau committee decided grant technical co operation follows n egypt n services specialists cultural heritage')","(0.3214285714285714, 'heritage well equipment draw')","(0.34285714285714286, 'received states parties recommendations bureau committee decided grant')","(0.2921348314606742, 'examining requests received states parties recommendations bureau committee decided grant')","(0.3125, 'technical co operation follows n')","(0.29824561403508776, 'draw project restoration development islamic centre cairo')","(0.2678571428571429, 'bureau committee decided grant technical co operation follows n egypt n services specialists cultural')","(0.26356589147286824, 'decided grant technical co operation follows n egypt n services specialists cultural heritage well equipment draw')","(0.24096385542168675, 'received states parties recommendations bureau committee decided grant technical co')","(0.35, 'technical co operation follows n egypt n services')","(0.28358208955223885, 'equipment draw project restoration development islamic centre cairo')","(0.38235294117647056, 'heritage well equipment draw project restoration development islamic')","(0.31343283582089554, 'equipment draw project restoration development islamic centre cairo')","(0.3220338983050848, 'well equipment draw project restoration development islamic')","(0.2727272727272727, 'operation follows n egypt n services specialists cultural heritage')","(0.28915662650602414, 'received states parties recommendations bureau committee decided grant technical co')","(0.3220338983050848, 'recommendations bureau committee decided grant technical co')","(0.2931034482758621, 'grant technical co operation follows n egypt n services specialists cultural heritage well equipment draw')","(0.27826086956521734, 'grant technical co operation follows n egypt n services specialists cultural heritage well equipment')","(0.275, 'n egypt n services specialists cultural heritage well equipment draw')","(0.3787878787878788, 'operation follows n egypt n services specialists cultural heritage')","(0.27710843373493976, 'received states parties recommendations bureau committee decided grant technical co')","(0.23703703703703705, 'examining requests received states parties recommendations bureau committee decided grant technical co operation follows n egypt n')","(0.2384615384615385, 'parties recommendations bureau committee decided grant technical co operation follows n egypt n services specialists cultural')","(0.29702970297029707, 'grant technical co operation follows n egypt n services specialists cultural heritage well equipment')","(0.35185185185185186, 'equipment draw project restoration development islamic')","(0.23711340206185572, 'operation follows n egypt n services specialists cultural heritage well equipment draw')","(0.2588235294117647, 'parties recommendations bureau committee decided grant technical co operation follows')"
"Oct 22, 1979 Amendments to the criteria for the inclusion of cultural and natural properties in the World Heritage List and Guideline","(0.3013698630136986, 'criterion applied every nomination list could rapidly decline value')","(0.25806451612903225, 'committee recommended wording operational guidelines nomination forms adequately reflect overriding consideration icomos iucn instructed regard requirement')","(0.34883720930232553, 'consideration icomos iucn instructed regard')","(0.2833333333333333, 'committee considered absolutely essential list contained properties outstanding universal value unless general criterion')","(0.3513513513513513, 'reflect overriding consideration icomos iucn instructed regard requirement')","(0.25373134328358204, 'committee considered absolutely essential list contained properties outstanding universal value unless general criterion applied every')","(0.32352941176470584, 'iucn instructed regard requirement')","(0.33333333333333337, 'guidelines nomination forms adequately reflect overriding consideration icomos')","(0.33673469387755106, 'wording operational guidelines nomination forms adequately reflect overriding consideration icomos')","(0.32608695652173914, 'mind committee recommended wording operational')","(0.28787878787878785, 'overriding consideration icomos iucn instructed regard requirement')","(0.27941176470588236, 'committee recommended wording operational guidelines nomination forms adequately reflect overriding consideration icomos iucn instructed')","(0.303448275862069, 'committee considered absolutely essential list contained properties outstanding universal value unless general criterion applied every nomination')","(0.2696629213483146, 'absolutely essential list contained properties outstanding universal value unless general')","(0.29729729729729726, 'reflect overriding consideration icomos iucn instructed regard requirement')","(0.3055555555555556, 'forms adequately reflect overriding consideration icomos iucn instructed')","(0.29850746268656714, 'every nomination list could rapidly decline value indeed')","(0.3088235294117647, 'list contained properties outstanding universal value unless general')","(0.33333333333333337, 'overriding consideration icomos iucn instructed regard requirement')","(0.2857142857142857, 'wording operational guidelines nomination forms adequately reflect overriding consideration')","(0.29591836734693877, 'wording operational guidelines nomination forms adequately reflect overriding consideration icomos')","(0.328125, 'consideration icomos iucn instructed regard requirement critical')","(0.35664335664335667, 'committee recommended wording operational guidelines nomination forms adequately reflect overriding consideration icomos iucn instructed regard')","(0.27611940298507465, 'operational guidelines nomination forms adequately reflect overriding consideration icomos iucn instructed regard requirement critical')","(0.2828282828282829, 'committee recommended wording operational guidelines nomination forms adequately reflect overriding')","(0.32558139534883723, 'consideration icomos iucn instructed regard requirement critical importance evaluation')","(0.3023255813953488, 'list contained properties outstanding universal value unless general criterion applied')","(0.2804878048780488, 'committee recommended wording operational guidelines nomination forms adequately reflect overriding consideration icomos iucn instructed regard requirement critical')","(0.2692307692307693, 'universal value unless general criterion applied every nomination list could rapidly decline value indeed credibility mind')","(0.31343283582089554, 'operational guidelines nomination forms adequately reflect overriding consideration icomos iucn instructed regard requirement critical')","(0.34545454545454546, 'reflect overriding consideration icomos iucn instructed')","(0.2743362831858407, 'operational guidelines nomination forms adequately reflect overriding consideration icomos iucn instructed regard')","(0.2906976744186046, 'list contained properties outstanding universal value unless general criterion applied')"
"Oct 18, 2010 Sustainable use","(0.45977011494252873, 'convention relevant international obligations encourage inter alia application polluter')","(0.4354838709677419, 'cbd distr general unep cbd cop dec x october original english conference parties convention biological diversity')","(0.7380952380952381, 'convention biological diversity takes note')","(0.3697478991596639, 'take account conservation biodiversity large scales invites parties governments relevant international organizations to')","(0.42307692307692313, 'convention relevant international obligations encourage inter alia application')","(0.32539682539682535, 'different sectors including inter alia energy financial sector forestry wildlife management fisheries water supply agriculture')","(0.40625, 'parties governments to implement')","(0.4242424242424242, 'water supply agriculture disaster prevention health climate change')","(0.375, 'food agriculture organization united nations united nations development programme center')","(0.38, 'used consistent harmony convention internationally')","(0.4027777777777778, 'objectives convention relevant international obligations encourage inter')","(0.3695652173913043, 'organization united nations committees forestry agriculture commission genetic resources food agriculture secretariat international treaty')","(0.3565891472868217, 'united nations conference trade development unep cbd cop dec x page requests executive secretary to order')","(0.3571428571428571, 'used consistent harmony convention internationally agreed development goals relevant international')","(0.3943661971830986, 'group bushmeat conservation sustainable use bushmeat appropriate taking')","(0.5466666666666666, 'october original english conference parties convention biological diversity')","(0.46376811594202894, 'provisions convention related sustainable use biodiversity inter alia')","(0.31746031746031744, 'tenth meeting x sustainable use biodiversity conference parties')","(0.390625, 'provisions convention related sustainable use biodiversity inter')","(0.8026315789473684, 'international treaty plant genetic resources food agriculture united nations')","(0.4130434782608695, 'convention relevant international obligations encourage inter alia application polluter pays')","(0.4054054054054054, 'convention internationally agreed development goals relevant international')","(0.35582822085889576, 'cross sectoral integration coordination improving operationalization definition sustainable use improving understanding implementation concepts adaptive management')","(0.31851851851851853, 'recommendations liaison group bushmeat conservation sustainable use bushmeat appropriate taking consideration article related customary')","(0.41237113402061853, 'local communities example incorporating customary sustainable use biological diversity indigenous')","(0.38636363636363635, 'convention biological diversity takes note international partnership satoyama initiative')","(0.42391304347826086, 'nations united nations development programme center international forestry research relevant')","(0.3597560975609756, 'bushmeat cooperation food agriculture organization united nations united nations development programme center international forestry research relevant organizations')","(0.3666666666666667, 'bushmeat cooperation food agriculture organization united nations united nations development programme center international forestry research relevant')","(0.4057971014492754, 'agriculture organization united nations united nations development programme center international forestry research relevant organizations')","(0.4509803921568627, 'liaison group bushmeat conservation sustainable use')","(0.31707317073170727, 'objectives convention relevant international obligations support implementation pilot projects sustainable use biodiversity')","(0.34090909090909094, 'resources food agriculture secretariat international treaty plant genetic resources food')"
"Oct 21, 2013 Decision XXV20  Financial reports of the trust funds and budgets for the Montreal Protocol","(0.31506849315068497, 'contributions set annex ii report twenty fifth meeting parties')","(0.2857142857142857, 'layer montreal protocol amounts cash hand reserves fund balances section addition contributions yet received encourage parties')","(0.40476190476190477, 'convention protection ozone layer montreal')","(0.3168316831683168, 'indicative contributions shall listed annex ii report twenty fifth meeting parties reaffirm operating')","(0.33333333333333337, 'vienna convention protection ozone layer montreal protocol amounts')","(0.3184713375796179, 'contributions essential complement effective implementation montreal protocol welcoming continued efficient management secretariat finances montreal protocol')","(0.3548387096774194, 'parties continuing receive hard')","(0.3538461538461538, 'enter discussions party whose contributions outstanding two years')","(0.35064935064935066, 'activities protocol note concern number parties paid contribution prior years')","(0.375, 'trust funds vienna convention protection')","(0.32727272727272727, 'funds vienna convention protection ozone layer montreal')","(0.30597014925373134, 'contributions future contributions promptly full authorize executive secretary enter discussions party whose contributions outstanding')","(0.33742331288343563, 'contributions essential complement effective implementation montreal protocol welcoming continued efficient management secretariat finances montreal protocol trust')","(0.3292682926829268, 'balances section addition contributions yet received encourage parties non parties')","(0.32307692307692304, 'request secretariat indicate future financial reports trust funds')","(0.32530120481927716, 'parties montreal protocol contributions individual parties indicative contributions')","(0.4477611940298507, 'vienna convention protection ozone layer montreal protocol amounts')","(0.8135593220338984, 'fund montreal protocol substances deplete ozone layer first')","(0.7692307692307692, 'trust funds vienna convention protection ozone layer')","(0.33333333333333337, 'annex report twenty fifth meeting parties montreal protocol authorize')","(0.3398058252427184, 'implementation montreal protocol welcoming continued efficient management secretariat finances montreal')","(0.5593220338983051, 'convention protection ozone layer montreal protocol amounts')","(0.31404958677685946, 'note concern number parties paid contribution prior years urge parties pay outstanding contributions future contributions')","(0.30434782608695654, 'montreal protocol amounts cash hand reserves fund balances section addition contributions yet received encourage')","(0.3375, 'protocol substances deplete ozone layer first year biennium ended december')","(0.3943661971830986, 'vienna convention protection ozone layer montreal protocol amounts cash')","(0.3421052631578947, 'vienna convention protection ozone layer montreal protocol amounts cash hand')","(0.3287671232876712, 'parties operating activities meeting parties encourage parties continuing receive hard copies meeting documents inform ozone secretariat accessing')","(0.3153846153846154, 'financial reports trust funds vienna convention protection ozone layer montreal protocol amounts cash hand reserves fund')","(0.33108108108108103, 'contributions essential complement effective implementation montreal protocol welcoming continued efficient management secretariat finances montreal')","(0.36363636363636365, 'management secretariat finances montreal protocol trust')","(0.31775700934579443, 'protocol welcoming continued efficient management secretariat finances montreal protocol trust fund approve')","(0.3977272727272727, 'protocol contributions individual parties indicative contributions shall listed annex ii')"
