,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Sep 5, 1978 Consideration of a draft text of a standard agreement between the World Heritage Committee and States receiving technica","(0.3013698630136986, 'governments condition sine qua non n regard article delegate')","(0.29370629370629375, 'committee expressed wish secretariat preparation new draft agreement take note following observations recommendations made delegates discussion')","(0.39622641509433965, 'convention privileges immunities specialized agencies')","(0.32558139534883723, 'governments condition sine qua non n regard article delegate canada pointed out states')","(0.3380281690140845, 'wording article reconsidered taking account specific regulations states')","(0.30327868852459017, 'view government questionable n article also contain provision use agreement official language country receiving assistance')","(0.45833333333333337, 'new draft agreement take')","(0.417910447761194, 'pointed out states parties adhered convention privileges immunities')","(0.3493975903614458, 'delegate canada pointed out states parties adhered convention privileges immunities')","(0.375, 'medical treatment convertible currency countries')","(0.3623188405797102, 'parties adhered convention privileges immunities specialized agencies')","(0.3035714285714286, 'governments condition sine qua non n regard article delegate canada pointed out states parties')","(0.2896551724137931, 'for instance medical treatment convertible currency countries non convertible currency several delegates considered governments encouraged employ')","(0.30107526881720426, 'countries non convertible currency several delegates considered governments encouraged employ')","(0.4, 'governments condition sine qua non n regard article')","(0.34328358208955223, 'pointed out states parties adhered convention privileges immunities')","(0.34328358208955223, 'sine qua non n regard article delegate canada')","(0.34545454545454546, 'bound n regard paragraph article delegate united states')","(0.3492063492063492, 'take note following observations recommendations made delegates')","(0.35064935064935066, 'for instance medical treatment convertible currency countries non convertible')","(0.3411764705882353, 'in event termination undertakings assumed arrangement continue apply extent necessary')","(0.38095238095238093, 'convention privileges immunities specialized agencies un system')","(0.3017241379310345, 'extent possible upon return field trained fellowship rather force governments condition sine qua non n')","(0.2833333333333333, 'secretariat preparation new draft agreement take note following observations recommendations made delegates discussion n')","(0.2637362637362637, 'termination undertakings assumed arrangement continue apply extent necessary permit orderly')","(0.34523809523809523, 'convertible currency countries non convertible currency several delegates considered')","(0.32258064516129037, 'convertible currency several delegates considered governments encouraged employ fellow extent')","(0.2894736842105263, 'for instance medical treatment convertible currency countries non convertible currency several delegates considered governments encouraged employ fellow')","(0.3013698630136986, 'adhered convention privileges immunities specialized agencies un system therefore recommended wording article reconsidered taking account specific')","(0.31707317073170727, 'recommendations made delegates discussion n regard article paragraph delegate poland recommended rewording avoid obligation')","(0.4482758620689655, 'agreement take note following observations recommendations')","(0.29357798165137616, 'currency countries non convertible currency several delegates considered governments encouraged employ fellow')","(0.30208333333333337, 'convertible currency countries non convertible currency several delegates considered governments')"
"Sep 4, 2013 Establishing a List of Hazardous Substances","(0.32558139534883723, 'cooperation secretariat rotterdam convention produce list substances described article')","(0.2738853503184714, 'hazardous substances including products hazardous waste banned cancelled refused registration government regulatory action voluntarily withdrawn registration')","(0.4193548387096774, 'convention n nhereby n requests')","(0.32499999999999996, 'government regulatory action voluntarily withdrawn registration country manufacture human health environmental reasons n')","(0.368421052631579, 'convention considers hazardous substances including products hazardous waste')","(0.31707317073170727, 'paragraph order complete new annex containing substances provide parties complete hazardous waste definition defined bamako')","(0.3913043478260869, 'parties n urges parties')","(0.38888888888888884, 'waste definition defined bamako convention n nhereby n')","(0.34246575342465757, 'complete hazardous waste definition defined bamako convention n nhereby n')","(0.5428571428571429, 'defined bamako convention n nhereby')","(0.36363636363636365, 'article paragraph bamako convention considers hazardous substances')","(0.30400000000000005, 'conference n nrecalling article paragraph bamako convention considers hazardous substances including products hazardous waste')","(0.3137254901960784, 'paragraph bamako convention considers hazardous substances including products hazardous waste banned cancelled refused registration government regulatory')","(0.3975903614457831, 'new annex containing substances provide parties complete hazardous waste definition')","(0.32530120481927716, 'government regulatory action voluntarily withdrawn registration country manufacture')","(0.3116883116883117, 'nrecalling article paragraph bamako convention considers hazardous substances')","(0.4305555555555556, 'rotterdam convention produce list substances described article paragraph')","(0.41666666666666663, 'rotterdam convention produce list substances described article paragraph')","(0.4032258064516129, 'rotterdam convention produce list substances described article')","(0.313953488372093, 'cooperation secretariat rotterdam convention produce list substances described article')","(0.3655913978494624, 'convention considers hazardous substances including products hazardous waste banned cancelled')","(0.4363636363636364, 'convention n nhereby n requests secretariat cooperation')","(0.3111111111111111, 'n requests secretariat cooperation secretariat rotterdam convention produce list substances described article paragraph order establish')","(0.2907801418439716, 'cancelled refused registration government regulatory action voluntarily withdrawn registration country manufacture human health environmental')","(0.28915662650602414, 'new annex containing substances provide parties complete hazardous waste definition')","(0.36363636363636365, 'convention n nhereby n requests secretariat cooperation secretariat rotterdam')","(0.375, 'convention n nhereby n requests secretariat cooperation secretariat rotterdam convention')","(0.2909090909090909, 'hazardous substances including products hazardous waste banned cancelled refused registration government regulatory action voluntarily withdrawn registration country')","(0.30573248407643316, 'hazardous substances including products hazardous waste banned cancelled refused registration government regulatory action voluntarily withdrawn registration')","(0.3529411764705882, 'convention considers hazardous substances including products hazardous waste banned cancelled refused registration government regulatory')","(0.38095238095238093, 'meeting conference parties n urges parties')","(0.35185185185185186, 'article paragraph bamako convention considers hazardous substances including products hazardous waste banned')","(0.3222222222222222, 'conference n nrecalling article paragraph bamako convention considers hazardous substances')"
"Sep 4, 2013 Rules of Procedure","(0.3157894736842105, 'convention requires conference parties adopt rules procedure subsidiary body')","(0.25806451612903225, 'establish n nhereby n adopts rules procedure conference states parties bamako convention ban import africa control')","(0.4444444444444444, 'convention ban import africa control')","(0.3157894736842105, 'management hazardous wastes within africa establishes conference parties made ministers environment mandate states')","(0.3661971830985915, 'convention requires conference parties adopt rules procedure subsidiary')","(0.8780487804878049, 'states parties bamako convention ban import africa control transboundary movement management hazardous wastes within africa')","(0.38235294117647056, 'parties made ministers environment')","(0.4137931034482759, 'states parties bamako convention ban import africa control')","(0.35443037974683544, 'procedure conference states parties bamako convention ban import africa control')","(0.4722222222222222, 'article bamako convention ban import')","(0.37254901960784315, 'bamako convention annexed hereto n decides meetings')","(0.3125, 'may establish n nhereby n adopts rules procedure conference states parties bamako convention ban')","(0.2945736434108527, 'states parties bamako convention ban import africa control transboundary movement management hazardous wastes within africa also')","(0.6265060240963856, 'ban import africa control transboundary movement management hazardous wastes within')","(0.3472222222222222, 'management hazardous wastes within africa establishes conference parties')","(0.3548387096774194, 'nrecalling article bamako convention ban import africa control')","(0.29850746268656714, 'referred bamako convention annexed hereto n decides meetings')","(0.303030303030303, 'adopts rules procedure conference states parties bamako convention')","(0.3793103448275862, 'article convention requires conference parties adopt rules')","(0.2894736842105263, 'ndetermined conference first meeting n nfurther recalling article convention')","(0.33333333333333337, 'bamako convention ban import africa control transboundary movement management hazardous')","(0.38181818181818183, 'convention annexed hereto n decides meetings conference')","(0.2753623188405797, 'control transboundary movement management hazardous wastes within africa establishes conference parties made ministers environment mandate')","(0.25217391304347825, 'procedure subsidiary body may establish n nhereby n adopts rules procedure conference states parties')","(0.2875, 'conference parties adopt rules procedure subsidiary body may establish n')","(0.32894736842105265, 'convention requires conference parties adopt rules procedure subsidiary body')","(0.3146067415730337, 'conference parties made ministers environment mandate states ordinary meetings conference')","(0.26973684210526316, 'africa control transboundary movement management hazardous wastes within africa establishes conference parties made ministers environment mandate states')","(0.2846153846153846, 'wastes within africa also referred bamako convention annexed hereto n decides meetings conference parties shall take')","(0.3739130434782608, 'convention ban import africa control transboundary movement management hazardous wastes within africa also referred')","(0.3571428571428571, 'recalling article convention requires conference parties')","(0.4554455445544554, 'convention ban import africa control transboundary movement management hazardous wastes within africa')","(0.2784810126582279, 'procedure conference states parties bamako convention ban import africa control')"
"Sep 5, 1978 Examination of the form and Periodicity of Publication of the World Heritage List, the List of World Heritage in danger ","(0.2727272727272727, 'recommendation bureau agreed publish disseminate annually world heritage list')","(0.234375, 'agreed publish disseminate annually world heritage list world heritage danger list list properties technical cooperation granted')","(0.35416666666666663, 'recommendation bureau agreed publish disseminate')","(0.2702702702702703, 'committee followed recommendation bureau agreed publish disseminate annually world heritage list world heritage')","(0.3421052631578947, 'committee followed recommendation bureau agreed publish disseminate annually')","(0.2314814814814815, 'cooperation granted world heritage fund combined lists see document cc conf pointed arrangement would allow')","(0.33333333333333337, 'cc conf pointed arrangement')","(0.32258064516129037, 'disseminate annually world heritage list world heritage danger')","(0.2911392405063291, 'properties technical cooperation granted world heritage fund combined lists see')","(0.3191489361702128, 'committee followed recommendation bureau agreed')","(0.28358208955223885, 'committee followed recommendation bureau agreed publish disseminate')","(0.2589285714285714, 'lists see document cc conf pointed arrangement would allow timely updating lists annual session')","(0.22480620155038755, 'committee followed recommendation bureau agreed publish disseminate annually world heritage list world heritage danger list list')","(0.28378378378378377, 'lists see document cc conf pointed arrangement would allow timely')","(0.29230769230769227, 'list list properties technical cooperation granted world heritage')","(0.29230769230769227, 'list list properties technical cooperation granted world heritage')","(0.25, 'committee followed recommendation bureau agreed publish disseminate annually')","(0.29032258064516125, 'disseminate annually world heritage list world heritage danger')","(0.3275862068965517, 'technical cooperation granted world heritage fund combined')","(0.2987012987012987, 'recommendation bureau agreed publish disseminate annually world heritage list')","(0.2857142857142857, 'cooperation granted world heritage fund combined lists see document cc')","(0.33333333333333337, 'cooperation granted world heritage fund combined lists')","(0.26724137931034486, 'list properties technical cooperation granted world heritage fund combined lists see document cc conf pointed')","(0.28695652173913044, 'list properties technical cooperation granted world heritage fund combined lists see document cc conf')","(0.26249999999999996, 'lists see document cc conf pointed arrangement would allow timely')","(0.34285714285714286, 'agreed publish disseminate annually world heritage list world heritage')","(0.2666666666666667, 'cooperation granted world heritage fund combined lists see document cc')","(0.2666666666666667, 'heritage danger list list properties technical cooperation granted world heritage fund combined lists see document cc conf')","(0.29230769230769227, 'heritage danger list list properties technical cooperation granted world heritage fund combined lists see document cc')","(0.2743362831858407, 'disseminate annually world heritage list world heritage danger list list properties technical cooperation granted')","(0.4, 'arrangement would allow timely updating lists')","(0.2680412371134021, 'lists see document cc conf pointed arrangement would allow timely updating lists')","(0.31645569620253167, 'properties technical cooperation granted world heritage fund combined lists see')"
"Sep 3, 2018 Technical guidelines on incineration on land D10 and on specially engineered landfill D5","(0.3561643835616438, 'argentin et canadien ont apporte en jouant le rle')","(0.3145161290322581, 'dcharge spcialement amnage le secrtariat publie sur le site web de la convention de ble les')","(0.4516129032258065, 'convention de ble fvrier la')","(0.30487804878048785, 'argentin et canadien ont apporte en jouant le rle de co chefs de')","(0.4057971014492754, 'observations concernant le projet de directives techniques actualises')","(0.3055555555555556, 'et une compilation des observations en tant que documents d information de sorte que la')","(0.42307692307692313, 'parties et autres intresss')","(0.4, 'site web de la convention de ble les')","(0.3538461538461538, 'reues sur le site web de la convention de ble')","(0.5185185185185186, 'de la convention de ble')","(0.38, 'de la convention de ble novembre les')","(0.3571428571428571, 'de la convention de ble les deux projets de directives techniques actualises et une')","(0.34883720930232553, 'composition non limite en application des paragraphes et ci dessus et en consultation avec le petit')","(0.3783783783783784, 'la convention de ble novembre les parties et autres intresss')","(0.4, 'et en consultation avec le petit groupe de')","(0.33333333333333337, 'site web de la convention de ble les')","(0.35820895522388063, 'de la convention de ble les deux projets')","(0.31746031746031744, 'intresss prsentent au secrtariat des observations concernant le')","(0.475, 'de la convention de ble novembre les')","(0.3287671232876712, 'observations concernant le projet de directives techniques actualises sur')","(0.32894736842105265, 'observations concernant le projet de directives techniques actualises sur la')","(0.40816326530612246, 'et un projet de mandat du petit')","(0.3448275862068966, 'et une compilation des observations en tant que documents d information de sorte que la')","(0.32173913043478264, 'groupe de travail composition non limite en application des paragraphes et ci dessus et')","(0.30000000000000004, 'de travail concernant les directives techniques sur l incinration terre')","(0.36986301369863017, 'observations concernant le projet de directives techniques actualises sur')","(0.36, 'argentin et canadien ont apporte en jouant le rle de')","(0.33333333333333337, 'satisfaction la contribution que les gouvernements argentin et canadien ont apporte en jouant le rle de co')","(0.3307692307692308, 'reues sur le site web de la convention de ble fvrier la lumire des observations reues')","(0.3465346534653465, 'convention de ble fvrier la lumire des observations reues au cours de la onzime')","(0.4473684210526315, 'lumire des observations reues au cours')","(0.3298969072164949, 'et une compilation des observations en tant que documents d information de')","(0.35526315789473684, 'projets de directives techniques actualises la lumire des observations reues')"
"Sep 4, 2013 Competent Authorities, Focal Points, Dumpwatch","(0.33333333333333337, 'convention including consent denying permission transboundary movement hazardous wastes')","(0.2597402597402597, 'naware fundamental role competent authorities focal points dumpwatches implementation bamako convention including consent denying permission transboundary')","(0.44680851063829785, 'convention including consent denying permission')","(0.3035714285714286, 'n encouraged secretariat collaboration parties seek necessary funds convene regional training workshop competent')","(0.3375, 'convention including consent denying permission transboundary movement hazardous')","(0.443609022556391, 'implementation bamako convention including consent denying permission transboundary movement hazardous wastes n nalso aware potential')","(0.37037037037037035, 'bodies n naware fundamental')","(0.3787878787878788, 'conference n nrecalling article bamako convention requires parties')","(0.35789473684210527, 'authorities focal points dumpwatches implementation bamako convention including consent denying')","(0.45238095238095233, 'article bamako convention requires parties')","(0.375, 'entry force convention agencies designated competent authorities')","(0.3214285714285714, 'designated competent authorities focal point n nrecalling article requires also parties appoint national body')","(0.2866666666666666, 'informed secretariat designation establishment competent authorities focal point dumpwatch earliest and n encouraged secretariat collaboration parties')","(0.6, 'consent denying permission transboundary movement hazardous wastes n nalso aware')","(0.3188405797101449, 'date entry force convention agencies designated competent authorities')","(0.3287671232876712, 'nrecalling article bamako convention requires parties designate establish')","(0.3529411764705882, 'bamako convention requires parties designate establish one competent')","(0.31506849315068497, 'role competent authorities focal points dumpwatches implementation bamako')","(0.3709677419354839, 'article bamako convention requires parties designate establish')","(0.32307692307692304, 'appoint national body act dumpwatch mandate co ordinate concerned')","(0.36250000000000004, 'consent denying permission transboundary movement hazardous wastes n nalso aware')","(0.39344262295081966, 'convention requires parties designate establish one competent')","(0.2890625, 'ordinate concerned governmental non governmental bodies n naware fundamental role competent authorities focal points dumpwatches')","(0.27826086956521734, 'focal point n nrecalling article requires also parties appoint national body act dumpwatch mandate')","(0.30000000000000004, 'focal point n nrecalling article requires also parties appoint national')","(0.367816091954023, 'convention including consent denying permission transboundary movement hazardous wastes')","(0.32352941176470584, 'implementation bamako convention including consent denying permission transboundary movement hazardous')","(0.2781456953642384, 'encouraged secretariat collaboration parties seek necessary funds convene regional training workshop competent authorities focal points dumpwatches use')","(0.27692307692307694, 'bamako convention requires parties designate establish one competent authorities one focal point well inform secretariat within')","(0.3017241379310345, 'ordinate concerned governmental non governmental bodies n naware fundamental role competent authorities focal points')","(0.34615384615384615, 'article bamako convention requires parties designate')","(0.4864864864864865, 'implementation bamako convention including consent denying permission transboundary movement hazardous wastes n')","(0.3214285714285714, 'dumpwatch earliest and n encouraged secretariat collaboration parties seek necessary')"
"Sep 5, 1978 Introduction","(0.3116883116883117, 'protection world cultural natural heritage hereinafter referred the committee')","(0.2246376811594203, 'protection world cultural natural heritage hereinafter referred the committee held washington september session attended following members')","(0.30952380952380953, 'protection world cultural natural heritage')","(0.2666666666666667, 'second session intergovernmental committee protection world cultural natural heritage hereinafter referred the committee')","(0.3421052631578947, 'second session intergovernmental committee protection world cultural natural')","(0.2592592592592593, 'canada ecuador egypt france federal republic germany iran iraq nigeria poland tunisia united states america')","(0.2727272727272727, 'heritage hereinafter referred the')","(0.2753623188405797, 'session attended following members world heritage committee australia')","(0.2804878048780488, 'protection world cultural natural heritage hereinafter referred the committee held')","(0.3207547169811321, 'intergovernmental committee protection world cultural')","(0.30645161290322576, 'committee held washington september session attended following')","(0.264, 'second session intergovernmental committee protection world cultural natural heritage hereinafter referred the committee held')","(0.26027397260273977, 'second session intergovernmental committee protection world cultural natural heritage hereinafter referred the committee held washington september')","(0.25555555555555554, 'washington september session attended following members world heritage committee australia')","(0.30487804878048785, 'intergovernmental committee protection world cultural natural heritage hereinafter')","(0.23684210526315785, 'second session intergovernmental committee protection world cultural natural')","(0.30487804878048785, 'intergovernmental committee protection world cultural natural heritage hereinafter')","(0.29268292682926833, 'intergovernmental committee protection world cultural natural heritage hereinafter')","(0.3623188405797102, 'session intergovernmental committee protection world cultural natural')","(0.3026315789473685, 'cultural natural heritage hereinafter referred the committee held washington')","(0.30927835051546393, 'second session intergovernmental committee protection world cultural natural heritage hereinafter')","(0.359375, 'committee protection world cultural natural heritage hereinafter')","(0.25984251968503935, 'cultural natural heritage hereinafter referred the committee held washington september session attended following members world')","(0.2727272727272727, 'committee protection world cultural natural heritage hereinafter referred the committee held washington september session')","(0.28421052631578947, 'intergovernmental committee protection world cultural natural heritage hereinafter referred the')","(0.6470588235294117, 'second session intergovernmental committee protection world cultural natural heritage')","(0.28421052631578947, 'intergovernmental committee protection world cultural natural heritage hereinafter referred the')","(0.23703703703703705, 'session attended following members world heritage committee australia canada ecuador egypt france federal republic germany iran iraq')","(0.23972602739726023, 'second session intergovernmental committee protection world cultural natural heritage hereinafter referred the committee held washington september')","(0.31200000000000006, 'second session intergovernmental committee protection world cultural natural heritage hereinafter referred the committee held')","(0.34426229508196726, 'intergovernmental committee protection world cultural natural')","(0.25773195876288657, 'france federal republic germany iran iraq nigeria poland tunisia united states america')","(0.3023255813953488, 'cultural natural heritage hereinafter referred the committee held washington september')"
"Sep 5, 1978 Opening of the session","(0.28205128205128205, 'committee greatly appreciated personal message president united states america')","(0.2279411764705882, 'parks department interior welcomed delegates washington behalf united states america conveyed committee written message president united')","(0.2727272727272727, 'conveyed committee written message president')","(0.29000000000000004, 'mr david hales deputy assistant secretary fish wildlife parks department interior welcomed delegates')","(0.303030303030303, 'conveyed committee written message president united states america')","(0.29508196721311475, 'delegates washington behalf united states america conveyed committee written message president united states america jimmy')","(0.3157894736842105, 'appreciated personal message president')","(0.3650793650793651, 'behalf united states america conveyed committee written message')","(0.34523809523809523, 'delegates washington behalf united states america conveyed committee written message')","(0.3023255813953488, 'chairman convey president gratitude message')","(0.30508474576271183, 'states america conveyed committee written message president')","(0.2857142857142857, 'conveyed committee written message president united states america jimmy carter text given annex i')","(0.2790697674418605, 'states america conveyed committee written message president united states america jimmy carter text given annex i')","(0.2716049382716049, 'states america conveyed committee written message president united states america')","(0.30000000000000004, 'president united states america jimmy carter text given')","(0.2833333333333333, 'states america jimmy carter text given annex i')","(0.23880597014925375, 'jimmy carter text given annex i committee greatly')","(0.3285714285714286, 'committee greatly appreciated personal message president united states')","(0.30000000000000004, 'chairman convey president gratitude message honoured opening')","(0.2894736842105263, 'interior welcomed delegates washington behalf united states america conveyed')","(0.3291139240506329, 'conveyed committee written message president united states america jimmy carter')","(0.31034482758620685, 'convey president gratitude message honoured opening second')","(0.29230769230769227, 'department interior welcomed delegates washington behalf united states america conveyed committee written message president united')","(0.26086956521739135, 'carter text given annex i committee greatly appreciated personal message president united states america')","(0.275, 'written message president united states america jimmy carter text given')","(0.2533333333333333, 'united states america requested chairman convey president gratitude message')","(0.26136363636363635, 'committee greatly appreciated personal message president united states america requested')","(0.2518518518518519, 'states america jimmy carter text given annex i committee greatly appreciated personal message president united states america')","(0.25384615384615383, 'text given annex i committee greatly appreciated personal message president united states america requested chairman convey')","(0.2682926829268293, 'department interior welcomed delegates washington behalf united states america conveyed committee written message president')","(0.3076923076923077, 'appreciated personal message president united states')","(0.2647058823529411, 'message president united states america requested chairman convey president gratitude message honoured')","(0.27380952380952384, 'parks department interior welcomed delegates washington behalf united states america')"
"Sep 4, 2013 Revolving Fund","(0.33333333333333337, 'convention adopted first session conference parties n nnoting establishment')","(0.27692307692307694, 'ban import africa control transboundary movement management hazardous wastes within africa bamako convention adopted first session')","(0.4444444444444444, 'convention ban import africa control')","(0.3153153153153153, 'case emergency situations accordance article paragraph bamako convention n nrecalling adoption conference scale')","(0.360655737704918, 'convention adopted first session conference parties n nnoting')","(0.8571428571428572, 'bamako convention ban import africa control transboundary movement management hazardous wastes within africa bamako convention')","(0.38888888888888884, 'parties accordance scale assessments')","(0.4, 'wastes within africa bamako convention adopted first session')","(0.3448275862068966, 'nconsidering financial rules administration bamako convention ban import africa control')","(0.4736842105263158, 'africa bamako convention adopted first')","(0.3793103448275862, 'bamako convention adopted first session conference parties')","(0.31304347826086953, 'bamako convention ban import africa control transboundary movement management hazardous wastes within africa bamako')","(0.2941176470588235, 'rules administration bamako convention ban import africa control transboundary movement management hazardous wastes within africa bamako')","(0.6265060240963856, 'ban import africa control transboundary movement management hazardous wastes within')","(0.3194444444444444, 'case emergency situations accordance article paragraph bamako convention')","(0.328125, 'rules administration bamako convention ban import africa control')","(0.3880597014925373, 'africa bamako convention adopted first session conference parties')","(0.30645161290322576, 'assessments approved conference and n trequests states parties')","(0.4482758620689655, 'bamako convention adopted first session conference parties')","(0.2857142857142857, 'establishment first session conference parties revolving fund assistance case')","(0.3580246913580247, 'convention adopted first session conference parties n nnoting establishment first')","(0.4339622641509434, 'convention adopted first session conference parties n')","(0.35433070866141736, 'session conference parties revolving fund assistance case emergency situations accordance article paragraph bamako convention n')","(0.2790697674418605, 'n tdecides appropriation specified subparagraph shall financed contributions states parties accordance scale assessments approved')","(0.2777777777777778, 'financed contributions states parties accordance scale assessments approved conference and')","(0.3561643835616438, 'bamako convention n nrecalling adoption conference scale assessments year')","(0.345679012345679, 'convention adopted first session conference parties n nnoting establishment first')","(0.2781456953642384, 'conference n nconsidering financial rules administration bamako convention ban import africa control transboundary movement management hazardous wastes')","(0.2847222222222222, 'conference n nconsidering financial rules administration bamako convention ban import africa control transboundary movement management hazardous')","(0.34782608695652173, 'bamako convention ban import africa control transboundary movement management hazardous wastes within africa bamako')","(0.3571428571428571, 'approved conference and n trequests states')","(0.49504950495049505, 'bamako convention ban import africa control transboundary movement management hazardous wastes within')","(0.31868131868131866, 'n tdecides appropriation specified subparagraph shall financed contributions states parties')"
"Sep 3, 2007 Review of the operation of the Basel Convention regional and coordination centres","(0.3555555555555555, 'relevant mechanisms international regional cooperation well development strategies involve')","(0.33333333333333337, 'stockholm rotterdam basel conventions assess comment current potential activities roles centres facilitating implementation international chemicals conventions')","(0.55, 'convention national regional levels make')","(0.33571428571428574, 'implementation international chemicals conventions processes within mandates including strategic approach international chemicals management')","(0.40625, 'convention parties region consistent decisions appendix ii roles')","(0.3856209150326797, 'identifying developing strengthening mechanisms transfer technology field environmentally sound management hazardous wastes minimization region gathering')","(0.42307692307692313, 'non parties region request')","(0.4, 'i core functions basel convention regional centres role')","(0.3870967741935484, 'cooperating united nations bodies particular united nations environment programme specialized')","(0.4285714285714286, 'work done basel convention regional')","(0.3880597014925373, 'fulfilment objectives convention description core functions centres')","(0.3722627737226277, 'stockholm rotterdam basel conventions assess comment current potential activities roles centres facilitating implementation international')","(0.33333333333333337, 'achieve fulfilment objectives convention description core functions centres follows training technology transfer information consulting awareness raising')","(0.40816326530612246, 'wastes transfer environmentally sound technology minimization generation hazardous wastes specific')","(0.3666666666666667, 'meeting consideration annex decision oewg vi terms reference')","(0.4084507042253521, 'positive impact implementation convention national regional levels make')","(0.4024390243902439, 'relevant mechanisms international regional cooperation well development strategies')","(0.33333333333333337, 'centres and particular extent models contributed regional involvement')","(0.4285714285714286, 'provisions basel convention networking national regional levels')","(0.3870967741935484, 'international chemicals management assess possibilities obstacles expanding functions centres')","(0.38095238095238093, 'implementation international chemicals conventions processes within mandates including strategic approach')","(0.4426229508196722, 'basel convention strategic plan related chemicals conventions')","(0.3537414965986394, 'stockholm rotterdam basel conventions assess comment current potential activities roles centres facilitating implementation international chemicals')","(0.34883720930232553, 'centres follows training technology transfer information consulting awareness raising explanations core functions centres follows')","(0.29702970297029707, 'public awareness encouraging best approaches practices methodologies environmentally sound management')","(0.38095238095238093, 'core functions ensuring interaction including exchange information secretariat basel')","(0.43529411764705883, 'convention strategic plan acknowledging gratitude work done basel convention regional')","(0.3421052631578947, 'centres role centres assist developing countries countries economies transition within region capacity building environmentally sound management achieve')","(0.35151515151515156, 'strategic approach international chemicals management assess possibilities obstacles expanding functions centres promote integration environmentally sound management')","(0.39682539682539686, 'cooperation coordination among stockholm rotterdam basel conventions assess comment current potential activities roles centres')","(0.39655172413793105, 'management minimization generation hazardous wastes wastes')","(0.39655172413793105, 'obstacles expanding functions centres promote integration environmentally sound management hazardous wastes relevant')","(0.34408602150537637, 'time positions consultants continuity employment basel convention secretariat staff resources')"
