,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jul 2, 2008 Fortifications on the Caribbean Side of Panama PortobeloSan Lorenzo Panama C 135","(0.3448275862068966, 'party submit request international assistance support particular development management')","(0.2661290322580645, 'n regrets report sent state party include actualized information despite worrying state conservation property n reiterates')","(0.37777777777777777, 'conservation property n reiterates invitation')","(0.33333333333333337, 'management plan property n requests state party submit world heritage centre february comprehensive')","(0.3939393939393939, 'worrying state conservation property n reiterates invitation state')","(0.3145161290322581, 'request international assistance support particular development management plan property n requests state party submit world')","(0.33333333333333337, 'n regrets report sent')","(0.30434782608695654, 'information despite worrying state conservation property n reiterates')","(0.31034482758620685, 'state party include actualized information despite worrying state conservation property')","(0.42105263157894735, 'worrying state conservation property n')","(0.3285714285714286, 'submit request international assistance support particular development')","(0.33884297520661155, 'information despite worrying state conservation property n reiterates invitation state party submit request international')","(0.28682170542635654, 'add n recalling decision com adopted session christchurch n regrets report sent state party include actualized')","(0.2666666666666667, 'request international assistance support particular development management plan property n')","(0.3484848484848485, 'worrying state conservation property n reiterates invitation state')","(0.3188405797101449, 'information despite worrying state conservation property n reiterates')","(0.36708860759493667, 'request international assistance support particular development management plan')","(0.296875, 'conservation property n reiterates invitation state party submit')","(0.4035087719298246, 'despite worrying state conservation property n reiterates')","(0.3580246913580247, 'invitation state party submit request international assistance support particular')","(0.32558139534883723, 'conservation property n reiterates invitation state party submit request international')","(0.4385964912280702, 'state conservation property n reiterates invitation state')","(0.28358208955223885, 'state conservation property n reiterates invitation state party submit request international assistance support particular development')","(0.2892561983471075, 'information despite worrying state conservation property n reiterates invitation state party submit request international')","(0.26249999999999996, 'whc com add n recalling decision com adopted session christchurch')","(0.3292682926829268, 'centre february comprehensive progress report examination world heritage committee')","(0.3493975903614458, 'assistance support particular development management plan property n requests state')","(0.27450980392156865, 'conservation property n reiterates invitation state party submit request international assistance support particular development management plan property')","(0.2962962962962963, 'invitation state party submit request international assistance support particular development management plan property n requests state')","(0.3305084745762712, 'request international assistance support particular development management plan property n requests state party submit')","(0.4897959183673469, 'worrying state conservation property n reiterates')","(0.33009708737864074, 'state conservation property n reiterates invitation state party submit request international assistance')","(0.31818181818181823, 'include actualized information despite worrying state conservation property n reiterates')"
"Jul 2, 2008 Fort and Shalamar Gardens in Lahore Pakistan C 171xe2x80x93172","(0.2948717948717948, 'consultation world heritage centre advisory bodies draft statement outstanding')","(0.26356589147286824, 'world heritage centre icomos reactive monitoring mission assess progress made towards desired state conservation removal property')","(0.35, 'conservation removal property list world')","(0.34615384615384615, 'overall preservation conservation lahore fort shalamar gardens n reiterates requests state party develop')","(0.4477611940298507, 'preservation conservation lahore fort shalamar gardens n reiterates')","(0.3007518796992481, 'develop consultation world heritage centre advisory bodies draft statement outstanding universal value including conditions integrity')","(0.33333333333333337, 'property n also requests')","(0.33870967741935487, 'state conservation removal property list world heritage danger')","(0.3116883116883117, 'notes progress made state party overall preservation conservation lahore fort')","(0.39534883720930236, 'desired state conservation removal property')","(0.30000000000000004, 'including conditions integrity authenticity examination world heritage')","(0.3035714285714286, 'adopted session christchurch n notes progress made state party overall preservation conservation lahore fort')","(0.2790697674418605, 'party submit world heritage committee formal request modification boundaries property n also requests state party submit')","(0.29268292682926833, 'preservation conservation lahore fort shalamar gardens n reiterates requests state')","(0.4029850746268657, 'preservation conservation lahore fort shalamar gardens n reiterates')","(0.3076923076923077, 'progress made towards desired state conservation removal property')","(0.28358208955223885, 'preservation conservation lahore fort shalamar gardens n reiterates')","(0.33333333333333337, 'mission assess progress made towards desired state conservation')","(0.34545454545454546, 'state conservation removal property list world heritage')","(0.28985507246376807, 'n reiterates requests state party develop consultation world heritage')","(0.31707317073170727, 'preservation conservation lahore fort shalamar gardens n reiterates requests state')","(0.32727272727272727, 'removal property list world heritage danger examination')","(0.27586206896551724, 'whc com n recalling decision com adopted session christchurch n notes progress made state party')","(0.29565217391304344, 'n notes progress made state party overall preservation conservation lahore fort shalamar gardens n')","(0.2875, 'whc com n recalling decision com adopted session christchurch n')","(0.3561643835616438, 'world heritage centre february progress report examination world heritage')","(0.3033707865168539, 'conditions integrity authenticity examination world heritage committee session n requests')","(0.274074074074074, 'progress report examination world heritage committee session n decides retain fort shalamar gardens lahore pakistan list world')","(0.2846153846153846, 'notes progress made state party overall preservation conservation lahore fort shalamar gardens n reiterates requests state')","(0.30081300813008127, 'develop consultation world heritage centre advisory bodies draft statement outstanding universal value including conditions')","(0.47916666666666663, 'desired state conservation removal property list')","(0.27835051546391754, 'overall preservation conservation lahore fort shalamar gardens n reiterates requests state party')","(0.36250000000000004, 'removal property list world heritage danger examination world heritage committee')"
"Jul 2, 2008 Follow up on the Periodic Report for Europe","(0.28767123287671237, 'possible n recommends states parties advisory bodies world heritage')","(0.2595419847328244, 'value soon possible n recommends states parties advisory bodies world heritage centre continue collaboration addressing outstanding')","(0.2894736842105263, 'continue submit changes names criteria')","(0.29565217391304344, 'european states parties continue submit changes names criteria boundaries draft statements significance outstanding')","(0.31746031746031744, 'recommends states parties advisory bodies world heritage centre')","(0.2698412698412699, 'notes number training initiatives financed extrabudgetary sources n encourages european states parties continue submit changes')","(0.33333333333333337, 'corfu greece april notes')","(0.31746031746031744, 'recommends states parties advisory bodies world heritage centre')","(0.31081081081081086, 'possible n recommends states parties advisory bodies world heritage centre')","(0.32499999999999996, 'mediterranean south eastern europe corfu')","(0.30000000000000004, 'com com com com a adopted vilnius')","(0.2678571428571429, 'n examined document whc com n recalling decisions com com com com a adopted')","(0.26356589147286824, 'n recalling decisions com com com com a adopted vilnius christchurch sessions respectively n takes note')","(0.32608695652173914, 'submit changes names criteria boundaries draft statements significance outstanding universal')","(0.3291139240506329, 'heritage centre continue collaboration addressing outstanding issues particular')","(0.26582278481012656, 'heritage centre continue collaboration addressing outstanding issues particular')","(0.32835820895522383, 'focused follow up meetings training exercises n thanks')","(0.31746031746031744, 'parties continue submit changes names criteria boundaries draft')","(0.326530612244898, 'universal value soon possible n recommends states')","(0.28767123287671237, 'results subregional meetings follow up periodic reporting central eastern')","(0.2954545454545454, 'number training initiatives financed extrabudgetary sources n encourages european states')","(0.4629629629629629, 'authorities host meeting mediterranean europe spring n')","(0.31818181818181823, 'spanish authorities organized iberian meeting plasencia spain april welcomes offer portuguese authorities host meeting mediterranean')","(0.30434782608695654, 'host meeting mediterranean europe spring n requests world heritage centre advisory bodies prepare progress')","(0.375, 'up meetings training exercises n thanks greek authorities hosted mediterranean')","(0.29850746268656714, 'possible n recommends states parties advisory bodies world heritage')","(0.2906976744186046, 'recommends states parties advisory bodies world heritage centre continue collaboration')","(0.2666666666666667, 'n recalling decisions com com com com a adopted vilnius christchurch sessions respectively n takes note results')","(0.2615384615384615, 'examined document whc com n recalling decisions com com com com a adopted vilnius christchurch sessions')","(0.28, 'heritage centre continue collaboration addressing outstanding issues particular focused follow up meetings training exercises')","(0.3921568627450981, 'hosted mediterranean south eastern european meeting')","(0.28865979381443296, 'thanks greek authorities hosted mediterranean south eastern european meeting corfu greece april')","(0.3780487804878049, 'greek authorities hosted mediterranean south eastern european meeting corfu greece')"
"Jul 2, 2008 Giants Causeway and Causeway Coast United Kingdom N 369","(0.3013698630136986, 'durban n takes notes detailed report provided state party')","(0.25, 'world heritage committee n examined document whc com n recalling decision com adopted session durban n')","(0.32558139534883723, 'recommendations joint world heritage centre')","(0.32173913043478264, 'implementing decisions adopted world heritage committee unesco durban sessions recommendations joint world heritage')","(0.303030303030303, 'sessions recommendations joint world heritage centre iucn reactive')","(0.29850746268656714, 'state party developments concerning visitor centre improved planning processes management property n welcomes involvement stakeholders')","(0.33333333333333337, 'provided state party developments')","(0.33333333333333337, 'unesco durban sessions recommendations joint world heritage centre')","(0.3012048192771084, 'adopted world heritage committee unesco durban sessions recommendations joint world')","(0.2978723404255319, 'developments concerning visitor centre improved')","(0.32352941176470584, 'stakeholders implementing decisions adopted world heritage committee')","(0.28787878787878785, 'concerning visitor centre improved planning processes management property n welcomes involvement stakeholders implementing decisions')","(0.3023255813953488, 'n recalling decision com adopted session durban n takes notes detailed report provided state party developments')","(0.2934782608695652, 'management property n welcomes involvement stakeholders implementing decisions adopted world')","(0.30000000000000004, 'decision com adopted session durban n takes notes')","(0.2948717948717948, 'management property n welcomes involvement stakeholders implementing decisions')","(0.3098591549295775, 'notes planning permission granted private investor development proposal')","(0.31034482758620685, 'monitoring mission build new visitor centre notes planning')","(0.3392857142857143, 'visitor centre notes planning permission granted private')","(0.28767123287671237, 'permission granted private investor development proposal n requests state')","(0.2784810126582279, 'permission granted private investor development proposal n requests state party')","(0.33333333333333337, 'recommendations joint world heritage centre iucn reactive')","(0.2931034482758621, 'heritage centre iucn reactive monitoring mission build new visitor centre notes planning permission granted private')","(0.26956521739130435, 'n examined document whc com n recalling decision com adopted session durban n takes')","(0.3125, 'whc com n recalling decision com adopted session durban n')","(0.3076923076923077, 'heritage committee unesco durban sessions recommendations joint world heritage')","(0.3448275862068966, 'provided state party developments concerning visitor centre improved planning processes')","(0.2962962962962963, 'adopted session durban n takes notes detailed report provided state party developments concerning visitor centre improved planning')","(0.2846153846153846, 'examined document whc com n recalling decision com adopted session durban n takes notes detailed report')","(0.3278688524590164, 'implementing decisions adopted world heritage committee unesco durban sessions recommendations joint world heritage centre')","(0.3584905660377359, 'party developments concerning visitor centre improved')","(0.27192982456140347, 'improved planning processes management property n welcomes involvement stakeholders implementing decisions adopted')","(0.31818181818181823, 'n recalling decision com adopted session durban n takes notes')"
"Jul 2, 2008 Henderson Island United Kingdom N 487","(0.34246575342465757, 'code conduct n notes importance decisive action relation threats')","(0.3049645390070922, 'importance decisive action relation threats property requests state party finalise plans rapid implementation eradication invasive polynesian')","(0.36170212765957444, 'conservation property including reference alien')","(0.33644859813084116, 'appointment examination world heritage committee session requests state party provide world heritage centre')","(0.42028985507246375, 'conservation translocation rat eradication scheme well planned ranger')","(0.2977099236641222, 'situ conservation translocation rat eradication scheme well planned ranger appointment examination world heritage committee session')","(0.32258064516129037, 'well planned ranger appointment')","(0.34782608695652173, 'conservation translocation rat eradication scheme well planned ranger')","(0.31707317073170727, 'welcomes completion dissemination visitor code conduct n notes importance decisive')","(0.37777777777777777, 'overall state conservation property including')","(0.32258064516129037, 'plans rapid implementation eradication invasive polynesian rat')","(0.2946428571428571, 'n welcomes completion dissemination visitor code conduct n notes importance decisive action relation threats')","(0.27941176470588236, 'beaches extinctions ex situ conservation translocation rat eradication scheme well planned ranger appointment examination world heritage')","(0.29268292682926833, 'importance decisive action relation threats property requests state party finalise')","(0.3548387096774194, 'ex situ conservation translocation rat eradication scheme well')","(0.323943661971831, 'detailed report overall state conservation property including reference')","(0.32835820895522383, 'code conduct n notes importance decisive action relation')","(0.3188405797101449, 'conservation translocation rat eradication scheme well planned ranger')","(0.39344262295081966, 'overall state conservation property including reference alien')","(0.3733333333333333, 'conservation property including reference alien fauna flora sustainable use')","(0.388235294117647, 'overall state conservation property including reference alien fauna flora sustainable')","(0.4193548387096774, 'conservation translocation rat eradication scheme well planned')","(0.2824427480916031, 'situ conservation translocation rat eradication scheme well planned ranger appointment examination world heritage committee session')","(0.27826086956521734, 'timber turtle nesting beaches extinctions ex situ conservation translocation rat eradication scheme well planned')","(0.2875, 'whc com n recalling decision com adopted session christchurch n')","(0.345679012345679, 'conservation translocation rat eradication scheme well planned ranger appointment')","(0.35789473684210527, 'implementation eradication invasive polynesian rat consider appointment ranger henderson island')","(0.274074074074074, 'code conduct n notes importance decisive action relation threats property requests state party finalise plans rapid implementation')","(0.2773722627737226, 'threats property requests state party finalise plans rapid implementation eradication invasive polynesian rat consider appointment ranger')","(0.34959349593495936, 'situ conservation translocation rat eradication scheme well planned ranger appointment examination world heritage committee')","(0.4107142857142857, 'rapid implementation eradication invasive polynesian rat')","(0.2647058823529411, 'implementation eradication invasive polynesian rat consider appointment ranger henderson island n also')","(0.3263157894736842, 'implementation eradication invasive polynesian rat consider appointment ranger henderson island')"
"Jul 2, 2008 Historic Centre of Mexico City and Xochimilco Mexico C 412","(0.28767123287671237, 'christchurch n notes intention state party propose comisi oacute')","(0.2727272727272727, 'outstanding universal value integrity property work different levels authority clarify administrative technical procedures interventions historical centre')","(0.42500000000000004, 'interventions historical centre mexico n')","(0.32407407407407407, 'requests state party consultation world heritage centre icomos develop draft statement outstanding universal')","(0.323943661971831, 'february updated state conservation report results coordination meeting')","(0.30833333333333335, 'invitation state party world heritage centre icomos joint reactive monitoring mission assess impacts actions outstanding')","(0.37037037037037035, 'party world heritage centre')","(0.3620689655172413, 'adopted session christchurch n notes intention state party')","(0.3285714285714286, 'property historical centre mexico n takes note declaration state party')","(0.3902439024390244, 'updated state conservation report results')","(0.33333333333333337, 'procedures interventions historical centre mexico n requests')","(0.3555555555555555, 'universal value integrity property work different levels authority clarify administrative technical procedures interventions historical')","(0.3178294573643411, 'n takes note declaration state party concerning absence risk demolition n requests state party consultation world')","(0.3176470588235294, 'icomos joint reactive monitoring mission assess impacts actions outstanding universal')","(0.32352941176470584, 'n deeply regrets demolition historical buildings property historical')","(0.32894736842105265, 'administrative technical procedures interventions historical centre mexico n')","(0.31343283582089554, 'notes intention state party propose comisi oacute n')","(0.32352941176470584, 'mission assess impacts actions outstanding universal value integrity')","(0.3571428571428571, 'universal value integrity property work different levels')","(0.3205128205128205, 'procedures interventions historical centre mexico n requests moreoverthe state')","(0.3493975903614458, 'coordination meeting comisi oacute n interdependencial unesco mexico office reflect')","(0.40384615384615385, 'management unit property n deeply regrets demolition')","(0.28, 'expresses satisfaction regarding invitation state party world heritage centre icomos joint reactive monitoring mission assess')","(0.30434782608695654, 'committee session n expresses satisfaction regarding invitation state party world heritage centre icomos joint')","(0.30208333333333337, 'propose comisi oacute n interdependencial responsible institution implementation management plan')","(0.3589743589743589, 'report results coordination meeting mentioned above examination world heritage')","(0.32608695652173914, 'authenticity examination world heritage committee session n expresses satisfaction regarding')","(0.30069930069930073, 'propose comisi oacute n interdependencial responsible institution implementation management plan xochimilco n invites state party organize soon')","(0.28260869565217395, 'propose comisi oacute n interdependencial responsible institution implementation management plan xochimilco n invites state party organize')","(0.3709677419354839, 'consultation world heritage centre icomos develop draft statement outstanding universal value including conditions integrity')","(0.40740740740740744, 'updated state conservation report results coordination')","(0.2586206896551724, 'property work different levels authority clarify administrative technical procedures interventions historical centre')","(0.3295454545454546, 'report results coordination meeting mentioned above examination world heritage committee')"
"Jul 2, 2008 Future of the World Heritage Convention","(0.3561643835616438, 'well synergies international instruments n welcomes offer australia co')","(0.2857142857142857, 'experts reports secretariat documents notably challenges millennium n noting world heritage convention approaching fortieth anniversary well')","(0.4722222222222222, 'convention coming decades n requests')","(0.3220338983050848, 'agrees timely consider best respond challenges opportunities effective implementation world heritage convention coming')","(0.36111111111111116, 'diversity convention pose challenges opportunities could fully envisaged')","(0.28888888888888886, 'protection convention n agrees timely consider best respond challenges opportunities effective implementation world heritage convention')","(0.3571428571428571, 'parties advisory bodies make')","(0.40909090909090906, 'implementation world heritage convention coming decades n requests')","(0.367816091954023, 'key challenges trends opportunities facing world heritage convention develop approaches')","(0.42500000000000004, 'facing world heritage convention develop')","(0.3870967741935484, 'diversity convention pose challenges opportunities could fully')","(0.3790322580645161, 'protection convention n agrees timely consider best respond challenges opportunities effective implementation world heritage')","(0.2971014492753623, 'notably challenges millennium n noting world heritage convention approaching fortieth anniversary well inscription property world heritage')","(0.31818181818181823, 'heritage convention identify global strategic issues key challenges trends opportunities')","(0.3142857142857143, 'agrees timely consider best respond challenges opportunities effective')","(0.36363636363636365, 'implementation world heritage convention coming decades n requests')","(0.31343283582089554, 'heritage convention coming decades n requests world heritage')","(0.33333333333333337, 'inf n recalling discussion global strategy representative balanced')","(0.4032258064516129, 'diversity convention pose challenges opportunities could fully')","(0.3472222222222222, 'international instruments n welcomes offer australia co sponsor workshop')","(0.3589743589743589, 'well synergies international instruments n welcomes offer australia co sponsor')","(0.4057971014492754, 'heritage convention approaching fortieth anniversary well inscription')","(0.31851851851851853, 'protection convention n agrees timely consider best respond challenges opportunities effective implementation world heritage convention')","(0.27826086956521734, 'n examined document whc com inf n recalling discussion global strategy representative balanced credible')","(0.3191489361702128, 'heritage convention develop approaches address issues well synergies international instruments')","(0.3880597014925373, 'centre convene session workshop paris reflect future world heritage')","(0.3132530120481928, 'convention n agrees timely consider best respond challenges opportunities effective')","(0.30069930069930073, 'notably challenges millennium n noting world heritage convention approaching fortieth anniversary well inscription property world heritage list')","(0.29166666666666663, 'heritage protection convention n agrees timely consider best respond challenges opportunities effective implementation world heritage convention')","(0.33913043478260874, 'convention develop approaches address issues well synergies international instruments n welcomes offer australia co')","(0.3913043478260869, 'agrees timely consider best respond challenges')","(0.2989690721649485, 'co sponsor workshop n invites world heritage committee members states parties advisory')","(0.36708860759493667, 'heritage protection convention n agrees timely consider best respond challenges')"
"Jul 2, 2008 Garamba National Park Democratic Republic of the Congo N 136","(0.31506849315068497, 'monitoring mechanism property n also decides retain garamba national')","(0.25503355704697983, 'within mandate capabilities assist park authorities framework deployment around property support conservation property particular regards disarmament')","(0.368421052631579, 'population situ soon situation permits')","(0.3739130434782608, 'report state conservation property particular situation regarding requested translocation last northern white rhino')","(0.3580246913580247, 'conservation property particular situation regarding requested translocation last')","(0.2734375, 'report state conservation property particular situation regarding requested translocation last northern white rhino secure place')","(0.40909090909090906, 'species n notes recent')","(0.4029850746268657, 'united nations organization mission democratic republic congo monuc')","(0.38095238095238093, 'seek cooperation united nations organization mission democratic republic congo monuc')","(0.39534883720930236, 'desired state conservation removal property')","(0.3448275862068966, 'party seek cooperation united nations organization mission')","(0.3303571428571429, 'n decides continue apply reinforced monitoring mechanism property n also decides retain garamba national')","(0.3125, 'implementation corrective measures adopted examination world heritage committee session n decides continue apply reinforced monitoring mechanism')","(0.3085106382978723, 'report state conservation property particular situation regarding requested translocation last')","(0.3733333333333333, 'report state conservation property particular situation regarding requested')","(0.3731343283582089, 'integrity well proposal desired state conservation removal property')","(0.4025974025974026, 'framework deployment around property support conservation property particular')","(0.32835820895522383, 'integrity well proposal desired state conservation removal property')","(0.3571428571428571, 'state party seek cooperation united nations organization')","(0.3513513513513513, 'united nations organization mission democratic republic congo monuc within')","(0.34375, 'conservation property particular situation regarding requested translocation last northern white')","(0.39473684210526316, 'conservation property particular situation regarding requested translocation')","(0.296875, 'report state conservation property particular situation regarding requested translocation last northern white rhino secure place')","(0.30434782608695654, 'vilnius n calls upon state party seek cooperation united nations organization mission democratic republic')","(0.3666666666666667, 'party consultation iccn management body protected areas continue implementation corrective')","(0.34444444444444444, 'conservation property particular situation regarding requested translocation last northern')","(0.3370786516853933, 'implementation corrective measures adopted examination world heritage committee session n')","(0.32432432432432434, 'northern white rhino secure place well progress accomplished implementation corrective measures adopted examination world heritage committee session')","(0.3642857142857143, 'party consultation iccn management body protected areas continue implementation corrective measures adopted world heritage committee session')","(0.3529411764705882, 'conservation property particular regards disarmament n requests state party consultation world heritage centre advisory')","(0.47916666666666663, 'desired state conservation removal property list')","(0.303921568627451, 'property particular situation regarding requested translocation last northern white rhino secure place')","(0.36250000000000004, 'removal property list world heritage danger examination world heritage committee')"
"Jul 2, 2008 Heart of Neolithic Orkney United Kingdom C 514","(0.275, 'centre february information protection including visual integrity property might')","(0.3145161290322581, 'suspend project n also requests state party submit world heritage centre february information protection including visual')","(0.36734693877551017, 'information protection including visual integrity')","(0.3097345132743363, 'expresses concern potential impact proposed wind turbines integrity outstanding universal value property requests')","(0.288135593220339, 'n expresses concern potential impact proposed wind turbines')","(0.2727272727272727, 'state party provide three printed electronic copies draft revised management plan review world heritage centre')","(0.3870967741935484, 'copies draft revised management')","(0.31746031746031744, 'outstanding universal value property prevented n requests state')","(0.3012048192771084, 'party submit world heritage centre february information protection including visual')","(0.32432432432432434, 'management plan review world heritage')","(0.2807017543859649, 'expresses concern potential impact proposed wind turbines')","(0.2589285714285714, 'world heritage committee n examined document whc com n expresses concern potential impact proposed')","(0.27083333333333337, 'information protection including visual integrity property might strengthened ensure project similar projects might impact outstanding universal')","(0.2588235294117647, 'might strengthened ensure project similar projects might impact outstanding universal')","(0.28378378378378377, 'centre february information protection including visual integrity property')","(0.28378378378378377, 'centre february information protection including visual integrity property')","(0.31081081081081086, 'centre february information protection including visual integrity property')","(0.30434782608695654, 'integrity property might strengthened ensure project similar projects')","(0.375, 'heritage centre february information protection including visual')","(0.2987012987012987, 'including visual integrity property might strengthened ensure project similar')","(0.2987012987012987, 'outstanding universal value property prevented n requests state party provide')","(0.40625, 'information protection including visual integrity property might')","(0.27611940298507465, 'heritage centre february information protection including visual integrity property might strengthened ensure project similar projects')","(0.27826086956521734, 'universal value property requests state party suspend project n also requests state party submit')","(0.28395061728395066, 'n expresses concern potential impact proposed wind turbines integrity outstanding')","(0.36250000000000004, 'centre february information protection including visual integrity property might')","(0.3586956521739131, 'information protection including visual integrity property might strengthened ensure project')","(0.2666666666666667, 'world heritage committee n examined document whc com n expresses concern potential impact proposed wind turbines integrity')","(0.27941176470588236, 'requests state party submit world heritage centre february information protection including visual integrity property might strengthened')","(0.30400000000000005, 'heritage centre february information protection including visual integrity property might strengthened ensure project similar')","(0.31818181818181823, 'management plan review world heritage centre')","(0.25688073394495414, 'information protection including visual integrity property might strengthened ensure project similar projects')","(0.34782608695652173, 'information protection including visual integrity property might strengthened ensure project')"
"Jul 2, 2008 Galapagos Islands Ecuador N 1bis","(0.31506849315068497, 'conservation report submitted one two working languages world heritage')","(0.2846715328467153, 'heritage centre advisory bodies develop draft statement outstanding universal value including conditions integrity proposal desired state')","(0.39534883720930236, 'conditions integrity proposal desired state')","(0.3771929824561403, 'concern fundamental conservation issues conflicts associated key threats justified inscription property list world')","(0.4126984126984127, 'desired state conservation removal property list world heritage')","(0.2796610169491526, 'two working languages world heritage convention french english n commends state party progress achieved implementation')","(0.375, 'heritage danger remain n')","(0.36923076923076925, 'reiterates request state party consultation world heritage centre')","(0.3414634146341463, 'integrity proposal desired state conservation removal property list world heritage')","(0.41666666666666663, 'heritage convention french english n')","(0.33333333333333337, 'heritage convention french english n commends state')","(0.3307692307692308, 'report state conservation property examination world heritage committee session particular emphasis identified corrective measures')","(0.31007751937984496, 'n recalling decision com adopted session christchurch n reminds state party state conservation report submitted one')","(0.2947368421052632, 'fundamental conservation issues conflicts associated key threats justified inscription property')","(0.3846153846153846, 'addressing conservation social development problems affecting property provide')","(0.35820895522388063, 'integrity proposal desired state conservation removal property list')","(0.345679012345679, 'implemented towards addressing conservation social development problems affecting')","(0.3492063492063492, 'action plan produced response presidential decree no continuing')","(0.43137254901960786, 'heritage convention french english n commends state')","(0.3571428571428571, 'conservation removal property list world heritage danger based results')","(0.3417721518987342, 'no continuing success area control eradication introduced species progress made')","(0.40909090909090906, 'conservation property examination world heritage committee session')","(0.30147058823529416, 'report state conservation property examination world heritage committee session particular emphasis identified corrective measures point')","(0.33043478260869563, 'key corrective measures action plan produced response presidential decree no continuing success area control')","(0.30927835051546393, 'addressing conservation social development problems affecting property provide definite timeframe')","(0.4285714285714286, 'conservation report submitted one two working languages world heritage')","(0.3608247422680413, 'addressing conservation social development problems affecting property provide definite timeframe')","(0.30379746835443033, 'objectively assess actual impacts field activities implemented towards addressing conservation social development problems affecting property provide definite')","(0.31543624161073824, 'addressing conservation social development problems affecting property provide definite timeframe completion n notes concern fundamental conservation')","(0.34615384615384615, 'implemented towards addressing conservation social development problems affecting property provide definite timeframe completion n')","(0.47916666666666663, 'desired state conservation removal property list')","(0.27835051546391754, 'action plan report also address concerns noted above along progress various actions')","(0.36, 'property list world heritage danger based results requested baseline survey')"
