,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Dec 7, 1987 Inscription Historic Centre of Puebla Mexico","(0.273972602739726, 'colonial city puebla pre hispanic site cholula weakened urbanization')","(0.25806451612903225, 'historic centre puebla n n mexico n c ii iv n committee considered complementarity colonial city')","(0.35, 'complementarity colonial city puebla pre')","(0.3063063063063063, 'circumstances proceed joint inscription consequently historic centre puebla alone inscribed world heritage list')","(0.30434782608695654, 'inscription consequently historic centre puebla alone inscribed world')","(0.2556390977443609, 'therefore possible present circumstances proceed joint inscription consequently historic centre puebla alone inscribed world heritage')","(0.30000000000000004, 'hispanic site cholula weakened')","(0.31343283582089554, 'proceed joint inscription consequently historic centre puebla alone')","(0.3033707865168539, 'hispanic site cholula weakened urbanization area therefore possible present circumstances')","(0.3191489361702128, 'inscription consequently historic centre puebla')","(0.28358208955223885, 'weakened urbanization area therefore possible present circumstances')","(0.2713178294573644, 'weakened urbanization area therefore possible present circumstances proceed joint inscription consequently historic centre puebla')","(0.2558139534883721, 'historic centre puebla n n mexico n c ii iv n committee considered complementarity colonial city')","(0.2650602409638554, 'proceed joint inscription consequently historic centre puebla alone inscribed world')","(0.26865671641791045, 'proceed joint inscription consequently historic centre puebla alone')","(0.2666666666666667, 'ii iv n committee considered complementarity colonial city')","(0.30666666666666664, 'cholula weakened urbanization area therefore possible present circumstances')","(0.2784810126582279, 'therefore possible present circumstances proceed joint inscription consequently')","(0.3015873015873016, 'inscription consequently historic centre puebla alone inscribed')","(0.34523809523809523, 'urbanization area therefore possible present circumstances proceed joint inscription')","(0.3132530120481928, 'inscription consequently historic centre puebla alone inscribed world heritage list')","(0.30508474576271183, 'joint inscription consequently historic centre puebla alone')","(0.26724137931034486, 'historic centre puebla n n mexico n c ii iv n committee considered complementarity colonial')","(0.3023255813953488, 'weakened urbanization area therefore possible present circumstances proceed joint inscription consequently historic centre puebla')","(0.275, 'ii iv n committee considered complementarity colonial city puebla pre')","(0.3589743589743589, 'inscription consequently historic centre puebla alone inscribed world heritage')","(0.2989690721649485, 'urbanization area therefore possible present circumstances proceed joint inscription consequently')","(0.2962962962962963, 'historic centre puebla n n mexico n c ii iv n committee considered complementarity colonial city puebla')","(0.2846153846153846, 'historic centre puebla n n mexico n c ii iv n committee considered complementarity colonial city')","(0.3023255813953488, 'weakened urbanization area therefore possible present circumstances proceed joint inscription consequently historic centre puebla')","(0.3076923076923077, 'n committee considered complementarity colonial city')","(0.25, 'therefore possible present circumstances proceed joint inscription consequently historic centre puebla alone')","(0.28915662650602414, 'proceed joint inscription consequently historic centre puebla alone inscribed world')"
"Dec 7, 1987 Inscription Imperial Palace of the Ming and Qing Dynasties China Peoples Rep of","(0.2465753424657534, 'dynasties n n china nbsp people s rep of')","(0.22580645161290325, 'imperial palace ming qing dynasties n n china nbsp people s rep of n c iii')","(0.25806451612903225, 'dynasties n n china nbsp')","(0.2195121951219512, 'imperial palace ming qing dynasties n n china nbsp people s rep of')","(0.2592592592592593, 'imperial palace ming qing dynasties n n china')","(0.2314814814814815, 'imperial palace ming qing dynasties n n china nbsp people s rep of n c')","(0.31999999999999995, 'imperial palace ming qing')","(0.24, 'dynasties n n china nbsp people s rep')","(0.27692307692307694, 'nbsp people s rep of n c iii iv n')","(0.2592592592592593, 'ming qing dynasties n n')","(0.26, 'china nbsp people s rep of n')","(0.2321428571428571, 'imperial palace ming qing dynasties n n china nbsp people s rep of n')","(0.2325581395348837, 'imperial palace ming qing dynasties n n china nbsp people s rep of n c iii')","(0.22972972972972971, 'dynasties n n china nbsp people s rep of n')","(0.19999999999999996, 'ming qing dynasties n n china nbsp people')","(0.23333333333333328, 'nbsp people s rep of n c iii')","(0.25373134328358204, 'dynasties n n china nbsp people s rep')","(0.27083333333333337, 'nbsp people s rep of n c iii')","(0.275, 'n n china nbsp people s rep')","(0.29508196721311475, 'imperial palace ming qing dynasties n n china nbsp')","(0.25757575757575757, 'dynasties n n china nbsp people s rep of n')","(0.26530612244897955, 'dynasties n n china nbsp people s')","(0.25, 'imperial palace ming qing dynasties n n china nbsp people s rep of n c')","(0.23478260869565215, 'imperial palace ming qing dynasties n n china nbsp people s rep of n')","(0.25, 'imperial palace ming qing dynasties n n china nbsp people')","(0.25, 'ming qing dynasties n n china nbsp people s')","(0.2533333333333333, 'dynasties n n china nbsp people s rep of n')","(0.2592592592592593, 'imperial palace ming qing dynasties n n china nbsp people s rep of n c iii iv')","(0.24615384615384617, 'imperial palace ming qing dynasties n n china nbsp people s rep of n c iii')","(0.26732673267326734, 'imperial palace ming qing dynasties n n china nbsp people s rep of n')","(0.2222222222222222, 'palace ming qing dynasties n n')","(0.22680412371134018, 'imperial palace ming qing dynasties n n china nbsp people s rep')","(0.25757575757575757, 'imperial palace ming qing dynasties n n china nbsp people')"
"Dec 7, 1987 Date and Place of the Twelfth Session of the World Heritage Committee","(0.35064935064935066, 'properties see international assistance projects work n disadvantages holding')","(0.2702702702702703, 'taking account advantages disadvantages outlined above accepted invitation brazilian authorities hold session committee brasilia condition agreement')","(0.41666666666666663, 'convention better known host country')","(0.32999999999999996, 'gave excellent opportunity make work convention better known host country region furthermore members')","(0.35, 'work convention better known host country region furthermore')","(0.3090909090909091, 'make work convention better known host country region furthermore members committee could chance visit certain')","(0.46153846153846156, 'paris since gave excellent')","(0.36986301369863017, 'accepted invitation brazilian authorities hold session committee brasilia')","(0.3466666666666667, 'better known host country region furthermore members committee could chance')","(0.4545454545454546, 'make work convention better known')","(0.4, 'make work convention better known host country')","(0.33043478260869563, 'country region furthermore members committee could chance visit certain world heritage properties see international')","(0.28682170542635654, 'work convention better known host country region furthermore members committee could chance visit certain world heritage')","(0.33333333333333337, 'work convention better known host country region furthermore members committee')","(0.2906976744186046, 'headquarters connection brazilian representative informed committee government willing')","(0.32098765432098764, 'advantages disadvantages outlined above accepted invitation brazilian authorities')","(0.3880597014925373, 'work convention better known host country region furthermore')","(0.33333333333333337, 'properties see international assistance projects work n disadvantages')","(0.4347826086956522, 'make work convention better known host country')","(0.38961038961038963, 'international assistance projects work n disadvantages holding next committee')","(0.3414634146341463, 'properties see international assistance projects work n disadvantages holding next')","(0.4, 'convention better known host country region furthermore')","(0.28057553956834536, 'meetings unesco headquarters connection brazilian representative informed committee government willing cover additional costs secretariat n')","(0.30434782608695654, 'make work convention better known host country region furthermore members committee could chance visit')","(0.30000000000000004, 'paris since gave excellent opportunity make work convention better known')","(0.34285714285714286, 'committee host one sessions brasilia property inscribed world heritage')","(0.33009708737864074, 'headquarters connection brazilian representative informed committee government willing cover additional')","(0.2828947368421053, 'c covered amounts foreseen meetings unesco headquarters connection brazilian representative informed committee government willing cover additional costs')","(0.28767123287671237, 'c covered amounts foreseen meetings unesco headquarters connection brazilian representative informed committee government willing cover additional')","(0.3464566929133859, 'connection brazilian representative informed committee government willing cover additional costs secretariat n committee taking')","(0.37777777777777777, 'agreement could made brazil unesco additional')","(0.2773109243697479, 'meetings unesco headquarters connection brazilian representative informed committee government willing cover additional')","(0.33333333333333337, 'world heritage properties see international assistance projects work n disadvantages')"
"Dec 7, 1987 Inscription Hollokxc3xb6 Hungary","(0.28767123287671237, 'n committee took note satisfaction statement made observer hungary')","(0.25, 'hollok ouml n rev n hungary n c n committee took note satisfaction statement made observer')","(0.2558139534883721, 'recalled holloko protected legal provisions')","(0.2685185185185185, 'committee took note satisfaction statement made observer hungary recalled holloko protected legal provisions')","(0.2407407407407407, 'n rev n hungary n c n committee')","(0.2592592592592593, 'rev n hungary n c n committee took note satisfaction statement made observer hungary recalled')","(0.28125, 'took note satisfaction statement')","(0.30000000000000004, 'n rev n hungary n c n committee')","(0.29230769230769227, 'hollok ouml n rev n hungary n c n committee')","(0.2727272727272727, 'satisfaction statement made observer hungary')","(0.2666666666666667, 'recalled holloko protected legal provisions also inhabitants')","(0.25, 'rev n hungary n c n committee took note satisfaction statement made observer hungary')","(0.2558139534883721, 'n hungary n c n committee took note satisfaction statement made observer hungary recalled holloko protected')","(0.26136363636363635, 'satisfaction statement made observer hungary recalled holloko protected legal provisions')","(0.2666666666666667, 'n rev n hungary n c n committee')","(0.22058823529411764, 'hungary recalled holloko protected legal provisions also inhabitants')","(0.25373134328358204, 'n c n committee took note satisfaction statement')","(0.27586206896551724, 'n committee took note satisfaction statement made observer')","(0.3214285714285714, 'hungary recalled holloko protected legal provisions also')","(0.2727272727272727, 'satisfaction statement made observer hungary recalled holloko protected legal')","(0.28, 'n committee took note satisfaction statement made observer hungary recalled')","(0.3278688524590164, 'satisfaction statement made observer hungary recalled holloko')","(0.27586206896551724, 'n c n committee took note satisfaction statement made observer hungary recalled holloko protected legal')","(0.26956521739130435, 'rev n hungary n c n committee took note satisfaction statement made observer hungary')","(0.25609756097560976, 'made observer hungary recalled holloko protected legal provisions also inhabitants')","(0.24242424242424243, 'n committee took note satisfaction statement made observer hungary')","(0.2716049382716049, 'took note satisfaction statement made observer hungary recalled holloko protected')","(0.3111111111111111, 'hollok ouml n rev n hungary n c n committee took note satisfaction statement made observer hungary')","(0.2615384615384615, 'hollok ouml n rev n hungary n c n committee took note satisfaction statement made observer')","(0.2831858407079646, 'committee took note satisfaction statement made observer hungary recalled holloko protected legal provisions also')","(0.3125, 'statement made observer hungary recalled holloko')","(0.23711340206185572, 'hollok ouml n rev n hungary n c n committee took note')","(0.28409090909090906, 'satisfaction statement made observer hungary recalled holloko protected legal provisions')"
"Dec 7, 1987 Inscription Kilimanjaro National Park United Republic of Tanzania","(0.26027397260273977, 'kilimanjaro national park n n united republic nbsp of')","(0.25, 'kilimanjaro national park n n united republic nbsp of tanzania n n iii n committee recommended')","(0.26086956521739135, 'recommended tanzanian authorities pursue plans')","(0.2857142857142857, 'pursue plans extending park include areas montane forests continue efforts strengthen protective measures')","(0.295774647887324, 'management park representative tanzania informed committee would report')","(0.3065693430656934, 'measures particular committee requested management plan prepared would improve effective management park representative tanzania informed')","(0.3846153846153846, 'park include areas montane')","(0.27941176470588236, 'include areas montane forests continue efforts strengthen protective')","(0.28260869565217395, 'strengthen protective measures particular committee requested management plan prepared would')","(0.31034482758620685, 'kilimanjaro national park n n')","(0.2857142857142857, 'montane forests continue efforts strengthen protective measures')","(0.28, 'montane forests continue efforts strengthen protective measures particular committee requested management plan prepared would')","(0.2945736434108527, 'of tanzania n n iii n committee recommended tanzanian authorities pursue plans extending park include areas')","(0.276595744680851, 'montane forests continue efforts strengthen protective measures particular committee requested')","(0.2816901408450704, 'management park representative tanzania informed committee would report')","(0.2535211267605634, 'management park representative tanzania informed committee would report')","(0.3076923076923077, 'continue efforts strengthen protective measures particular committee requested')","(0.3116883116883117, 'strengthen protective measures particular committee requested management plan')","(0.3484848484848485, 'forests continue efforts strengthen protective measures particular')","(0.3116883116883117, 'include areas montane forests continue efforts strengthen protective measures')","(0.3058823529411765, 'management park representative tanzania informed committee would report progress next')","(0.3529411764705882, 'continue efforts strengthen protective measures particular committee')","(0.2692307692307693, 'recommended tanzanian authorities pursue plans extending park include areas montane forests continue efforts strengthen protective')","(0.26086956521739135, 'n n united republic nbsp of tanzania n n iii n committee recommended tanzanian')","(0.2978723404255319, 'continue efforts strengthen protective measures particular committee requested management plan')","(0.3258426966292135, 'continue efforts strengthen protective measures particular committee requested management')","(0.3152173913043478, 'strengthen protective measures particular committee requested management plan prepared would')","(0.2702702702702703, 'extending park include areas montane forests continue efforts strengthen protective measures particular committee requested management plan prepared')","(0.26573426573426573, 'montane forests continue efforts strengthen protective measures particular committee requested management plan prepared would improve effective')","(0.32773109243697474, 'recommended tanzanian authorities pursue plans extending park include areas montane forests continue efforts strengthen')","(0.33333333333333337, 'management plan prepared would improve effective')","(0.2777777777777778, 'efforts strengthen protective measures particular committee requested management plan prepared would improve')","(0.31868131868131866, 'prepared would improve effective management park representative tanzania informed committee')"
"Dec 7, 1987 Inscription Ksar of AitBenHaddou Morocco","(0.2191780821917808, 'ben haddou n n morocco n c iv n')","(0, '')","(0.22580645161290325, 'n n morocco n c')","(0, '')","(0.2407407407407407, 'ben haddou n n morocco n c iv')","(0, '')","(0.21052631578947367, 'ksar ait ben haddou')","(0.26, 'ben haddou n n morocco n c iv')","(0.2615384615384615, 'ksar ait ben haddou n n morocco n c iv')","(0.2962962962962963, 'ben haddou n n morocco')","(0.19999999999999996, 'ait ben haddou n n morocco n')","(0, '')","(0, '')","(0.21621621621621623, 'ksar ait ben haddou n n morocco n c iv')","(0.23333333333333328, 'ben haddou n n morocco n c iv')","(0.21666666666666667, 'ksar ait ben haddou n n morocco n')","(0.20895522388059706, 'ksar ait ben haddou n n morocco n')","(0.1875, 'ksar ait ben haddou n n morocco n')","(0.30000000000000004, 'ben haddou n n morocco n c')","(0.2295081967213115, 'ksar ait ben haddou n n morocco n c')","(0.18181818181818177, 'ksar ait ben haddou n n morocco n c iv')","(0.24489795918367352, 'n n morocco n c iv n')","(0, '')","(0, '')","(0.17500000000000004, 'ksar ait ben haddou n n morocco n c iv')","(0.21875, 'ben haddou n n morocco n c iv n')","(0.22666666666666668, 'ksar ait ben haddou n n morocco n c iv')","(0, '')","(0, '')","(0, '')","(0.2222222222222222, 'ksar ait ben haddou n n')","(0, '')","(0.21212121212121215, 'ksar ait ben haddou n n morocco n c iv')"
"Dec 6, 1999 Institutional Arrangements","(0.3529411764705882, 'convention ensure implementation decisions adopted conference parties approved within')","(0.31999999999999995, 'states dollars contained annex iii present decision recognizes voluntary contributions essential effective implementation convention invites voluntary')","(0.4516129032258065, 'convention budget in us dollars')","(0.339622641509434, 'contributions contributions scales ceiling countries per year per year parties assessments contribute less')","(0.381578947368421, 'convention control transboundary movements hazardous wastes disposal parties')","(0.4461538461538461, 'basel convention secretariat approves budget trust fund basel convention control transboundary movements hazardous wastes disposal')","(0.4782608695652174, 'parties page takes note')","(0.4925373134328358, 'united nations line framework financial rules regulations expresses')","(0.4482758620689655, 'consistent practice united nations line framework financial rules regulations expresses')","(0.46153846153846156, 'secretary basel convention report every')","(0.38, 'made basel convention trust funds time payments')","(0.3458646616541353, 'reference administration trust funds basel convention control transboundary movements hazardous wastes disposal consideration working')","(0.3565891472868217, 'united nations scale trust fund contributions contributions scales ceiling countries per year per year parties assessments')","(0.8705882352941177, 'trust fund basel convention control transboundary movements hazardous wastes disposal')","(0.35064935064935066, 'implementation adoption conference parties sixth meeting authorizes executive')","(0.3548387096774194, 'trust fund implementation basel convention sub total reporting')","(0.3880597014925373, 'basel convention contributions made basel convention trust funds')","(0.4029850746268657, 'countries need technical assistance trust fund implementation basel')","(0.44680851063829785, 'made basel convention trust funds time payments')","(0.33783783783783783, 'united nations scale trust fund contributions contributions scales ceiling')","(0.3655913978494624, 'convention ensure implementation decisions adopted conference parties approved within budgets')","(0.43103448275862066, 'convention contributions made basel convention trust funds')","(0.3275862068965517, 'basel convention conference parties in six languages charged year committee implementation one meeting per year')","(0.3453237410071942, 'annex iii present decision recognizes voluntary contributions essential effective implementation convention invites voluntary contributions')","(0.32499999999999996, 'fund balance amounts end projected amount similar figure end annex')","(0.388235294117647, 'convention ensure implementation decisions adopted conference parties approved within')","(0.36170212765957444, 'convention control transboundary movements hazardous wastes disposal contained paragraph annex')","(0.3356643356643356, 'basel convention contributions made basel convention trust funds time payments made requests secretariat basel convention ensure implementation')","(0.3142857142857143, 'appreciation comprehensive information provided trust funds basel convention secretariat approves budget trust fund basel convention control')","(0.36585365853658536, 'note budget technical cooperation trust fund assist developing countries countries need technical assistance implementation')","(0.39583333333333337, 'terms reference administration trust funds basel')","(0.5841584158415842, 'approves budget trust fund basel convention control transboundary movements hazardous wastes disposal')","(0.3783783783783784, 'secretary basel convention report every six months expanded bureau sources')"
"Dec 6, 1999 Regional Centres For Training And Technology Transfer","(0.43999999999999995, 'convention participation related international conferences symposia seminars preparation publication')","(0.3285714285714286, 'group implementation adoption conference parties sixth meeting v capacity building activities within convention training seminars conference')","(0.42553191489361697, 'convention emphasizes role regional subregional')","(0.3305084745762712, 'that connection consideration given legal status well financial mechanism operational arrangements including functions')","(0.4852941176470589, 'connection consideration given legal status well financial mechanism')","(0.42361111111111116, 'assistance implementation basel convention control transboundary movements hazardous wastes disposal established basel convention aim supporting')","(0.3913043478260869, 'parties sixth meeting v')","(0.4545454545454546, 'united nations environment programme implementation joint activities training')","(0.41666666666666663, 'offices programmes united nations environment programme implementation joint activities training')","(0.4864864864864865, 'sites basel convention internet urges')","(0.4107142857142857, 'sites basel convention internet urges parties contribute')","(0.36170212765957444, 'secretariat collaboration united nations environment programme international organizations well private sector environmental non governmental')","(0.37583892617449666, 'united nations industrial development organization united nations institute training research world health organization food agriculture organization')","(0.7326732673267327, 'implementation basel convention control transboundary movements hazardous wastes disposal established')","(0.3571428571428571, 'coordinating centre latin america caribbean uruguay government russian')","(0.3731343283582089, 'subregional centre arabic speaking countries cairo cairo university')","(0.38961038961038963, 'organization regional organization protection marine environment kuwait world')","(0.3561643835616438, 'centres well technical assistance activities requests secretariat explore')","(0.41666666666666663, 'centre global programme action protection marine environment')","(0.42105263157894735, 'attract additional financial support identify diverse sources funding secure')","(0.3829787234042553, 'united nations international agencies conventions work regional subregional centres particular')","(0.47619047619047616, 'organization protection marine environment kuwait world customs')","(0.33870967741935487, 'directly technical cooperation trust fund bilateral level enable centres become fully operational bearing mind comprehensive')","(0.3356643356643356, 'basel convention participation related international conferences symposia seminars preparation publication brochures newsletters leaflets press')","(0.32558139534883723, 'subregional centre arabic speaking countries cairo cairo university government senegal')","(0.3902439024390244, 'conventions work regional subregional centres particular united nations industrial')","(0.4512195121951219, 'centre global programme action protection marine environment land based activities')","(0.35064935064935066, 'protection marine environment land based activities regional seas programme requests secretariat collaborate closely relevant united nations international')","(0.3780487804878049, 'subregional centres training technology transfer implementation basel convention collaboration united nations environment programme international organizations well')","(0.4084507042253521, 'commissions international maritime organization regional organization protection marine environment kuwait world customs organization regional')","(0.4375, 'that connection consideration given legal status')","(0.5338983050847458, 'assistance implementation basel convention control transboundary movements hazardous wastes disposal established basel')","(0.4024390243902439, 'centre global programme action protection marine environment land based activities')"
"Dec 7, 1987 Inscription Nemrut Dag Turkey","(0.26582278481012656, 'committee took note undertaking representative turkey archaeological state site')","(0.25, 'turkey n c iii iv n committee took note undertaking representative turkey archaeological state site would')","(0.3829787234042553, 'representative turkey archaeological state site')","(0.28301886792452835, 'note undertaking representative turkey archaeological state site would respected works foreseen next years')","(0.29729729729729726, 'committee took note undertaking representative turkey archaeological state')","(0.2222222222222222, 'nemrut dag n n turkey n c iii iv n committee took note undertaking representative')","(0.31999999999999995, 'works foreseen next years')","(0.27142857142857146, 'note undertaking representative turkey archaeological state site would')","(0.2588235294117647, 'committee took note undertaking representative turkey archaeological state site would')","(0.2962962962962963, 'nemrut dag n n turkey')","(0.3125, 'took note undertaking representative turkey archaeological state')","(0.2678571428571429, 'n turkey n c iii iv n committee took note undertaking representative turkey archaeological')","(0.2790697674418605, 'turkey n c iii iv n committee took note undertaking representative turkey archaeological state site would')","(0.22093023255813948, 'note undertaking representative turkey archaeological state site would respected works')","(0.26086956521739135, 'representative turkey archaeological state site would respected works')","(0.27142857142857146, 'note undertaking representative turkey archaeological state site would')","(0.26865671641791045, 'iv n committee took note undertaking representative turkey')","(0.27586206896551724, 'iv n committee took note undertaking representative turkey')","(0.27450980392156865, 'iv n committee took note undertaking representative')","(0.26582278481012656, 'committee took note undertaking representative turkey archaeological state site')","(0.3132530120481928, 'representative turkey archaeological state site would respected works foreseen next')","(0.27941176470588236, 'committee took note undertaking representative turkey archaeological')","(0.23275862068965514, 'nemrut dag n n turkey n c iii iv n committee took note undertaking representative')","(0.24347826086956526, 'c iii iv n committee took note undertaking representative turkey archaeological state site would')","(0.313953488372093, 'note undertaking representative turkey archaeological state site would respected works')","(0.3291139240506329, 'committee took note undertaking representative turkey archaeological state site')","(0.2666666666666667, 'turkey n c iii iv n committee took note undertaking')","(0.274074074074074, 'nemrut dag n n turkey n c iii iv n committee took note undertaking representative turkey archaeological')","(0.2692307692307693, 'nemrut dag n n turkey n c iii iv n committee took note undertaking representative turkey')","(0.2857142857142857, 'n committee took note undertaking representative turkey archaeological state site would respected works foreseen')","(0.3125, 'n committee took note undertaking representative')","(0.21649484536082475, 'n turkey n c iii iv n committee took note undertaking representative')","(0.2558139534883721, 'note undertaking representative turkey archaeological state site would respected works')"
"Dec 7, 1987 Inscription Manu National Park Peru","(0.28767123287671237, 'manu national park n n peru n n ii')","(0.25, 'programme regarding the resident native population committee also wished bring peruvian authorities attention need rural development')","(0.32499999999999996, 'attention need rural development project')","(0.2962962962962963, 'resident native population committee also wished bring peruvian authorities attention need rural development')","(0.28787878787878785, 'native population committee also wished bring peruvian authorities')","(0.2777777777777778, 'manu national park n n peru n n ii iv n committee encouraged peruvian authorities')","(0.33333333333333337, 'park n n peru')","(0.31999999999999995, 'manu national park n n peru n n')","(0.2727272727272727, 'ii iv n committee encouraged peruvian authorities continue involve assistance')","(0.3414634146341463, 'peruvian authorities attention need rural')","(0.31818181818181823, 'authorities continue involve assistance agencies providing support')","(0.3125, 'n n peru n n ii iv n committee encouraged peruvian authorities continue involve')","(0.28682170542635654, 'manu national park n n peru n n ii iv n committee encouraged peruvian authorities continue')","(0.2592592592592593, 'native population committee also wished bring peruvian authorities attention need')","(0.2833333333333333, 'manu national park n n peru n n')","(0.2727272727272727, 'wished bring peruvian authorities attention need rural development')","(0.3382352941176471, 'peruvian authorities attention need rural development project buffer')","(0.2816901408450704, 'authorities continue involve assistance agencies providing support park')","(0.36170212765957444, 'need rural development project buffer zone park')","(0.3278688524590164, 'manu national park n n peru n n ii')","(0.33333333333333337, 'manu national park n n peru n n ii iv')","(0.33333333333333337, 'anthropology programme regarding the resident native population')","(0.29032258064516125, 'agencies providing support park pursue anthropology programme regarding the resident native population committee also wished')","(0.26956521739130435, 'park pursue anthropology programme regarding the resident native population committee also wished bring peruvian')","(0.23750000000000004, 'park n n peru n n ii iv n committee')","(0.30000000000000004, 'involve assistance agencies providing support park pursue anthropology programme')","(0.2857142857142857, 'agencies providing support park pursue anthropology programme regarding the resident')","(0.32592592592592595, 'native population committee also wished bring peruvian authorities attention need rural development project buffer zone park n')","(0.2615384615384615, 'native population committee also wished bring peruvian authorities attention need rural development project buffer zone park')","(0.306930693069307, 'manu national park n n peru n n ii iv n committee encouraged peruvian')","(0.33333333333333337, 'the resident native population committee also')","(0.25773195876288657, 'n n ii iv n committee encouraged peruvian authorities continue involve assistance')","(0.3076923076923077, 'programme regarding the resident native population committee also wished bring')"
"Dec 7, 1987 Inscription Mount Taishan China Peoples Rep of","(0.2989690721649485, 'proliferation buildings tourism installations committee endorsed recommendations bureau requested')","(0.2692307692307693, 'note satisfaction assurances given observer china responded preoccupations bureau concerned proliferation buildings tourism installations committee endorsed')","(0.36363636363636365, 'care taken developing unique site')","(0.3065693430656934, 'observer china responded preoccupations bureau concerned proliferation buildings tourism installations committee endorsed recommendations')","(0.31506849315068497, 'committee endorsed recommendations bureau requested particular care taken')","(0.2676056338028169, 'proliferation buildings tourism installations committee endorsed recommendations bureau requested particular care taken developing unique site')","(0.3125, 'particular care taken developing')","(0.33333333333333337, 'tourism installations committee endorsed recommendations bureau requested particular')","(0.31481481481481477, 'proliferation buildings tourism installations committee endorsed recommendations bureau requested particular')","(0.3137254901960784, 'committee endorsed recommendations bureau requested')","(0.3015873015873016, 'endorsed recommendations bureau requested particular care taken')","(0.32638888888888884, 'observer china responded preoccupations bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau')","(0.33939393939393936, 'observer china responded preoccupations bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau requested particular')","(0.30188679245283023, 'responded preoccupations bureau concerned proliferation buildings tourism installations committee endorsed')","(0.33333333333333337, 'bureau concerned proliferation buildings tourism installations committee endorsed')","(0.28735632183908044, 'responded preoccupations bureau concerned proliferation buildings tourism installations')","(0.29850746268656714, 'committee took note satisfaction assurances given observer china')","(0.2857142857142857, 'requested particular care taken developing unique site n')","(0.326530612244898, 'iii n committee took note satisfaction assurances')","(0.3146067415730337, 'tourism installations committee endorsed recommendations bureau requested particular care')","(0.3370786516853933, 'committee took note satisfaction assurances given observer china responded preoccupations')","(0.34285714285714286, 'observer china responded preoccupations bureau concerned proliferation')","(0.3377483443708609, 'preoccupations bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau requested particular care taken')","(0.29166666666666663, 'observer china responded preoccupations bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau')","(0.2592592592592593, 'proliferation buildings tourism installations committee endorsed recommendations bureau requested particular')","(0.38144329896907214, 'responded preoccupations bureau concerned proliferation buildings tourism installations committee')","(0.29807692307692313, 'bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau')","(0.3144654088050315, 'bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau requested particular care taken developing unique site')","(0.26623376623376627, 'bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau requested particular care taken developing unique')","(0.3310344827586207, 'preoccupations bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau requested particular care')","(0.33870967741935487, 'committee endorsed recommendations bureau requested particular')","(0.2945736434108527, 'preoccupations bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau requested')","(0.29807692307692313, 'bureau concerned proliferation buildings tourism installations committee endorsed recommendations bureau')"
