,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Oct 9, 2006 Financing and budget for the biennium 2007xe2x80x932008","(0.3580246913580247, 'table convention secretariat operational budgets contained table present decision')","(0.3172413793103448, 'travel subtotal working group synergies study currencies subtotal b outreach assistance parties implementation convention consultants development')","(0.4418604651162791, 'funds convention subject approval governing')","(0.35398230088495575, 'government contributions stated report third meeting conference parties invites president conference parties head')","(0.4363636363636364, 'convention secretariat make transfers per cent one main')","(0.4338235294117647, 'convention persistent organic pollutants basel convention control transboundary movements hazardous wastes disposal rc table operational')","(0.4285714285714286, 'parties parties member state')","(0.46031746031746035, 'united nations b host government contribution italy switzerland')","(0.38636363636363635, 'agriculture organization united nations b host government contribution italy switzerland')","(0.5172413793103448, 'up to date convention website')","(0.7936507936507937, 'co financing stockholm convention persistent organic pollutants')","(0.3482142857142857, 'up to date convention website list assessed contributions received agrees expand list contributions posted')","(0.3855421686746988, 'implementation convention consultants development documentation assistance parties resource kit website development subtotal c coordination secretariats international')","(0.8409090909090909, 'pollutants basel convention control transboundary movements hazardous wastes disposal rc')","(0.3661971830985915, 'president conference parties head convention secretariat write relevant')","(0.3846153846153846, 'persistent organic pollutants basel convention control transboundary movements')","(0.4086021505376344, 'assistance parties implementation convention consultants development documentation assistance')","(0.35416666666666663, 'contribution per cent one d post one p')","(0.4716981132075472, 'rotterdam convention approved fao unep staff category')","(0.4657534246575342, 'contributions include direct contribution us us provided food agriculture')","(0.3975903614457831, 'contributions united nations scale ceiling covered covered assessments base parties')","(0.43999999999999995, 'convention secretariat make transfers per cent one')","(0.34782608695652173, 'support operation convention secretariat welcomes annual contribution million euros pledged host governments convention secretariat offset')","(0.33793103448275863, 'subtotal activities administrative overhead total facilitation implementation ratification technical assistance printed material website subtotal')","(0.3258426966292135, 'provision co financing stockholm convention persistent organic pollutants position united')","(0.37681159420289856, 'convention secretariat make transfers per cent one main appropriation')","(0.4130434782608695, 'convention persistent organic pollutants position united nations environment programme joint')","(0.34782608695652173, 'synergies study currencies subtotal b outreach assistance parties implementation convention consultants development documentation assistance parties resource kit')","(0.35664335664335667, 'provision co financing stockholm convention persistent organic pollutants position united nations environment programme joint head secretariats')","(0.3555555555555555, 'convention secretariat offset planned expenditures adopts indicative scale contributions apportionment expenses contained table present')","(0.4, 'head convention secretariat write relevant parties')","(0.6173913043478261, 'convention persistent organic pollutants basel convention control transboundary movements hazardous wastes disposal')","(0.38383838383838387, 'stockholm convention persistent organic pollutants basel convention control transboundary movements')"
"Sep 15, 1997 Decision IX16 Terms of reference of the Executive Committee","(0.35, 'convene additional meetings special circumstances make desirable terms reference')","(0.27464788732394363, 'convene additional meetings special circumstances make desirable terms reference executive committee modified present decision contained annex')","(0.36734693877551017, 'convene additional meetings special circumstances')","(0.28431372549019607, 'paragraph bis members executive committee whose selection endorsed eighth meeting parties shall remain')","(0.38888888888888884, 'protocol meetings convene additional meetings special circumstances make')","(0.2857142857142857, 'members committee shall calendar year commencing january calendar year date endorsement meeting parties substituting following')","(0.37037037037037035, 'parties shall remain office')","(0.323943661971831, 'provided montreal protocol meetings convene additional meetings special')","(0.31182795698924726, 'advantage opportunity provided montreal protocol meetings convene additional meetings special')","(0.36363636363636365, 'meetings convene additional meetings special')","(0.35820895522388063, 'protocol meetings convene additional meetings special circumstances')","(0.2734375, 'advantage opportunity provided montreal protocol meetings convene additional meetings special circumstances make desirable terms')","(0.28682170542635654, 'ninth meeting parties decided dec ix modify terms reference executive committee inserting end paragraph annex x')","(0.26881720430107525, 'advantage opportunity provided montreal protocol meetings convene additional meetings special')","(0.2833333333333333, 'ninth meeting parties decided dec ix modify terms')","(0.352112676056338, 'provided montreal protocol meetings convene additional meetings special')","(0.28985507246376807, 'date endorsement meeting parties substituting following paragraph the')","(0.3802816901408451, 'provided montreal protocol meetings convene additional meetings special')","(0.3492063492063492, 'meetings convene additional meetings special circumstances make')","(0.2875, 'convene additional meetings special circumstances make desirable terms reference')","(0.36363636363636365, 'commencing january calendar year date endorsement meeting parties substituting following')","(0.328125, 'convene additional meetings special circumstances make desirable')","(0.32352941176470584, 'montreal protocol meetings convene additional meetings special circumstances make desirable terms reference executive committee modified')","(0.25984251968503935, 'montreal protocol meetings convene additional meetings special circumstances make desirable terms reference executive committee')","(0.28409090909090906, 'protocol meetings convene additional meetings special circumstances make desirable terms')","(0.3125, 'convene additional meetings special circumstances make desirable terms reference')","(0.3111111111111111, 'convene additional meetings special circumstances make desirable terms reference executive')","(0.274074074074074, 'ninth meeting parties decided dec ix modify terms reference executive committee inserting end paragraph annex x report')","(0.27464788732394363, 'convene additional meetings special circumstances make desirable terms reference executive committee modified present decision contained annex')","(0.31746031746031744, 'convene additional meetings special circumstances make desirable terms reference executive committee modified present decision')","(0.3275862068965517, 'meetings convene additional meetings special circumstances')","(0.26168224299065423, 'montreal protocol meetings convene additional meetings special circumstances make desirable terms reference')","(0.36363636363636365, 'protocol meetings convene additional meetings special circumstances make desirable terms')"
"Oct 6, 2014 Invasive alien species management of risks associated with introduction of alien species as pets, aquarium a","(0.44705882352941173, 'prevention introduction mitigation impacts alien species threaten ecosystems habitats')","(0.44354838709677424, 'cbd distr general unep cbd cop dec xii october original english conference parties convention biological diversity')","(0.7209302325581395, 'parties convention biological diversity xii')","(0.3706896551724138, 'agreement application sanitary phytosanitary measures world trade organization may relevant conduct risk assessments')","(0.45945945945945943, 'collaboration convention international trade endangered species wild fauna')","(0.32608695652173914, 'initially intentionally imported transported confined conditions escape may include intentional accidental careless release live organisms')","(0.46153846153846156, 'repeat risk assessment new')","(0.4285714285714286, 'confined conditions escape may include intentional accidental careless')","(0.39560439560439564, 'imported transported confined conditions escape may include intentional accidental careless')","(0.37777777777777777, 'agreement well convention international trade')","(0.4126984126984127, 'protection convention world organisation animal health relevant')","(0.3623188405797102, 'global invasive alien species information partnership requests executive secretary collaboration convention international trade endangered')","(0.34328358208955223, 'detailed information native range clear definition countries biogeographical regions shown safe states maintain lists species assessed')","(0.3586956521739131, 'address potential introduction establishment spread ensure appropriate safe methods disposal')","(0.39743589743589747, 'agreement application sanitary phytosanitary measures world trade organization')","(0.5466666666666666, 'october original english conference parties convention biological diversity')","(0.36986301369863017, 'protection convention world organisation animal health codex alimentarius')","(0.32352941176470584, 'or spread pathogens parasites states relevant organizations industry')","(0.390625, 'organization the international plant protection convention world')","(0.4, 'international plant protection convention world organisation animal health codex')","(0.7415730337078652, 'collaboration convention international trade endangered species wild fauna flora relevant')","(0.4666666666666667, 'convention international trade endangered species wild fauna')","(0.33108108108108103, 'taken guidance consistent applicable national international obligations urges parties governments relevant organizations disseminate guidance widely')","(0.3359375, 'initially intentionally imported transported confined conditions escape may include intentional accidental careless release live')","(0.4065934065934066, 'october original english conference parties convention biological diversity twelfth meeting')","(0.4125, 'international plant protection convention world organisation animal health codex')","(0.36, 'widely promote use development regulations codes conduct and or guidance')","(0.339622641509434, 'protection convention world organisation animal health codex alimentarius commission relevant organizations one representative entered formal objection process')","(0.3395061728395061, 'available clearing house mechanism appropriate means consistency international obligations measures guidance undertaken manner consistent applicable international')","(0.38842975206611574, 'convention world organisation animal health relevant organizations also recalling request executive secretary decision xi')","(0.4285714285714286, 'agreement well convention international trade endangered')","(0.31958762886597936, 'disposal live food environment use live bait non confined water systems purpose')","(0.348314606741573, 'world trade organization the international plant protection convention world organisation')"
"Sep 15, 1997 Decision IX10 Ratification of the Vienna Convention, Montreal Protocol and London and Copenhagen Amendments","(0.30681818181818177, 'convention montreal protocol amendments taking account universal participation necessary')","(0.27419354838709675, 'layer montreal protocol substances deplete ozone layer note many parties yet ratify london copenhagen amendments montreal')","(0.4130434782608695, 'convention montreal protocol amendments taking')","(0.3076923076923077, 'approve accede vienna convention montreal protocol amendments taking account universal participation necessary ensure')","(0.36764705882352944, 'accede vienna convention montreal protocol amendments taking account')","(0.28, 'done so ratify approve accede vienna convention montreal protocol amendments taking account universal participation necessary')","(0.36363636363636365, 'parties decided dec ix')","(0.3529411764705882, 'countries ratified vienna convention protection ozone layer montreal')","(0.33333333333333337, 'note satisfaction large number countries ratified vienna convention protection ozone')","(0.38095238095238093, 'accede vienna convention montreal protocol')","(0.3275862068965517, 'ratified vienna convention protection ozone layer montreal')","(0.3035714285714286, 'vienna convention protection ozone layer montreal protocol substances deplete ozone layer note many parties')","(0.3178294573643411, 'vienna convention protection ozone layer montreal protocol substances deplete ozone layer note many parties yet ratify')","(0.3804347826086957, 'accede vienna convention montreal protocol amendments taking account universal participation')","(0.30000000000000004, 'amendments montreal protocol urge states yet done so')","(0.3529411764705882, 'ratify approve accede vienna convention montreal protocol amendments')","(0.4347826086956522, 'vienna convention protection ozone layer montreal protocol substances')","(0.8135593220338984, 'layer montreal protocol substances deplete ozone layer note')","(0.6896551724137931, 'ratified vienna convention protection ozone layer montreal')","(0.28409090909090906, 'convention montreal protocol amendments taking account universal participation necessary')","(0.33684210526315794, 'convention montreal protocol amendments taking account universal participation necessary ensure')","(0.532258064516129, 'convention protection ozone layer montreal protocol substances')","(0.2931034482758621, 'ozone layer note many parties yet ratify london copenhagen amendments montreal protocol urge states yet')","(0.32173913043478264, 'protocol substances deplete ozone layer note many parties yet ratify london copenhagen amendments montreal')","(0.3375, 'protocol substances deplete ozone layer note many parties yet ratify')","(0.4025974025974026, 'countries ratified vienna convention protection ozone layer montreal protocol')","(0.3855421686746988, 'vienna convention protection ozone layer montreal protocol substances deplete ozone')","(0.3555555555555555, 'dec ix note satisfaction large number countries ratified vienna convention protection ozone layer montreal protocol substances deplete')","(0.3076923076923077, 'protocol urge states yet done so ratify approve accede vienna convention montreal protocol amendments taking account')","(0.33644859813084116, 'vienna convention protection ozone layer montreal protocol substances deplete ozone layer note many parties')","(0.37735849056603776, 'accede vienna convention montreal protocol amendments')","(0.28865979381443296, 'vienna convention protection ozone layer montreal protocol substances deplete ozone layer note')","(0.32530120481927716, 'vienna convention protection ozone layer montreal protocol substances deplete ozone')"
"Oct 9, 2006 Draft text of the procedures and mechanisms on compliance with the Rotterdam Convention","(0.35443037974683544, 'measures taken accordance international law attain compliance including support')","(0.34751773049645385, 'appropriate access financial resources technical assistance capacity building providing advice regarding future compliance order help parties')","(0.5263157894736843, 'convention s obligations another party')","(0.3418803418803419, 'compliance mechanism conference parties shall regularly review implementation procedures mechanisms set forth present')","(0.375, 'convention consent party concerned requested committee source rc')","(0.3382352941176471, 'solicit specific information upon request conference parties directly compliance committees dealing hazardous substances wastes auspices')","(0.4285714285714286, 'parties ends end next')","(0.4339622641509434, 'united nations african states xx asian pacific states')","(0.37681159420289856, 'regional groups united nations african states xx asian pacific states')","(0.4444444444444444, 'articles of convention becomes aware')","(0.3880597014925373, 'provisions convention promote cooperation parties issuing statement')","(0.375, 'rotterdam convention conference parties recalling article rotterdam convention mindful procedures mechanisms called article help')","(0.34883720930232553, 'united nations african states xx asian pacific states xx central eastern european states xx latin american')","(0.34090909090909094, 'article convention committee party person involved deliberations committee shall protect')","(0.3666666666666667, 'agreement reached decision shall last resort taken two')","(0.3484848484848485, 'party s compliance obligations convention provided matter resolved')","(0.3924050632911392, 'binding recommendations information required assist party developing compliance')","(0.37662337662337664, 'committees dealing hazardous substances wastes auspices relevant multilateral')","(0.45999999999999996, 'comply convention s obligations another party with')","(0.3529411764705882, 'information shall immediately transmitted members committee consideration committee s')","(0.3555555555555555, 'convention promote cooperation parties issuing statement concern regarding possible future')","(0.453125, 'convention promote cooperation parties issuing statement concern')","(0.34328358208955223, 'provisions convention promote cooperation parties issuing statement concern regarding possible future non compliance issuing statement')","(0.32173913043478264, 'proceed submissions considers be de minimis manifestly ill founded facilitation committee shall consider submission')","(0.33673469387755106, 'party concerned including facilitation appropriate access financial resources technical assistance')","(0.3666666666666667, 'committee undertaken conclusions recommendations committee future programme work committee')","(0.38888888888888884, 'convention promote cooperation parties issuing statement concern regarding possible future')","(0.35119047619047616, 'article convention committee party person involved deliberations committee shall protect confidentiality information received confidence monitoring compliance committee')","(0.3354037267080745, 'person involved deliberations committee shall protect confidentiality information received confidence monitoring compliance committee monitor consequences action')","(0.3548387096774194, 'convention body conference parties may direct committee consult body information sharing relevant multilateral environmental')","(0.4878048780487805, 'states xx central eastern european states')","(0.3223140495867769, 'protect confidentiality information received confidence monitoring compliance committee monitor consequences action taken')","(0.33333333333333337, 'article convention decides also draft text contained annex present decision')"
"Sep 15, 1997 Decision IX15 Production sector","(0.3232323232323232, 'depleting substances recognizing importance technology transfer effective implementation activities')","(0.296969696969697, 'facilities production substitutes ozone depleting substances recognizing importance technology transfer effective implementation activities production sector request')","(0.30952380952380953, 'funding production sector indicated report')","(0.29565217391304344, 'noting progress preparation guidelines funding production sector indicated report executive committee ninth meeting')","(0.2962962962962963, 'effective implementation activities production sector request executive committee')","(0.2847682119205298, 'ozone depleting substances recognizing importance technology transfer effective implementation activities production sector request executive committee')","(0.36363636363636365, 'parties decided dec ix')","(0.32835820895522383, 'committee ninth meeting parties recognizing importance timely phase')","(0.3106796116504854, 'facilities production substitutes ozone depleting substances recognizing importance technology transfer')","(0.3137254901960784, 'implementation activities production sector request')","(0.29230769230769227, 'guidelines funding production sector subsequent approval relevant')","(0.29268292682926833, 'noting progress preparation guidelines funding production sector indicated report executive committee ninth meeting parties')","(0.2857142857142857, 'activities production sector request executive committee accelerate formulation guidelines funding production sector subsequent approval relevant projects')","(0.2727272727272727, 'depleting substances recognizing importance technology transfer effective implementation activities production')","(0.2727272727272727, 'depleting substances countries operating article recognizing equal importance')","(0.27710843373493976, 'facilities production substitutes ozone depleting substances recognizing importance')","(0.35526315789473684, 'funding closure facilities production substitutes ozone depleting substances')","(0.368421052631579, 'funding closure facilities production substitutes ozone depleting substances')","(0.36923076923076925, 'funding closure facilities production substitutes ozone depleting')","(0.2978723404255319, 'facilities production substitutes ozone depleting substances recognizing importance technology')","(0.29807692307692313, 'effective implementation activities production sector request executive committee accelerate formulation')","(0.3650793650793651, 'guidelines funding production sector indicated report executive')","(0.3481481481481481, 'noting progress preparation guidelines funding production sector indicated report executive committee ninth meeting parties recognizing')","(0.3088235294117647, 'activities production sector request executive committee accelerate formulation guidelines funding production sector subsequent approval')","(0.28301886792452835, 'substitutes ozone depleting substances recognizing importance technology transfer effective implementation')","(0.3647058823529412, 'preparation guidelines funding production sector indicated report executive committee')","(0.30612244897959184, 'activities production sector request executive committee accelerate formulation guidelines funding')","(0.3072625698324022, 'depleting substances recognizing importance technology transfer effective implementation activities production sector request executive committee accelerate formulation guidelines')","(0.29761904761904767, 'depleting substances recognizing importance technology transfer effective implementation activities production sector request executive committee accelerate formulation')","(0.3285714285714286, 'importance funding closure facilities production substitutes ozone depleting substances recognizing importance technology transfer effective')","(0.3114754098360656, 'implementation activities production sector request executive')","(0.25806451612903225, 'transfer effective implementation activities production sector request executive committee accelerate formulation guidelines')","(0.3296703296703297, 'noting progress preparation guidelines funding production sector indicated report executive')"
"Sep 15, 1997 Decision IX14 Measures taken to improve the Financial Mechanism and technology transfer","(0.28767123287671237, 'financial mechanism include annual report meeting parties annex updating')","(0.25, 'informal group technology transfer established decision viii request executive committee continue actions implement decision vii improve')","(0.3111111111111111, 'committee continue actions implement decision')","(0.31313131313131315, 'annex updating information action previously completed well list actions completed note status work')","(0.31818181818181823, 'updating information action previously completed well list actions')","(0.29268292682926833, 'actions implement decision vii improve financial mechanism include annual report meeting parties annex updating information')","(0.36363636363636365, 'parties decided dec ix')","(0.35820895522388063, 'continue actions implement decision vii improve financial mechanism')","(0.31034482758620685, 'executive committee continue actions implement decision vii improve financial mechanism')","(0.3939393939393939, 'dec ix note appreciation measures')","(0.29824561403508776, 'information action previously completed well list actions')","(0.24806201550387597, 'committee assistance informal group expeditiously identify steps practically taken eliminate potential impediments transfer ozone')","(0.3013698630136986, 'expeditiously identify steps practically taken eliminate potential impediments transfer ozone friendly technologies parties operating article fair')","(0.28260869565217395, 'taken eliminate potential impediments transfer ozone friendly technologies parties operating')","(0.2763157894736842, 'potential impediments transfer ozone friendly technologies parties operating')","(0.26865671641791045, 'continue actions implement decision vii improve financial mechanism')","(0.29850746268656714, 'updating information action previously completed well list actions')","(0.3088235294117647, 'informal group technology transfer established decision viii request')","(0.360655737704918, 'taken eliminate potential impediments transfer ozone friendly')","(0.2857142857142857, 'potential impediments transfer ozone friendly technologies parties operating article')","(0.3146067415730337, 'potential impediments transfer ozone friendly technologies parties operating article fair')","(0.360655737704918, 'taken eliminate potential impediments transfer ozone friendly')","(0.2753623188405797, 'committee assistance informal group expeditiously identify steps practically taken eliminate potential impediments transfer ozone friendly')","(0.28125, 'eliminate potential impediments transfer ozone friendly technologies parties operating article fair favourable conditions review')","(0.29032258064516125, 'expeditiously identify steps practically taken eliminate potential impediments transfer ozone')","(0.296875, 'list actions completed note status work undertaken date pursuant')","(0.32608695652173914, 'taken eliminate potential impediments transfer ozone friendly technologies parties operating')","(0.26415094339622647, 'committee assistance informal group expeditiously identify steps practically taken eliminate potential impediments transfer ozone friendly technologies parties')","(0.2692307692307693, 'updating information action previously completed well list actions completed note status work undertaken date pursuant action')","(0.2991452991452992, 'executive committee continue actions implement decision vii improve financial mechanism include annual report meeting')","(0.3392857142857143, 'impediments transfer ozone friendly technologies parties')","(0.28181818181818186, 'steps practically taken eliminate potential impediments transfer ozone friendly technologies parties operating')","(0.30434782608695654, 'taken eliminate potential impediments transfer ozone friendly technologies parties operating')"
"Oct 8, 2012 Incentive measures","(0.4193548387096774, 'harmony convention relevant international obligations including revised national biodiversity')","(0.4354838709677419, 'cbd distr general unep cbd cop dec xi december original english conference parties convention biological diversity')","(0.6458333333333333, 'parties convention biological diversity eleventh')","(0.36448598130841126, 'measures conservation sustainable use biodiversity effective and or less costly invites parties governments')","(0.4285714285714286, 'incentives conservation sustainable use unep cbd cop dec')","(0.3161764705882353, 'united nations convention combat desertification united nations conference trade development united nations development programme united')","(0.4137931034482759, 'parties engage private sector')","(0.4342105263157895, 'united nations statistics commission include experimental ecosystem accounts')","(0.41975308641975306, 'takes note ongoing work united nations statistics commission include experimental')","(0.39583333333333337, 'united nations convention combat desertification')","(0.4098360655737705, 'house mechanism convention prepare synthesis report obstacles')","(0.37209302325581395, 'biodiversity encourages parties governments also consider appropriate preparation studies making use findings international study')","(0.45890410958904104, 'mechanism united nations convention combat desertification united nations conference trade development united nations development programme united')","(0.34905660377358494, 'related international initiatives invites parties governments relevant organizations initiatives bilateral')","(0.381578947368421, 'development international union conservation nature world trade organization')","(0.5416666666666667, 'item decision adopted conference parties convention biological diversity')","(0.41463414634146345, 'promoting positive incentives conservation sustainable use biodiversity consistent')","(0.3466666666666667, 'manner adapted national circumstances support sharing pertinent experiences')","(0.4285714285714286, 'united nations convention combat desertification united nations')","(0.3711340206185567, 'relevant international organizations submit executive secretary information obstacles encountered')","(0.3846153846153846, 'harmony convention relevant international obligations including revised national biodiversity strategies')","(0.41333333333333333, 'sustainable consumption production similar planning frameworks contribution')","(0.3661971830985915, 'progress reported parties governments implementing decision x incentive measures thereby contributing implementing strategic plan biodiversity')","(0.3426573426573427, 'consumption production similar planning frameworks contribution implementing aichi biodiversity target strengthening science base methodologies')","(0.3870967741935484, 'december original english conference parties convention biological diversity eleventh meeting')","(0.36904761904761907, 'economic cooperation development international union conservation nature world trade')","(0.41237113402061853, 'economic cooperation development international union conservation nature world trade organization')","(0.35064935064935066, 'mechanism united nations convention combat desertification united nations conference trade development united nations development programme united nations')","(0.3459119496855346, 'initiatives united nations environment programme organisation economic cooperation development international union conservation nature world trade organization')","(0.3928571428571429, 'nations environment programme organisation economic cooperation development international union conservation nature world trade organization')","(0.4181818181818182, 'governments take consideration policy planning linkages')","(0.30097087378640774, 'national socio economic conditions encourages parties invites governments take appropriate action cases')","(0.3295454545454546, 'economic co operation development international union conservation nature efforts global')"
"Sep 1, 1980 World Heritage Fund","(0.4044943820224719, 'making contributions towards international assistance campaigns unesco projects technical')","(0.29370629370629375, 'adopted proposal n committee agreed following recommendations n states parties convention anticipate making contributions towards international')","(0.3913043478260869, 'v convention conformity modalities established')","(0.33333333333333337, 'encouraged make contributions world heritage fund n additionally world heritage committee encourages general')","(0.39344262295081966, 'technical co operation property inscribed world heritage list')","(0.35114503816793896, 'n states parties convention anticipate making contributions towards international assistance campaigns unesco projects technical co')","(0.31999999999999995, 'proposal made one members')","(0.4078947368421053, 'international assistance pursuant section v convention conformity modalities')","(0.39743589743589747, 'adopted proposal n committee agreed following recommendations n states parties')","(0.42105263157894735, 'n states parties convention anticipate')","(0.36923076923076925, 'states parties convention anticipate making contributions towards')","(0.33043478260869563, 'projects technical co operation property inscribed world heritage list shall accepted used international assistance')","(0.33783783783783783, 'states parties convention anticipate making contributions towards international assistance campaigns unesco projects technical co operation property')","(0.31000000000000005, 'states parties convention anticipate making contributions towards international assistance campaigns')","(0.3529411764705882, 'accepted used international assistance pursuant section v convention')","(0.3421052631578947, 'international assistance pursuant section v convention conformity modalities')","(0.3291139240506329, 'states parties convention anticipate making contributions towards international')","(0.3098591549295775, 'towards international assistance campaigns unesco projects technical co')","(0.3928571428571429, 'technical co operation property inscribed world heritage')","(0.375, 'international assistance pursuant section v convention conformity modalities established')","(0.34523809523809523, 'v convention conformity modalities established carrying campaign project n committee')","(0.375, 'v convention conformity modalities established carrying campaign')","(0.35, 'projects technical co operation property inscribed world heritage list encouraged make contributions world heritage fund')","(0.28148148148148144, 'agreed following recommendations n states parties convention anticipate making contributions towards international assistance campaigns')","(0.3125, 'projects technical co operation property inscribed world heritage list shall')","(0.3804347826086957, 'convention anticipate making contributions towards international assistance campaigns unesco')","(0.3402061855670103, 'recommendations n states parties convention anticipate making contributions towards international')","(0.30519480519480524, 'adopted proposal n committee agreed following recommendations n states parties convention anticipate making contributions towards international assistance')","(0.27611940298507465, 'assistance campaigns unesco projects technical co operation property inscribed world heritage list encouraged make contributions world')","(0.3533834586466166, 'convention anticipate making contributions towards international assistance campaigns unesco projects technical co operation property')","(0.40816326530612246, 'agreed following recommendations n states parties')","(0.27, 'section v convention conformity modalities established carrying campaign project n committee adopted')","(0.3287671232876712, 'proposal made one members presented follows n contributions offered world')"
"Sep 15, 1997 Decision IX17 Essentialuse exemption for laboratory and analytical uses of ozonedepleting substances","(0.28395061728395066, 'consumption production reported annually global essential use exemption framework')","(0.29452054794520544, 'framework secretariat success reduction strategies may monitored clarify essential use exemptions laboratory analytical uses controlled substances')","(0.28888888888888886, 'production reported annually global essential')","(0.2912621359223301, 'subject conditions applied exemption laboratory analytical uses contained annex ii report sixth meeting')","(0.3802816901408451, 'conditions applied exemption laboratory analytical uses contained annex')","(0.256, 'consumption necessary satisfy essential uses controlled substances annexes b protocol laboratory analytical uses listed annex')","(0.36363636363636365, 'parties decided dec ix')","(0.36764705882352944, 'use exemption framework secretariat success reduction strategies may')","(0.3411764705882353, 'global essential use exemption framework secretariat success reduction strategies may')","(0.39534883720930236, 'meeting parties data consumption production')","(0.31818181818181823, 'production consumption necessary satisfy essential uses controlled')","(0.2704918032786885, 'meeting parties data consumption production reported annually global essential use exemption framework secretariat success')","(0.26356589147286824, 'uses listed annex iv report seventh meeting parties authorized subject conditions applied exemption laboratory analytical uses')","(0.2941176470588235, 'satisfy essential uses controlled substances annexes b protocol laboratory analytical')","(0.3648648648648649, 'authorized subject conditions applied exemption laboratory analytical uses')","(0.36363636363636365, 'paragraph article protocol production consumption necessary satisfy essential')","(0.3571428571428571, 'parties data consumption production reported annually global essential')","(0.3661971830985915, 'analytical uses controlled substances shall continue exclude production')","(0.43333333333333335, 'parties data consumption production reported annually global')","(0.29268292682926833, 'exemptions laboratory analytical uses controlled substances shall continue exclude')","(0.33333333333333337, 'conditions applied exemption laboratory analytical uses contained annex ii report')","(0.4590163934426229, 'consumption production reported annually global essential use')","(0.31060606060606055, 'parties operating paragraph article protocol production consumption necessary satisfy essential uses controlled substances annexes b')","(0.29032258064516125, 'article protocol production consumption necessary satisfy essential uses controlled substances annexes b protocol laboratory')","(0.2978723404255319, 'protocol production consumption necessary satisfy essential uses controlled substances annexes')","(0.3648648648648649, 'parties data consumption production reported annually global essential use')","(0.32258064516129037, 'consumption production reported annually global essential use exemption framework secretariat')","(0.274074074074074, 'b protocol laboratory analytical uses listed annex iv report seventh meeting parties authorized subject conditions applied exemption')","(0.30000000000000004, 'contained annex ii report sixth meeting parties data consumption production reported annually global essential use exemption')","(0.30327868852459017, 'meeting parties data consumption production reported annually global essential use exemption framework secretariat success')","(0.3584905660377359, 'parties data consumption production reported annually')","(0.32692307692307687, 'article protocol production consumption necessary satisfy essential uses controlled substances annexes b')","(0.4148936170212766, 'protocol production consumption necessary satisfy essential uses controlled substances annexes')"
