,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Apr 26, 1989 Decision VCI10 Voluntary contributions to Trust Fund","(0.26027397260273977, 'conference parties decision vci first meeting decided states non')","(0.20967741935483875, 'conference parties decision vci first meeting decided states non parties non contributing parties trust fund encouraged')","(0.29729729729729726, 'conference parties decision vci first')","(0.25773195876288657, 'conference parties decision vci first meeting decided states non parties non contributing parties')","(0.2931034482758621, 'non parties non contributing parties trust fund encouraged')","(0.19444444444444442, 'conference parties decision vci first meeting decided states non parties non contributing parties trust fund')","(0.3076923076923077, 'parties decision vci first')","(0.29824561403508776, 'decided states non parties non contributing parties trust')","(0.2676056338028169, 'first meeting decided states non parties non contributing parties trust')","(0.33333333333333337, 'non parties non contributing parties')","(0.2962962962962963, 'parties non contributing parties trust fund encouraged')","(0.2589285714285714, 'conference parties decision vci first meeting decided states non parties non contributing parties trust')","(0.2558139534883721, 'first meeting decided states non parties non contributing parties trust fund encouraged make voluntary contributions trust')","(0.23456790123456794, 'non contributing parties trust fund encouraged make voluntary contributions trust')","(0.23333333333333328, 'decided states non parties non contributing parties trust')","(0.234375, 'parties trust fund encouraged make voluntary contributions trust')","(0.25373134328358204, 'conference parties decision vci first meeting decided states')","(0.30000000000000004, 'conference parties decision vci first meeting decided states')","(0.33333333333333337, 'parties non contributing parties trust fund encouraged')","(0.24590163934426235, 'decision vci first meeting decided states non parties non')","(0.28395061728395066, 'non contributing parties trust fund encouraged make voluntary contributions trust')","(0.33333333333333337, 'contributing parties trust fund encouraged make voluntary')","(0.25, 'conference parties decision vci first meeting decided states non parties non contributing parties trust fund')","(0.26086956521739135, 'vci first meeting decided states non parties non contributing parties trust fund encouraged make')","(0.26249999999999996, 'first meeting decided states non parties non contributing parties trust')","(0.3125, 'non parties non contributing parties trust fund encouraged make')","(0.29333333333333333, 'conference parties decision vci first meeting decided states non parties')","(0.2518518518518519, 'conference parties decision vci first meeting decided states non parties non contributing parties trust fund encouraged make')","(0.25384615384615383, 'conference parties decision vci first meeting decided states non parties non contributing parties trust fund encouraged')","(0.2815533980582524, 'conference parties decision vci first meeting decided states non parties non contributing parties trust')","(0.30952380952380953, 'non parties non contributing parties trust')","(0.23711340206185572, 'vci first meeting decided states non parties non contributing parties trust fund')","(0.26027397260273977, 'decided states non parties non contributing parties trust fund encouraged')"
"Apr 26, 1989 Decision VCI3 Relationship between the Vienna Convention and the Montreal Protocol","(0.32608695652173914, 'convention appropriate instrument harmonizing policies strategies research montreal protocol')","(0.27380952380952384, 'convention appropriate instrument harmonizing policies strategies research montreal protocol appropriate instrument achieving harmonization policies strategies measures')","(0.32692307692307687, 'vienna convention appropriate instrument harmonizing')","(0.296875, 'instrument achieving harmonization policies strategies measures minimizing release substances causing likely cause modifications')","(0.3614457831325302, 'convention appropriate instrument harmonizing policies strategies research montreal')","(0.30519480519480524, 'decided vienna convention appropriate instrument harmonizing policies strategies research montreal protocol appropriate instrument achieving harmonization')","(0.32432432432432434, 'policies strategies research montreal')","(0.32432432432432434, 'first meeting decided vienna convention appropriate instrument harmonizing')","(0.3529411764705882, 'research montreal protocol appropriate instrument achieving harmonization policies strategies measures')","(0.4, 'meeting decided vienna convention appropriate')","(0.3913043478260869, 'decided vienna convention appropriate instrument harmonizing policies')","(0.3285714285714286, 'decided vienna convention appropriate instrument harmonizing policies strategies research montreal protocol appropriate instrument achieving')","(0.27922077922077926, 'first meeting decided vienna convention appropriate instrument harmonizing policies strategies research montreal protocol appropriate instrument achieving')","(0.3163265306122449, 'decided vienna convention appropriate instrument harmonizing policies strategies research montreal')","(0.31707317073170727, 'instrument achieving harmonization policies strategies measures minimizing release')","(0.3292682926829268, 'research montreal protocol appropriate instrument achieving harmonization policies')","(0.32499999999999996, 'decided vienna convention appropriate instrument harmonizing policies strategies')","(0.36585365853658536, 'research montreal protocol appropriate instrument achieving harmonization policies')","(0.46376811594202894, 'decided vienna convention appropriate instrument harmonizing policies')","(0.2934782608695652, 'instrument harmonizing policies strategies research montreal protocol appropriate instrument')","(0.33653846153846156, 'convention appropriate instrument harmonizing policies strategies research montreal protocol appropriate')","(0.3472222222222222, 'vienna convention appropriate instrument harmonizing policies strategies')","(0.29299363057324845, 'appropriate instrument harmonizing policies strategies research montreal protocol appropriate instrument achieving harmonization policies strategies measures')","(0.2971014492753623, 'montreal protocol appropriate instrument achieving harmonization policies strategies measures minimizing release substances causing likely')","(0.30097087378640774, 'protocol appropriate instrument achieving harmonization policies strategies measures minimizing release')","(0.34782608695652173, 'convention appropriate instrument harmonizing policies strategies research montreal protocol')","(0.32692307692307687, 'convention appropriate instrument harmonizing policies strategies research montreal protocol appropriate')","(0.30718954248366015, 'conference parties decision vci first meeting decided vienna convention appropriate instrument harmonizing policies strategies research montreal protocol')","(0.3055555555555556, 'conference parties decision vci first meeting decided vienna convention appropriate instrument harmonizing policies strategies research montreal')","(0.31746031746031744, 'conference parties decision vci first meeting decided vienna convention appropriate instrument harmonizing policies strategies')","(0.3392857142857143, 'meeting decided vienna convention appropriate instrument')","(0.27192982456140347, 'instrument achieving harmonization policies strategies measures minimizing release substances causing likely cause')","(0.3398058252427184, 'protocol appropriate instrument achieving harmonization policies strategies measures minimizing release')"
"Apr 25, 2011 Global monitoring plan for effectiveness evaluation","(0.29032258064516125, 'relevant organizations undertake implementation activities encourages parties engage actively')","(0.30281690140845074, 'plan also requests secretariat within available resources continue support training capacity building activities assist countries implementing')","(0.36585365853658536, 'coordination group global monitoring plan')","(0.32727272727272727, 'group welcomes revisions made guidance global monitoring plan requests secretariat continue support continuing')","(0.33333333333333337, 'consider recommendations put forward report co chairs coordination')","(0.28301886792452835, 'subsequent effectiveness evaluations work partners relevant organizations undertake implementation activities encourages parties engage actively implementation')","(0.4, 'parties takes note report')","(0.3492063492063492, 'organic report impacts policy options climate change persistent')","(0.33333333333333337, 'change persistent organic report impacts policy options climate change persistent')","(0.38636363636363635, 'meeting global coordination group encourages')","(0.6101694915254237, 'policy options climate change persistent organic pollutants')","(0.2946428571428571, 'continue monitor core media air human breast milk human blood and position so initiate')","(0.32885906040268453, 'support training capacity building activities assist countries implementing global monitoring plan subsequent effectiveness evaluations work partners')","(0.29670329670329665, 'global coordination group encourages parties implementing activities global monitoring plan')","(0.3382352941176471, 'plan effectiveness evaluation particular continue monitor core media')","(0.3194444444444444, 'regional organization groups global coordination group global monitoring')","(0.29850746268656714, 'surface water support future evaluations support development long')","(0.33333333333333337, 'monitoring perfluorooctane sulfonic acid surface water support future')","(0.3653846153846154, 'co chairs coordination group welcomes revisions made')","(0.34065934065934067, 'actively implementation global monitoring plan effectiveness evaluation particular continue')","(0.3214285714285714, 'coordination group global monitoring plan also requests secretariat within available')","(0.36363636363636365, 'coordination group global monitoring plan also requests')","(0.3191489361702128, 'capacity building activities assist countries implementing global monitoring plan subsequent effectiveness evaluations work partners relevant')","(0.2857142857142857, 'organizations undertake implementation activities encourages parties engage actively implementation global monitoring plan effectiveness evaluation')","(0.2823529411764706, 'provide comments experience secretariat regional organization groups takes note study')","(0.32432432432432434, 'so initiate monitoring perfluorooctane sulfonic acid surface water support')","(0.36363636363636365, 'evaluations support development long term implementation global monitoring plan position')","(0.29940119760479045, 'global monitoring plan subsequent effectiveness evaluations work partners relevant organizations undertake implementation activities encourages parties engage actively')","(0.2911392405063291, 'global monitoring plan subsequent effectiveness evaluations work partners relevant organizations undertake implementation activities encourages parties engage')","(0.33333333333333337, 'co chairs coordination group welcomes revisions made guidance global monitoring plan requests secretariat continue')","(0.3529411764705882, 'report meeting global coordination group encourages')","(0.3125, 'subsequent effectiveness evaluations work partners relevant organizations undertake implementation activities encourages parties')","(0.31818181818181823, 'plan position so unep pops cop inf unep pops cop')"
"Apr 24, 2017 Operation of the Persistent Organic Pollutants Review Committee","(0.36904761904761907, 'appropriate relevant international efforts chemicals products project united nations')","(0.3145161290322581, 'a b and or c convention so relevant involve experts working national level basel convention control')","(0.42500000000000004, 'c convention welcomes reports persistent')","(0.3106796116504854, 'annex present decision serve members committee terms office commencing may encourages parties observers')","(0.4035087719298246, 'c convention so relevant involve experts working national')","(0.43939393939393945, 'involve experts working national level basel convention control transboundary movements hazardous wastes disposal invites conference')","(0.4, 'profiles draft risk management')","(0.4, 'a b and or c convention so relevant')","(0.38636363636363635, 'hazardous wastes disposal invites conference parties basel convention consider enhancing')","(0.5, 'and or c convention welcomes')","(0.6086956521739131, 'assist committee collecting information persistent organic pollutants')","(0.3482142857142857, 'and or c convention so relevant involve experts working national level basel convention control')","(0.32335329341317365, 'monitoring cooperation pertaining alternatives persistent organic pollutants candidate persistent organic pollutants accordance article convention requests secretariat')","(0.8409090909090909, 'level basel convention control transboundary movements hazardous wastes disposal invites')","(0.35, 'commencing may african states mr sam adu kumi')","(0.3661971830985915, 'working national level basel convention control transboundary movements')","(0.4029850746268657, 'and or c convention so relevant involve experts')","(0.32352941176470584, 'intersessional period filled also appoints designated experts listed')","(0.41860465116279066, 'or c convention so relevant involve experts')","(0.3529411764705882, 'international efforts chemicals products project united nations environment programme')","(0.35416666666666663, 'appropriate relevant international efforts chemicals products project united nations environment')","(0.44067796610169496, 'c convention welcomes reports persistent organic pollutants')","(0.3548387096774194, 'monitoring cooperation pertaining alternatives persistent organic pollutants candidate persistent organic pollutants accordance article convention requests')","(0.32173913043478264, 'action recognized decision sc effectiveness evaluation relate listing chemicals annexes a b and or')","(0.3142857142857143, 'monitoring cooperation pertaining alternatives persistent organic pollutants candidate persistent organic')","(0.368421052631579, 'c convention welcomes reports persistent organic pollutants review committee')","(0.38636363636363635, 'convention work committee invites committee strengthen involvement experts working basel')","(0.32484076433121023, 'transboundary movements hazardous wastes disposal invites conference parties basel convention consider enhancing involvement experts working basel convention')","(0.3307692307692308, 'documents listing chemicals annexes a b and or c convention so relevant involve experts working national')","(0.36986301369863017, 'monitoring cooperation pertaining alternatives persistent organic pollutants candidate persistent organic pollutants accordance article convention')","(0.5111111111111111, 'nedhary yemen central eastern european states')","(0.5, 'national level basel convention control transboundary movements hazardous wastes disposal invites conference')","(0.33333333333333337, 'monitoring cooperation pertaining alternatives persistent organic pollutants candidate persistent organic')"
"Apr 26, 1989 Decision VCI4 Research, observations and transfer of technology","(0.3013698630136986, 'attention must paid ozone monitoring polar regions nations make')","(0.30817610062893086, 'monitoring programmes including making sufficient resources available appropriate effective operation research human health biological implications ultraviolet')","(0.33333333333333337, 'research human health biological implications')","(0.30400000000000005, 'shall given priority research observations transfer technology atmospheric impact potential substitutes controlled substances')","(0.31999999999999995, 'given priority research observations transfer technology atmospheric impact')","(0.2786885245901639, 'particular attention must given impact food production developing world development crop varieties resistant higher levels')","(0.31818181818181823, 'nations make long term')","(0.38095238095238093, 'regions nations make long term commitment monitoring programmes')","(0.35, 'monitoring polar regions nations make long term commitment monitoring programmes')","(0.3548387096774194, 'polar regions nations make long')","(0.32258064516129037, 'development crop varieties resistant higher levels ultraviolet')","(0.30534351145038163, 'long term commitment monitoring programmes including making sufficient resources available appropriate effective operation research')","(0.28846153846153844, 'activities shall given priority research observations transfer technology atmospheric impact potential substitutes controlled substances particularly regard')","(0.3033707865168539, 'depletion potential greenhouse warming potential monitoring rarer trace gases troposphere')","(0.3292682926829268, 'research observations transfer technology atmospheric impact potential substitutes')","(0.30000000000000004, 'earth s surface particular attention must given impact')","(0.3731343283582089, 'given impact food production developing world development crop')","(0.3661971830985915, 'ultraviolet radiation research effects atmosphere potential ozone layer')","(0.423728813559322, 'radiation research effects atmosphere potential ozone layer')","(0.31645569620253167, 'implications ultraviolet radiation changes earth s surface particular attention')","(0.3294117647058824, 'potential monitoring rarer trace gases troposphere research interactions global ozone')","(0.36923076923076925, 'ozone depletion potential greenhouse warming potential monitoring')","(0.30534351145038163, 'potential greenhouse warming potential monitoring rarer trace gases troposphere research interactions global ozone observing system')","(0.30434782608695654, 'particular attention must given impact food production developing world development crop varieties resistant higher')","(0.2828282828282829, 'available appropriate effective operation research human health biological implications ultraviolet')","(0.33766233766233766, 'depletion potential greenhouse warming potential monitoring rarer trace gases')","(0.46341463414634143, 'given impact food production developing world development crop varieties resistant')","(0.3111111111111111, 'radiation changes earth s surface particular attention must given impact food production developing world development crop varieties')","(0.29861111111111116, 'controlled substances particularly regard likely ozone depletion potential greenhouse warming potential monitoring rarer trace gases troposphere')","(0.34782608695652173, 'particular attention must given impact food production developing world development crop varieties resistant higher')","(0.37735849056603776, 'appropriate effective operation research human health')","(0.2962962962962963, 'potential greenhouse warming potential monitoring rarer trace gases troposphere research interactions global')","(0.3529411764705882, 'make long term commitment monitoring programmes including making sufficient resources')"
"Apr 24, 2017 Polychlorinated biphenyls","(0.348314606741573, 'countries economies transition technical assistance financial support technology transfer')","(0.29220779220779225, 'parties provide information progress eliminating polychlorinated biphenyls fourth national reports submitted pursuant article convention august accordance')","(0.42500000000000004, 'convention decided decision sc reporting')","(0.3278688524590164, 'country requests secretariat consultation small intersessional working group subject availability resources prepare report')","(0.3731343283582089, 'convention decided decision sc reporting pursuant article stockholm')","(0.3098591549295775, 'goals stockholm convention eliminate use polychlorinated biphenyls equipment achieve environmentally sound waste management liquids containing')","(0.41666666666666663, 'part ii annex convention')","(0.410958904109589, 'destruction meet goals stockholm convention eliminate use polychlorinated')","(0.3980582524271845, 'technology industry economics united nations environment programme cooperation secretariat consultation')","(0.48571428571428577, 'part ii annex convention encourages')","(0.4714285714285714, 'stockholm convention eliminate use polychlorinated biphenyls equipment')","(0.3308823529411765, 'road map implementation plans invites governments intergovernmental non governmental organizations research institutions industry bodies')","(0.3655172413793103, 'invites parties others position support developing countries countries economies transition efforts meet outstanding needs manage polychlorinated')","(0.31034482758620685, 'above consideration conference parties ninth meeting assist review conducted accordance')","(0.35064935064935066, 'biphenyls consideration conference parties ninth meeting requests secretariat')","(0.3833333333333333, 'paragraph part ii annex convention decided decision sc')","(0.35820895522388063, 'ii annex convention decided decision sc reporting pursuant')","(0.29729729729729726, 'intersessional working group subject availability resources prepare report')","(0.44897959183673475, 'ii annex convention decided decision sc reporting')","(0.3855421686746988, 'intersessional working group subject availability resources prepare report referred')","(0.35416666666666663, 'convention eliminate use polychlorinated biphenyls equipment achieve environmentally sound waste')","(0.38596491228070173, 'convention decided decision sc reporting pursuant article')","(0.3205128205128205, 'united nations environment programme cooperation secretariat consultation advisory committee polychlorinated biphenyls elimination network report activities')","(0.30827067669172936, 'recognized decision sc effectiveness evaluation relate polychlorinated biphenyls takes note consolidated assessment efforts eliminate')","(0.30000000000000004, 'group working electronic means and subject availability funding face to')","(0.375, 'convention encourages parties provide information progress eliminating polychlorinated biphenyls')","(0.36458333333333337, 'convention eliminate use polychlorinated biphenyls equipment achieve environmentally sound waste')","(0.3093525179856115, 'article convention august accordance paragraph part ii annex convention decided decision sc reporting pursuant article stockholm convention')","(0.304635761589404, 'life cycles including elimination destruction meet goals stockholm convention eliminate use polychlorinated biphenyls equipment achieve environmentally')","(0.34959349593495936, 'annex convention decided decision sc reporting pursuant article stockholm convention decides establish small intersessional')","(0.39534883720930236, 'part ii annex convention encourages parties')","(0.32499999999999996, 'road map implementation plans invites governments intergovernmental non governmental organizations research institutions')","(0.33333333333333337, 'action recognized decision sc effectiveness evaluation relate polychlorinated biphenyls takes')"
"Apr 25, 2011 Official communications","(0.3375, 'convention persistent organic pollutants invites parties states party convention')","(0.2818791946308725, 'done nominate official contact points perform administrative functions handle formal communication stockholm convention persistent organic pollutants')","(0.41666666666666663, 'convention persistent organic pollutants invites')","(0.3157894736842105, 'non governmental organizations attended previous meeting conference parties registered attend current meeting unep')","(0.3623188405797102, 'communications conference parties urges parties already done nominate')","(0.303030303030303, 'copy official communications ensure efficient communication takes note list non governmental organizations attended previous meeting')","(0.4482758620689655, 'parties already done nominate')","(0.4833333333333333, 'invites parties states party convention already done confirm')","(0.4177215189873418, 'organic pollutants invites parties states party convention already done confirm')","(0.46153846153846156, 'parties states party convention already')","(0.7575757575757576, 'stockholm convention persistent organic pollutants invites parties')","(0.2890625, 'functions handle formal communication stockholm convention persistent organic pollutants invites parties states party convention')","(0.3211678832116789, 'united nations geneva copy official communications ensure efficient communication takes note list non governmental organizations attended')","(0.31182795698924726, 'communication stockholm convention persistent organic pollutants invites parties states party')","(0.30666666666666664, 'non governmental organizations attended previous meeting conference parties')","(0.31666666666666665, 'invites parties states party convention already done confirm')","(0.32835820895522383, 'states party convention already done confirm existing national')","(0.30666666666666664, 'non governmental organizations attended previous meeting conference parties')","(0.3939393939393939, 'stockholm convention persistent organic pollutants invites parties')","(0.3571428571428571, 'nominate new national focal points requests secretariat send permanent')","(0.36363636363636365, 'convention persistent organic pollutants invites parties states party convention already')","(0.39682539682539686, 'convention persistent organic pollutants invites parties states')","(0.31343283582089554, 'communication stockholm convention persistent organic pollutants invites parties states party convention already done confirm existing')","(0.28695652173913044, 'party convention already done confirm existing national focal points information exchange nominate new national')","(0.29032258064516125, 'non governmental organizations attended previous meeting conference parties registered attend')","(0.3563218390804598, 'communication stockholm convention persistent organic pollutants invites parties states')","(0.375, 'convention persistent organic pollutants invites parties states party convention already')","(0.3417721518987342, 'points perform administrative functions handle formal communication stockholm convention persistent organic pollutants invites parties states party convention')","(0.26119402985074625, 'national focal points requests secretariat send permanent missions united nations geneva copy official communications ensure efficient')","(0.352, 'communication stockholm convention persistent organic pollutants invites parties states party convention already done confirm')","(0.3695652173913043, 'ensure efficient communication takes note list')","(0.2828282828282829, 'persistent organic pollutants invites parties states party convention already done confirm existing')","(0.33333333333333337, 'communication stockholm convention persistent organic pollutants invites parties states party')"
"Apr 26, 1989 Decision VCI8 Designation of Secretariat","(0.23287671232876717, 'conference parties decision vci first meeting decided designate unep')","(0, '')","(0.29729729729729726, 'conference parties decision vci first')","(0, '')","(0.3015873015873016, 'conference parties decision vci first meeting decided designate')","(0, '')","(0.3076923076923077, 'parties decision vci first')","(0.25396825396825395, 'conference parties decision vci first meeting decided designate')","(0.22499999999999998, 'conference parties decision vci first meeting decided designate unep secretariat')","(0.26190476190476186, 'meeting decided designate unep secretariat')","(0.1923076923076923, 'parties decision vci first meeting decided designate')","(0, '')","(0, '')","(0.1875, 'conference parties decision vci first meeting decided designate unep secretariat')","(0.2063492063492064, 'conference parties decision vci first meeting decided designate')","(0.2222222222222222, 'conference parties decision vci first meeting decided designate')","(0.20895522388059706, 'conference parties decision vci first meeting decided designate')","(0.2698412698412699, 'conference parties decision vci first meeting decided designate')","(0.2692307692307693, 'parties decision vci first meeting decided designate')","(0.22058823529411764, 'conference parties decision vci first meeting decided designate unep')","(0.275, 'conference parties decision vci first meeting decided designate unep secretariat')","(0.26415094339622647, 'conference parties decision vci first meeting decided')","(0, '')","(0, '')","(0.22499999999999998, 'conference parties decision vci first meeting decided designate unep secretariat')","(0.25, 'conference parties decision vci first meeting decided designate unep')","(0.2875, 'conference parties decision vci first meeting decided designate unep secretariat')","(0, '')","(0, '')","(0, '')","(0.27083333333333337, 'first meeting decided designate unep secretariat')","(0, '')","(0.23750000000000004, 'conference parties decision vci first meeting decided designate unep secretariat')"
"Apr 26, 1989 Decision VCI7 Arbitration procedure","(0.23287671232876717, 'conference parties decision vci first meeting decided adopt accordance')","(0.24626865671641796, 'conference parties decision vci first meeting decided adopt accordance article paragraph vienna convention arbitration procedure annex')","(0.41463414634146345, 'convention arbitration procedure annex ii')","(0.2692307692307693, 'decided adopt accordance article paragraph vienna convention arbitration procedure annex ii report first')","(0.27692307692307694, 'paragraph vienna convention arbitration procedure annex ii report')","(0.21875, 'conference parties decision vci first meeting decided adopt accordance article paragraph vienna convention arbitration procedure')","(0.3076923076923077, 'parties decision vci first')","(0.3783783783783784, 'accordance article paragraph vienna convention arbitration procedure annex')","(0.3522727272727273, 'decided adopt accordance article paragraph vienna convention arbitration procedure annex')","(0.3877551020408163, 'paragraph vienna convention arbitration procedure')","(0.31746031746031744, 'article paragraph vienna convention arbitration procedure annex')","(0.2627118644067796, 'conference parties decision vci first meeting decided adopt accordance article paragraph vienna convention arbitration')","(0.25373134328358204, 'conference parties decision vci first meeting decided adopt accordance article paragraph vienna convention arbitration procedure annex')","(0.22619047619047616, 'accordance article paragraph vienna convention arbitration procedure annex ii report')","(0.3076923076923077, 'paragraph vienna convention arbitration procedure annex ii report')","(0.33783783783783783, 'accordance article paragraph vienna convention arbitration procedure annex')","(0.26865671641791045, 'paragraph vienna convention arbitration procedure annex ii report')","(0.27118644067796616, 'conference parties decision vci first meeting decided adopt')","(0.5636363636363637, 'vienna convention arbitration procedure annex ii report')","(0.2682926829268293, 'decided adopt accordance article paragraph vienna convention arbitration procedure')","(0.2692307692307693, 'conference parties decision vci first meeting decided adopt accordance article')","(0.4814814814814815, 'convention arbitration procedure annex ii report first')","(0.25, 'conference parties decision vci first meeting decided adopt accordance article paragraph vienna convention arbitration procedure')","(0.22608695652173916, 'vci first meeting decided adopt accordance article paragraph vienna convention arbitration procedure annex ii')","(0.2441860465116279, 'first meeting decided adopt accordance article paragraph vienna convention arbitration')","(0.2816901408450704, 'paragraph vienna convention arbitration procedure annex ii report first')","(0.28205128205128205, 'conference parties decision vci first meeting decided adopt accordance article')","(0.1897810218978102, 'conference parties decision vci first meeting decided adopt accordance article paragraph vienna convention arbitration procedure annex ii')","(0.20149253731343286, 'conference parties decision vci first meeting decided adopt accordance article paragraph vienna convention arbitration procedure annex')","(0.3220338983050848, 'conference parties decision vci first meeting decided adopt accordance article paragraph vienna convention arbitration')","(0.36363636363636365, 'paragraph vienna convention arbitration procedure annex')","(0.18367346938775508, 'decided adopt accordance article paragraph vienna convention arbitration procedure annex ii report')","(0.2954545454545454, 'decided adopt accordance article paragraph vienna convention arbitration procedure annex')"
"Apr 25, 2011 Facilitating work with regard to financial resources and mechanisms","(0.33333333333333337, 'convention persistent organic pollutants held geneva may requests executive')","(0.3013698630136986, 'facilitating work regard financial resources mechanisms decides continue discussion exploring options facilitating work regard financial resources')","(0.4, 'convention persistent organic pollutants held')","(0.3252032520325203, 'secretary undertake consultations bureau conference parties objective supporting discussions finance related issues regular')","(0.3384615384615385, 'convention persistent organic pollutants held geneva may requests')","(0.28682170542635654, 'fourth meeting conference parties stockholm convention persistent organic pollutants held geneva may requests executive secretary')","(0.32352941176470584, 'parties recognizes importance need')","(0.35064935064935066, 'meeting conference parties stockholm convention persistent organic pollutants')","(0.33333333333333337, 'director fourth meeting conference parties stockholm convention persistent organic pollutants')","(0.36170212765957444, 'parties stockholm convention persistent organic')","(0.8064516129032258, 'stockholm convention persistent organic pollutants held geneva')","(0.344, 'regular meetings conference parties recalls consultative process financing options chemicals wastes first announced executive')","(0.2836879432624113, 'regular meetings conference parties recalls consultative process financing options chemicals wastes first announced executive director fourth')","(0.3012048192771084, 'parties stockholm convention persistent organic pollutants held geneva may requests')","(0.3188405797101449, 'recalls consultative process financing options chemicals wastes first')","(0.3246753246753247, 'meeting conference parties stockholm convention persistent organic pollutants')","(0.2875, 'secretary undertake consultations bureau conference parties objective supporting')","(0.3116883116883117, 'meeting conference parties stockholm convention persistent organic pollutants')","(0.4032258064516129, 'stockholm convention persistent organic pollutants held geneva')","(0.31707317073170727, 'executive secretary take account outcomes process referred paragraph consultations')","(0.3647058823529412, 'convention persistent organic pollutants held geneva may requests executive secretary')","(0.3928571428571429, 'convention persistent organic pollutants held geneva may')","(0.3188405797101449, 'bureau conference parties objective supporting discussions finance related issues regular meetings conference parties recalls consultative')","(0.303030303030303, 'financial resources mechanisms decides continue discussion exploring options facilitating work regard financial resources mechanisms')","(0.2808988764044944, 'meeting conference parties stockholm convention persistent organic pollutants held geneva')","(0.36, 'convention persistent organic pollutants held geneva may requests executive')","(0.3647058823529412, 'convention persistent organic pollutants held geneva may requests executive secretary')","(0.29931972789115646, 'sc facilitating work regard financial resources mechanisms conference parties recognizes importance need improve efficiency work conference parties')","(0.2808219178082192, 'facilitating work regard financial resources mechanisms decides continue discussion exploring options facilitating work regard financial resources')","(0.2983870967741935, 'recognizes importance need improve efficiency work conference parties regard financial resources mechanisms recalls decision')","(0.4067796610169492, 'secretary undertake consultations bureau conference parties')","(0.2892561983471075, 'committee requests executive secretary undertake consultations bureau conference parties objective supporting discussions')","(0.3975903614457831, 'parties stockholm convention persistent organic pollutants held geneva may requests')"
